OBJECTID,ID,NAME,STATE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,WELLIDNO,API,PERMITNO,OPERATOR,OPERATORID,PRODTYPE,COORDTYPE,SURF_LAT,SURF_LONG,BOT_LAT,BOT_LONG,POSREL,FIELD,COMPDATE,TOTDEPTH
287859,W510006929,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.214979999999997,-82.344880000000003,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.214979999999997,-82.344880000000003,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4508
287860,W510006930,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.065790000000000,-82.467799999999997,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.065790000000000,-82.467799999999997,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4820
287861,W510006931,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.035519999999998,-82.365359999999995,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.035519999999998,-82.365359999999995,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,5219
287862,W510006932,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.130040000000001,-82.367170000000002,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.130040000000001,-82.367170000000002,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,5047
287863,W510006933,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.127609999999997,-82.353819999999999,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.127609999999997,-82.353819999999999,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,5186
287864,W510006934,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.173369999999998,-82.357230000000001,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.173369999999998,-82.357230000000001,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4685
287865,W510006935,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.077260000000003,-82.359999999999999,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.077260000000003,-82.359999999999999,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4830
287866,W510006936,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.066339999999997,-82.346940000000004,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.066339999999997,-82.346940000000004,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,5075
287867,W510006937,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,36.970440000000004,-82.342609999999993,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,36.970440000000004,-82.342609999999993,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,5710
287868,W510006938,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.213470000000001,-82.337000000000003,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.213470000000001,-82.337000000000003,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4617
287869,W510006939,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.172600000000003,-82.418289999999999,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.172600000000003,-82.418289999999999,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,5646
287870,W510006940,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.198860000000003,-82.368260000000006,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.198860000000003,-82.368260000000006,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4363
287871,W510006941,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.045560000000002,-82.415239999999997,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.045560000000002,-82.415239999999997,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,5107
287872,W510006942,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.134889999999999,-82.345730000000003,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.134889999999999,-82.345730000000003,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,5025
287873,W510006943,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.132779999999997,-82.314660000000003,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.132779999999997,-82.314660000000003,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,5101
287874,W510006944,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.062150000000003,-82.380700000000004,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.062150000000003,-82.380700000000004,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,5412
287875,W510006945,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.214300000000001,-82.326809999999995,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.214300000000001,-82.326809999999995,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4724
287876,W510006946,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.208970000000001,-82.321629999999999,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.208970000000001,-82.321629999999999,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4643
287877,W510006947,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.138069999999999,-82.365150000000000,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.138069999999999,-82.365150000000000,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4572
287878,W510006948,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.217979999999997,-82.352159999999998,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.217979999999997,-82.352159999999998,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4531
287879,W510006949,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.131889999999999,-82.302509999999998,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.131889999999999,-82.302509999999998,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4979
287880,W510006950,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.163420000000002,-82.429019999999994,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.163420000000002,-82.429019999999994,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,5471
287881,W510006951,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.104990000000001,-82.405730000000005,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.104990000000001,-82.405730000000005,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,5108
287882,W510006952,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.145629999999997,-82.358509999999995,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.145629999999997,-82.358509999999995,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4940
287883,W510006953,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.115530000000000,-82.387349999999998,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.115530000000000,-82.387349999999998,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4802
287884,W510006954,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.096939999999996,-82.377369999999999,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.096939999999996,-82.377369999999999,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,5152
287885,W510006955,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.233780000000003,-82.264290000000003,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,RANGE RESOURCES-PINE MOUNTAIN,-999,UNKNOWN WELL,T,37.233780000000003,-82.264290000000003,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,6000
287886,W510006956,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.123500000000000,-82.389660000000006,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.123500000000000,-82.389660000000006,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4891
287887,W510006957,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.109839999999998,-82.380200000000002,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.109839999999998,-82.380200000000002,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4761
287888,W510006958,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.175879999999999,-82.337850000000003,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.175879999999999,-82.337850000000003,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4828
287889,W510006959,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.163069999999998,-82.289079999999998,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.163069999999998,-82.289079999999998,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4796
287890,W510006960,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.183450000000001,-82.316730000000007,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.183450000000001,-82.316730000000007,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4743
287891,W510006961,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.113300000000002,-82.371300000000005,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.113300000000002,-82.371300000000005,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4800
287892,W510006962,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.125270000000000,-82.363309999999998,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.125270000000000,-82.363309999999998,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,5336
287893,W510006963,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.161059999999999,-82.330699999999993,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.161059999999999,-82.330699999999993,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4849
287894,W510006964,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.201410000000003,-82.347020000000001,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.201410000000003,-82.347020000000001,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4675
287895,W510006965,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.198250000000002,-82.339349999999996,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.198250000000002,-82.339349999999996,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4505
287896,W510006966,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.194780000000002,-82.330929999999995,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.194780000000002,-82.330929999999995,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4464
287897,W510006967,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.187159999999999,-82.409080000000003,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.187159999999999,-82.409080000000003,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,5589
287898,W510006968,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.190730000000002,-82.314790000000002,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.190730000000002,-82.314790000000002,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4634
287899,W510006969,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.177480000000003,-82.277709999999999,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.177480000000003,-82.277709999999999,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4793
287900,W510006970,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.208939999999998,-82.391080000000002,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.208939999999998,-82.391080000000002,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,5609
287901,W510006971,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.174709999999997,-82.384900000000002,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.174709999999997,-82.384900000000002,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4617
287902,W510006972,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.170209999999997,-82.389799999999994,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.170209999999997,-82.389799999999994,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4752
287903,W510006973,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.193010000000001,-82.371309999999994,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,EQT PRODUCTION COMPANY,-999,UNKNOWN WELL,T,37.193010000000001,-82.371309999999994,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,4458
