FID,ELEVATION,SHAPE_STLe
183,170,2.003461
184,30,48.129098
185,30,33.708402
186,40,21.36437
187,170,2.12149
188,40,9.474517
189,40,11.088955
190,170,2.254971
191,50,23.330753
192,20,30.246885
193,30,53.188171
194,50,22.625701
195,160,0.655438
196,30,137.788361
197,170,2.37656
198,50,154.606635
199,70,176.222372
200,160,0.642206
201,40,52.421883
202,70,101.215295
203,160,0.632038
204,50,61.975162
205,70,85.221753
206,160,0.561468
207,50,24.308895
208,140,8.357406
209,160,0.041533
210,140,0.606247
211,50,85.276698
212,160,0.521563
213,110,0.026391
214,140,0.605141
215,170,4.063698
216,110,69.252247
217,160,2.997688
218,140,0.956563
219,140,1.687226
220,160,1.910176
221,110,7.315507
222,170,3.95524
223,120,64.673373
224,120,108.877784
225,170,0.965459
226,170,87.55975
227,110,122.395294
228,170,0.888385
229,100,47.27708
230,170,0.08704
231,160,265.091503
232,110,5.583642
233,170,1.064688
234,180,34.130945
235,170,0.642182
236,210,18.407788
237,230,43.560256
238,220,23.278423
239,220,20.50242
240,240,44.300261
241,190,10.741106
242,200,9.678407
243,240,32.565513
244,230,32.180061
245,190,33.834062
246,230,32.558906
247,50,24.615176
248,210,5.149188
249,200,129.162387
250,190,0.873368
251,60,31.223361
252,200,20.925689
253,210,12.61181
254,60,25.725611
255,130,39.72356
256,190,3.983926
257,50,36.884203
258,190,15.912692
259,50,49.177176
260,210,6.560766
261,160,22.92045
262,50,105.581906
263,140,0.774665
264,240,107.184621
265,50,0.859356
266,140,1.168954
267,250,30.779218
268,50,0.858859
269,140,2.098423
270,50,351.288094
271,200,271.377158
272,250,40.581209
273,50,52.784036
274,260,8.805708
275,50,35.518097
276,210,68.446116
277,40,71.371943
278,40,31.17966
279,260,54.983443
280,250,79.687538
281,40,9.134104
282,40,50.482081
283,40,1.356145
284,240,0.769854
285,240,84.368046
286,250,35.186819
287,50,70.719137
288,240,439.787293
289,10,4.226316
290,250,2.145831
291,50,54.270465
292,220,89.880093
293,250,22.034956
294,240,0.870466
295,10,0.260371
296,50,6.735241
297,200,50.290771
298,240,0.307751
299,40,92.004894
300,10,0.177492
301,200,50.188954
302,240,0.453191
303,190,25.499978
304,30,540.35392
305,10,0.192677
306,180,12.024371
307,90,0.622398
308,90,0.665949
309,60,69.515729
310,260,48.307619
311,80,65.092255
312,60,65.848674
313,30,773.846742
314,100,5.101135
315,60,96.875944
316,40,104.47011
317,240,25.6713
318,220,0.111064
319,220,0.057739
320,40,35.643338
321,230,23.759619
322,110,33.330777
323,50,45.405886
324,40,77.051193
325,50,35.728889
326,80,0.418997
327,80,8.080723
328,80,2.876573
329,40,407.36786
330,80,1.502757
331,60,36.892116
332,80,0.20636
333,140,187.07226
334,80,0.109976
335,70,37.892241
336,40,23.690466
337,80,1.907214
338,80,0.623818
339,110,5.667881
340,60,15.488733
341,40,338.693164
342,80,0.032148
343,80,1.67935
344,70,670.67139
345,90,6.073825
346,230,354.230438
347,30,188.707738
348,60,6.466815
349,220,70.196502
350,230,63.264071
351,30,0.455787
352,210,145.038852
353,130,55.960672
354,60,16.208759
355,20,6.952435
356,210,3.488481
357,50,45.918433
358,100,32.716722
359,30,45.662494
360,210,72.132461
361,100,92.774646
362,10,115.996754
363,30,61.548712
364,50,42.800756
365,60,42.137988
366,100,74.844376
367,20,125.853973
368,40,3.108546
369,70,41.644582
370,50,8.15019
371,100,0.407535
372,20,35.56716
373,20,157.323833
374,40,62.655078
375,20,12.023668
376,100,0.486485
377,40,37.267049
378,20,50.215061
379,20,68.02005
380,40,49.713177
381,250,23.774422
382,120,89.947402
383,40,49.793461
384,10,57.736101
385,40,26.526184
386,240,0.143809
387,110,37.457261
388,40,38.835749
389,20,14.742805
390,40,4.817915
391,240,0.150285
392,110,205.746021
393,20,64.447581
394,40,3.408833
395,240,0.144446
396,50,117.681252
397,90,44.499492
398,200,1.271755
399,40,30.980081
400,240,0.148015
401,220,167.719061
402,40,105.236991
403,100,7.618715
404,10,28.959849
405,230,62.796661
406,230,0.307765
407,110,23.307167
408,10,5.358574
409,20,21.752881
410,70,17.550891
411,120,106.65932
412,240,0.14235
413,220,57.569901
414,20,111.773404
415,160,2.45489
416,20,25.550352
417,20,1.57737
418,250,272.430893
419,240,528.64259
420,160,1.019873
421,80,0.944357
422,250,319.520759
423,160,0.861694
424,230,0.30552
425,80,2.009943
426,80,15.113259
427,110,267.451476
428,160,0.415444
429,230,0.311629
430,240,156.423151
431,80,1.175617
432,70,16.615602
433,110,27.536433
434,160,0.237533
435,80,0.248394
436,70,74.199652
437,240,16.184495
438,70,15.161318
439,170,4.830597
440,80,4.178959
441,110,3.2714
442,190,77.707602
443,160,0.612263
444,80,0.491192
445,60,19.908667
446,80,18.396315
447,80,18.05502
448,80,1.521827
449,250,10.786976
450,160,0.623339
451,60,15.039625
452,130,126.55733
453,200,5.6908
454,60,16.734088
455,170,1.363094
456,130,79.951718
457,20,37.890511
458,170,0.917917
459,60,56.900324
460,210,460.144254
461,120,70.685722
462,10,78.514669
463,50,17.138241
464,230,28.996792
465,220,28.640414
466,50,5.569861
467,230,2.563532
468,230,4.52488
469,220,64.07599
470,220,81.539601
471,200,106.02443
472,50,10.7432
473,190,2.340034
474,110,38.579174
475,210,157.832825
476,190,1.610828
477,240,233.037547
478,50,19.520508
479,50,9.973675
480,110,43.013072
481,210,48.977919
482,150,19.214242
483,50,16.687539
484,50,31.466883
485,30,8.701738
486,100,2.618934
487,60,20.384396
488,30,3.788994
489,150,49.746398
490,40,21.223779
491,20,107.249276
492,220,67.381845
493,40,25.972198
494,50,9.922173
495,20,0.311566
496,130,5.176253
497,20,0.013131
498,100,21.027695
499,30,6.641754
500,250,80.461368
501,20,0.814177
502,190,7.080203
503,230,0.069454
504,20,67.85536
505,260,57.280917
506,190,1.82103
507,150,18.809772
508,240,0.449103
509,190,8.925113
510,250,309.187263
511,130,23.51384
512,150,12.892861
513,150,67.052299
514,180,47.658507
515,140,108.461119
516,110,63.963128
517,160,6.900312
518,200,81.119719
519,200,1.023917
520,100,36.496591
521,100,3.915425
522,130,0.961145
523,80,9.749459
524,200,136.199903
525,120,45.034744
526,160,5.581334
527,90,72.988417
528,130,0.598945
529,200,27.224665
530,160,7.127812
531,90,14.364436
532,80,2.070005
533,270,26.434526
534,160,2.206605
535,80,1.918271
536,70,196.598694
537,160,2.921182
538,80,0.550781
539,80,148.343435
540,240,0.877026
541,60,130.077639
542,100,60.641261
543,90,32.452132
544,150,11.117294
545,230,1.9008
546,100,20.993742
547,120,58.453993
548,130,14.952769
549,240,0.848299
550,100,30.220045
551,100,12.24497
552,140,20.332528
553,240,1.842234
554,140,31.604312
555,230,2.213769
556,80,16.653109
557,120,79.202471
558,100,122.232945
559,50,7.208094
560,240,1.334972
561,120,7.827054
562,130,74.078934
563,60,4.340797
564,100,129.267283
565,240,1.562509
566,80,17.900026
567,50,50.905425
568,80,356.23277
569,240,0.965056
570,70,106.137463
571,80,19.504116
572,240,278.755553
573,70,143.629686
574,50,5.699567
575,70,7.607961
576,240,9.772026
577,70,59.540438
578,60,19.476928
579,70,51.826207
580,190,2.788706
581,80,37.147041
582,70,38.12796
583,70,7.514421
584,140,27.001455
585,80,25.018292
586,80,32.200755
587,200,5.776364
588,70,377.796583
589,90,106.750807
590,80,20.046006
591,50,12.763045
592,80,9.435328
593,90,1.829588
594,90,2.670064
595,80,32.434292
596,60,79.234037
597,90,34.879248
598,90,1.52332
599,60,56.821073
600,60,20.159269
601,110,4.064669
602,60,114.490678
603,40,2.932161
604,90,71.066026
605,90,3.551021
606,40,30.472061
607,40,2.988996
608,110,27.520922
609,50,25.158413
610,60,16.553662
611,60,870.988474
612,200,5.17627
613,40,19.233105
614,40,0.291649
615,50,283.954491
616,30,98.684695
617,40,0.007499
618,80,23.403383
619,50,121.640981
620,70,19.529295
621,80,46.636844
622,50,109.618283
623,130,26.08914
624,40,27.997607
625,70,133.646234
626,50,69.815445
627,170,2.026988
628,60,82.667555
629,50,77.563658
630,150,45.324753
631,40,96.740905
632,50,7.256533
633,160,18.406682
634,60,106.21854
635,150,0.130487
636,70,366.15893
637,70,8.038522
638,240,31.246498
639,70,140.497737
640,150,24.961216
641,80,21.525786
642,80,12.654435
643,210,1.099288
644,70,1.488072
645,90,9.719695
646,230,0.305505
647,80,10.005235
648,70,10.381539
649,230,0.306957
650,80,1.231227
651,230,0.449011
652,80,54.867206
653,50,1155.090606
654,70,11.71118
655,50,419.315562
656,230,45.21551
657,70,10.097407
658,60,46.935763
659,230,1.19137
660,40,49.49052
661,40,486.359162
662,150,12.841111
663,230,2.494648
664,60,22.232489
665,230,16.103073
666,40,50.485152
667,250,0.158535
668,40,106.774352
669,250,46.510552
670,230,0.158847
671,60,26.254026
672,90,2.760158
673,50,87.324005
674,100,184.123734
675,90,3.738172
676,50,66.984848
677,80,35.294203
678,90,9.887045
679,40,97.632198
680,80,0.612016
681,220,3.446621
682,40,109.236009
683,80,0.657037
684,120,2.648116
685,50,71.019455
686,80,3.504196
687,100,21.424432
688,40,33.216138
689,80,0.64058
690,100,103.030723
691,80,0.609973
692,40,21.849917
693,140,67.571503
694,40,12.812222
695,110,23.149665
696,30,54.312228
697,40,9.56904
698,100,94.987533
699,30,2.063667
700,40,85.114677
701,80,160.312714
702,40,36.57892
703,40,13.851506
704,90,57.661266
705,30,122.533617
706,30,336.560593
707,40,3.543555
708,220,5.606337
709,30,25.905194
710,30,47.372595
711,30,38.536914
712,220,23.4793
713,30,11.144725
714,50,137.612706
715,20,600.908008
716,180,1.977136
717,30,108.864005
718,50,9.429848
719,20,131.898374
720,210,17.650213
721,50,8.159594
722,130,6.000219
723,20,4.082618
724,50,9.509539
725,20,131.420293
726,130,654.23539
727,50,0.260996
728,50,0.34148
729,20,19.072885
730,230,84.637696
731,50,0.33988
732,230,95.784446
733,120,0.237872
734,120,1.130337
735,50,0.157635
736,130,21.456389
737,120,3.247207
738,50,3.960704
739,120,63.076446
740,100,89.49549
741,120,1145.872535
742,50,0.205387
743,90,24.838556
744,80,4.956174
745,80,5.839842
746,50,0.204587
747,70,26.542133
748,80,3.841859
749,50,0.286004
750,60,624.067384
751,50,0.327724
752,80,1.472154
753,60,132.969605
754,40,15.474749
755,80,3.760025
756,50,132.883278
757,40,3.66776
758,80,1.28176
759,40,132.808423
760,80,4.144416
761,40,21.198739
762,60,22.252692
763,80,0.862869
764,40,41.093959
765,20,198.151077
766,50,40.911647
767,60,40.715705
768,80,8.719815
769,40,15.712315
770,30,38.27728
771,80,0.073295
772,50,15.385172
773,20,38.833978
774,80,0.156943
775,60,15.045029
776,30,0.128883
777,80,0.108351
778,60,39.986651
779,60,100.135401
780,30,0.111426
781,80,5.012833
782,60,128.08267
783,30,38.085171
784,80,0.962811
785,40,26.794073
786,30,50.094723
787,80,1.165024
788,50,30.528204
789,30,38.828802
790,80,2.920324
791,60,35.146246
792,30,1.078983
793,80,1.239465
794,60,1.067285
795,50,9.9186
796,30,1.710149
797,40,17.228079
798,30,1.975621
799,60,50.674875
800,30,0.461693
801,40,41.942222
802,30,2.213499
803,30,45.29533
804,50,46.033241
805,60,50.853793
806,30,52.913558
807,40,104.776765
808,50,66.673791
809,30,90.533434
810,50,87.331452
811,30,2.071165
812,50,31.463694
813,30,0.122906
814,40,50.962602
815,30,1.754773
816,30,79.638083
817,40,133.564605
818,40,4.347919
819,20,31.467355
820,40,66.34233
821,40,21.318553
822,40,58.061565
823,40,92.181696
824,40,145.939105
825,30,73.081165
826,40,138.994101
827,30,80.827136
828,40,183.060019
829,30,2.138686
830,40,142.662771
831,30,26.04453
832,40,324.607188
833,20,24.911866
834,20,16.609714
835,10,137.700546
836,20,26.179508
837,10,24.399542
838,20,23.205676
839,10,143.136703
840,10,11.97824
841,30,12.280367
842,20,37.632996
843,10,12.447433
844,10,79.395831
845,20,41.320372
846,10,24.016746
847,20,15.962376
848,30,0.082116
849,10,0.514593
850,230,48.324019
851,30,0.235714
852,10,0.509283
853,30,2.163627
854,240,30.174445
855,30,0.582561
856,10,0.702105
857,240,50.991884
858,30,3.743108
859,10,5.99902
860,220,27.057008
861,30,1.312682
862,10,1.440976
863,230,26.633145
864,30,2.379055
865,110,28.198999
866,10,1.480269
867,30,33.444957
868,10,1.492658
869,150,56.365248
870,20,94.251948
871,10,0.535887
872,120,32.076972
873,10,0.535636
874,250,44.049402
875,40,154.885098
876,10,0.534724
877,270,11.32352
878,30,18.723122
879,10,1.385751
880,270,3.308648
881,30,42.416894
882,10,0.832908
883,260,0.009227
884,20,1396.509747
885,10,0.830904
886,70,1942.116823
887,30,44.411272
888,10,0.83031
889,30,519.251118
890,70,1564.926822
891,90,35.642863
892,70,18.995325
893,30,62.022317
894,70,1557.400261
895,30,238.147871
896,70,1764.976682
897,70,77.137301
898,70,173.313127
899,30,116.719049
900,80,51.863861
901,30,19.900557
902,70,1427.636884
903,30,25.401278
904,100,31.653504
905,70,2086.949054
906,20,120.525263
907,70,16.32986
908,70,1755.501017
909,30,18.686119
910,80,82.559643
911,70,1709.840364
912,30,6.417576
913,70,29.367219
914,70,777.631264
915,70,11.487356
916,70,1680.901573
917,80,29.668175
918,70,1535.396103
919,80,4.760113
920,70,1037.162723
921,50,63.575027
922,70,1481.251534
923,40,1.010034
924,40,0.48516
925,70,461.765379
926,80,67.859372
927,70,1609.316144
928,80,9.271039
929,70,1510.457231
930,70,1458.495043
931,70,701.516871
932,70,1438.524392
933,70,1537.44077
934,70,1402.947276
935,70,1467.443401
936,70,1266.59948
937,20,1751.553106
938,20,258.180231
939,30,765.210067
940,30,845.399117
941,30,155.234372
942,30,199.355421
943,30,307.39997
944,30,440.688964
945,30,71.379453
946,20,527.188489
947,10,284.057445
948,20,850.157499
949,30,213.518064
950,230,855.852575
951,250,300.373212
952,160,135.391159
953,230,71.455234
954,250,222.826859
955,100,427.5466
956,240,161.016338
957,150,1363.575357
958,100,1697.637922
959,100,1970.147712
960,230,7.440672
961,240,34.968455
962,240,3.823025
963,240,6.113244
964,270,94.995671
965,290,23.069991
966,220,48.955915
967,260,93.213196
968,270,35.037924
969,270,115.610622
970,80,21.092361
971,70,18.812969
972,90,96.418275
973,80,5.214781
974,70,7.630414
975,70,14.943263
976,80,15.303212
977,90,17.216749
978,90,15.284151
979,70,11.242812
980,80,11.122698
981,90,11.155987
982,70,16.435366
983,80,16.717138
984,90,16.896778
985,90,2.806973
986,80,38.076203
987,90,30.507105
988,90,83.211242
989,50,34.285727
990,50,30.743549
991,40,9.312604
992,40,18.934592
993,40,77.86148
994,30,104.064722
995,40,47.515847
996,30,3.983377
997,30,3.525023
998,40,5.347008
999,30,7.346458
1000,40,3.948369
1001,30,0.630764
1002,30,0.603548
1003,30,0.635859
1004,30,0.335461
1005,30,0.30794
1006,20,17.27294
1007,30,0.303405
1008,30,5.741902
1009,30,2.144927
1010,30,2.322292
1011,20,9.988495
1012,30,9.768038
1013,30,2.54626
1014,180,1537.388434
1015,30,0.357008
1016,180,198.231887
1017,40,1278.488535
1018,30,0.331077
1019,40,1605.944253
1020,250,33.873835
1021,40,1702.830079
1022,30,0.299456
1023,40,1408.257545
1024,250,3.483682
1025,40,591.244023
1026,20,6.172454
1027,30,4879.16415
1028,250,3.466461
1029,10,2140.559432
1030,30,0.864171
1031,260,0.499591
1032,10,2280.549433
1033,10,1915.334806
1034,30,2.889744
1035,260,0.931527
1036,10,1412.290347
1037,10,2002.546973
1038,30,1.575321
1039,260,1.021414
1040,10,1869.942008
1041,30,1.14069
1042,260,4.584114
1043,10,2223.735726
1044,10,1830.424271
1045,10,2409.15874
1046,260,0.506491
1047,30,1.106244
1048,10,3275.098254
1049,170,29.389935
1050,10,3005.160797
1051,260,0.503328
1052,30,1.102015
1053,20,1984.665274
1054,170,16.24728
1055,20,2155.289701
1056,20,17.789338
1057,260,1.117661
1058,20,1365.183751
1059,170,18.597596
1060,30,0.700299
1061,260,0.774642
1062,20,1764.490703
1063,30,18.709317
1064,240,0.761309
1065,170,14.437254
1066,20,1836.883684
1067,260,2.007403
1068,30,13.003122
1069,240,0.634909
1070,180,10.241399
1071,20,1653.148325
1072,240,60.801402
1073,260,0.80813
1074,30,9.967217
1075,190,10.470575
1076,240,0.87001
1077,20,1919.450554
1078,260,0.528616
1079,30,0.274904
1080,240,3.355304
1081,210,7.201539
1082,20,1916.723392
1083,240,1.588727
1084,200,3.149225
1085,60,21.012489
1086,20,2102.289961
1087,240,7.976739
1088,30,0.325839
1089,210,25.812777
1090,240,1.892966
1091,20,2306.285934
1092,60,0.675702
1093,190,58.636216
1094,30,0.325753
1095,20,1440.267264
1096,240,3.96421
1097,200,36.933443
1098,40,72.11297
1099,240,1.913036
1100,20,1701.10499
1101,170,75.545795
1102,30,0.323992
1103,240,1.751123
1104,20,1901.591245
1105,210,59.963564
1106,240,3.743867
1107,30,7.870283
1108,40,3011.091779
1109,20,1660.27574
1110,110,52.362637
1111,240,33.58509
1112,20,2254.014275
1113,240,44.961027
1114,30,0.306987
1115,240,12.191887
1116,20,2086.239861
1117,220,50.034835
1118,240,18.687285
1119,120,42.318375
1120,20,919.558644
1121,20,17.740854
1122,40,74.57576
1123,240,3.470733
1124,220,39.157521
1125,240,1.090208
1126,20,3237.903478
1127,220,116.412665
1128,240,1.948871
1129,30,0.411291
1130,230,67.354698
1131,20,3210.209481
1132,110,0.709615
1133,240,5.79179
1134,20,4543.904413
1135,110,252.17619
1136,240,3.388819
1137,30,22.906099
1138,30,757.6168
1139,240,2.918028
1140,110,0.71083
1141,230,64.613775
1142,30,1352.321818
1143,220,54.053372
1144,240,16.913449
1145,20,1.309601
1146,240,181.22892
1147,240,44.814878
1148,110,14.62257
1149,30,2117.575277
1150,240,246.453833
1151,20,185.620192
1152,240,41.755981
1153,90,40.012202
1154,260,5.610328
1155,30,2787.705803
1156,240,567.850888
1157,250,57.927622
1158,90,78.146057
1159,30,96.841775
1160,30,2210.424873
1161,250,103.884425
1162,110,11.084828
1163,30,2161.554454
1164,40,96.99435
1165,250,68.501763
1166,130,0.84171
1167,30,1311.951473
1168,260,33.797678
1169,250,95.544994
1170,30,41.76172
1171,130,0.570779
1172,250,106.308395
1173,30,2007.420558
1174,250,58.660518
1175,40,190.56185
1176,230,13.23248
1177,30,3477.879877
1178,130,0.815836
1179,240,101.786969
1180,30,4720.433648
1181,250,3.68539
1182,130,1.388731
1183,40,17.960144
1184,250,6.166419
1185,210,59.224524
1186,30,3250.480285
1187,250,5.483706
1188,220,0.709672
1189,190,17.732438
1190,60,7.115762
1191,250,91.642728
1192,30,2098.280831
1193,240,93.474724
1194,250,98.760843
1195,50,5.265692
1196,60,7.152224
1197,250,101.175273
1198,230,86.590602
1199,220,71.198038
1200,250,33.397441
1201,60,5.980792
1202,70,4.075968
1203,210,61.282048
1204,30,2344.506755
1205,210,159.865268
1206,200,8.992186
1207,30,1695.456171
1208,60,0.618665
1209,10,10.455085
1210,210,63.130319
1211,240,60.840881
1212,30,1231.112956
1213,220,88.670303
1214,240,43.7511
1215,30,1415.728788
1216,60,3.874808
1217,10,36.312022
1218,220,9.516292
1219,210,18.315082
1220,40,1344.901072
1221,220,43.766554
1222,220,8.028524
1223,190,28.836252
1224,160,8.998764
1225,50,71.849955
1226,210,23.934361
1227,210,55.62099
1228,50,294.893223
1229,70,3.482784
1230,150,99.748845
1231,40,150.579107
1232,220,61.431089
1233,280,36.056453
1234,260,77.99464
1235,70,7.038669
1236,130,2.857926
1237,160,1321.835727
1238,230,176.958104
1239,220,0.039224
1240,160,2448.687342
1241,260,1.488703
1242,120,3.294407
1243,70,187.877482
1244,250,33.659133
1245,250,9.303491
1246,80,19.392849
1247,100,36.069304
1248,160,1898.18681
1249,250,2.310983
1250,240,57.662065
1251,160,1838.073474
1252,260,14.738115
1253,50,1268.914496
1254,160,1859.563029
1255,190,49.908616
1256,150,78.500301
1257,160,1723.798664
1258,250,18.991812
1259,40,42.109554
1260,160,2280.229813
1261,160,82.694932
1262,160,62.462635
1263,50,1643.061651
1264,240,32.144309
1265,50,131.341156
1266,160,1778.693728
1267,230,0.65383
1268,80,113.120142
1269,50,771.106701
1270,150,4.269841
1271,230,7.525454
1272,160,2040.823516
1273,40,1441.135848
1274,50,11.621856
1275,160,1875.698158
1276,40,1734.803297
1277,60,930.330354
1278,240,44.040708
1279,160,73.392772
1280,160,1512.136245
1281,170,1005.402381
1282,240,7.614092
1283,40,809.290104
1284,40,2.832032
1285,40,16.587615
1286,10,298.473426
1287,230,50.786956
1288,160,1747.539224
1289,40,190.821715
1290,40,2.996073
1291,170,2388.598997
1292,80,148.236562
1293,40,1927.319238
1294,160,1658.17506
1295,50,1611.70455
1296,240,171.860648
1297,40,20.215609
1298,170,1706.747617
1299,160,1662.354406
1300,230,38.880329
1301,180,505.08267
1302,10,88.233174
1303,40,6.7013
1304,230,1.810196
1305,210,295.565238
1306,50,640.935455
1307,160,1618.85138
1308,30,7.513328
1309,160,1505.737326
1310,50,366.804791
1311,210,1024.395829
1312,230,0.661434
1313,170,1536.107227
1314,40,2011.853546
1315,10,93.442722
1316,40,6.69976
1317,160,1652.125208
1318,30,1725.421086
1319,20,183.600887
1320,40,4.227465
1321,210,1504.687268
1322,230,0.826496
1323,40,1336.835434
1324,10,124.700321
1325,160,1948.984636
1326,40,3.044908
1327,30,1354.830308
1328,210,1499.996557
1329,250,1278.217212
1330,230,1.058402
1331,20,40.299437
1332,40,1573.103501
1333,40,7.245365
1334,240,43.898857
1335,210,1515.415756
1336,160,1486.429975
1337,30,1866.339888
1338,50,9.783928
1339,250,1701.653504
1340,160,1478.942274
1341,30,29.172584
1342,40,1198.145594
1343,210,1694.898223
1344,20,39.570051
1345,230,1.334245
1346,30,1840.701192
1347,40,5.75666
1348,40,217.299776
1349,160,1638.950429
1350,30,23.587352
1351,240,0.89575
1352,40,2.086153
1353,250,1199.389485
1354,210,1814.869083
1355,40,1938.439862
1356,160,1331.63775
1357,250,1345.253615
1358,240,0.899298
1359,40,2.223479
1360,210,1762.695837
1361,160,1736.490844
1362,30,28.74163
1363,250,1086.995704
1364,40,21.440716
1365,40,511.163314
1366,230,1.591332
1367,240,2569.027486
1368,160,1619.435364
1369,250,1567.373116
1370,40,6.990289
1371,30,2.130372
1372,220,1402.625013
1373,240,0.849804
1374,10,49.539736
1375,30,30.405155
1376,160,1378.043552
1377,40,943.164367
1378,250,1370.661084
1379,30,65.020177
1380,250,953.002594
1381,40,6.17232
1382,10,61.781362
1383,160,2350.207452
1384,230,5.383378
1385,20,12.836841
1386,220,1831.069083
1387,20,2.827779
1388,250,1459.070933
1389,160,2396.35423
1390,40,3.29429
1391,10,36.832024
1392,250,1294.906445
1393,220,1702.253255
1394,240,2.720807
1395,20,12.229722
1396,40,2.86501
1397,50,443.801536
1398,250,2085.623377
1399,250,1812.813722
1400,10,15.649108
1401,160,2444.768756
1402,220,1660.192112
1403,250,2033.059889
1404,160,1746.108069
1405,210,81.753208
1406,10,15.590154
1407,30,7.102714
1408,10,13.09983
1409,230,0.152449
1410,220,1104.764957
1411,40,1904.674642
1412,30,6.372648
1413,160,1198.032391
1414,20,2.827414
1415,220,1166.037867
1416,250,116.813947
1417,240,0.315518
1418,250,540.208649
1419,210,71.907559
1420,30,4.503926
1421,160,1459.287704
1422,10,3.037694
1423,50,3221.610102
1424,170,1210.452747
1425,210,40.594987
1426,230,0.448489
1427,160,1337.441086
1428,220,2266.222929
1429,10,12.438245
1430,30,4.379711
1431,40,1778.419791
1432,50,1685.333265
1433,230,0.656626
1434,170,1268.26533
1435,200,8.569724
1436,20,15.198222
1437,160,1573.400196
1438,220,1494.369571
1439,40,145.753604
1440,250,35.830296
1441,50,984.737054
1442,160,187.577475
1443,10,2.811153
1444,170,1634.736955
1445,230,140.644877
1446,50,32.012134
1447,40,1607.094474
1448,230,1912.287198
1449,190,1996.926023
1450,70,1441.555966
1451,10,15.463544
1452,250,364.963922
1453,170,1429.518094
1454,40,15.960626
1455,160,48.530787
1456,200,50.57036
1457,250,346.170025
1458,80,503.041987
1459,190,1920.51195
1460,230,1237.578714
1461,160,3.003415
1462,170,2024.441407
1463,40,68.789909
1464,250,20.046655
1465,190,815.44276
1466,40,5.944747
1467,40,885.534505
1468,150,3.587028
1469,90,0.590432
1470,250,2.169957
1471,190,1273.635965
1472,20,680.877664
1473,40,110.782309
1474,230,1512.334291
1475,250,947.496956
1476,190,1844.710999
1477,230,1752.697207
1478,40,23.921379
