FID,ELEVATION,SHAPE_STLe
2542,220,2080.34593
2543,60,1491.165541
2544,160,28.519434
2545,120,1687.425782
2546,140,1198.530921
2547,10,766.085212
2548,110,1485.085122
2549,220,2119.092758
2550,60,1736.035877
2551,250,848.767357
2552,160,233.610081
2553,140,1813.377734
2554,240,190.331124
2555,150,702.157521
2556,120,1690.687071
2557,220,1940.923621
2558,60,1429.934856
2559,140,1588.698102
2560,110,1506.239013
2561,40,442.056538
2562,220,1941.248753
2563,230,1465.570359
2564,160,62.318201
2565,30,1229.039276
2566,60,2375.728742
2567,120,1501.795151
2568,110,1273.639723
2569,220,1959.872922
2570,100,64.630924
2571,140,1837.417237
2572,150,44.682257
2573,230,1192.960912
2574,140,1532.09751
2575,60,1799.943785
2576,110,1927.722865
2577,220,1640.816935
2578,120,1572.781709
2579,20,155.861004
2580,140,1531.874896
2581,60,1876.502715
2582,130,1543.594002
2583,130,560.239773
2584,230,1899.284594
2585,220,1840.63927
2586,110,2034.945057
2587,60,1244.634814
2588,120,1162.279939
2589,140,1654.863989
2590,230,581.675325
2591,130,724.076081
2592,110,2042.894719
2593,220,1361.419718
2594,90,1285.24837
2595,120,1533.711785
2596,140,1346.250454
2597,50,1677.157096
2598,250,772.092341
2599,90,612.380343
2600,80,801.203518
2601,220,1592.868077
2602,220,2061.972713
2603,140,1628.334217
2604,50,1431.872368
2605,110,897.895263
2606,120,1636.88711
2607,80,484.669588
2608,80,836.659304
2609,220,830.272549
2610,150,1590.817703
2611,140,1579.242344
2612,50,1691.796693
2613,220,1824.554453
2614,40,2026.720856
2615,40,1466.625443
2616,80,1296.351413
2617,220,1621.199349
2618,150,1292.760143
2619,50,1614.134835
2620,40,1614.284724
2621,140,571.657647
2622,80,990.666229
2623,220,1826.630592
2624,40,1678.365257
2625,220,2648.757626
2626,150,24.535038
2627,160,23.516144
2628,50,1623.302114
2629,80,953.715516
2630,220,1615.508944
2631,40,1830.532669
2632,220,2630.059274
2633,130,1840.356345
2634,40,45.697359
2635,150,178.105355
2636,50,1650.635376
2637,80,1580.440543
2638,220,2185.551746
2639,130,1035.452295
2640,60,2051.985771
2641,220,1501.840785
2642,40,1733.803352
2643,50,1272.95831
2644,220,1664.114573
2645,80,1771.373406
2646,50,1553.850132
2647,130,1887.674364
2648,20,52.451186
2649,60,1733.127211
2650,40,1417.890771
2651,220,1944.848071
2652,220,1743.273563
2653,80,1646.941162
2654,50,1550.844111
2655,130,1668.650608
2656,30,1100.29666
2657,60,1601.846922
2658,40,2021.205659
2659,220,1651.394983
2660,220,1378.98077
2661,80,868.243981
2662,130,1293.820221
2663,50,1682.725696
2664,60,361.334491
2665,40,1377.571056
2666,60,1470.546408
2667,220,1310.348262
2668,220,1517.147436
2669,60,451.686005
2670,40,2343.427361
2671,220,2501.828066
2672,120,1687.664809
2673,60,1894.315987
2674,50,1621.795871
2675,130,1595.867265
2676,40,654.771296
2677,220,1612.877683
2678,220,1556.390322
2679,40,1723.322467
2680,40,189.115252
2681,50,1399.020897
2682,260,263.460324
2683,130,1474.944998
2684,60,1589.175496
2685,220,1388.867501
2686,220,290.007372
2687,40,1027.729568
2688,40,1859.402885
2689,110,997.62536
2690,160,418.561115
2691,60,2165.755249
2692,220,1433.345047
2693,30,215.285796
2694,250,1559.210909
2695,160,222.226773
2696,40,2056.057664
2697,110,1512.904818
2698,20,289.328056
2699,220,1681.84873
2700,230,204.120092
2701,60,1173.460711
2702,40,2206.514493
2703,190,657.952149
2704,240,1153.203394
2705,110,1949.073067
2706,60,1015.567983
2707,10,100.199531
2708,220,1311.961645
2709,190,82.228616
2710,240,2092.238848
2711,40,2286.509086
2712,20,455.943602
2713,110,2290.393703
2714,60,1869.797681
2715,110,533.394391
2716,110,108.068539
2717,240,253.321835
2718,40,1540.445151
2719,20,180.770272
2720,110,1631.693908
2721,250,157.69723
2722,10,697.512649
2723,110,1230.684573
2724,110,391.37087
2725,60,1540.791531
2726,40,1609.67087
2727,220,387.938612
2728,20,725.691016
2729,110,1772.907136
2730,100,55.175755
2731,40,1717.885687
2732,60,1331.942859
2733,100,126.004326
2734,110,1651.752516
2735,10,1630.234034
2736,40,1930.721072
2737,80,258.941012
2738,110,1864.110024
2739,60,1638.244511
2740,40,1975.976603
2741,90,98.366237
2742,10,1708.945227
2743,110,1474.874493
2744,120,852.528658
2745,40,1710.355865
2746,110,1648.719469
2747,130,166.108704
2748,60,1484.699393
2749,40,1502.014279
2750,10,148.374139
2751,110,1665.891094
2752,80,892.701362
2753,40,119.849756
2754,60,1390.29517
2755,110,1894.861543
2756,160,940.013219
2757,90,774.837959
2758,110,1528.171781
2759,40,390.32692
2760,140,2551.73587
2761,50,75.433194
2762,100,352.901665
2763,110,1937.212484
2764,30,35.696145
2765,100,2051.599595
2766,150,288.801289
2767,30,430.997183
2768,140,1522.901753
2769,150,133.779107
2770,100,665.52608
2771,50,625.084014
2772,60,1948.306964
2773,140,614.139565
2774,50,214.254444
2775,110,1391.333426
2776,60,1494.817169
2777,150,1766.970492
2778,20,484.535986
2779,110,524.32969
2780,60,1202.654361
2781,50,366.028561
2782,150,283.677716
2783,110,143.661303
2784,150,83.078932
2785,50,432.410827
2786,60,1444.988204
2787,120,215.129111
2788,50,2071.197303
2789,30,230.734005
2790,60,1453.447659
2791,120,677.039523
2792,50,1253.706136
2793,50,424.443338
2794,60,1422.857415
2795,20,266.188989
2796,60,69.221488
2797,110,346.049755
2798,60,1352.172761
2799,70,1733.843461
2800,70,91.239045
2801,20,57.056424
2802,60,352.668009
2803,70,152.881111
2804,20,358.285226
2805,70,1272.8002
2806,150,177.744192
2807,60,284.482415
2808,150,1319.885123
2809,60,244.685122
2810,40,72.361167
2811,70,1388.930134
2812,40,2412.866892
2813,40,391.438062
2814,70,1216.201537
2815,40,2121.364927
2816,40,62.69048
2817,70,1793.540508
2818,40,290.86447
2819,140,165.78551
2820,40,2107.682777
2821,80,339.212477
2822,150,11.136873
2823,40,332.534742
2824,70,1639.308963
2825,140,961.155883
2826,130,3.300819
2827,40,464.481326
2828,70,1616.341374
2829,140,144.219982
2830,70,1745.981644
2831,30,1491.036821
2832,30,1225.558592
2833,90,15.418002
2834,30,1666.189853
2835,30,1413.000959
2836,70,1633.575291
2837,90,162.429314
2838,40,24.004256
2839,40,588.486469
2840,70,1169.355806
2841,30,1231.885095
2842,40,21.840091
2843,70,1103.451699
2844,50,211.849678
2845,30,1542.849802
2846,20,1793.563182
2847,70,812.93507
2848,20,2275.480792
2849,30,1527.535709
2850,20,87.207117
2851,30,1209.590696
2852,70,1619.220318
2853,20,1389.196735
2854,10,107.634097
2855,10,1896.132742
2856,30,1730.158814
2857,20,1138.395158
2858,70,890.727878
2859,30,1630.531832
2860,10,579.879078
2861,30,1975.853048
2862,20,378.278417
2863,20,1421.380049
2864,50,514.764615
2865,20,1976.682762
2866,140,147.827748
2867,30,1361.822976
2868,20,1823.853844
2869,20,1126.434785
2870,20,1444.250108
2871,20,1187.999709
2872,30,1581.036483
2873,160,675.880524
2874,40,13.232319
2875,20,1225.046901
2876,20,1751.158989
2877,30,2154.138308
2878,100,107.225401
2879,30,1619.801489
2880,30,1883.610416
2881,20,1653.023165
2882,40,118.22629
2883,40,331.843234
2884,30,1693.424789
2885,150,35.958633
2886,20,2082.805471
2887,30,665.324029
2888,30,1999.200486
2889,40,88.708781
2890,20,1463.188509
2891,30,2044.834121
2892,20,2447.282303
2893,140,377.320782
2894,20,650.797053
2895,150,118.203119
2896,30,1972.809629
2897,20,819.707361
2898,20,1395.918115
2899,20,245.551967
2900,30,1661.713132
2901,150,343.294775
2902,20,520.793968
2903,20,243.698322
2904,150,156.052777
2905,30,887.592555
2906,30,1796.17804
2907,40,1211.652051
2908,20,150.089843
2909,110,152.020161
2910,30,1638.738122
2911,40,898.931898
2912,20,3490.030293
2913,30,471.054852
2914,30,2072.548755
2915,150,231.776557
2916,30,734.185863
2917,20,1318.975817
2918,120,52.185447
2919,20,82.028018
2920,140,39.064373
2921,30,149.286759
2922,110,0.469591
2923,20,1170.178903
2924,80,1635.095893
2925,30,172.938276
2926,40,1459.31522
2927,20,3193.147012
2928,90,847.399853
2929,20,698.458748
2930,80,1372.648483
2931,20,1476.271918
2932,100,209.557234
2933,20,943.016345
2934,80,1606.779749
2935,20,960.863881
2936,40,508.093459
2937,10,1001.632528
2938,20,386.416909
2939,40,1614.681287
2940,40,58.334706
2941,40,266.012482
2942,40,185.606724
2943,0,825.03967
2944,20,1370.672807
2945,40,88.372153
2946,10,114.562043
2947,10,1121.88556
2948,40,17.326267
2949,40,300.783724
2950,50,2201.066716
2951,10,1133.391971
2952,10,2263.614493
2953,30,1287.016376
2954,50,78.984346
2955,20,1026.84038
2956,30,1413.464656
2957,60,1195.723459
2958,10,751.548094
2959,10,1717.079335
2960,50,184.590973
2961,10,1790.185809
2962,30,1303.307047
2963,10,771.1876
2964,50,1399.427559
2965,10,361.086805
2966,30,2415.697988
2967,10,1790.190338
2968,30,131.630892
2969,30,2562.85851
2970,40,2465.457393
2971,10,1876.298928
2972,10,1923.09704
2973,10,2115.293264
2974,30,2204.714534
2975,40,1953.094079
2976,10,480.53871
2977,30,2199.778565
2978,10,1456.803643
2979,40,1961.347577
2980,10,143.70887
2981,30,2123.966008
2982,10,741.041242
2983,40,1795.225851
2984,30,1376.738201
2985,10,1501.642991
2986,40,1786.85003
2987,10,3704.488865
2988,30,1396.309802
2989,40,1772.985683
2990,30,1951.010599
2991,10,1429.706663
2992,30,2617.197861
2993,40,560.375631
2994,10,78.396385
2995,20,284.610841
2996,40,1605.450812
2997,30,2275.320299
2998,40,1735.181101
2999,30,1479.257159
3000,40,2199.138838
