OBJECTID,FCODE,SOURCE,MODIFIED_DATE,SHAPElen
2056,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,23.07199
1070,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,34.923781
3055,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.472824
101,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,18.488445
2057,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,38.570848
1071,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,36.087232
3056,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,76.981572
2058,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,33.919831
102,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,13.406065
3057,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,27.431365
1072,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,18.985827
2059,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,23.882427
103,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,22.056204
3058,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,26.712042
104,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,1.106989
2060,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,22.743183
1073,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,19.993482
3059,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,16.235332
105,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,18.205745
2061,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,17.688514
1074,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,23.811818
3060,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,7.705095
2062,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,75.666374
106,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,56.92719
1075,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,93.097858
3061,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,30.489327
2063,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,15.760304
1076,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.629094
107,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,29.822381
3062,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,51.920076
2064,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,41.066467
1077,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.903584
108,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,48.630548
3063,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,16.213305
2065,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,90.095703
1078,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,6.643709
109,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,19.024428
3064,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,20.925017
2066,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,51.424301
1079,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,52.518081
110,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,16.793399
3065,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,27.948964
2067,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,9.445638
111,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,9.261156
1080,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,37.494489
3066,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,24.092184
2068,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,8.151224
112,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,14.659448
1081,Wall,Permit,2004-03-12T12:00:00.000Z,31.031146
3067,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,22.511565
2069,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,10.407283
1082,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,27.413627
113,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,44.150048
3068,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,53.034962
2070,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,7.126566
1083,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,34.806253
114,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,35.469031
3069,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,6.74445
2071,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,42.044128
1084,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,17.776514
115,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,15.216951
3070,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,17.114431
2072,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,9.392926
1085,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,48.273036
116,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,15.053496
3071,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,9.69578
2073,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,10.454843
1086,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,93.421859
117,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,15.427271
3072,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,48.400736
2074,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,21.244104
1087,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,48.017485
118,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,17.252566
3073,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,28.330113
2075,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,33.393289
119,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,17.781968
2076,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,57.941725
3074,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,44.064915
120,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,15.090681
1088,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,8.714914
2077,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,26.156942
121,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,15.273132
3075,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,6.996788
1089,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,14.089501
2078,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,49.869725
122,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,15.361676
3076,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,6.749503
1090,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,21.049722
123,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,15.566795
3077,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,7.929943
1091,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,82.823362
2079,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,30.50646
124,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,52.621486
3078,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,3.812101
1092,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,14.654516
2080,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.62113
125,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,13.683949
3079,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,19.806924
1093,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,42.9799
2081,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,9.835047
126,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,13.569324
3080,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,3.175685
1094,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,15.098454
2082,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,31.797716
127,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,20.822395
1095,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,52.748477
3081,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,2.578908
2083,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.461261
128,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,22.860592
1096,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,3.122002
3082,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,7.967696
2084,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,30.660286
129,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,13.642371
3083,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,115.569982
2085,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,22.519463
3084,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,54.864549
2086,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,36.533189
1097,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,39.263618
130,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,7.89459
3085,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,30.124352
2087,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,38.602504
1098,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,42.323928
131,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,8.046907
3086,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,15.521562
2088,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,20.566493
1099,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,10.515311
132,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,8.003309
3087,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,15.353926
2089,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,9.983724
1100,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.348675
133,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,8.037041
3088,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,61.4471
2090,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,16.067812
134,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,7.987189
3089,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.214147
2091,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,9.899283
1101,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,6.324723
3090,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.578966
135,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,25.450125
2092,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,21.913925
1102,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,13.408511
3091,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,21.028644
136,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,8.724761
2093,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,16.741938
1103,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,6.051374
3092,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,9.971521
137,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,9.43579
2094,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,16.304628
1104,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,8.757246
3093,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,14.941426
138,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.449815
2095,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,40.197803
1105,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,15.870111
3094,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,14.846473
139,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.767393
2096,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,44.590108
1106,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,20.228795
3095,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,6.853246
140,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.045808
2097,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,20.336663
1107,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,71.54274
3096,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.962949
141,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,18.720168
2098,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,9.109025
1108,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,138.413572
3097,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,80.752489
2099,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,10.749167
1109,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,50.759395
2100,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,27.073846
3098,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,84.936348
142,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,62.438068
2101,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,19.940986
1110,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,36.263012
143,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,158.825303
3099,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,74.405323
2102,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.68546
1111,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,56.78102
144,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,17.513329
3100,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,109.693996
2103,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,49.829817
1112,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,53.25312
145,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.539153
146,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,17.889567
1113,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,66.057341
2104,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,82.016201
3101,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,16.222855
2105,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,33.452654
147,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,72.263363
1114,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,68.854202
3102,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,48.156642
2106,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,33.707583
1115,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,35.589059
148,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,110.025048
2107,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,34.021254
3103,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,45.428978
1116,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,14.555196
2108,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,21.544617
3104,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,79.119577
149,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,18.773477
1117,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,56.166095
2109,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,21.584796
150,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,13.240455
3105,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,15.528492
1118,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,83.49778
2110,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,39.115007
151,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,23.421192
3106,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,19.702981
1119,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,27.867863
2111,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,17.587654
152,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,23.041618
2112,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,17.196192
3107,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,19.520136
1120,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.532467
153,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,47.303064
2113,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,76.423997
3108,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,24.31178
1121,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,9.018783
154,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,124.61126
2114,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,20.560276
1122,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,10.539464
3109,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,14.991476
155,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,59.392371
2115,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,28.98822
3110,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,19.673616
1123,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,3.473554
156,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,37.032434
2116,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,10.95284
1124,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,4.128979
3111,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,39.558642
157,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,60.867348
2117,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,279.594584
1125,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,20.680578
158,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,29.054466
3112,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,18.188035
2118,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,69.990172
1126,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,44.664892
3113,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.012737
159,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,63.772552
2119,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,95.498548
1127,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,28.010858
3114,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,76.469443
2120,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,393.554402
160,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,27.33365
1128,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,42.218823
2121,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,8.054264
161,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,18.48998
3115,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,45.250431
1129,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,53.852273
162,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,84.956604
2122,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.814344
3116,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,19.644274
1130,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,29.857179
163,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,18.438745
2123,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,77.328074
3117,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.489112
1131,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,6.345046
2124,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,21.743904
164,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,48.529862
3118,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,5.162882
1132,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,91.2477
2125,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,38.112573
3119,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,32.453549
165,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,21.141406
1133,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.039761
2126,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,25.675791
166,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,21.57681
3120,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,28.206257
2127,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,17.912267
1134,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,56.971586
167,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,25.706483
3121,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,19.966206
2128,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.789724
1135,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,63.298105
168,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,23.910026
3122,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,19.571197
1136,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,89.422014
2129,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,47.926726
169,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,21.892673
3123,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.189128
170,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,33.096142
2130,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,32.571159
1137,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,127.357789
3124,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,97.313929
2131,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.44561
1138,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,26.898802
3125,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,31.602314
171,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,68.351676
1139,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,73.421488
2132,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,5.298696
3126,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,33.922032
172,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,34.055935
3127,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.812248
2133,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,6.47234
1140,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,30.404288
173,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,73.276459
1141,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,47.797267
3128,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.668265
2134,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,6.309104
174,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,44.7525
1142,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,112.173308
3129,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,374.484034
2135,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,9.105391
175,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,36.101599
1143,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,26.676717
2136,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,7.973532
3130,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,102.127922
176,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,120.350503
1144,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,43.576578
3131,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,47.743732
1145,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,13.314832
177,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,84.307604
2137,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,1449.123656
3132,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,75.750959
1146,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,36.275435
178,Bulkhead,Permit,2004-03-12T12:00:00.000Z,33.008984
3133,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.538302
1147,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,148.236916
179,Bulkhead,Permit,2004-03-12T12:00:00.000Z,190.018969
3134,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,13.401873
1148,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,31.182555
3135,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,93.239735
180,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,97.406277
1149,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,17.695584
3136,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,82.165857
181,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,40.307132
1150,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,37.71622
3137,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,97.194097
182,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,61.633808
1151,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.236678
3138,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,127.070209
183,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,187.043949
1152,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,29.571204
3139,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,32.205892
1153,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,6.486734
184,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,112.892289
3140,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,43.91743
1154,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,105.67869
185,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,6.447469
3141,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,58.49878
186,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,60.655919
1155,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,9.562108
3142,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,105.733964
1156,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,5.083581
187,Bulkhead,Permit,2010-07-28T17:27:10.000Z,146.444768
3143,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,188.023375
1157,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.039446
188,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,21.169064
1158,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,19.765274
3144,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,20.779209
189,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,107.392032
1159,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.853044
3145,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,87.45632
1160,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,19.21674
190,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,102.621954
3146,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,13.977815
1161,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,19.184578
3147,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,21.341006
191,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,238.621959
1162,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,4.926474
3148,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,20.480344
192,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,8.756798
1163,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,34.687021
3149,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,6.126314
193,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,14.342136
1164,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,9.443486
194,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,70.779423
3150,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,4.358917
1165,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,33.050568
195,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,65.854189
3151,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,85.668557
1166,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,75.514996
3152,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,177.057094
1167,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,27.586097
196,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,18.910432
3153,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,24.658277
1168,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,28.605076
197,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,13.476521
1169,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,34.217276
198,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.128678
3154,Wall,Aerial 2004,2004-03-12T12:00:00.000Z,132.409863
