FID,STPFX,STNAME,STTYPE,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,FULLNAME,BLK_NUM,RD_CLASS,FLOW,OWNER,SPEED_P
180,N,QUAKER,LA,N/A,N/A,N/A,N/A,N QUAKER LA,0,Arterial,Divided,City,25
2196, ,KING,ST,2012,2018,2013,2019,KING ST,2000,Arterial,Normal,City,25
181,N,QUAKER,LA,N/A,N/A,N/A,N/A,N QUAKER LA,0,Arterial,Divided,City,25
182,N,QUAKER,LA,N/A,N/A,N/A,N/A,N QUAKER LA,0,Arterial,Divided,City,25
2197, ,WYNDHAM,CR,3306,3306,N/A,N/A,WYNDHAM CR,3300,Local,Normal,Private,25
183,N,QUAKER,LA,N/A,N/A,N/A,N/A,N QUAKER LA,0,Arterial,Divided,City,25
2198, ,COMMONWEALTH,AV,N/A,N/A,2901,2811,COMMONWEALTH AV,2900,Primary Collector,Divided,City,25
184,N,IMBODEN,ST,700,710,701,709,N IMBODEN ST,500,Local,Normal,City,25
2199, ,MOUNT VERNON,AV,3500,3506,3501,3507,MOUNT VERNON AV,3500,Arterial,Normal,City,25
185,S,WHITING,ST,414,424,413,425,S WHITING ST,400,Residential Collector,Normal,City,25
2200, ,GADSBY,PL,2610,2618,2609,2617,GADSBY PL,2600,Local,Normal,Private,25
186,N,PEYTON,ST,110,124,111,125,N PEYTON ST,100,Local,Normal,City,25
2201, ,HEARTHSTONE,MW,310,316,311,325,HEARTHSTONE MW,300,Local,Normal,City,25
187,N,WASHINGTON,ST,200,260,201,259,N WASHINGTON ST,200,Arterial,Normal,City,25
2202, ,READING,AV,N/A,N/A,N/A,N/A,READING AV,5700,Local,Divided,City,25
188,N,LEE,ST,200,208,201,209,N LEE ST,200,Local,Normal,City,25
2203, ,RUSSELL,RD,3400,3402,3401,3405,RUSSELL RD,3400,Residential Collector,Normal,City,25
189,S,FAYETTE,ST,N/A,N/A,N/A,N/A,S FAYETTE ST,0,Local,Normal,City,25
2204, ,KEARNEY,CT,4640,4646,4639,4645,KEARNEY CT,4600,Local,Normal,Private,25
190,N,PATRICK,ST,100,160,101,159,N PATRICK ST,100,Arterial,One Way,City,25
2205, ,FOUR MILE,RD,500,526,501,527,FOUR MILE RD,500,Local,Normal,City,25
191,S,FAIRFAX,ST,200,260,201,259,S FAIRFAX ST,200,Residential Collector,Normal,City,25
2206, ,INGALLS,AV,N/A,N/A,N/A,N/A,INGALLS AV,0,Local,Normal,City,25
192,S,FAYETTE,ST,300,326,301,343,S FAYETTE ST,300,Local,Normal,Private,25
2207, ,AUBURN,CT,2,26,1,19,AUBURN CT,1,Local,Normal,Private,25
193,S,HENRY,ST,N/A,N/A,N/A,N/A,S HENRY ST,0,Arterial,One Way,City,25
2208, ,LAWTON,WY,4676,4676,N/A,N/A,LAWTON WY,4600,Local,Normal,Private,25
194,S,ALFRED,ST,300,360,301,359,S ALFRED ST,300,Local,Normal,City,25
2209, ,COMMONWEALTH,AV,N/A,N/A,1705,1711,COMMONWEALTH AV,1700,Primary Collector,Divided,City,25
2210, ,HENRY G SHIRLEY MEMORIAL,HY,N/A,N/A,N/A,N/A,HENRY G SHIRLEY MEMORIAL HY,0,Ramp,One Way,City,25
195,S,VAN DORN,ST,N/A,N/A,698,600,S VAN DORN ST,600,Arterial,Divided,City,25
2211, ,HENSHAW,PL,2312,2324,2311,2331,HENSHAW PL,2300,Local,Normal,Private,25
196,S,SAINT ASAPH,ST,300,360,301,359,S SAINT ASAPH ST,300,Local,Normal,City,25
2212, ,GARNETT,DR,N/A,N/A,N/A,N/A,GARNETT DR,2300,Local,Normal,Private,25
197,S,PITT,ST,300,360,301,359,S PITT ST,300,Local,Normal,City,25
198,S,ROYAL,ST,300,360,301,359,S ROYAL ST,300,Local,Normal,City,25
2213, ,COMMONWEALTH,AV,N/A,N/A,1801,1811,COMMONWEALTH AV,1800,Primary Collector,Divided,City,25
199,S,FAIRFAX,ST,300,360,301,359,S FAIRFAX ST,300,Residential Collector,Normal,City,25
2214, ,LAWTON,WY,4656,4656,N/A,N/A,LAWTON WY,4600,Local,Normal,Private,25
200,N,ALFRED,ST,500,560,501,559,N ALFRED ST,500,Local,Normal,City,25
2215, ,LONGSTREET,LA,N/A,N/A,4681,4691,LONGSTREET LA,4600,Local,Normal,Private,25
201,N,FAIRFAX,ST,514,560,515,559,N FAIRFAX ST,500,Residential Collector,Normal,City,25
2216, ,RUSSELL,RD,2700,2702,2701,2707,RUSSELL RD,2700,Residential Collector,Normal,City,25
202,N,SAINT ASAPH,ST,500,576,501,559,N SAINT ASAPH ST,500,Local,Normal,City,25
2217, ,HENSHAW,PL,2300,2310,2301,2309,HENSHAW PL,2300,Local,Normal,Private,25
203,N,PEYTON,ST,400,460,401,459,N PEYTON ST,400,Local,Normal,City,25
2218, ,FENDALL,AV,0,98,1,97,FENDALL AV,1,Local,Normal,City,25
204,N,FAYETTE,ST,400,460,401,459,N FAYETTE ST,400,Local,Normal,City,25
2219, ,KELL,LA,4650,4676,4651,4667,KELL LA,4600,Local,Normal,Private,25
205,N,FAIRFAX,ST,500,512,501,513,N FAIRFAX ST,500,Residential Collector,Normal,City,25
2220, ,RUSSELL,RD,N/A,N/A,N/A,N/A,RUSSELL RD,0,Residential Collector,Normal,City,25
206,N,HENRY,ST,459,401,460,400,N HENRY ST,400,Arterial,One Way,City,25
2221, ,LONGSTREET,LA,N/A,N/A,4659,4679,LONGSTREET LA,4600,Local,Normal,Private,25
207,N,UNION,ST,500,560,501,559,N UNION ST,500,Local,Normal,City,25
2222, ,READING,AV,N/A,N/A,N/A,N/A,READING AV,5700,Local,Divided,City,25
208,N,ALFRED,ST,400,460,401,459,N ALFRED ST,400,Local,Normal,City,25
2223, ,WYNDHAM,CR,N/A,N/A,3007,3309,WYNDHAM CR,3300,Local,Normal,Private,25
209,N,FAIRFAX,ST,412,460,413,499,N FAIRFAX ST,400,Residential Collector,Normal,City,25
2224, ,GARDEN,DR,28,62,23,63,GARDEN DR,1,Local,Normal,City,25
210,N,SAINT ASAPH,ST,400,460,401,459,N SAINT ASAPH ST,400,Local,Normal,City,25
2225, ,INGALLS,AV,N/A,N/A,N/A,N/A,INGALLS AV,0,Local,Normal,City,25
2226, ,KENWOOD,AV,2713,2725,2714,2726,KENWOOD AV,2700,Residential Collector,Normal,City,25
211,N,ALFRED,ST,100,160,101,159,N ALFRED ST,100,Local,Normal,City,25
2227, ,LAMBERT,DR,4660,4670,4663,4669,LAMBERT DR,4600,Local,Normal,Private,25
212,N,FAIRFAX,ST,110,160,111,159,N FAIRFAX ST,100,Residential Collector,Normal,City,25
213,N,PITT,ST,100,124,101,125,N PITT ST,100,Local,Normal,City,25
2228, ,MENOKIN,DR,2400,2422,2401,2439,MENOKIN DR,2400,Arterial,Normal,City,25
214,N,FAIRFAX,ST,100,108,101,109,N FAIRFAX ST,100,Residential Collector,Normal,City,25
2229, ,KING,ST,3400,3406,3401,3407,KING ST,3400,Arterial,Normal,City,25
215,S,UNION,ST,100,104,101,105,S UNION ST,100,Local,Normal,City,25
2230, ,KING,ST,3332,3346,3323,3345,KING ST,3300,Arterial,Normal,City,25
216,S,UNION,ST,200,260,201,259,S UNION ST,200,Local,Normal,City,25
2231, ,HENRY G SHIRLEY MEMORIAL,HY,N/A,N/A,N/A,N/A,HENRY G SHIRLEY MEMORIAL HY,0,Expressway,One Way,City,55
217,E,RAYMOND,AV,200,210,201,213,E RAYMOND AV,200,Residential Collector,Normal,City,25
2232, ,KING,ST,N/A,N/A,3409,3411,KING ST,3400,Arterial,Divided,City,25
218,W,BRADDOCK,RD,1722,1724,1715,1721,W BRADDOCK RD,1700,Primary Collector,Normal,City,25
2233, ,DRAKE,CT,5750,5752,N/A,N/A,DRAKE CT,5700,Local,Normal,Private,25
219,W,BRADDOCK,RD,1300,1320,1305,1311,W BRADDOCK RD,1300,Primary Collector,Normal,City,25
220,W,BRADDOCK,RD,N/A,N/A,1301,1303,W BRADDOCK RD,1300,Primary Collector,Normal,City,25
2234, ,GEORGE WASHINGTON MEMORIAL,PY,N/A,N/A,N/A,N/A,GEORGE WASHINGTON MEMORIAL PY,0,Expressway,Divided,City,25
221,S,FAYETTE,ST,400,428,401,413,S FAYETTE ST,400,Local,Normal,Private,25
2235, ,LANDOVER,ST,3100,3114,3101,3113,LANDOVER ST,3100,Residential Collector,Normal,City,25
222,S,ROYAL,ST,400,460,401,459,S ROYAL ST,400,Local,Normal,City,25
2236, ,TERRETT,AV,2400,2408,2401,2411,TERRETT AV,2400,Local,Normal,City,25
223,S,FAIRFAX,ST,400,460,401,459,S FAIRFAX ST,400,Residential Collector,Normal,City,25
2237, ,HENRY G SHIRLEY MEMORIAL,HY,N/A,N/A,N/A,N/A,HENRY G SHIRLEY MEMORIAL HY,0,Ramp,One Way,City,25
224,N,FAIRFAX,ST,400,410,401,411,N FAIRFAX ST,400,Residential Collector,Normal,City,25
2238, ,KEMP,CT,4630,4638,4631,4637,KEMP CT,4600,Local,Normal,Private,25
225,N,ROYAL,ST,200,260,201,259,N ROYAL ST,200,Local,Normal,City,25
2239, ,RUSSELL,RD,2200,2210,2201,2209,RUSSELL RD,2200,Residential Collector,Normal,City,25
226,N,ALFRED,ST,300,360,301,359,N ALFRED ST,300,Local,Normal,City,25
2240, ,TERRETT,AV,2500,2510,2501,2511,TERRETT AV,2500,Local,Normal,City,25
227,N,QUAKER,LA,N/A,N/A,N/A,N/A,N QUAKER LA,0,Arterial,One Way,City,25
2241, ,LAWTON,WY,4650,4654,N/A,N/A,LAWTON WY,4600,Local,Normal,Private,25
2242, ,CAMERON MILLS,RD,2402,2434,2401,2429,CAMERON MILLS RD,2400,Residential Collector,Normal,City,25
228, ,JEFFERSON DAVIS,HY,N/A,N/A,3614,3600,JEFFERSON DAVIS HY,3600,Arterial,Divided,City,35
2243, ,SEMINARY,RD,N/A,N/A,N/A,N/A,SEMINARY RD,0,Ramp,One Way,City,25
229,N,PATRICK,ST,400,460,401,459,N PATRICK ST,400,Arterial,One Way,City,25
2244, ,RIDGE ROAD,DR,2700,2710,2701,2709,RIDGE ROAD DR,2700,Local,Normal,City,25
230, ,KING,ST,N/A,N/A,4474,4416,KING ST,4400,Arterial,Divided,City,35
2245, ,LESLIE,AV,2500,2508,2501,2509,LESLIE AV,2500,Local,Normal,City,25
231, ,KING,ST,N/A,N/A,N/A,N/A,KING ST,4300,Arterial,Divided,City,35
2246, ,HENRY G SHIRLEY MEMORIAL,HY,N/A,N/A,N/A,N/A,HENRY G SHIRLEY MEMORIAL HY,0,Ramp,One Way,City,25
232,S,COLUMBUS,ST,N/A,N/A,N/A,N/A,S COLUMBUS ST,0,Local,Circle,City,25
2247, ,VALLEY,DR,2600,2604,2601,2609,VALLEY DR,2600,Residential Collector,Normal,City,25
233,S,30TH,ST,N/A,N/A,N/A,N/A,S 30TH ST,0,Local,Circle,City,25
2248, ,RIDGE ROAD,DR,2400,2406,2401,2409,RIDGE ROAD DR,2400,Local,Normal,City,25
234,N,STEVENS,ST,2700,2714,N/A,N/A,N STEVENS ST,2700,Local,Normal,City,25
2249, ,BEVERLEY,CR,N/A,N/A,N/A,N/A,BEVERLEY CR,0,Local,Circle,City,25
235, ,SEMINARY,RD,N/A,N/A,N/A,N/A,SEMINARY RD,0,Arterial,Divided,City,25
2250, ,VALLEY,DR,2700,2712,2701,2713,VALLEY DR,2700,Residential Collector,Normal,City,25
236,S,30TH,ST,4900,4910,4901,4911,S 30TH ST,4900,Local,Normal,City,25
2251, ,PIERPONT,ST,2808,2808,2809,2809,PIERPONT ST,2800,Local,Normal,City,25
237,N,STEVENS,ST,2600,2610,2601,2617,N STEVENS ST,2600,Local,Normal,City,25
2252, ,JANNEYS,LA,500,514,505,517,JANNEYS LA,500,Primary Collector,Normal,City,25
238,N,STEVENS,ST,N/A,N/A,N/A,N/A,N STEVENS ST,0,Local,Normal,City,25
2253, ,DAVIS,AV,2400,2408,2401,2409,DAVIS AV,2400,Local,Normal,City,25
239,N,HAMPTON,DR,N/A,N/A,2401,2417,N HAMPTON DR,2400,Local,Divided,Private,25
2254, ,OAKCREST,DR,1400,1412,1401,1413,OAKCREST DR,1400,Local,Normal,City,25
240,N,PITT,ST,300,360,301,359,N PITT ST,300,Local,Normal,City,25
2255, ,RANDOLPH,AV,200,210,201,211,RANDOLPH AV,200,Local,One Way,City,25
241,N,BEAUREGARD,ST,N/A,N/A,N/A,N/A,N BEAUREGARD ST,0,Arterial,Divided,City,25
2256, ,WEST VIEW,TR,808,808,N/A,N/A,WEST VIEW TR,800,Local,Normal,City,25
242, ,SEMINARY,RD,N/A,N/A,5001,5055,SEMINARY RD,5000,Arterial,Divided,City,25
2257, ,HUNTING CREEK,DR,N/A,N/A,1655,1667,HUNTING CREEK DR,1600,Local,Normal,Private,25
243, ,EISENHOWER,AV,N/A,N/A,3830,3800,EISENHOWER AV,3800,Arterial,Divided,City,35
2258, ,JASON,AV,N/A,N/A,N/A,N/A,JASON AV,0,Local,Normal,City,25
244, ,EISENHOWER,AV,N/A,N/A,3760,3700,EISENHOWER AV,3700,Arterial,Divided,City,35
2259, ,KINGSGATE,CT,1700,1738,1701,1739,KINGSGATE CT,1700,Local,Normal,Private,25
245,W,LINDEN,ST,100,106,101,107,W LINDEN ST,100,Local,Normal,City,25
2260, ,HENRY G SHIRLEY MEMORIAL,HY,N/A,N/A,N/A,N/A,HENRY G SHIRLEY MEMORIAL HY,0,Expressway,One Way,City,55
246,N,BEAUREGARD,ST,N/A,N/A,N/A,N/A,N BEAUREGARD ST,0,Arterial,Divided,City,25
2261, ,CAMERON MILLS,RD,2400,2400,N/A,N/A,CAMERON MILLS RD,2400,Residential Collector,Normal,City,25
247,N,HENRY,ST,N/A,N/A,1060,1000,N HENRY ST,1000,Arterial,Divided,City,25
2262, ,READING,AV,N/A,N/A,5765,5777,READING AV,5700,Local,Divided,City,25
248,N,FAIRFAX,ST,300,360,301,359,N FAIRFAX ST,300,Residential Collector,Normal,City,25
2263, ,KINGSGATE,CT,N/A,N/A,N/A,N/A,KINGSGATE CT,0,Local,Normal,Private,25
249,N,COLUMBUS,ST,500,560,501,559,N COLUMBUS ST,500,Local,Normal,City,25
2264, ,OLD DOMINION,BV,3000,3000,3001,3001,OLD DOMINION BV,3000,Residential Collector,Normal,City,25
250,E,RAYMOND,AV,100,124,101,121,E RAYMOND AV,100,Residential Collector,Normal,City,25
2265, ,MINOR,ST,2200,2208,2201,2207,MINOR ST,2200,Local,Normal,City,25
251,S,INGRAM,ST,16,42,17,29,S INGRAM ST,1,Local,Normal,City,25
2266, ,COMMONWEALTH,AV,N/A,N/A,2401,2405,COMMONWEALTH AV,2400,Primary Collector,Divided,City,25
252,N,WASHINGTON,ST,500,560,501,559,N WASHINGTON ST,500,Arterial,Normal,City,25
2267, ,SUMMIT,AV,1000,1010,1001,1009,SUMMIT AV,1000,Residential Collector,Normal,City,25
253,N,RIPLEY,ST,700,796,701,727,N RIPLEY ST,700,Local,Normal,City,25
254,S,EARLY,ST,N/A,N/A,N/A,N/A,S EARLY ST,0,Local,Normal,City,25
2268, ,GORGAS,PL,N/A,N/A,2401,2415,GORGAS PL,2400,Local,Normal,Private,25
255,W,REED,AV,2,30,1,29,W REED AV,1,Residential Collector,Normal,City,25
2269, ,LOUIS,PL,4300,4314,4301,4313,LOUIS PL,4300,Local,Normal,City,25
256,W,ABINGDON,CT,700,710,701,713,W ABINGDON CT,700,Local,Normal,Private,25
2270, ,ASCOT,CT,N/A,N/A,N/A,N/A,ASCOT CT,0,Local,Normal,Private,25
257,N,FAYETTE,ST,200,260,201,259,N FAYETTE ST,200,Local,Normal,City,25
2271, ,RIDGE ROAD,DR,2800,2812,2801,2811,RIDGE ROAD DR,2800,Local,Normal,City,25
258,N,ROYAL,ST,1203,1207,1201,1201,N ROYAL ST,1200,Primary Collector,Normal,City,25
2272, ,LATROBE,PL,4630,4650,4615,4649,LATROBE PL,4600,Local,Normal,Private,25
2273, ,KENWOOD,AV,N/A,N/A,1901,1923,KENWOOD AV,1900,Local,Normal,Private,25
259,W,REED,AV,100,142,101,143,W REED AV,1,Residential Collector,Normal,City,25
260,N,WEST,ST,800,814,N/A,N/A,N WEST ST,800,Local,Normal,City,25
2274, ,DUKE,ST,N/A,N/A,1101,1125,DUKE ST,1100,Arterial,Divided,City,25
261, ,JEFFERSON DAVIS,HY,N/A,N/A,3800,3750,JEFFERSON DAVIS HY,3800,Arterial,Divided,City,35
2275, ,HENRY G SHIRLEY MEMORIAL,HY,N/A,N/A,N/A,N/A,HENRY G SHIRLEY MEMORIAL HY,0,Ramp,One Way,City,25
262,N,HENRY,ST,259,201,260,200,N HENRY ST,200,Arterial,One Way,City,25
2276, ,WILKES,ST,1300,1360,1301,1359,WILKES ST,1300,Local,Normal,City,25
263,S,FLOYD,ST,20,30,13,39,S FLOYD ST,1,Local,Normal,City,25
2277, ,LESLIE,AV,N/A,N/A,N/A,N/A,LESLIE AV,2300,Local,Normal,City,25
264,W,BRADDOCK,RD,N/A,N/A,N/A,N/A,W BRADDOCK RD,0,Primary Collector,Normal,City,25
2278, ,JAMIESON,AV,1900,1960,1901,1959,JAMIESON AV,1900,Local,Normal,City,25
265,N,HOWARD,ST,768,784,767,783,N HOWARD ST,700,Residential Collector,Normal,City,25
2279, ,WILKES,ST,N/A,N/A,1401,1459,WILKES ST,1400,Local,Normal,City,25
266,W,BRADDOCK,RD,N/A,N/A,1801,1859,W BRADDOCK RD,1800,Primary Collector,Divided,City,25
2280, ,CLIFFORD,AV,400,420,401,423,CLIFFORD AV,400,Local,Normal,City,25
267,N,SAINT ASAPH,ST,200,260,201,259,N SAINT ASAPH ST,200,Local,Normal,City,25
2281, ,KING,ST,N/A,N/A,3413,3425,KING ST,3400,Arterial,Divided,City,25
268,N,HOWARD,ST,800,830,801,845,N HOWARD ST,800,Residential Collector,Normal,City,25
2282, ,STRAND,ST,106,160,105,159,STRAND ST,100,Local,Normal,City,25
269,W,BRADDOCK,RD,N/A,N/A,1860,1800,W BRADDOCK RD,1800,Primary Collector,Divided,City,25
2283, ,SUMMIT,AV,1100,1110,1101,1109,SUMMIT AV,1100,Residential Collector,Normal,City,25
270,W,BRADDOCK,RD,N/A,N/A,N/A,N/A,W BRADDOCK RD,0,Primary Collector,Divided,City,25
2284, ,CLIFFORD,AV,200,208,201,207,CLIFFORD AV,200,Local,Normal,City,25
271,W,MOUNT IDA,AV,106,112,107,113,W MOUNT IDA AV,100,Local,Normal,City,25
2285, ,MASSEY,LA,N/A,N/A,N/A,N/A,MASSEY LA,0,Local,One Way,City,25
272,N,FAYETTE,ST,100,160,101,159,N FAYETTE ST,100,Local,Normal,City,25
2286, ,PRINCE,ST,4,10,1,1,PRINCE ST,1,Local,Normal,City,25
273,W,BRADDOCK,RD,N/A,N/A,N/A,N/A,W BRADDOCK RD,0,Primary Collector,Divided,City,35
2287, ,SWANN,AV,420,430,405,435,SWANN AV,400,Local,Normal,City,25
2288, ,CHINQUAPIN,DR,N/A,N/A,N/A,N/A,CHINQUAPIN DR,1,Local,Normal,City,25
274,W,MOUNT IDA,AV,100,104,105,105,W MOUNT IDA AV,100,Local,Normal,City,25
2289, ,SMALL,ST,2200,2210,N/A,N/A,SMALL ST,2200,Local,Normal,City,25
275,W,BRADDOCK,RD,N/A,N/A,N/A,N/A,W BRADDOCK RD,0,Primary Collector,Divided,City,25
276,E,MASON,AV,200,228,201,233,E MASON AV,200,Local,Normal,City,25
2290, ,PRINCE,ST,2,2,N/A,N/A,PRINCE ST,1,Local,Normal,City,25
277,S,UNION,ST,632,660,631,659,S UNION ST,600,Local,Normal,City,25
2291, ,SWANN,AV,400,418,401,403,SWANN AV,400,Local,Normal,City,25
278,N,HENRY,ST,159,101,160,100,N HENRY ST,100,Arterial,One Way,City,25
2292, ,KNOLE,CT,N/A,N/A,5300,5352,KNOLE CT,5300,Local,Normal,Private,25
279,S,COLUMBUS,ST,700,760,701,759,S COLUMBUS ST,700,Local,Normal,City,25
2293, ,THOMAS,ST,400,410,401,411,THOMAS ST,400,Local,Normal,City,25
280,N,CLIFF,ST,1700,1712,1701,1751,N CLIFF ST,1700,Local,Normal,City,25
2294, ,DUKE,ST,912,960,911,959,DUKE ST,900,Residential Collector,Normal,City,25
281,S,WASHINGTON,ST,700,760,701,759,S WASHINGTON ST,700,Arterial,Normal,City,25
2295, ,READING,AV,N/A,N/A,5801,5899,READING AV,5600,Local,Divided,City,25
282,N,CLIFF,ST,1800,1806,1753,1759,N CLIFF ST,1800,Local,Normal,City,25
2296, ,CRESTWOOD,DR,1110,1114,1101,1115,CRESTWOOD DR,1000,Local,Normal,City,25
283,W,BRADDOCK,RD,712,712,711,713,W BRADDOCK RD,700,Primary Collector,Normal,City,25
2297, ,SMALL,ST,2100,2102,N/A,N/A,SMALL ST,2100,Local,Normal,City,25
284,W,BRADDOCK,RD,N/A,N/A,3501,3543,W BRADDOCK RD,3500,Primary Collector,Divided,City,35
2298, ,RICHENBACHER,AV,5400,5420,5417,5429,RICHENBACHER AV,5400,Local,Normal,City,25
285,S,LEE,ST,700,760,701,759,S LEE ST,700,Local,Normal,City,25
2299, ,HENRY G SHIRLEY MEMORIAL,HY,N/A,N/A,N/A,N/A,HENRY G SHIRLEY MEMORIAL HY,0,Ramp,One Way,City,25
2300, ,MONTICELLO,BV,506,512,511,517,MONTICELLO BV,500,Residential Collector,Normal,City,25
286,N,QUAKER,LA,N/A,N/A,N/A,N/A,N QUAKER LA,0,Arterial,Divided,City,25
2301, ,PALMER,PL,1126,1148,1109,1147,PALMER PL,1100,Local,Normal,City,25
287,W,BRADDOCK,RD,700,710,701,709,W BRADDOCK RD,700,Primary Collector,Normal,City,25
2302, ,DOGWOOD,DR,1200,1214,1201,1213,DOGWOOD DR,1200,Local,One Way,City,25
288,S,COLUMBUS,ST,800,860,801,859,S COLUMBUS ST,800,Local,Normal,City,25
2303, ,MONTICELLO,BV,520,526,519,525,MONTICELLO BV,500,Residential Collector,Normal,City,25
289,N,QUAKER,LA,N/A,N/A,N/A,N/A,N QUAKER LA,0,Arterial,Divided,City,25
2304, ,KENMORE,AV,N/A,N/A,N/A,N/A,KENMORE AV,0,Local,Normal,City,25
290,N,QUAKER,LA,N/A,N/A,N/A,N/A,N QUAKER LA,0,Arterial,Divided,City,25
291,W,BRADDOCK,RD,610,622,605,613,W BRADDOCK RD,600,Primary Collector,Normal,City,25
2305, ,HILLSIDE,TR,1300,1312,1301,1313,HILLSIDE TR,1300,Local,Normal,City,25
292,N,ROSSER,ST,2700,2720,2701,2715,N ROSSER ST,2700,Local,Normal,City,25
2306, ,KNOX,PL,1200,1218,1201,1221,KNOX PL,1200,Local,Normal,City,25
293,W,BRADDOCK,RD,N/A,N/A,N/A,N/A,W BRADDOCK RD,0,Primary Collector,One Way,City,25
2307, ,WINSTON,CT,N/A,N/A,N/A,N/A,WINSTON CT,5700,Local,Normal,Private,25
294, ,READING,AV,N/A,N/A,N/A,N/A,READING AV,5700,Local,Divided,City,25
2308, ,JAY,AV,N/A,N/A,N/A,N/A,JAY AV,0,Local,Normal,City,25
295,E,GLEBE,RD,2,10,1,7,E GLEBE RD,1,Primary Collector,Normal,City,25
2309, ,HILLSIDE,TR,1200,1214,1201,1219,HILLSIDE TR,1200,Local,Normal,City,25
296,W,TIMBER BRANCH,PY,806,820,N/A,N/A,W TIMBER BRANCH PY,800,Local,Normal,City,25
2310, ,WINSTON,CT,N/A,N/A,N/A,N/A,WINSTON CT,5700,Local,Normal,Private,25
297,W,BRADDOCK,RD,600,608,601,603,W BRADDOCK RD,600,Primary Collector,Normal,City,25
2311, ,SEMINARY,RD,4020,4052,4021,4051,SEMINARY RD,4000,Arterial,Normal,City,25
298,N,BEAUREGARD,ST,N/A,N/A,1701,1751,N BEAUREGARD ST,1700,Arterial,Divided,City,25
2312, ,STEWART,AV,310,312,311,313,STEWART AV,300,Local,Normal,City,25
299,W,MONROE,AV,2,8,1,9,W MONROE AV,1,Primary Collector,Normal,City,25
2313, ,MERTON,CT,N/A,N/A,N/A,N/A,MERTON CT,5800,Local,Normal,Private,25
300,N,VAN DORN,ST,N/A,N/A,701,799,N VAN DORN ST,700,Arterial,Normal,City,25
2314, ,SCROGGINS,RD,2300,2310,2301,2309,SCROGGINS RD,2300,Local,Normal,City,25
301,N,BEAUREGARD,ST,N/A,N/A,1101,1159,N BEAUREGARD ST,1100,Arterial,Divided,City,25
2315, ,GEORGE WASHINGTON MEMORIAL,PY,N/A,N/A,N/A,N/A,GEORGE WASHINGTON MEMORIAL PY,0,Expressway,Divided,City,25
302,N,JORDAN,ST,N/A,N/A,N/A,N/A,N JORDAN ST,1100,Residential Collector,Normal,City,25
2316, ,LESLIE,AV,2600,2600,2601,2603,LESLIE AV,2600,Local,Normal,City,25
2317, ,MONTICELLO,BV,600,610,601,611,MONTICELLO BV,600,Residential Collector,Normal,City,25
303,N,PICKETT,ST,502,514,501,513,N PICKETT ST,500,Local,Normal,City,25
2318, ,ROOSEVELT,ST,1300,1310,1301,1311,ROOSEVELT ST,1300,Local,Normal,City,25
304,N,COLUMBUS,ST,900,960,901,959,N COLUMBUS ST,900,Residential Collector,Normal,City,25
2319, ,CLOUDES MILL,WY,300,312,N/A,N/A,CLOUDES MILL WY,300,Local,Normal,Private,25
305,N,PICKETT,ST,600,602,601,605,N PICKETT ST,500,Local,Normal,City,25
2320, ,COMMONWEALTH,AV,N/A,N/A,2701,2711,COMMONWEALTH AV,2700,Primary Collector,Divided,City,25
306,E,MASONIC VIEW,AV,100,104,101,105,E MASONIC VIEW AV,100,Local,Normal,City,25
2321, ,SUMMIT,AV,908,906,907,907,SUMMIT AV,900,Residential Collector,Normal,City,25
307,N,PICKETT,ST,604,610,607,611,N PICKETT ST,600,Local,Normal,City,25
308,N,PAXTON,ST,232,260,231,259,N PAXTON ST,200,Residential Collector,Normal,City,25
2322, ,WOODS,AV,N/A,N/A,3413,3419,WOODS AV,3400,Local,Normal,City,25
309,N,PICKETT,ST,700,702,701,703,N PICKETT ST,600,Local,Normal,City,25
2323, ,FRANCIS HAMMOND,PY,1601,1665,1600,1664,FRANCIS HAMMOND PY,1600,Local,Normal,City,25
310,N,WASHINGTON,ST,N/A,N/A,N/A,N/A,N WASHINGTON ST,0,Arterial,Normal,City,25
2324, ,FARM,RD,2800,2810,2801,2811,FARM RD,2800,Local,Normal,City,25
311,E,MASONIC VIEW,AV,2,30,1,31,E MASONIC VIEW AV,1,Local,Normal,City,25
2325, ,DUKE,ST,N/A,N/A,3301,3399,DUKE ST,3300,Arterial,Divided,City,35
312,N,HIGHVIEW,LA,5400,5498,5401,5499,N HIGHVIEW LA,5400,Local,Normal,Private,25
2326, ,SCROGGINS,RD,2200,2206,2203,2203,SCROGGINS RD,2200,Local,Normal,City,25
313,N,ROYAL,ST,1114,1160,1115,1159,N ROYAL ST,1100,Local,Normal,City,25
2327, ,FARM,RD,2700,2710,2705,2707,FARM RD,2700,Local,Normal,City,25
314,N,LATHAM,ST,300,328,203,225,N LATHAM ST,300,Local,Normal,City,25
2328, ,HENRY G SHIRLEY MEMORIAL,HY,N/A,N/A,N/A,N/A,HENRY G SHIRLEY MEMORIAL HY,0,Ramp,One Way,City,25
315,E,GLENDALE,AV,2,10,1,9,E GLENDALE AV,1,Local,Normal,City,25
2329, ,DUKE,ST,N/A,N/A,N/A,N/A,DUKE ST,3300,Arterial,Divided,City,35
316,N,SAINT ASAPH,ST,900,960,901,959,N SAINT ASAPH ST,900,Local,Normal,City,25
2330, ,WOODS,AV,N/A,N/A,3401,3401,WOODS AV,3400,Local,Normal,City,25
317,W,ALEXANDRIA,AV,300,312,301,309,W ALEXANDRIA AV,300,Local,Normal,City,25
