OBJECTID,ZONECLASS,ZONEDESC,LASTUPDATE,LASTEDITOR,ACCOUNT,NOTES,SHAPE_Length,SHAPE_Area
73719,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 33   A     46A, ,8466.330162,3040674.488148
75962,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,,  8   A      9,,857.279424,34285.008462
73720,"R-SF,C","Residential - Single Family, Conditional",2007-03-06T00:00:00.000Z,, 96A  3    224,,1798.270258,130994.017656
75963,A-1,Agricultural,2005-07-01T00:00:00.000Z,,  8   A     12A2,,1292.520613,85135.40191
77504,I-H,Industrial - Heavy,2005-08-15T00:00:00.000Z,,  9   A     24,,6156.590965,998223.034968
73721,"R-SF,C","Residential - Single Family, Conditional",2007-03-06T00:00:00.000Z,, 96A  3    223,,1561.771416,81301.216523
75964,A-1,Agricultural,2005-07-01T00:00:00.000Z,,  8   A     12A1,,4953.377332,889271.683879
77505,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,,  8   A      2B,,1037.515293,53855.793943
73722,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 43C  4     32A, ,511.984231,7396.329554
77506,I-H,Industrial - Heavy,2005-08-15T00:00:00.000Z,,  8   A     12,,7460.968849,2538909.609311
75965,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23   A    118B,,736.549379,29518.68183
77507,A-1,Agricultural,2005-07-01T00:00:00.000Z,,  8   A      7,,1112.124545,44055.15014
75966,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34   A     89,,10019.239876,3100589.330737
77508,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23   A    119,,876.427597,45796.698588
73728,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34   A     72,,14382.652533,5609742.245825
77509,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23   A    118C,,910.422456,42789.613002
75967,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34   A     92,,8249.322366,2035447.593433
77510,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23   A    118D,,497.063839,7674.99522
75968,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34   A     94A,,1961.822425,222861.468137
77511,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 41   A     51, ,2661.201085,262934.553764
73729,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34A 22     25A,,2180.064399,208236.992102
77512,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20E  9  4  19,,808.059409,18785.577467
75969,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 42   A     57, ,2464.487409,190334.778586
77513,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 22C  3     31,,557.366612,6498.404912
77514,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 22C  3     23,,473.117495,4898.370537
75970,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 42   A     42B, ,7134.585446,1328307.702583
73730,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 22   A     93,,15153.36241,6682488.548011
77515,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20J  1     55,,604.48868,20144.934962
75971,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 42G  1      5, ,2046.569234,183179.69472
73731,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   A     28, ,1532.093774,107761.100395
77516,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20K  3      4,,564.912924,15362.392912
77517,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20K  3      7,,567.413491,16270.882464
73732,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   A     22, ,2374.86109,337026.003847
75972,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 20   A     44,,8922.067409,3610946.628826
77518,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21D  3     65,,636.150494,21770.331716
73733,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   A     21, ,2768.384179,373489.179932
77519,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21D  4     12A,,786.232086,28141.442676
73734,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   A     27, ,1500.530674,116368.559228
75973,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 33   A     37B5, ,3325.384096,269367.253081
77520,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21D  5  A   4,,773.065343,28057.504203
75974,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 53   A     68C,,7687.740283,2105998.816829
73735,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   A     16, ,5554.402296,709984.589539
77521,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20E 10     19,,757.526532,24847.251243
73736,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   A     26A, ,615.380579,22055.426498
75975,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 15D  1      6,,756.860468,21736.593023
77522,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 22C  6  6  31,,507.159303,6030.193132
73737,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 52   A     12,,10446.159149,3701445.378524
77523,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 20E  9  2   6,,600.913235,19569.199695
75976,B-GC,Business - General Commercial,2005-07-01T00:00:00.000Z,, 15   A     38,,649.497191,21504.778875
73738,"B-GC,C","Business - General Commercial, Conditional",2009-03-05T00:00:00.000Z,, 20  10      1,,172.625387,953.38823
77524,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20Q  2      2,,1323.361464,94681.165711
77525,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21D  2     54,,851.80681,31215.951968
75977,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 15   A     38,,2184.736784,156011.37315
73739,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 34   A     83C,,2618.85806,259496.212576
77526,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 22C  6  2   9,,462.364025,4966.607554
77527,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  5     25,,448.146513,8454.435304
73740,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34A 20     21,,1144.980476,13882.194246
77528,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12H  5     18,,1064.112075,42017.121492
75978,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 15   A     28,,882.014524,40513.365067
73741,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 34A 23     19,,2764.219113,161923.594261
77529,999,N/A,2005-07-01T00:00:00.000Z,, 11D  1      2,OUTSIDE OF COUNTY,661.593763,26899.608034
75979,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 15   A      9,,3084.870227,366814.359851
77530,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  4 11   8,,702.872199,24582.558368
73742,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34A 20      2,,72.421862,267.708946
77531,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  5  5  19,,585.110127,18838.951144
73743,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34A 20      7,,378.121434,3971.161919
77532,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 26   6      D1,,961.997665,57227.959136
75980,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 15   A     10A,,5616.061062,584416.359589
73744,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34A 20      8,,436.243368,4712.529893
75981,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 15   A     25,,2925.966855,485391.438275
77533,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 24   A      4,,1236.53212,70964.429807
73745,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 14B  1      3,,1232.772559,87215.375807
77534,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 25C 11  2   1,,2247.669656,229215.136585
75983,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11   A     15D1,,747.831786,30205.689905
77535,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 18B  6  A   5,,579.519886,14895.539898
73746,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34   A      4,,1665.783107,121738.227613
75984,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 11B 11     17,,324.248239,6017.269242
77536,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 24C  2      9,,690.771161,20198.247508
73747,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34   A      7B,,15155.709769,6388292.395031
75985,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,,  8   A     25A,,1435.080679,111736.071645
77537,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 24C  2     10,,685.749948,20367.413023
77538,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  3     23,,601.397887,20143.694854
75986,A-1,Agricultural,2005-07-01T00:00:00.000Z,,  8   A     28,,1221.958598,80829.182298
77539,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 23F  3     53,,637.531342,21416.357322
73748,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34A  4     19F,,493.526002,14919.848923
77540,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 23F  3     20,,567.701325,16935.607508
75987,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,,  8   A     35,,2130.876473,113962.471161
73749,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34A  4     19G,,458.360529,12666.109953
77541,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20G  5      9,,990.804837,34662.157546
75988,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,,  8   A     36,,1221.441244,43639.263977
73750,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34A  5      7,,584.95764,19330.530722
77542,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21   A    106,,850.266696,31273.344575
75989,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,,  8   7      2,,1599.211913,59314.556152
77543,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20E  2      2,,654.652382,24221.699226
73751,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 26   A     16,,33423.902132,26293881.817821
77544,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20R  1      3,,607.675651,21099.948486
75990,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,,  8   7      3,,1811.891834,62923.439064
77545,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21K  1      9,,1685.217359,115157.548362
77546,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20J  2      8,,680.831578,25939.215106
75991,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,,  8   A     31,,1158.012137,64874.903152
77547,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20S  3      4,,909.822768,42737.492278
75992,A-1,Agricultural,2005-07-01T00:00:00.000Z,,  8   5      2,,1725.306332,123612.850045
77548,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20E  9  1   8,,608.37435,14976.045676
73752,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 26A  3      3,,3063.920492,552656.150156
77549,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20H  5EQD 160,,480.770463,12977.493638
75993,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23   A    118,,3629.252104,311160.340708
77550,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20E 10      7,,589.999217,11258.947197
73754,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 26   6      C,,7829.355434,2535474.321016
77551,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 22C  6  6  46A,,389.459518,3780.484306
75994,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23   A    118E,,1501.704643,110078.012791
77552,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 22C  6  6  45A,,491.148775,5135.600785
75995,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 41   A     56, ,1482.409464,114845.494014
73755,A-1,Agricultural,2005-07-01T00:00:00.000Z,,,RAILROAD,4361.840051,354924.205932
77553,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20E  9  1  17,,559.605298,8091.441589
77554,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21D  2     27,,688.834041,26841.342828
75996,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 70   A     46,,12118.96176,6769601.128949
73756,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   A      3C1, ,1548.723327,107044.880225
77555,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20H 14     18,,605.672761,20805.654556
77556,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 22C  6  1   6,,388.860896,4410.835745
73757,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   A     17, ,12284.390907,6980417.51199
77557,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 12E  1      4,,989.314135,59184.156048
75997,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  7  1   2,,1350.038731,59386.035549
77558,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 12J  7      8C,,651.181187,25087.282392
77559,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  4  8  17,,779.370394,29101.570936
73758,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   A      6, ,1088.92166,64726.276546
75998,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20J 13      8,,634.330605,22462.842242
77560,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12G  1     47,,652.908342,23552.711001
77561,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  4 10   7,,1094.287445,53313.645801
73759,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40D  1     25, ,1155.559925,51084.074983
75999,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20J 13      7,,724.104581,29455.221588
77562,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 25C  3  2  10,,2804.340918,273264.327995
73760,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40D  1     23, ,1153.781394,46812.093454
76000,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 42   A     71, ,9005.396226,4643953.730398
77563,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 26E  2      6,,1050.578793,41079.005026
77564,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 26   8      1,,867.67828,39639.550783
76001,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 52   3      1,,3557.536435,462960.856256
73761,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40D  1     16, ,1137.223538,52566.924414
77565,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 24C  2     11,,653.771873,20253.766039
77566,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20J  2     44,,659.410902,23129.600238
73762,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40D  1      4, ,1247.652201,52071.622207
76002,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 16A  4     18,,4160.625406,676557.875642
77567,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20J  1     73,,711.48058,30482.571202
77568,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20J  1     45,,651.063607,22800.338262
76003,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 16A  4     23,,1332.201897,89696.017173
73763,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40D  1      2, ,1227.908612,51593.99214
77570,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21G  2  F  14A,,301.694346,4387.61459
76004,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 46   A      9,,10857.06433,5330023.399878
77571,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12I 11     17,,523.793403,15943.8897
77572,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 22C  6  7  54,,472.344154,4983.61428
73764,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 73   A     53,,15995.237988,6042695.903925
76005,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 44   A     39C, ,1874.979476,140892.877306
77573,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21   1      1A2,,648.131128,25630.388681
77574,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 22C  6  6  42,,662.019503,7684.471169
76006,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 44   A     39B, ,1312.106991,54784.35396
77575,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20Q  2      1,,1299.281447,95529.624361
73766,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 26E  1     10,,1365.798958,51696.33773
76007,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34A  1      6,,783.278946,37710.613912
73767,"R-SF,C","Residential - Single Family, Conditional",2007-03-06T00:00:00.000Z,, 26C  4      1,,894.443308,30639.651469
77576,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20E 10     11,,694.070701,24896.868527
76008,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34A  1      6D,,1027.269209,46291.517687
77577,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20E  9  2  15,,541.486358,13841.761921
73768,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   A      8, ,10937.363561,4874579.25584
77578,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21D  2     38,,564.269246,16822.397483
76009,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 86   6     10,,4939.101896,1301925.047158
77579,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20E  9  2  20,,488.793454,9845.649222
77580,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 22C  6  2  10,,467.92306,5714.675155
73769,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   A      4, ,8013.441572,2071206.136676
77581,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11C  3     23,,675.878841,23476.403753
73770,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40D  1     21, ,1155.512088,52889.846528
76010,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 86   6      7,,5071.522314,1139922.182164
77582,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12I 12     39,,673.957996,19140.203489
77583,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12J  8      2,,615.370578,22840.036344
73771,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40D  1     20, ,1130.396063,53444.069114
77584,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 26F  5      1,,1945.864334,137019.510592
77585,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 26F  3     30,,1172.307556,59993.03979
73772,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40D  1     19, ,1123.035989,49246.00367
77586,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 25C  9  1   6,,2179.988296,249252.059848
76011,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 86   6     11,,4442.846912,1212825.314887
73773,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40D  1     18, ,1130.769478,56891.321177
77587,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 26E  2      7,,1059.790958,43140.095911
77588,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 18   A     39B1,,1326.546736,91351.42895
73774,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40D  1      8, ,1120.753025,49685.169184
76012,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 86   6      3,,4231.461097,1196398.981148
73775,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40D  1      7, ,1124.973855,44481.816507
77589,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 18C  2     38,,615.37216,20789.205397
77590,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 16A  3      6,,1665.4778,123674.005529
73776,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40D  1      6, ,1182.909623,49223.915991
76013,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 22   A     24L1,,2394.556545,222045.112644
76014,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 16A  4      4,,1306.522462,92891.076226
77591,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 24E  1      4,,1453.905361,86080.989984
73777,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40D  1      5, ,1228.777459,52020.551905
77592,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20G  2  1  66,,601.130971,8003.232938
76015,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20S  6      7,,598.246597,21288.197768
77593,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21D  3     14,,796.836622,29287.191933
73778,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   A      3A2, ,2194.604885,160116.881761
77594,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 22C  6  3  20,,487.422702,5261.851103
77595,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 24E  2      8,,1626.600992,129832.385172
76016,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20S  6      9,,1822.477465,151481.499223
73779,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40D  2     10, ,2318.737893,279777.408807
77596,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20G  2  1  61,,589.224476,6867.667914
77597,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 22F  1     26A,,221.018858,3031.042977
77598,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 22F  1     26,,1557.197281,35814.634157
76017,I-H,Industrial - Heavy,2005-08-15T00:00:00.000Z,, 43   7      6B, ,1862.495995,198568.613528
73785,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20C  A      2A,,376.426661,8633.130945
77599,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 22C  6  7  64,,279.082705,2688.317754
77600,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20H  1WQD  30,,589.628397,4706.168727
76018,"I-H,C","Industrial - Heavy, Conditional",2005-08-15T00:00:00.000Z,, 43  11      3B, ,3234.969043,481757.462119
73786,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20C  5      4,,541.592899,17530.90633
77601,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21D  2     55,,854.356265,40015.283615
73787,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12   A     51,,2437.001319,327295.467513
76019,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 12E  3      4,,1095.354743,62978.522486
77602,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  5     16,,650.432906,22318.200792
76020,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 68E  8      1,,766.30723,32849.200473
77603,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21E  1     10A,,919.955991,44313.274596
73788,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 67   A      4,,8813.426806,3666138.070375
77604,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21F  5     25,,616.768262,21950.635094
76021,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 68D  3      1,,592.938521,21606.517978
77605,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1     63,,477.541548,6033.160027
73789,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 67   A     35,,7054.464669,1030028.270159
77606,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21   A     74,,959.898395,34730.840568
76022,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 74   A     16B,,1106.650033,75695.824564
77607,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23H  2      4,,620.177768,19951.889542
77608,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20J  2     50,,841.222899,36430.467371
73790,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56F  1     10,,1166.894018,52092.171599
76023,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 74   4      3,,8254.647375,1407214.080558
77609,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23   A     69,,198.440638,744.849531
77610,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20L  1     37,,636.849974,23252.702545
76024,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 74   8      2A,,5130.074453,1178836.17944
77611,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20K  5      5,,548.395628,13967.957952
76025,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 48   3      3,,4955.798362,854119.662538
73792,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 33   A     30, ,5289.155208,1413493.579839
77612,999,N/A,2005-07-01T00:00:00.000Z,, 19A  1     15,OUTSIDE OF COUNTY,728.192386,26987.626111
77613,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20J  1      6,,701.799169,28363.046835
76026,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 48   A     22,,16371.741398,9872729.196339
77614,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23   A     93C,,850.040083,40505.2371
77615,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20I 11      9,,582.613635,14399.796167
77616,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20K 13     17,,655.818769,22652.303387
76027,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23A  2      2,,311.601773,5897.130744
77617,999,N/A,2005-07-01T00:00:00.000Z,, 19A  1      4,OUTSIDE OF COUNTY,583.572161,19619.66682
76028,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23A  1      3C,,3383.380065,614425.139982
77618,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 23   A     19C,,2111.794784,213261.999492
76029,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 14   A     76B,,4499.84103,1237832.773496
77619,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20R  1     60,,566.338279,19814.730133
77620,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 20D  2     18,,1583.395842,140365.342677
77621,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1    178,,352.283925,3261.663077
76030,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23A  1      1,,1034.042773,63284.444472
73793,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 32   6      2, ,1825.434737,179487.588248
77622,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 25C  7  1  18,,2034.953205,262820.375479
76031,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 86   A     24,,1289.184706,81191.588178
73794,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 71   A     36,,4821.665289,1277451.487749
73795,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34A 20     18,,1013.848045,11722.893398
76032,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,,<Null>,OUTSIDE OF COUNTY,1200.143253,79270.445619
77623,"A-1,C","Agricultural, Conditional",2007-03-06T00:00:00.000Z,, 16A  3      8,,1589.00642,129902.362575
77624,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20G  2  1  64,,591.003159,6646.809443
73796,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34A 20     19,,1074.345539,12914.09362
