OBJECTID,ZONECLASS,ZONEDESC,LASTUPDATE,LASTEDITOR,ACCOUNT,NOTES,SHAPE_Length,SHAPE_Area
42432,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21G  7  A   A,,622.717993,22591.253992
42433,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21I  2     17,,296.461749,4603.220246
42434,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21A  4     23,,486.102824,5623.742297
42435,R-MH,Residential - Manufactured Housing,2007-03-06T00:00:00.000Z,, 20T  1     10,,1682.06508,112646.394234
42436,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20M  2     10,,1959.914024,147069.726062
42437,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,,,ROW,1263.797114,27016.785436
42438,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11C  2     35,,514.428066,15380.750797
42439,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  6  2  20,,614.88154,21564.499375
42440,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20L  1     16,,681.767034,24367.799364
42441,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21K  1      1,,1242.112593,89679.616833
42442,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20J  2     59,,710.724179,29860.790917
42443,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20J  2     58,,690.179834,26739.10097
42444,I-H,Industrial - Heavy,2005-08-15T00:00:00.000Z,,<Null>,ROW,1068.979456,20006.488833
42445,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23K  1  B   7,,818.529417,32747.227529
42446,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20B  6      3,,660.284446,22832.231647
42447,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20B  2      6D,,709.110477,25842.511266
42448,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21G  5  D   1,,677.336545,23037.553328
42449,B-GC,Business - General Commercial,2006-03-06T00:00:00.000Z,, 20B  2      1,,1310.543159,106654.067852
42458,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 81   A     30,,2653.806378,331081.337307
42462,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 68B  4     25,,711.45309,25101.883131
42479,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68F  4      1,,779.95136,29134.552547
42480,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68A  6     16,,1145.217476,56477.125978
42481,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68A  6     18,,1182.380246,40850.649886
42483,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 81   A     41,,5192.907541,883074.124281
42485,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68E  6  5  29,,949.307519,11774.450958
42486,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68E  6  5  27,,1090.234072,13384.196602
42490,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 81C  1  B  42,,645.794603,24592.365231
42493,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 34   A     58,,1355.345123,94788.567493
42496,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 29   2      3, ,3522.889691,536030.178215
42497,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 29   A     30, ,3815.682029,657779.131444
42498,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 29   A     30A, ,1187.05698,71752.010823
42499,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 29B  3     14, ,2338.145535,297599.901248
42500,"R-MF,C","Residential - Multi Family, Conditional",2007-03-06T00:00:00.000Z,, 22I  2    131,,223.30737,2038.34039
42501,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 23   A    136B,,1244.724174,64151.803638
42502,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 23   A    136A,,1320.63067,83531.208175
42503,A-1,Agricultural,2011-11-01T00:00:00.000Z,, 23   A    135,,6342.0449,1404887.953034
42504,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 17   6      1,,9998.321035,1837185.702811
42505,A-1,Agricultural,2012-08-07T00:00:00.000Z,, 23I  3      1,,2631.055558,146655.104486
42506,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 23N  1     22,,881.356461,40356.084734
42507,I-H,Industrial - Heavy,2005-08-15T00:00:00.000Z,,  8   1      5A1,,1234.728725,66414.986686
42508,"R-MF,C","Residential - Multi Family, Conditional",2007-03-06T00:00:00.000Z,, 22I  3    109,,208.761171,1591.902723
42509,"R-MF,C","Residential - Multi Family, Conditional",2007-03-06T00:00:00.000Z,, 22I  3    108,,208.711356,1580.760098
42510,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 48   A     19,,2092.568219,256132.228678
42511,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 22B  2      4,,762.378165,27970.896406
42512,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1    156,,314.637556,2879.872519
42513,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20E  2     12,,852.664828,44770.521341
42514,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23A  2     45,,494.078655,9386.984355
42515,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 20C  1     31A,,596.794452,21220.934034
42516,"B-GC,C","Business - General Commercial, Conditional",2005-08-15T00:00:00.000Z,, 21F  1     29,,1477.50745,16098.664885
42517,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21A  4    223,,510.376944,6342.218265
42518,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21A  4    127,,505.495677,5588.801662
42519,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20B  2      1F,,854.113262,31262.926545
42534,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 54   A      5,,2289.202125,193070.76251
42535,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68D  5      1,,940.620538,40295.481988
42536,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68E  6  5  11,,284.130795,2826.661349
42537,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68E  7      3,,898.677844,43782.516183
42540,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  6     14,,754.024821,35537.03012
42541,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23E  2     27,,641.63738,21774.414393
42542,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  3     27,,605.503249,20235.533124
42543,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1    155,,319.842345,3332.602826
42544,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23E  1      3,,669.537064,27581.55695
42545,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 21   A    138A,,966.276564,45018.343579
42546,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 21   A    138B,,1277.20598,61857.752321
42547,R-MH,Residential - Manufactured Housing,2007-03-06T00:00:00.000Z,,  9   A      1A,,1818.703986,118650.838006
42548,A-1,Agricultural,2005-07-01T00:00:00.000Z,,  9C  3      6,,1012.017084,45630.515602
42549,A-1,Agricultural,2005-07-01T00:00:00.000Z,,  9C  3      7,,1030.365242,47299.09956
42550,I-H,Industrial - Heavy,2005-08-15T00:00:00.000Z,,  9   A     54,,12876.124375,3701942.88306
42551,I-H,Industrial - Heavy,2005-08-15T00:00:00.000Z,,  9   A     54B,,1617.102624,131458.789652
42553,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1    239,,414.056268,4932.872844
42554,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20E  1     16,,731.928743,24025.532186
42555,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1     66,,458.440153,4925.700406
42556,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 22B  2     15,,485.911916,14132.040936
42557,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  3      4,,610.13667,20372.335622
42558,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20C  1     31,,378.125248,3012.584098
42559,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21A  4    224,,503.018755,5389.602673
42560,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20S  4     26,,617.953206,21007.332313
42561,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23H  2      2,,1238.674522,61303.703891
42562,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 23  14      2,,1437.877385,129345.777774
42563,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21E  2  1   5,,507.621511,15276.659292
42564,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20R  1     13,,654.161674,26441.137227
42565,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23E  2     28,,764.612238,24218.59433
42566,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20R  1     38,,682.968293,24284.121557
42567,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1    135,,473.294385,5742.502133
42568,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1     48,,520.563357,5661.790349
42569,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23E  1      5,,778.962706,34757.781737
42570,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 20D  1      6,,2951.698757,214972.403572
42571,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  3      8,,612.841892,20327.951691
42572,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1     72,,435.174383,4849.996166
42573,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23H  1      1,,651.271763,23496.89443
42574,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21   A     18,,627.024269,23620.219149
42575,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23A  2     61,,487.456873,9469.796222
42576,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 20C  3     53,,361.090843,3485.139441
42577,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23H  3      4,,1904.085489,144141.670055
42578,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21E  1      9,,1212.553652,64501.479753
42579,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 91   A     62,,3966.482834,695287.89832
42580,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 20C  1      7,,511.371051,15779.178903
42581,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20R  1     54,,849.057382,37328.821568
42582,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23E  1      W1,,483.558547,14480.395765
42583,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20R  1     53,,773.500575,30304.98904
42584,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  3     24,,599.170563,19893.798876
42585,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23H  3      2,,1976.562449,149382.445339
42586,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20R  1     25,,727.54642,26353.194317
42587,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 22B  3      1,,657.506196,18726.796224
42588,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21A  5      A,,943.498472,52662.816283
42589,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1     73,,431.353388,4782.886441
42590,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1     24,,292.375182,2979.558319
42591,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1     23,,293.023941,2999.647312
42592,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23A  2     24,,834.448715,41677.31212
42593,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1     22,,292.405219,2969.587427
42594,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20S  5     31,,485.464631,14191.775587
42595,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21   A     25,,1021.773083,50028.837478
42596,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23E  3      1,,1174.575206,43731.444393
42597,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 27A  7      4,,578.150851,18834.212271
42598,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21A  5      5,,719.366091,26076.604013
42599,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20C  1     11,,599.912893,20072.669557
42600,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23A  2     32,,535.952328,11162.580167
42601,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23E  2      A,,717.57497,12810.520007
42602,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 22B  3      4,,620.283141,21136.095322
42603,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20R  1     41,,590.888083,19736.444983
42604,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21F  5     17,,567.25819,19111.923308
42605,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20R  1     27,,720.605592,26039.037582
42606,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1    134,,469.398232,5660.353058
42607,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1    136,,471.041702,5292.991125
42608,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 22   3      3A3,,1039.432167,51634.245035
42609,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1     53,,527.971678,7210.444285
42610,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23E  1     11,,633.54924,22946.785554
42611,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21   A     55,,3152.852721,167702.503423
42612,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1     74,,429.455402,4753.715045
42613,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 23  14      3,,1356.758573,108688.601239
42614,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1     21,,295.638068,3115.402077
42615,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21E  1      6,,2948.318516,200298.988351
42616,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20S  5     28,,540.960247,17107.453458
42617,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1     12,,296.027108,3056.185853
42618,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20A 14      3,,660.032457,25055.190315
42619,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20A  5      5,,968.960322,38852.419279
42620,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20C  1     12,,634.805691,22548.510496
42621,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23A  3     10,,738.515467,30514.370807
42622,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20S  5     47,,507.061292,15214.872728
42623,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21A  5      3,,737.492146,28032.238524
42624,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20A  3  A   9,,631.201286,21280.433341
42625,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 21H  1  A  27,,853.301184,28120.935969
42626,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20A  2  C   5,,598.354789,19546.168725
42627,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  6  5   8,,627.703976,22482.776704
42628,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  4  8  15,,1646.396872,112054.557858
42629,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12H  3     38,,505.419283,15081.429973
42630,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 12J  2     27,,486.469726,3136.48348
42631,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20A  5      7,,995.013239,42800.280115
42632,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20B  A      4,,498.359516,15520.070931
42633,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21A  5      B,,634.956083,23334.346695
42634,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23   A    163,,403.500483,5178.729857
42635,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  3      2,,610.023606,20625.490083
42636,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1     75,,565.981383,18161.778265
42637,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23A  2     21A,,431.532989,4730.087909
42638,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23A  2     31A,,481.111609,5539.862047
42639,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23   A    145,,1293.338116,96666.18602
42640,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1     85,,385.289803,4347.622523
42641,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23A  2     21,,479.673751,5475.381284
42642,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20S  5     53,,520.051337,15960.723257
42643,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23A  2     33,,530.081889,10690.646047
42644,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21   A     48B,,554.256218,17749.337461
42645,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21F  7      1,,508.69509,13126.249097
42646,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20S  5      5,,564.301738,18237.171
42647,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21A  4     42,,482.270934,5188.383352
42648,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  5  5  25,,592.73685,19559.044497
42649,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12H  5     30,,614.347083,23540.770252
42650,999,N/A,2005-07-01T00:00:00.000Z,, 11D  1    117,OUTSIDE OF COUNTY,639.086045,21085.971223
42651,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12H  4     54,,516.476593,15111.509017
42652,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1      2,,298.020305,3104.01366
42653,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20S  5     25,,604.68136,20293.727761
42654,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20A  5      3,,948.466089,37259.66312
42655,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21J  1      5,,596.812331,19927.772752
42656,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20S  5     55,,528.852395,16536.12076
42658,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20C  8     25,,406.159357,4499.381621
42659,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12H  5     26,,474.827114,13633.785823
42660,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1     86,,378.024052,4124.320916
42661,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21B  1     87,,373.565432,3936.143813
42662,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21F  4      2,,650.638168,24728.337392
42663,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23E  1     13,,1013.823962,35020.392268
42664,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 14D  1      ,,530.382209,13564.449695
42665,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20   1      A,,905.155273,42407.873175
42666,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 30   3      A4, ,2601.785661,402710.293615
42667,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 12K  3     25,,403.11586,4435.603818
42668,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11D  1     53,,810.688024,37435.650347
42669,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11D  1     54,,710.851641,27135.270743
42670,999,N/A,2005-07-01T00:00:00.000Z,, 11D  1    115,OUTSIDE OF COUNTY,685.157156,24979.125538
42671,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20S  5     34,,504.458234,15279.877994
42672,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20A 14      1,,544.835974,16796.272317
42673,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20S  5      8,,561.108026,18107.873967
42674,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 20C  1      3,,667.723976,24411.878517
42675,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 22B  1      1,,1073.523079,45918.846465
42676,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20A 14      4,,869.052605,34434.31954
42677,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 21   A     41,,753.209628,35252.31355
42678,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21G  5  C  25,,600.700595,21800.859429
42679,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12H  4      2,,498.787882,14943.760657
42680,999,N/A,2005-07-01T00:00:00.000Z,, 11D  1    119,OUTSIDE OF COUNTY,731.634339,26577.393526
42681,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 93   A     61,,10302.940269,3338709.71653
42682,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  6  3  11,,601.723963,20107.616423
42683,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  6  4  10,,610.713783,20412.677771
42684,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20   A     15,,521.177956,12074.93697
42685,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20S  5     44,,507.945534,15368.417295
42686,R-MH,Residential - Manufactured Housing,2007-03-06T00:00:00.000Z,,  9B  1     42B,,1425.757064,115892.195994
42687,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  4 10  12,,879.388159,36948.106135
42688,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12H  4     28,,599.42483,20987.64516
42689,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12H  4     26,,521.219835,16187.898551
42690,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 93   A     61,,3770.967332,677411.015709
42691,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12I  5  A   2,,611.393301,20734.971897
42692,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  5  4  19B,,309.741616,4225.979107
42693,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11B  6      5,,666.23559,22235.718146
42694,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  5  4  18,,977.107514,41057.97351
42695,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23A  2     82,,498.379244,10278.151933
42696,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 56C  5     17A,,563.982192,18263.729937
42697,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 88   7      1B,,1475.938684,119899.653748
42698,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 88   A      5,,599.994926,9201.447803
42699,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87   A      6,,844.579271,39736.74846
42700,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87   A      8,,1789.073045,101595.470806
42701,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90   A     75,,782.964882,28166.944219
42702,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 91   2      1,,1729.473365,156131.588512
42703,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 91   2      1A,,835.128196,33794.797115
