OBJECTID,PAR_GPIN,PCDESC,LEGAL1,DISTNUM,PROPCLAS,ZONING,OWNER1,MAILADDR,MAILCITY,MAILSTAT,MAILZIP,AREA_DOC,SHAPEarea,SHAPElen
941,15904055400000,PARKS AND RECREATION,,,,,,,,,,,856.709148,127.139059
942,15904075670000,PARKS AND RECREATION,,,,,,,,,,,1748.8785,214.627424
943,15904096630000,PARKS AND RECREATION,,,,,,,,,,,1657.891296,215.096689
944,15902112100000, ,,,,,,,,,,,1647.57247,227.029381
945,15902132340000, ,,,,,,,,,,,677.691606,205.296316
946,15902173510000, ,,,,,,,,,,,963.706624,212.512153
947,15904157310000, ,,,,,,,,,,,53469.823759,1461.841499
948,15904013080000,PARKS AND RECREATION,,,,,,,,,,,4045.462382,477.178711
949,14939710640000,PUBLIC UTILITIES,,,,,,,,,,,6039.339592,344.254559
950,14949046270000, ,,,,,,,,,,,54891.752393,1444.820046
951,14949099390000, ,,,,,,,,,,,187855.971352,2015.708069
952,14947319040000, ,,,,,,,,,,,8086.828025,458.148131
953,14947288190000,PUBLIC UTILITIES,,,,,,,,,,,417.710269,80.288819
954,14948173030000, ,,,,,,,,,,,44240.157582,891.122344
955,14947007970000, ,,,,,,,,,,,1593.532325,160.287094
956,14947443460000, ,,,,,,,,,,,22461.77608,588.599298
957,14948403110000,PUBLIC UTILITIES,,,,,,,,,,,1444.7309,152.294158
958,14948485670000,SCHOOLS,,,,,,,,,,,196333.016902,1967.055248
959,14948378210000,PUBLIC UTILITIES,,,,,,,,,,,9550.451106,550.628577
960,14947273780000, ,,,,,,,,,,,45423.003681,845.560132
961,14948149580000, ,,,,,,,,,,,86908.014951,1236.76659
962,14948266580000, ,,,,,,,,,,,150212.419496,1780.11084
963,14946469470000, ,,,,,,,,,,,10657.595005,531.277401
964,14947546080000,PARKS AND RECREATION,,,,,,,,,,,6422.709658,323.570386
965,14947966770000,PARKS AND RECREATION,,,,,,,,,,,209061.93978,2300.148813
966,14945901720000, ,,,,,,,,,,,9007.811665,413.756132
967,14946829730000, ,,,,,,,,,,,64458.731847,1033.772382
968,14948704470000,PUBLIC UTILITIES,,,,,,,,,,,340.293998,73.95713
969,14945990010000, ,,,,,,,,,,,19779.205012,679.532873
970,14948828890000, ,,,,,,,,,,,19939.662088,796.132997
971,14948835520000,PARKS AND RECREATION,,,,,,,,,,,31404.23217,1048.342684
972,14949749270000, ,,,,,,,,,,,102238.47307,1429.452643
973,14945960080000, ,,,,,,,,,,,21462.490584,651.445409
974,14946990580000, ,,,,,,,,,,,82326.287391,1601.957944
975,14945873050000,SCHOOLS,,,,,,,,,,,95453.61258,1239.234415
976,14945838880000, ,,,,,,,,,,,3279.067817,273.254488
977,14956350710000, ,,,,,,,,,,,165835.130816,2164.734405
978,14955179010000,PUBLIC UTILITIES,,,,,,,,,,,950.217117,179.247893
979,14955969950000,PUBLIC UTILITIES,,,,,,,,,,,544.113132,93.555148
980,14965033140000, ,,,,,,,,,,,162.846732,63.388275
981,14966244380000, ,,,,,,,,,,,188149.198402,1737.583124
982,14965117310000, ,,,,,,,,,,,73161.648176,1177.403888
983,14965145290000, ,,,,,,,,,,,50480.825778,1076.133713
984,14965272050000, ,,,,,,,,,,,18554.960664,659.481715
985,14965275460000, ,,,,,,,,,,,9211.438422,540.371347
986,14965289830000, ,,,,,,,,,,,11013.633237,598.64109
987,14965241640000, ,,,,,,,,,,,63.018863,44.669455
988,14966325410000, ,,,,,,,,,,,58598.167361,1285.076561
989,14965447590000,PUBLIC UTILITIES,,,,,,,,,,,237.501696,62.014496
990,14967498650000,PUBLIC UTILITIES,,,,,,,,,,,695.825514,107.299437
991,14965441490000, ,,,,,,,,,,,9768.05659,392.322648
992,14967670340000, ,,,,,,,,,,,18376.563054,576.093791
993,14966932240000, ,,,,,,,,,,,108841.71684,3395.794104
994,14967714340000,PUBLIC UTILITIES,,,,,,,,,,,399.443545,80.027996
995,14975240190000,PARKS AND RECREATION,,,,,,,,,,,66998.172227,1194.078017
996,14976007210000, ,,,,,,,,,,,7835.999104,353.733331
997,14975181090000, ,,,,,,,,,,,26293.303012,1536.350612
998,14976227860000, ,,,,,,,,,,,307.88285,128.696792
999,14976014680000, ,,,,,,,,,,,10989.147815,898.217284
1000,14977128940000, ,,,,,,,,,,,40909.398088,1580.622598
1001,14975485480000, ,,,,,,,,,,,4273.070527,335.366356
1002,14976432290000,PARKS AND RECREATION,,,,,,,,,,,8879.559746,377.718388
1003,14985386030000,PUBLIC UTILITIES,,,,,,,,,,,287.418499,68.630337
1004,14987538450000,PUBLIC UTILITIES,,,,,,,,,,,447.472605,113.740634
1005,14985521410000,PUBLIC UTILITIES,,,,,,,,,,,289.103893,68.343627
1006,14996081840000,PARKS AND RECREATION,,,,,,,,,,,446601.349076,3386.522088
1007,14986975590000,PUBLIC UTILITIES,,,,,,,,,,,273.885796,67.354474
1008,14995143990000,PUBLIC UTILITIES,,,,,,,,,,,345.935769,74.126633
1009,14995358100000,PUBLIC UTILITIES,,,,,,,,,,,378.093537,77.535281
1010,14995533070000, ,,,,,,,,,,,3680.450119,281.179365
1011,14996565000000,SCHOOLS,,,,,,,,,,,158479.744307,1670.391756
1012,14997455700000,PARKS AND RECREATION,,,,,,,,,,,5954.639034,517.877118
1013,14997464970000,PARKS AND RECREATION,,,,,,,,,,,10228.58218,491.314225
1014,14997399640000,PUBLIC UTILITIES,,,,,,,,,,,990.408148,137.754277
1015,14996672460000,PARKS AND RECREATION,,,,,,,,,,,6909.6727,351.750487
1016,14995549940000,PUBLIC UTILITIES,,,,,,,,,,,5796.602642,335.217183
1017,14995859880000,PUBLIC UTILITIES,,,,,,,,,,,25255.484072,660.794011
1018,14995988590000,PUBLIC UTILITIES,,,,,,,,,,,888.517308,141.135293
1019,14995827920000, ,,,,,,,,,,,28349.165474,694.581673
1020,14996903220000, ,,,,,,,,,,,984.163901,132.173413
1021,14996749330000,PUBLIC UTILITIES,,,,,,,,,,,353.15765,75.176928
1022,15906172440000,PARKS AND RECREATION,,,,,,,,,,,10533.301318,1190.361739
1023,15905027520000,PARKS AND RECREATION,,,,,,,,,,,1658.216334,210.806219
1024,15905078770000,PARKS AND RECREATION,,,,,,,,,,,1712.552738,215.499933
1025,15906223440000, ,,,,,,,,,,,46073.138779,1136.788636
1026,14959016100000,PUBLIC UTILITIES,,,,,,,,,,,997.169632,127.556475
1027,24050205620000,PUBLIC UTILITIES,,,,,,,,,,,805.271828,114.937485
1028,24050354590000,PARKS AND RECREATION,,,,,,,,,,,32060.137596,778.376527
1029,24050407620000, ,,,,,,,,,,,4005.597236,297.810803
1030,14978175130000,PUBLIC UTILITIES,,,,,,,,,,,581.945943,110.138257
1031,14979134570000, ,,,,,,,,,,,311.488165,88.310342
1032,14979149640000, ,,,,,,,,,,,1318.939035,148.870765
1033,14979134980000, ,,,,,,,,,,,696.135403,122.448496
1034,14978542030000,PUBLIC UTILITIES,,,,,,,,,,,135.733428,47.052375
1035,14979496240000, ,,,,,,,,,,,971.58178,199.100615
1036,14978429360000,PUBLIC UTILITIES,,,,,,,,,,,1106.17195,149.572886
1037,24070406150000, ,,,,,,,,,,,936.987738,137.636396
1038,24070405090000, ,,,,,,,,,,,776.593108,122.72332
1039,24070311860000, ,,,,,,,,,,,1509.926445,164.537943
1040,24070331930000, ,,,,,,,,,,,2187.978435,210.340786
1041,24070371650000, ,,,,,,,,,,,1976.651601,204.688592
1042,24070249600000, ,,,,,,,,,,,2154.653274,190.13048
1043,14979395660000, ,,,,,,,,,,,151.069209,64.182467
1044,14979376530000, ,,,,,,,,,,,1019.589949,148.630725
1045,14979368370000, ,,,,,,,,,,,1025.271766,129.139142
1046,14979367280000, ,,,,,,,,,,,1182.802723,141.074469
1047,14979374090000, ,,,,,,,,,,,3520.061921,236.089205
1048,14979375380000, ,,,,,,,,,,,1015.914255,148.243449
1049,14979354550000, ,,,,,,,,,,,1653.956035,170.515193
1050,14978837750000,PARKS AND RECREATION,,,,,,,,,,,3128.74725,226.602782
1051,14978841240000,PUBLIC UTILITIES,,,,,,,,,,,668.536419,113.263768
1052,14978832580000,PARKS AND RECREATION,,,,,,,,,,,18462.732699,819.863584
1053,24070836680000, ,,,,,,,,,,,4869.583074,308.229099
1054,24070834320000, ,,,,,,,,,,,3639.209298,312.969869
1055,24070890320000,PUBLIC UTILITIES,,,,,,,,,,,3039.15436,320.337901
1056,14978826950000,PARKS AND RECREATION,,,,,,,,,,,1471.805912,204.213886
1057,24080099130000,PUBLIC UTILITIES,,,,,,,,,,,615.596328,101.44449
1058,14988078740000,PARKS AND RECREATION,,,,,,,,,,,4947.507391,298.566756
1059,14988088700000,PUBLIC UTILITIES,,,,,,,,,,,320.281742,72.858502
1060,14989359670000,SCHOOLS,,,,,,,,,,,72680.940995,1077.64598
1061,14988371810000,PUBLIC UTILITIES,,,,,,,,,,,253.241072,64.385664
1062,24080732750000,PUBLIC UTILITIES,,,,,,,,,,,496.650126,90.904691
1063,24080577310000,PUBLIC UTILITIES,,,,,,,,,,,534.506728,143.832446
1064,14988560270000,PUBLIC UTILITIES,,,,,,,,,,,1588.67175,267.265668
1065,14998077560000,PARKS AND RECREATION,,,,,,,,,,,63029.772796,1101.311529
1066,24080975460000,PUBLIC UTILITIES,,,,,,,,,,,288.194239,67.972439
1067,14998186570000,SCHOOLS,,,,,,,,,,,309386.831223,2553.622732
1068,14999196860000,PUBLIC UTILITIES,,,,,,,,,,,466.51556,86.112188
1069,14999434760000,PUBLIC UTILITIES,,,,,,,,,,,413.709637,81.238261
1070,24090828620000,PUBLIC UTILITIES,,,,,,,,,,,234.47655,61.173145
1071,15909090460000,PUBLIC UTILITIES,,,,,,,,,,,237.483755,61.67672
1072,23085280740000,PARKS AND RECREATION,,,,,,,,,,,354110.56771,3279.284949
1073,23086120390000,PARKS AND RECREATION,,,,,,,,,,,280131.825823,2341.706547
1074,24005047420000,SCHOOLS,,,,,,,,,,,77866.032256,1117.686961
1075,24025104730000, ,,,,,,,,,,,5696.939059,428.455519
1076,24035051700000, ,,,,,,,,,,,116454.265435,1669.554421
1077,24031983940000, ,,,,,,,,,,,310171.290491,2827.398197
1078,24034951100000,PUBLIC UTILITIES,,,,,,,,,,,231.96997,60.922335
1079,24045115140000,SCHOOLS,,,,,,,,,,,154285.371447,1650.348162
1080,24042068350000, ,,,,,,,,,,,784407.876519,3500.883041
1081,24045345040000, ,,,,,,,,,,,1193.736052,150.794931
1082,24045343940000,PUBLIC UTILITIES,,,,,,,,,,,2383.018226,196.634057
1083,24045297280000,SCHOOLS,,,,,,,,,,,80234.743411,1195.227769
1084,24046594550000,PUBLIC UTILITIES,,,,,,,,,,,363.495228,76.361635
1085,24045470550000,PARKS AND RECREATION,,,,,,,,,,,15900.002473,636.621648
1086,24055024610000,PARKS AND RECREATION,,,,,,,,,,,21097.271415,708.020607
1087,24047808120000,PARKS AND RECREATION,,,,,,,,,,,9458.287648,383.74519
1088,24055002610000,PARKS AND RECREATION,,,,,,,,,,,4893.071751,305.137446
1089,24052207640000, ,,,,,,,,,,,7287.341111,493.767558
1090,24073469160000, ,,,,,,,,,,,417423.601773,3547.108389
1091,24071749200000,PARKS AND RECREATION,,,,,,,,,,,48845.065135,1142.678291
1092,24072643100000,PUBLIC UTILITIES,,,,,,,,,,,1275.365337,143.025214
1093,24072643910000,PUBLIC UTILITIES,,,,,,,,,,,882.006577,131.226816
1094,24082056620000, ,,,,,,,,,,,23077.878054,2145.615203
1095,24083730080000,PUBLIC UTILITIES,,,,,,,,,,,272.551837,66.328092
1096,24081916590000, ,,,,,,,,,,,1128.66851,132.491188
1097,24081926020000, ,,,,,,,,,,,1089.260446,132.367499
1098,24081925560000, ,,,,,,,,,,,1077.279492,131.712289
1099,24083875950000, ,,,,,,,,,,,5387.919473,971.909527
1100,24081935000000, ,,,,,,,,,,,1108.710907,133.499641
1101,24081934530000, ,,,,,,,,,,,1136.993398,135.237539
1102,24083971620000,PUBLIC UTILITIES,,,,,,,,,,,619.696612,100.735838
1103,24093142960000,PUBLIC UTILITIES,,,,,,,,,,,622.646622,222.828281
1104,24076403890000, ,,,,,,,,,,,1808.703035,193.175037
1105,24076405890000, ,,,,,,,,,,,979.724743,129.729805
1106,24076423720000, ,,,,,,,,,,,1766.638199,192.147983
1107,24076443030000, ,,,,,,,,,,,1821.434671,194.872688
1108,24076444630000,PUBLIC UTILITIES,,,,,,,,,,,361.479446,79.087251
1109,24076454910000,PARKS AND RECREATION,,,,,,,,,,,10674.782324,438.875668
1110,24076425090000, ,,,,,,,,,,,1078.674163,136.202819
1111,24076425720000, ,,,,,,,,,,,1025.115981,134.295318
1112,24076445240000, ,,,,,,,,,,,1440.877293,165.075855
1113,24076493540000, ,,,,,,,,,,,1210.094576,145.07315
1114,24075453940000, ,,,,,,,,,,,2931.911711,218.461679
1115,24074696030000, ,,,,,,,,,,,1000.670381,138.71698
1116,24074626710000, ,,,,,,,,,,,2171.970289,187.657326
1117,24074636070000, ,,,,,,,,,,,1049.570288,145.890989
1118,24074627530000, ,,,,,,,,,,,1077.329414,147.405709
1119,24074684830000, ,,,,,,,,,,,7652.033113,407.856591
1120,24074680730000, ,,,,,,,,,,,7658.66715,444.189048
1121,24086113940000,SCHOOLS,,,,,,,,,,,39933.209322,934.816027
1122,24084017880000,PARKS AND RECREATION,,,,,,,,,,,7823.677752,462.682315
1123,24084124550000,PUBLIC UTILITIES,,,,,,,,,,,232.704366,61.018106
1124,24086211840000,SCHOOLS,,,,,,,,,,,61292.40214,1026.324305
1125,24085314700000,PUBLIC UTILITIES,,,,,,,,,,,363.583274,76.271639
1126,24084228540000,PARKS AND RECREATION,,,,,,,,,,,23264.452838,621.528427
1127,24084527240000,PARKS AND RECREATION,,,,,,,,,,,69969.369716,1704.061603
1128,24084723840000,PUBLIC UTILITIES,,,,,,,,,,,425.482607,83.934069
1129,24085770540000,SCHOOLS,,,,,,,,,,,175036.188685,1712.212397
1130,24086646950000,PARKS AND RECREATION,,,,,,,,,,,13553.218569,466.674505
1131,24086652700000,PARKS AND RECREATION,,,,,,,,,,,15592.175572,598.417331
1132,24094073730000,SCHOOLS,,,,,,,,,,,87543.838506,1198.985218
1133,23180654390000,PARKS AND RECREATION,,,,,,,,,,,12464.580528,492.307656
1134,24122096560000, ,,,,,,,,,,,45278.631771,1276.765232
1135,24037175440000, ,,,,,,,,,,,302554.504035,2582.246079
1136,24038170550000, ,,,,,,,,,,,424665.35538,3584.736811
1137,24038252790000, ,,,,,,,,,,,3025.142741,236.800745
1138,24038202150000, ,,,,,,,,,,,6128.111121,421.365479
1139,24039236400000, ,,,,,,,,,,,26078.91385,2039.979976
1140,24131582990000, ,,,,,,,,,,,10029.731084,885.957973
1141,24140590820000, ,,,,,,,,,,,31504.734657,754.998595
1142,24142276260000, ,,,,,,,,,,,2557.194829,332.339196
1143,24048395220000,PUBLIC UTILITIES,,,,,,,,,,,284.932785,67.521862
1144,24047598110000,PARKS AND RECREATION,,,,,,,,,,,12498.83621,499.90614
1145,24048647150000, ,,,,,,,,,,,16179.979638,741.00749
1146,24047818700000,PUBLIC UTILITIES,,,,,,,,,,,1268.432082,273.481656
1147,24049729650000,PARKS AND RECREATION,,,,,,,,,,,14254.600669,507.481407
1148,24047701380000,PARKS AND RECREATION,,,,,,,,,,,11616.008101,436.282082
1149,24049934150000,PARKS AND RECREATION,,,,,,,,,,,39135.595842,784.716917
1150,24049907760000, ,,,,,,,,,,,8372.675197,394.328985
1151,24059070070000,PARKS AND RECREATION,,,,,,,,,,,34325.121589,1003.242326
1152,24048993700000, ,,,,,,,,,,,4286.481664,489.826147
1153,24048944730000,PARKS AND RECREATION,,,,,,,,,,,11681.365772,436.95619
1154,24058326370000, ,,,,,,,,,,,67401.993016,1040.564358
1155,24151436670000,PUBLIC UTILITIES,,,,,,,,,,,607.605615,99.225301
1156,24077588950000, ,,,,,,,,,,,796.691896,113.60582
1157,24078411750000, ,,,,,,,,,,,1924.750836,176.832535
1158,24078413760000, ,,,,,,,,,,,1793.230604,171.530807
1159,24078423760000, ,,,,,,,,,,,1829.454498,172.862384
1160,24078454410000, ,,,,,,,,,,,933.980176,135.577797
1161,24078443940000, ,,,,,,,,,,,951.80266,135.843912
1162,24078463070000, ,,,,,,,,,,,979.675518,137.428921
1163,24078464780000, ,,,,,,,,,,,833.187258,117.071179
1164,24078465630000, ,,,,,,,,,,,187.590981,66.634135
1165,24078454980000, ,,,,,,,,,,,957.039349,135.336679
1166,24078455430000, ,,,,,,,,,,,948.897701,136.357563
1167,24078455000000, ,,,,,,,,,,,779.185253,121.354498
1168,24078445430000, ,,,,,,,,,,,1357.686617,152.596629
1169,24078434680000, ,,,,,,,,,,,1387.835017,153.716406
1170,24078425710000, ,,,,,,,,,,,1825.588399,171.711895
1171,24078414790000, ,,,,,,,,,,,1560.759948,160.877606
1172,24078483070000, ,,,,,,,,,,,597.69682,108.029943
1173,24078426020000, ,,,,,,,,,,,5100.243246,317.277346
1174,24078477050000, ,,,,,,,,,,,181.691478,57.144027
1175,24078477000000, ,,,,,,,,,,,327.403309,73.720421
1176,24078457940000, ,,,,,,,,,,,110.147384,47.751488
1177,24078456090000, ,,,,,,,,,,,50.414744,34.481062
1178,24078446440000, ,,,,,,,,,,,580.748739,106.261151
1179,24078436890000, ,,,,,,,,,,,1365.052611,152.712566
1180,24078437310000, ,,,,,,,,,,,452.888152,114.541074
1181,24078506240000, ,,,,,,,,,,,3113.567102,245.0327
1182,24078428920000, ,,,,,,,,,,,680.134795,119.888853
1183,24078562090000, ,,,,,,,,,,,2084.200482,228.286662
1184,24078514160000, ,,,,,,,,,,,1502.447986,176.853346
1185,24078505930000, ,,,,,,,,,,,2384.666103,224.05507
1186,24078516430000, ,,,,,,,,,,,646.663596,114.215981
1187,24078535040000, ,,,,,,,,,,,843.142819,164.852007
1188,24078535880000, ,,,,,,,,,,,3147.292666,233.005708
1189,24078556200000, ,,,,,,,,,,,1810.467345,171.18124
1190,24079553780000, ,,,,,,,,,,,1350.722694,152.331466
1191,24079407720000,SCHOOLS,,,,,,,,,,,21662.638949,637.760661
1192,24079479350000, ,,,,,,,,,,,1085.758076,140.789934
1193,24079580460000, ,,,,,,,,,,,1007.812894,134.408919
1194,24079489560000, ,,,,,,,,,,,1060.088089,138.739397
1195,24079590360000, ,,,,,,,,,,,1010.605159,134.113745
1196,24079487280000, ,,,,,,,,,,,1096.63612,141.933487
1197,24079455730000, ,,,,,,,,,,,1623.547225,163.605632
1198,24079485540000, ,,,,,,,,,,,1112.417896,142.30643
1199,24079454610000, ,,,,,,,,,,,1629.624277,163.981375
1200,24077404640000, ,,,,,,,,,,,1227.028796,145.08524
1201,24079494720000, ,,,,,,,,,,,1031.758326,138.310287
1202,24087194840000, ,,,,,,,,,,,9594.989396,460.54764
1203,24088136220000, ,,,,,,,,,,,1568.063699,184.479307
1204,24087120710000,PARKS AND RECREATION,,,,,,,,,,,7949.559874,369.817797
1205,24088278520000,PUBLIC UTILITIES,,,,,,,,,,,545.178519,96.587259
1206,24087721290000,PUBLIC UTILITIES,,,,,,,,,,,581.280984,162.897708
1207,24088602450000,PUBLIC UTILITIES,,,,,,,,,,,677.222685,113.619766
1208,24142870700000,PUBLIC UTILITIES,,,,,,,,,,,1118.223223,194.514816
1209,24140619610000, ,,,,,,,,,,,3025.079976,410.668789
1210,24152190850000, ,,,,,,,,,,,3131.521036,552.691914
1211,24150022620000,PUBLIC UTILITIES,,,,,,,,,,,369.419444,77.06283
1212,24140989650000,PARKS AND RECREATION,,,,,,,,,,,15154.366823,573.608541
1213,24152829620000,PUBLIC UTILITIES,,,,,,,,,,,1037.082631,125.997334
1214,24162746660000, ,,,,,,,,,,,6883.029151,338.637854
1215,24162744580000, ,,,,,,,,,,,4026.674935,255.479163
1216,24172261390000, ,,,,,,,,,,,403042.393851,4900.111669
1217,24172039520000, ,,,,,,,,,,,92076.012423,1507.611839
1218,24172016990000, ,,,,,,,,,,,2506.164225,1187.398989
1219,24172036290000, ,,,,,,,,,,,6226.188965,2889.447168
1220,24172034790000, ,,,,,,,,,,,82333.077122,1493.23612
1221,24171293460000, ,,,,,,,,,,,78984.985379,1448.465479
1222,24170405730000, ,,,,,,,,,,,1251.829523,147.936108
1223,24170403660000, ,,,,,,,,,,,1251.819517,147.935601
1224,24170546930000, ,,,,,,,,,,,1020.859235,136.043211
1225,24170545820000, ,,,,,,,,,,,863.619867,129.150454
1226,24170551140000, ,,,,,,,,,,,3650.741167,257.670646
1227,24170585090000, ,,,,,,,,,,,1480.976336,161.017308
1228,24171503110000, ,,,,,,,,,,,1577.397388,155.508999
1229,24171523220000, ,,,,,,,,,,,1598.871425,156.671589
1230,24171513110000, ,,,,,,,,,,,1436.011566,151.742006
1231,24172500610000, ,,,,,,,,,,,3565.520788,245.273759
1232,24172429160000, ,,,,,,,,,,,2732.258742,210.044674
1233,24172505560000, ,,,,,,,,,,,908.569132,133.475539
1234,24172504590000, ,,,,,,,,,,,1863.379782,173.264064
1235,24172521340000, ,,,,,,,,,,,725.753175,125.555621
1236,24172449970000, ,,,,,,,,,,,1831.745447,172.748375
1237,24172542880000, ,,,,,,,,,,,1863.932204,174.1859
1238,24172571760000, ,,,,,,,,,,,1898.891496,174.466414
1239,24172581970000, ,,,,,,,,,,,1952.355502,177.116603
1240,24172521300000, ,,,,,,,,,,,1031.664293,138.441806
1241,24170479520000, ,,,,,,,,,,,2460.104445,243.200806
1242,24170423780000, ,,,,,,,,,,,1235.195342,147.239289
1243,24172410800000, ,,,,,,,,,,,61757.359212,1096.550309
1244,24172526420000, ,,,,,,,,,,,724.031894,125.390186
1245,24171896010000,PUBLIC UTILITIES,,,,,,,,,,,322.270511,72.167114
1246,24171837720000,SCHOOLS,,,,,,,,,,,78599.300588,1356.506662
1247,24171779690000, ,,,,,,,,,,,2985.867777,253.996933
1248,24170650020000, ,,,,,,,,,,,2229.182793,194.148447
1249,24170666660000, ,,,,,,,,,,,1490.996756,160.944129
1250,24171753760000, ,,,,,,,,,,,962.971334,140.971161
1251,24170681130000, ,,,,,,,,,,,1084.703315,150.892145
1252,24170599480000, ,,,,,,,,,,,1104.57536,152.656888
1253,24171762490000, ,,,,,,,,,,,1098.850372,144.749132
1254,24171763490000, ,,,,,,,,,,,1235.278466,151.377888
1255,24172712790000, ,,,,,,,,,,,1702.328507,177.026653
1256,24171665130000, ,,,,,,,,,,,1200.071399,147.850031
1257,24171664170000, ,,,,,,,,,,,958.972427,138.274589
1258,24171664630000, ,,,,,,,,,,,904.392591,135.983839
1259,24171661410000, ,,,,,,,,,,,1259.035517,210.841786
1260,24171660730000, ,,,,,,,,,,,626.824164,150.580271
1261,24171652910000, ,,,,,,,,,,,2981.746012,343.32344
1262,24171599580000, ,,,,,,,,,,,655.284538,102.455556
1263,24170754900000, ,,,,,,,,,,,413.169305,92.835578
1264,24171745940000, ,,,,,,,,,,,1789.923688,173.376485
1265,24172650660000, ,,,,,,,,,,,1239.351072,172.515258
1266,24172660000000, ,,,,,,,,,,,776.104337,158.855253
1267,24172660430000, ,,,,,,,,,,,1035.255484,166.471391
1268,24172670210000, ,,,,,,,,,,,1489.438113,158.012125
1269,24171793260000, ,,,,,,,,,,,2371.029491,203.611373
1270,24172703190000, ,,,,,,,,,,,3002.845404,235.377268
1271,24172725700000,PUBLIC UTILITIES,,,,,,,,,,,330.423228,73.185639
1272,24171673660000, ,,,,,,,,,,,2900.731871,218.546168
1273,24172603490000, ,,,,,,,,,,,1841.244718,247.752659
1274,24172614930000, ,,,,,,,,,,,1841.571997,247.809832
1275,24172654870000, ,,,,,,,,,,,1268.166285,142.798211
1276,24172656700000, ,,,,,,,,,,,2268.40318,203.301233
1277,24172676200000, ,,,,,,,,,,,4719.714749,317.885017
1278,24172674090000, ,,,,,,,,,,,1180.836227,138.480298
1279,24172673340000, ,,,,,,,,,,,6238.232514,398.610993
1280,24172653870000, ,,,,,,,,,,,1270.11291,142.900579
1281,24171677670000, ,,,,,,,,,,,3664.288733,268.308588
1282,24170757230000, ,,,,,,,,,,,1306.539607,235.756135
1283,24171645830000, ,,,,,,,,,,,3456.346015,243.675909
1284,24171752930000, ,,,,,,,,,,,959.352965,138.640622
1285,24171771700000, ,,,,,,,,,,,2571.726156,203.932448
1286,24171679680000, ,,,,,,,,,,,1987.331427,184.014201
1287,24171790250000, ,,,,,,,,,,,2341.29637,214.451346
1288,24171698330000, ,,,,,,,,,,,2945.985062,296.019207
1289,24171678690000, ,,,,,,,,,,,1998.06153,184.9836
1290,24171740490000, ,,,,,,,,,,,849.915281,127.184441
1291,24172904380000, ,,,,,,,,,,,4854.023173,283.440905
1292,24180163870000,PUBLIC UTILITIES,,,,,,,,,,,205.878061,57.534798
1293,24171974420000, ,,,,,,,,,,,4722.026272,279.704422
1294,24171912760000, ,,,,,,,,,,,21947.5674,726.906472
1295,24170971240000, ,,,,,,,,,,,4532.960222,268.602583
1296,24182408750000,PUBLIC UTILITIES,,,,,,,,,,,366.233072,76.70023
1297,24182704390000,PUBLIC UTILITIES,,,,,,,,,,,229.302159,60.630663
1298,23185942740000, ,,,,,,,,,,,1698548.209516,5839.28716
1299,24148239910000,PUBLIC UTILITIES,,,,,,,,,,,583.445972,97.319074
1300,24146500910000, ,,,,,,,,,,,3495.600344,242.233879
1301,24145328500000,PUBLIC UTILITIES,,,,,,,,,,,625.048355,156.01751
1302,24144126490000,PARKS AND RECREATION,,,,,,,,,,,105872.186152,1774.49812
1303,24145335090000, ,,,,,,,,,,,3771.514992,274.407664
1304,24145301810000, ,,,,,,,,,,,22605.009441,1297.03265
1305,24144476990000, ,,,,,,,,,,,27734.223814,1572.742845
1306,24145124450000,SCHOOLS,,,,,,,,,,,97127.372866,1351.634381
1307,24145536510000, ,,,,,,,,,,,690.396742,113.932603
1308,24145249860000,PUBLIC WORKS,,,,,,,,,,,16043.402784,916.919153
1309,24145430530000,PUBLIC WORKS,,,,,,,,,,,8583.427258,527.575464
1310,24143727600000,PUBLIC WORKS,,,,,,,,,,,21259.991613,1139.370368
1311,24144714620000,PARKS AND RECREATION,,,,,,,,,,,2276.943211,199.176217
1312,24144702890000,PARKS AND RECREATION,,,,,,,,,,,3821.324518,261.022438
1313,24144863530000,PARKS AND RECREATION,,,,,,,,,,,12693.756806,513.065215
1314,24143885390000,PUBLIC UTILITIES,,,,,,,,,,,365.196135,79.070725
1315,24155061860000,PARKS AND RECREATION,,,,,,,,,,,13007.616235,508.127619
1316,24153071560000,PARKS AND RECREATION,,,,,,,,,,,4237.20776,299.142143
1317,24153401410000,PARKS AND RECREATION,,,,,,,,,,,159731.706438,1642.909715
1318,24155199290000,PUBLIC UTILITIES,,,,,,,,,,,2148.708013,189.534975
1319,24154403210000,PUBLIC UTILITIES,,,,,,,,,,,456.10492,113.445676
1320,24155296270000,PARKS AND RECREATION,,,,,,,,,,,19627.497377,746.351868
1321,24155787840000, ,,,,,,,,,,,12204.471872,464.070483
1322,24155785720000, ,,,,,,,,,,,5501.853239,306.264741
1323,24154761770000,PUBLIC UTILITIES,,,,,,,,,,,406.518097,80.742255
1324,24154645350000,PARKS AND RECREATION,,,,,,,,,,,46524.153593,954.169731
1325,24154914430000, ,,,,,,,,,,,11655.418868,454.996291
1326,24164022210000, ,,,,,,,,,,,11603.513136,651.092922
1327,24163076710000, ,,,,,,,,,,,144314.849673,1943.992747
1328,24154922470000,PUBLIC UTILITIES,,,,,,,,,,,254.932808,64.046077
1329,24165426210000, ,,,,,,,,,,,58522.753356,1944.323741
1330,24165650660000, ,,,,,,,,,,,511.494007,123.66284
1331,24165578600000, ,,,,,,,,,,,1446.764421,201.336245
