OBJECTID,FCODE,SOURCE,MODIFIED_DATE,SHAPEarea,SHAPElen
272,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,26.29205088,24.1836895288621
273,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,23.03020738,23.9497998452305
274,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,16.94117205,22.2008311091688
275,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,8.49755649,16.4050854554344
276,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,39.97773382,57.0872070568343
277,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,7.96604773,14.3006674571798
278,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,9.19578535,13.6400074718651
279,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,7.25839544,11.7720468278523
280,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,46.915270475,38.3737641619041
281,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,39.88989275,35.4519969148986
282,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,13.33831413,14.6943487835974
283,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,49.738472365,43.4524914486326
284,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,248.33396059,293.902079169242
285,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,35.391102035,24.3448228912718
286,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,42.511731005,44.856632248776
287,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,472.75744452,300.489090951248
288,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,231.74622428,126.625473716624
289,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,6.15744814,12.8262373379933
290,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,50.33879146,45.2204837353895
291,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,54.45909104,52.4409610422164
292,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,66.10456439,45.575380276742
293,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,174.825522555,91.188174621572
294,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,199.21519068,107.132960758029
295,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,77.65458402,54.0157653173745
296,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,331.61700292,175.894206479527
297,Pedestrian Bridge,Permit,2011-01-07T15:49:28.000Z,24.74646124,26.762881561261
298,Pedestrian Bridge,Permit,2011-01-07T15:49:28.000Z,32.063644395,26.3389039275385
299,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,337.2894809,173.628192622008
300,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,74.53633849,92.1522911134438
301,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,27.63832117,27.9887767003759
302,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,68.9982269,73.9203116358539
303,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,360.50839544,177.630741189666
304,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,1080.11041897,689.64756432976
305,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,39.23838468,47.6752585515053
306,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,44.908077215,53.9810560848273
307,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,52.122499575,68.1273495825907
308,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,46.600084905,53.2854528633873
309,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,62.41066511,75.863242563989
310,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,47.4729266,54.2729931928348
311,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,113.77018232,80.4635372476315
312,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,81.01373577,54.0111606034294
313,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,45.20388324,67.5210453434106
314,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,82.0382405,89.5578508484884
315,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,18.171073615,26.6811768379776
316,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,31.27846912,32.7334860141517
317,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,47.85304591,55.9033804635271
318,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,78.50472829,92.3818887056869
319,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,6.760264225,11.7882257265915
320,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,80.56282195,107.732109324358
321,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,89.95546264,107.781147605493
322,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,40.74388789,41.3604629526866
323,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,5.91322148,10.6888368132828
324,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,123.09607617,118.419148963295
325,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,31.16266689,40.4071259867708
326,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,26.246013755,30.7859818208044
327,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,13.12053886,18.4284554266845
328,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,25.78712431,32.8872740305825
329,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,10.71319733,14.6608309390613
330,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,45.9536306,31.8316281682894
331,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,7.9975066,11.4544913244227
332,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,14.607727595,15.5553663025854
333,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,3.64586101,7.81189354661202
334,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,19.69228779,21.1208728051185
335,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,30.88079268,23.2733172811983
336,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,43.842580275,36.8228574533249
337,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,7.933024975,12.6580777714753
338,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,6.25961561,16.6874738938283
339,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,26.802309,38.1753146262701
340,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,57.65493136,78.6519318467091
341,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,260.71963376,145.960803815175
342,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,33.87292225,40.7504651670501
343,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,47.47317748,42.6933612747556
344,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,44.81562214,41.9478210742828
345,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,44.72668956,42.6174260669253
346,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,19.657206925,19.2785197955783
347,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,40.39635455,29.4916589396809
348,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,19.34404923,21.1858897981828
349,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,22.26290752,22.0928803903475
350,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,424.97328024,195.618591172608
351,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,91.46679764,44.6765384439668
352,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,38.73448821,28.6526499938422
353,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,29.48321228,30.8310548085927
354,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,41.907213905,30.7817339967686
355,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,141.06089912,75.6177439747945
356,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,2.476952385,7.61086133331233
357,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,97.64697458,57.3705534110033
358,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,5.50578499,11.4133126894515
359,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,33.297367585,35.2452256281849
360,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,10.413541365,15.264696026291
361,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,105.616605,82.2884260817695
362,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,24.11040631,20.3059928981577
363,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,45.95989093,50.612369773726
364,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,176.60043602,174.364502085028
365,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,57.87332649,72.1305248990072
366,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,75.25838134,52.9810513963429
367,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,36.56011763,31.4502334713344
368,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,52.411302625,46.9169479981366
369,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,19.042882355,19.7566774730916
370,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,26.27289767,33.3102380970328
371,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,40.20049164,47.0633797679797
372,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,224.33780857,220.751254504017
373,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,32.701945005,60.3937180246095
374,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,327.163897085,306.174785680173
375,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,496.57365614,238.73040931468
376,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,266.34094264,257.906117889025
377,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,174.03121504,162.851641170025
378,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,287.66725552,235.105466317583
379,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,207.8081094,198.563734625042
380,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,5.5014996,9.92955692119705
381,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,275.38536885,256.268828483112
382,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,16.33582812,21.3548409007088
383,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,24.6013487,27.0674564291035
384,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,70.06107914,56.5170427188303
385,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,73.58435838,51.2256547496885
386,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,270.682643255,247.726669565805
387,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,341.22409858,313.063640988252
388,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,242.81526518,228.38905031102
389,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,59.53549336,57.5199910305283
390,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,326.94671572,286.228669079729
391,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,322.35889337,281.148522396612
392,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,42.87928649,36.2302351748159
393,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,56.51229412,35.34255605047
394,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,345.86980472,316.765606927322
395,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,11.45901613,16.8568669434964
396,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,336.10373187,300.255498714584
397,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,275.854228375,241.350974334312
398,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,24.4238653,37.5156812186414
399,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,335.71825845,298.178909406308
400,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,15.41753376,16.2673809150335
401,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,444.81787595,375.82889405725
402,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,90.392635795,114.449448011273
403,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,347.6994883,307.029672678504
404,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,22.09647795,30.7650106232651
405,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,344.26514325,294.387051700499
406,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,140.38148992,133.201420444451
407,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,355.42456069,306.807881399272
408,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,167.4681502,177.829098530351
409,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,74.45362014,68.2196746648887
410,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,34.81584156,27.0790305679102
411,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,27.54990104,28.482194335938
412,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,8.84956795,11.6511808749001
413,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,423.924013615,370.746637446141
414,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,174.44857499,173.549500928908
415,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,141.91146664,146.360569215467
416,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,172.70300871,113.460970297836
417,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,28.31854098,30.2529768702152
418,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,52.54525976,69.1090275119001
419,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,36.14256609,43.5302920926779
420,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,87.6301225,111.360786032581
421,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,170.6638292,179.664718742624
422,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,68.86070622,39.4652728492761
423,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,153.976747135,144.465953002545
424,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,88.3593594,45.2124773708685
425,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,15.13391178,21.9150195838871
426,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,114.66132516,108.619044083374
427,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,80.640320095,73.5281117315998
428,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,383.82330732,175.746644984393
429,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,14.862641405,17.2545583942479
430,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,78.79060384,91.5310807291247
431,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,6.25848968,12.8245100321522
432,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,39.29703209,25.995912346692
433,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,21.26642357,19.2610722337739
434,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,227.5209066,234.000555448588
435,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,28.94018618,35.959642846952
436,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,93.25335064,108.522495031817
437,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,239.70075792,249.559291578065
438,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,14.09805858,15.5213828683383
439,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,54.71885852,37.2933894330295
440,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,310.63810626,315.178283154928
441,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,427.550233495,447.805517408004
442,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,12.54875785,18.585168628839
443,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,23.4597024,30.0338476318387
444,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,62.92001521,64.6781526510104
445,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,1385.67619014,1390.56771604265
446,Vehicular Bridge,Aerial 2004,,134.39645763,49.1028029609311
447,Pedestrian Bridge,Permit,,37.84439755,36.5688103304383
448,Pedestrian Bridge,Aerial 2009,2011-01-10T14:44:07.000Z,13.5955762,17.7266213088339
449,Pedestrian Bridge,Permit,2011-01-07T15:49:28.000Z,23.038812545,26.2088568614004
450,Pedestrian Bridge,Permit,2011-01-07T15:49:28.000Z,430.06686774,83.0407891059345
451,Pedestrian Bridge,Permit,2011-01-07T15:49:28.000Z,557.7531548,95.2985706144618
452,Pedestrian Bridge,Aerial 2009,2011-01-10T14:44:07.000Z,811.83241316,116.621925946057
453,Vehicular Bridge,Site Plan,,69.94355648,35.8943629044865
454,Pedestrian Bridge,Aerial 2004,2011-01-07T15:49:28.000Z,192.511144145,58.3521019848186
455,Pedestrian Bridge,Permit,2011-01-07T15:49:28.000Z,16.06408967,25.8003616974993
456,Pedestrian Bridge,Aerial 2009,2011-01-10T14:44:07.000Z,55.399464995,30.639798317568
457,Pedestrian Bridge,Permit,2011-01-07T15:49:28.000Z,19.000960155,17.6348152196342
458,Pedestrian Bridge,Aerial 2009,2011-01-10T14:44:07.000Z,11.36895419,15.8567904140481
459,Pedestrian Bridge,Permit,2011-01-07T15:49:28.000Z,59.52009549,31.3719374398166
460,Vehicular Bridge,Aerial 2009,2011-01-10T14:44:07.000Z,359.07145223,80.4105019571022
461,Pedestrian Bridge,Aerial 2004,,31.51630097,35.1400564176014
462,Vehicular Bridge,Aerial 2004,,86.20940699,39.4869949001167
463,Pedestrian Bridge,Aerial 2009,2011-01-10T14:44:07.000Z,10.04085885,16.9183139248136
464,Vehicular Bridge,Aerial 2004,,148.548069425,50.1414727221191
465,Vehicular Bridge,Permit,2004-10-24T00:00:00.000Z,113.74193584,55.503550934132
466,Pedestrian Bridge,Site Plan,2009-02-26T10:02:52.000Z,95.02543885,66.3459652452927
467,Pedestrian Bridge,Aerial 2009,2010-05-12T13:35:18.000Z,65.068358205,45.9260702252853
468,Pedestrian Bridge,Permit,2010-07-12T15:59:22.000Z,11.68221804,18.2148367312331
469,Vehicular Bridge,Site Plan,2010-10-22T15:19:38.000Z,2925.09979824,276.171788476096
470,Pedestrian Bridge,Pictometry 2012,2012-12-11T13:54:36.000Z,457.154385575,385.570733575546
471,Vehicular Bridge,P13,2014-03-26T10:19:33.000Z,2292.51245444,329.47665134839
472,Pedestrian Bridge,P13,2014-03-27T07:57:26.000Z,68.5643621,60.1753509133831
473,Pedestrian Bridge,P13,2014-03-27T08:43:10.000Z,121.41664036,79.8361005764679
474,Vehicular Bridge,CIP Construction Plan,2014-05-29T15:30:28.000Z,21255.03018532,938.987890307237
