OBJECTID,ZONES,SHAPE_Length,SHAPE_Area
175,HWY 29,1155.72511642408,47025.8476365013
176,HWY 29,395.857466222339,7122.17867616112
177,HWY 29,677.536268394332,25422.4564447948
178,HWY 29,1887.95365281954,32887.7200653234
179,HWY 29,9197.46794536886,2035020.99136116
180,HWY 29,3096.69186988388,246662.670849221
181,HWY 29,1378.95331859312,115616.286644121
182,HWY 29,2054.25551380114,239105.768464196
183,HWY 29,596.579224629318,19406.3788203065
184,HWY 29,3088.07751996949,320955.75428874
185,HWY 29,1210.58384562501,84355.3963418642
186,HWY 29,647.350983605685,16986.2829343032
187,HWY 29,9453.43911634296,1892193.67009533
188,HWY 29,692.843929846583,22103.2159714873
189,HWY 29,1743.58962031565,145096.061805492
190,HWY 29,2189.95270887071,235273.213254523
191,HWY 29,1356.61637588042,92339.8668364238
192,HWY 29,968.603399635525,32430.8320677921
193,HWY 29,919.225570558932,31843.759484539
194,HWY 29,2100.86720852842,233302.793490842
195,HWY 29,772.90521027342,32441.8643229408
196,HWY 29,3266.55245644888,491153.350694924
197,HWY 29,608.64422302598,23172.9462177971
198,HWY 29,2201.35049353422,179706.335042751
199,HWY 29,3261.92185602885,354847.569257736
200,HWY 29,1280.18603929379,71965.2412925803
201,HWY 29,2306.53811516091,112122.639007387
202,HWY 29,1243.84376082574,85150.4128866042
203,HWY 29,812.851326476399,30952.3312911455
204,HWY 29,943.165527323784,38337.1493220485
205,HWY 29,1292.58414051545,45432.4887513366
206,HWY 29,2014.71726951371,185537.762910784
207,HWY 29,1763.7689426323,117566.511617514
208,HWY 29,1384.58593393669,62743.4250687302
209,HWY 29,1190.27761152536,43587.1614691303
210,HWY 29,1617.62961069532,152326.532554648
211,HWY 29,1237.32007747992,67398.7522189612
212,HWY 29,940.234206782095,32816.1218097224
213,HWY 29,3438.96807479586,518376.618740757
214,HWY 29,662.64896570144,23200.9497945956
215,HWY 29,2012.00972303569,185059.96548467
216,HWY 29,874.965207923372,46596.6636038741
217,HWY 29,3069.15297292514,289783.216124187
218,HWY 29,1625.1327404728,146989.903904447
219,HWY 29,1001.50497124383,42952.3315666738
220,HWY 29,1431.50761813857,83962.9421635296
221,HWY 29,4108.18515303362,564800.705934751
222,HWY 29,589.785254647974,21406.3147259362
223,HWY 29,2783.96897795751,273553.716019696
224,HWY 29,2063.66372293931,155270.636933283
225,HWY 29,3823.0474256386,773803.035199644
226,HWY 29,452.124424665216,5037.91876999326
227,HWY 29,451.196112188694,5047.91977843558
228,HWY 29,449.269734664412,4818.26157454408
229,HWY 29,455.782491505685,5217.00781385607
230,HWY 29,456.654003491993,5237.63632324441
231,HWY 29,454.656993779653,4967.45842205093
232,HWY 29,1707.14037866427,123931.340975117
233,HWY 29,364.525663543092,4487.5434310007
234,HWY 29,365.58910111979,3830.67953735056
235,HWY 29,1223.39945556994,56284.8050795942
236,HWY 29,372.813779883973,3726.15829179928
237,HWY 29,383.055276000737,4074.0886309172
238,HWY 29,378.952439986971,3428.96683305708
239,HWY 29,395.658929583688,4234.23872414216
240,HWY 29,410.002600625563,4886.63046089563
241,HWY 29,689.135740851449,25894.6203311894
242,HWY 29,728.345427363054,29476.4799365586
243,HWY 29,705.373182320565,25776.8229433214
244,HWY 29,930.07512773486,53542.6661949994
245,HWY 29,726.122416846366,27892.7938288757
246,HWY 29,2814.51915270298,54372.4425073423
247,HWY 29,765.28903398159,32673.6202861954
248,HWY 29,1636.68142913582,63641.512701094
249,HWY 29,2954.52602506396,163568.693485395
250,HWY 29,731.732456356016,29628.0268003298
251,HWY 29,2334.31144960842,85818.5438963495
252,HWY 29,704.520335389514,27631.6799876082
253,HWY 29,1234.92939538482,53522.9778973277
254,HWY 29,2093.65658993347,97008.8085098734
255,HWY 29,660.512821298108,21961.2738894952
256,HWY 29,447.548388959166,4604.09839627182
257,HWY 29,452.768681338609,5139.30968040486
258,HWY 29,450.199204331518,4903.8917841477
259,HWY 29,458.344593268849,5742.07895347575
260,HWY 29,448.692264023032,4772.60493643855
261,HWY 29,444.554075780432,4358.16139642344
262,HWY 29,2689.70875512475,345635.56276854
263,HWY 29,1219.4650862094,65629.6964469455
264,HWY 29,1910.34863514671,123305.526816044
265,HWY 29,2242.85720513613,278448.744711977
266,HWY 29,2108.02673609544,234943.406916068
267,HWY 29,678.155794597064,27821.6182502194
268,HWY 29,730.838742966029,20800.5069088927
269,HWY 29,3452.18384829009,369076.367916418
270,HWY 29,688.298325589694,23431.5878817869
271,HWY 29,2658.8817194298,122967.925692425
272,HWY 29,732.505259061011,28534.4366850424
273,HWY 29,2571.60078032307,114116.079693535
274,HWY 29,1588.17380428486,82170.9765020848
275,HWY 29,1025.04566692196,47025.4977758138
276,HWY 29,873.489605355652,37258.4001921667
277,HWY 29,742.494025983945,29093.0440453237
278,HWY 29,2507.18777359045,119538.754236884
279,HWY 29,1778.85391529096,128503.299899288
280,HWY 29,949.089765052858,55304.262331358
281,HWY 29,842.597689766128,35339.8399543783
282,HWY 29,1574.65202636756,133848.73579221
283,HWY 29,1396.40412446589,76914.341626238
284,HWY 29,1446.51784983243,104881.778214993
285,HWY 29,625.274020069778,11089.6020731286
286,HWY 29,2768.32936540927,189732.821708791
287,HWY 29,652.247747094407,24255.4911287309
288,HWY 29,2157.53009010011,94509.8191382658
289,HWY 29,3838.1765123629,316922.028076015
290,HWY 29,1438.92780925405,84705.6962765616
291,HWY 29,902.120062599189,42906.8665076524
292,HWY 29,625.082887999895,20173.6900338924
293,HWY 29,1179.60616982325,57362.9277724869
294,HWY 29,674.546227563163,23307.1799542659
295,HWY 29,757.668747807019,28148.1191245675
296,HWY 29,675.009576733216,23037.2205627742
297,HWY 29,764.117782398091,29366.3020059079
298,HWY 29,693.046047928466,25003.2883126593
299,HWY 29,800.804996667832,34651.3578590645
300,HWY 29,697.188947953416,27179.4825510793
301,HWY 29,708.548424031491,22461.6223480473
302,HWY 29,438.250747110895,11862.1613893798
303,HWY 29,684.578901718205,26333.5960144805
304,HWY 29,725.70403253423,22305.0652892835
305,HWY 29,639.213407029339,21547.8149551502
306,HWY 29,650.198686687674,22851.2345794515
307,HWY 29,667.964520712241,24927.8611170614
308,HWY 29,699.88321837696,28335.7250469225
309,HWY 29,1135.00143411826,49879.2705254312
310,HWY 29,665.468805050904,23691.3948809248
311,HWY 29,652.983214639882,21993.8922589305
312,HWY 29,654.20227514414,22030.4763440014
313,HWY 29,642.923765254492,19605.8881697518
314,HWY 29,3944.94404353455,638756.238785029
315,HWY 29,1138.86343759963,54767.6343788052
316,HWY 29,2614.93771980967,293057.862508198
317,HWY 29,1161.28095949474,70864.4568198358
318,HWY 29,460.184536034618,5423.94549509045
319,HWY 29,456.253248194617,4981.6330850634
320,HWY 29,3062.4274912637,323816.631223337
321,HWY 29,457.29938294361,5063.09559309175
322,HWY 29,450.044839762344,4231.81790858738
323,HWY 29,453.867173187585,4572.12211328287
324,HWY 29,450.001229300776,4354.72748322821
325,HWY 29,459.666526187942,5847.02381985269
326,HWY 29,449.573157737152,4853.02628926307
327,HWY 29,457.13468937605,5644.34826571991
328,HWY 29,452.039082285447,5165.33338296665
329,HWY 29,449.135939222486,4902.29764378911
330,HWY 29,455.787220992552,5598.54054533287
331,HWY 29,452.52943599386,5326.86888314587
332,HWY 29,440.682602392655,4166.40074981632
333,HWY 29,446.61241556517,4742.89720422722
334,HWY 29,450.86665165011,5166.85853692782
335,HWY 29,446.986743158961,4783.0982498802
336,HWY 29,2645.16137787621,332303.517676094
337,HWY 29,782.531950326843,38147.9476500941
338,HWY 29,2653.1735368777,381751.604923047
339,HWY 29,5147.93224183978,767631.84560134
340,HWY 29,9218.41962209125,1144363.77551472
341,HWY 29,1823.01655514698,207414.857141138
342,HWY 29,1516.20676854834,90135.5970467823
343,HWY 29,3361.49319701034,510299.686393364
344,HWY 29,1527.83777804707,145080.495443819
345,HWY 29,1107.13881927473,49070.3064111392
346,HWY 29,13730.8644626035,7052291.28642524
347,HWY 29,1249.92430610473,89707.6886314569
348,HWY 29,1875.34811504704,165123.312298024
349,HWY 29,842.090911026755,35917.0933746473
350,HWY 29,2479.87812781214,193024.973007227
351,HWY 29,2301.8590584724,189280.774196948
352,HWY 29,1661.85041215568,34979.5546692799
353,HWY 29,670.189839304123,22269.1928184687
354,HWY 29,6963.13827444269,1939720.54119759
355,HWY 29,2230.63036890739,247507.817707402
356,HWY 29,824.289699549076,19603.5423500818
357,HWY 29,834.663394788454,19892.8517570155
358,HWY 29,2001.25933126294,182960.071951347
359,HWY 29,803.404743146981,13667.2229780676
360,HWY 29,815.456778108861,15314.0308938393
361,HWY 29,1907.70548668255,186157.595912499
362,HWY 29,1216.24067419615,83325.2433515683
363,HWY 29,898.519634575162,15390.9364890566
364,HWY 29,1541.53724732934,93950.8292136434
365,HWY 29,2689.08001995202,131272.625675467
366,HWY 29,560.632276534547,17505.6705281952
367,HWY 29,1459.06241691929,121117.291520257
368,HWY 29,5835.204301217,1075760.97878163
369,HWY 29,10400.8338197827,1697496.93665124
370,HWY 29,2088.26922091109,237008.436871625
371,HWY 29,455.849421127852,5316.72094379251
372,HWY 29,420.07138511813,1683.7729681875
373,HWY 29,1478.4644847775,115044.971812011
374,HWY 29,6109.85661235011,863375.698293607
375,HWY 29,8899.46532172479,2489795.88905189
376,HWY 29,1149.25727311466,66358.0108152946
377,HWY 29,1046.81137600869,63856.4990821096
378,HWY 29,4512.30547551527,909522.064223685
379,HWY 29,1212.3353870932,86496.8707146232
380,HWY 29,672.02368630982,22168.7259305176
381,HWY 29,709.858073347695,30570.4148781452
382,HWY 29,5115.35721336711,797391.006831418
383,HWY 29,645.96534420753,25593.2426222207
384,HWY 29,957.980104532366,49683.6287757902
385,HWY 29,4350.97905942701,580523.530616714
386,HWY 29,500.684370034646,9099.65502002227
387,HWY 29,458.526102939895,5456.10481952126
388,HWY 29,454.875566987348,5113.30366001809
389,HWY 29,5174.05338481454,856181.989074732
390,HWY 29,458.41528319438,5491.63397780414
391,HWY 29,1165.57293637585,58530.7261537229
392,HWY 29,451.379169004031,4799.89901982543
393,HWY 29,452.650506035171,4941.69864049434
394,HWY 29,454.803948363928,5211.04907796862
395,HWY 29,806.522700563824,40708.6970948722
396,HWY 29,455.981405898025,5391.01104688055
397,HWY 29,450.836411984857,4874.95137632521
398,HWY 29,452.124528474158,4979.01276245945
399,HWY 29,1326.84315326742,80838.4505807585
400,HWY 29,5800.17036236531,958588.595256469
401,HWY 29,1487.26923297907,88326.4327501864
402,HWY 29,1166.56154807082,71868.3243571442
403,HWY 29,892.472997699223,49278.5135775269
404,HWY 29,1727.34166908434,122825.738707773
405,HWY 29,774.54545558123,36801.9132629213
406,HWY 29,1032.2795346186,49978.2417497434
407,HWY 29,5099.31214715128,1122115.2457437
408,HWY 29,763.553344096227,36246.3136461988
409,HWY 29,699.421768933087,30479.7267890935
410,HWY 29,7924.7561632722,1676267.99186345
411,HWY 29,839.273645614076,32108.7290407374
412,HWY 29,1280.2549676085,99373.4286030135
413,HWY 29,3828.08393552458,493528.135960277
414,HWY 29,770.457486608584,29123.5291382086
415,HWY 29,807.70038020454,35359.6335384683
416,HWY 29,1977.96440783883,155704.514524846
417,HWY 29,1118.17210212286,55593.7854968256
418,HWY 29,664.858262566956,24673.3914665403
419,HWY 29,459.678968381521,12643.2953213637
420,HWY 29,962.058944804465,58239.4929900533
421,HWY 29,912.751222615692,42776.8710141592
422,HWY 29,794.98276172642,38751.906553857
423,HWY 29,1232.42830364749,67623.8936485002
424,HWY 29,996.823726302826,38716.8401512706
425,HWY 29,620.685021747929,20674.2414091985
426,HWY 29,609.064782292144,19219.1769018507
427,HWY 29,1079.15560871175,41886.0064110389
428,HWY 29,653.055899635971,20011.5166254839
429,HWY 29,723.102074262489,27334.0448594372
430,HWY 29,739.576325553284,27354.1975397648
431,HWY 29,698.488152531326,20468.2185473224
432,HWY 29,786.577161100611,31989.1478615858
433,HWY 29,1797.12398543377,59328.1733618021
434,HWY 29,1731.64718330073,71557.6670737989
435,HWY 29,793.254540385772,35004.6573969848
436,HWY 29,1609.31720202342,71422.4384274721
437,HWY 29,1448.00712568283,59446.9578554685
438,HWY 29,1305.8218381896,52431.8586313992
439,HWY 29,813.425422776472,34398.7432965978
440,HWY 29,960.771557120344,38948.8661767062
441,HWY 29,897.285467272916,35581.6514717466
442,HWY 29,507.215537166317,14383.4397432959
443,HWY 29,1567.99151423745,125322.46133272
444,HWY 29,1782.99859225391,168961.537055019
445,HWY 29,1767.03151151937,114884.373939483
446,HWY 29,692.912344786395,20135.4934100465
447,HWY 29,529.917664642364,6305.04353984237
448,HWY 29,500.87139600608,5702.09406399292
449,HWY 29,469.91342078602,5278.63197207834
450,HWY 29,431.444586055705,3728.89620556457
451,HWY 29,424.328157901983,4938.60611050195
452,HWY 29,392.009872648752,3821.23501050186
453,HWY 29,387.01585299827,4479.49303073084
454,HWY 29,1834.63384194897,126319.056111287
455,HWY 29,364.049525666537,3774.77946513922
456,HWY 29,345.267912503132,3204.66343053803
457,HWY 29,354.326268577889,4372.69364100591
458,HWY 29,339.100582714164,3738.19006327355
459,HWY 29,332.387767456508,3634.49574800566
460,HWY 29,335.201457364261,3955.54543954447
461,HWY 29,324.316087629752,3194.82452861499
462,HWY 29,321.883704164826,3009.47768792629
463,HWY 29,331.044823474085,3514.96883518017
464,HWY 29,341.922040665392,4020.74082022541
465,HWY 29,355.083834827881,4497.12933518809
466,HWY 29,2202.14502689628,114049.854785796
467,HWY 29,1030.3078367546,35520.4034055048
468,HWY 29,364.863544107449,5518.6360621037
469,HWY 29,1270.43980051274,57484.2374812044
470,HWY 29,2839.0591234445,379560.993700357
471,HWY 29,1761.85864855802,98281.8351735168
472,HWY 29,765.458756590026,35660.6960984053
473,HWY 29,1142.61049645021,59083.9708797301
474,HWY 29,1317.63376167973,104631.400322075
475,HWY 29,1478.50751140779,108798.034743503
476,HWY 29,1181.60247929245,82479.8626998564
477,HWY 29,803.511397875929,31733.1141855874
478,HWY 29,1012.11917154965,38502.7544965459
479,HWY 29,611.168171837703,21865.1324088064
480,HWY 29,5316.60572756567,1157194.85851578
481,HWY 29,2157.98327331937,133582.988477229
482,HWY 29,570.904506303936,18409.5575989717
483,HWY 29,1396.64443107873,39347.6530902957
484,HWY 29,671.463895058168,20990.0448446553
485,HWY 29,973.031262381156,39096.2090083114
486,HWY 29,651.984154966614,19965.1754732443
487,HWY 29,982.230662674377,32515.1540152483
488,HWY 29,1071.44323908351,36092.4261593454
489,HWY 29,1383.12767119486,88175.13790937
490,HWY 29,774.05013861197,29682.2951007779
491,HWY 29,681.139904186123,23156.961561221
492,HWY 29,1145.73806524622,75500.6331579385
493,HWY 29,740.40111714371,22409.1898981258
494,HWY 29,1933.43148908968,242113.040863881
495,HWY 29,4178.9558668253,783950.172374251
496,HWY 29,5622.38457939795,1188637.54203433
497,HWY 29,5246.9405177164,1634330.51157796
498,HWY 29,9884.98827863922,3658964.71352516
499,HWY 29,904.467067671195,45315.7037340739
500,HWY 29,778.504815818774,33734.3483837801
501,HWY 29,704.689556849127,28016.4817818168
502,HWY 29,1900.79092101964,153130.023892139
503,HWY 29,879.677285328489,11202.9072900681
504,HWY 29,877.233941798775,10583.6549276189
505,HWY 29,877.137595671846,10448.8929571153
506,HWY 29,881.371823309785,11210.3665188895
507,HWY 29,882.098244081384,11207.6874203921
508,HWY 29,5282.81949364365,985631.163787871
509,HWY 29,1427.73279420026,122272.40758086
510,HWY 29,1122.38701715238,26592.6505228358
511,HWY 29,3809.76672933874,423547.805769434
512,HWY 29,1027.1216130235,62547.7501051995
513,HWY 29,636.584394748491,20518.9930141109
514,HWY 29,598.921025819004,22824.9624308314
515,HWY 29,612.074146741334,19839.574123532
516,HWY 29,2420.28478535148,226924.094589861
517,HWY 29,615.132310145852,13200.9522557295
518,HWY 29,630.760199334492,20465.6581312545
519,HWY 29,1254.33592347823,67912.8911078483
520,HWY 29,1228.63076285161,77032.4573352352
521,HWY 29,4669.56470967198,662487.686474552
522,HWY 29,2155.79064391887,154427.38263808
523,HWY 29,11609.4136545846,4766770.44721853
524,HWY 29,1332.58440674059,67467.9016764579
525,HWY 29,4569.30815835808,446668.938835426
526,HWY 29,2651.29309450782,71173.7392318321
527,HWY 29,3375.61814006384,471322.671140768
528,HWY 29,876.662154004104,36777.0348625186
529,HWY 29,11176.4828497294,4504909.00400169
530,HWY 29,1239.70643337764,57584.4302347248
531,HWY 29,1779.38144975448,162847.28449662
532,HWY 29,11646.6600821406,5374166.66923943
533,HWY 29,827.635421463585,36591.8938371227
534,HWY 29,880.339161506429,44281.5524246561
535,HWY 29,1676.63627268156,168249.101223054
536,HWY 29,2555.82239954992,274453.598668712
537,HWY 29,773.226097868666,17924.4246260094
538,HWY 29,852.812549300986,18422.5274379752
539,HWY 29,950.708344683507,22385.3282964251
540,HWY 29,1007.61595417695,19455.9089792228
541,HWY 29,714.360199232078,15959.0171389202
542,HWY 29,692.56066550367,11156.5998063907
543,HWY 29,571.231913069219,20029.7704996999
544,HWY 29,839.04326861825,37425.6931510321
545,HWY 29,1420.47843174356,58974.8934411852
546,HWY 29,1296.19515288899,94863.3312463006
547,HWY 29,1063.10035640579,60102.6444396883
548,HWY 29,1022.27207218182,61448.3393902332
549,HWY 29,1010.12080065772,60882.5099715598
550,HWY 29,427.398837526273,4790.92447925178
551,HWY 29,1209.32522068697,28033.6133484597
552,HWY 29,1917.20885781636,205550.975295101
553,HWY 29,688.326963335889,29458.817161757
554,HWY 29,4182.13160107019,620652.559077043
555,HWY 29,632.868553539622,21105.0624933268
556,HWY 29,1051.48244941666,68215.7795443099
557,HWY 29,406.479552661458,8847.25844266254
558,HWY 29,1204.81556884692,30259.0007696855
559,HWY 29,1379.5449701059,77374.4658468032
560,HWY 29,687.741365439018,22691.1836064592
561,HWY 29,3012.21352959947,457891.239957301
562,HWY 29,846.224867780489,26078.1683510137
563,HWY 29,1086.35619439403,74962.3061378798
564,HWY 29,747.94902993511,33404.2328846835
565,HWY 29,8342.67076992236,688066.281243765
566,HWY 29,761.439398831802,33677.5654374094
567,HWY 29,1939.75228090229,143267.729294589
568,HWY 29,1325.97026330529,87702.4868196456
569,HWY 29,699.230551375131,29199.2009477397
570,HWY 29,2250.77344488729,197026.80286273
571,HWY 29,732.396801887892,30369.3273379039
572,HWY 29,604.819414960841,18921.1354463582
573,HWY 29,1786.03031967515,129138.032623543
574,HWY 29,778.286023309703,36119.8631050111
575,HWY 29,761.383910486211,34565.9877304255
576,HWY 29,1258.23447252922,78678.8902393321
577,HWY 29,5524.01797404401,936775.99235936
578,HWY 29,1414.94342124535,79019.2217008033
579,HWY 29,1893.54291048533,216064.060250453
580,HWY 29,1730.24721109839,149367.435490765
581,HWY 29,863.309480859925,30164.895043526
582,HWY 29,873.092855073828,10357.0455495429
583,HWY 29,873.915728048284,10407.9609895124
584,HWY 29,894.832376190561,41543.7363801151
585,HWY 29,4305.58960347754,512473.192225815
586,HWY 29,3648.56931152518,263210.058775418
587,HWY 29,667.320966008413,13701.4190095536
588,HWY 29,5682.09068695723,1124955.28920051
589,HWY 29,734.846424969234,20282.118072751
590,HWY 29,3133.91534883153,175599.897060437
591,HWY 29,1339.25133768172,110788.861714642
592,HWY 29,2719.41031588286,141354.233101284
593,HWY 29,7264.96008066278,2762061.71732201
594,HWY 29,8832.03401988066,2575755.53291664
595,HWY 29,885.739851369461,49025.7589779067
596,HWY 29,650.506404615363,22922.4809233345
597,HWY 29,2727.97810185369,237295.479803134
598,HWY 29,644.087332375769,22125.7484080057
599,HWY 29,5216.4428557485,1155327.13782597
600,HWY 29,1498.2672882448,125587.596396388
601,HWY 29,2562.66342514661,370470.411118789
