X,Y,OBJECTID,SCHOOL_NAME,SCHID_3,GRADES,STREET_NUMBER,STREET_NAME,CITY,STATE,ZIP,ADDRESS,HOME_URL,SCHOOL_TYPE,TYPE_DESC,SCHOOL_NUMBER,WEB_ADDRESS,NAME_FINALIZED
-77.14217,38.722193,120,FORT BELVOIR,197,K-6,5970,MEERES RD,FORT BELVOIR,VA,22060,5970 MEERES RD,http://www.fcps.edu/FtBelvoirES/,ES,Elementary,1197,www.fcps.edu/FtBelvoirES,Y
-77.245299,38.721763,121,SOUTH COUNTY,422,7-8,8700,LAUREL CREST DR,LORTON,VA,22079,8700 LAUREL CREST DR,http://www.fcps.edu/southcountyms/,MS,Middle,8422,www.fcps.edu/southcountyms,Y
-77.238496,38.717301,122,SOUTH COUNTY,420,9-12,8501,SILVERBROOK RD,LORTON,VA,22079,8501 SILVERBROOK RD,http://www.fcps.edu/southcountyhs/,HS,High,8420,www.fcps.edu/southcountyhs,Y
-77.233216,38.717487,123,LAUREL HILL,403,K-6,8390,LAUREL CREST DR,LORTON,VA,22079,8390 LAUREL CREST DR,http://www.fcps.edu/laurelhilles,ES,Elementary,1403,www.fcps.edu/laurelhilles,Y
-77.259857,38.717928,124,HALLEY,356,K-6,8850,CROSS CHASE CIR,FAIRFAX STATION,VA,22039,8850 CROSS CHASE CIR,http://www.fcps.edu/HalleyES/,ES,Elementary,1356,www.fcps.edu/HalleyES,Y
-77.174708,38.909668,126,LONGFELLOW,31,7-8,2000,WESTMORELAND ST,FALLS CHURCH,VA,22043,2000 WESTMORELAND ST,http://www.fcps.edu/LongfellowMS/,MS,Middle,3031,www.fcps.edu/LongfellowMS,Y
-77.419582,38.927341,125,CARSON,171,7-8,13618,MCLEAREN RD,HERNDON,VA,20171,13618 MCLEAREN RD,http://www.fcps.edu/RachelCarsonMS/,MS,Middle,3171,www.fcps.edu/RachelCarsonMS,Y
-77.165527,38.819814,127,WEYANOKE,112,K-5,6520,BRADDOCK RD,ALEXANDRIA,VA,22312,6520 BRADDOCK RD,http://www.fcps.edu/WeyanokeES/,ES,Elementary,2112,www.fcps.edu/WeyanokeES,Y
-77.176179,38.829168,128,COLUMBIA,455,K-6,6720,ALPINE DR,ANNANDALE,VA,22003,6720 ALPINE DR,http://www.fcps.edu/ColumbiaES/,ES,Elementary,2455,www.fcps.edu/ColumbiaES,Y
-77.186698,38.820828,129,POE,141,6-8,7000,CINDY LN,ANNANDALE,VA,22003,7000 CINDY LN,http://www.fcps.edu/PoeMS/,MS,Middle,2141,www.fcps.edu/PoeMS,Y
-77.208197,38.827235,130,ANNANDALE TERRACE,144,K-5,7604,HERALD ST,ANNANDALE,VA,22003,7604 HERALD ST,http://www.fcps.edu/AnnandaleTerraceES/,ES,Elementary,2144,www.fcps.edu/AnnandaleTerraceES,Y
-77.21554,38.822272,131,BRADDOCK,147,K-5,7825,HERITAGE DR,ANNANDALE,VA,22003,7825 HERITAGE DR,http://www.fcps.edu/BraddockES/,ES,Elementary,2147,www.fcps.edu/BraddockES,Y
-77.208161,38.82202,132,ANNANDALE,140,9-12,4700,MEDFORD DR,ANNANDALE,VA,22003,4700 MEDFORD DR,http://www.fcps.edu/AnnandaleHS/,HS,High,2140,www.fcps.edu/AnnandaleHS,Y
-77.417631,38.820438,136,UNION MILL,415,K-6,13611,SPRINGSTONE DR,CLIFTON,VA,20124,13611 SPRINGSTONE DR,http://www.fcps.edu/UnionMillES/,ES,Elementary,2415,www.fcps.edu/UnionMillES,Y
-77.276626,38.831175,134,OLDE CREEK,135,K-6,9524,OLD CREEK DR,FAIRFAX,VA,22032,9524 OLD CREEK DR,http://www.fcps.edu/OldeCreekES/,ES,Elementary,2135,www.fcps.edu/OldeCreekES,Y
-77.266594,38.82618,133,LITTLE RUN,133,K-6,4511,OLLEY LN,FAIRFAX,VA,22032,4511 OLLEY LN,http://www.fcps.edu/LittleRunES/,ES,Elementary,2133,www.fcps.edu/LittleRunES,Y
-77.379891,38.831883,135,WILLOW SPRINGS,424,K-6,5400,WILLOW SPRINGS SCHOOL RD,FAIRFAX,VA,22030,5400 WILLOW SPRINGS SCHOOL RD,http://www.fcps.edu/WillowSpringsES/,ES,Elementary,2424,www.fcps.edu/WillowSpringsES,Y
-77.445567,38.825794,138,CENTRE RIDGE,436,K-6,14400,NEW BRADDOCK RD,CENTREVILLE,VA,20121,14400 NEW BRADDOCK RD,http://www.fcps.edu/CentreRidgeES/,ES,Elementary,2436,www.fcps.edu/CentreRidgeES,Y
-77.163324,38.815244,140,HOLMES,111,6-8,6525,MONTROSE ST,ALEXANDRIA,VA,22312,6525 MONTROSE ST,http://www.fcps.edu/HolmesMS/,MS,Middle,2111,www.fcps.edu/HolmesMS,Y
-77.440649,38.819663,137,CENTREVILLE,433,K-6,14330,GREEN TRAILS BLVD,CENTREVILLE,VA,20121,14330 GREEN TRAILS BLVD,http://www.fcps.edu/CentrevilleES/,ES,Elementary,2433,www.fcps.edu/CentrevilleES,Y
-77.475528,38.828663,139,BULL RUN,437,K-6,15301,LEE HWY,CENTREVILLE,VA,20121,15301 LEE HWY,http://www.fcps.edu/BullRunES/,ES,Elementary,2437,www.fcps.edu/BullRunES,Y
-77.169019,38.818553,141,THOMAS JEFFERSON,300,9-12,6560,BRADDOCK RD,ALEXANDRIA,VA,22312,6560 BRADDOCK RD,http://www.tjhsst.edu/,HS,High,2300,www.tjhsst.edu,Y
-77.286074,38.869895,142,MOSBY WOODS,53,K-6,9819,FIVE OAKS RD,FAIRFAX,VA,22031,9819 FIVE OAKS RD,http://www.fcps.edu/MosbyWoodsES/,ES,Elementary,3053,www.fcps.edu/MosbyWoodsES,Y
-77.394393,38.871421,144,GREENBRIAR EAST,254,K-6,13006,POINT PLEASANT DR,FAIRFAX,VA,22033,13006 POINT PLEASANT DR,http://www.fcps.edu/GreenbriarEastES/,ES,Elementary,2254,www.fcps.edu/GreenbriarEastES,Y
-77.325673,38.864065,143,PROVIDENCE,396,K-6,3616,JERMANTOWN RD,FAIRFAX,VA,22030,3616 JERMANTOWN RD,http://www.fcps.edu/ProvidenceES/,ES,Elementary,8396,www.fcps.edu/ProvidenceES,Y
-77.414826,38.862765,145,POPLAR TREE,264,K-6,13440,MELVILLE LN,CHANTILLY,VA,20151,13440 MELVILLE LN,http://www.fcps.edu/PoplarTreeES/,ES,Elementary,2264,www.fcps.edu/PoplarTreeES,Y
-77.410049,38.874146,146,ROCKY RUN,251,7-8,4400,STRINGFELLOW RD,CHANTILLY,VA,20151,4400 STRINGFELLOW RD,http://www.fcps.edu/RockyRunMS/,MS,Middle,2251,www.fcps.edu/RockyRunMS,Y
-77.150009,38.85703,148,STUART,100,9-12,3301,PEACE VALLEY LN,FALLS CHURCH,VA,22044,3301 PEACE VALLEY LN,http://www.fcps.edu/StuartHS/,HS,High,2100,www.fcps.edu/StuartHS,Y
-77.458517,38.865718,147,CUB RUN,244,K-6,5301,SULLY STATION DR,CENTREVILLE,VA,20120,5301 SULLY STATION DR,http://www.fcps.edu/CubRunES/,ES,Elementary,2244,www.fcps.edu/CubRunES,Y
-77.181085,38.852947,149,BEECH TREE,96,K-5,3401,BEECHTREE LN,FALLS CHURCH,VA,22042,3401 BEECHTREE LN,http://www.fcps.edu/BeechTreeES/,ES,Elementary,2096,www.fcps.edu/BeechTreeES,Y
-77.168706,38.855801,150,SLEEPY HOLLOW,106,K-5,3333,SLEEPY HOLLOW RD,FALLS CHURCH,VA,22044,3333 SLEEPY HOLLOW RD,http://www.fcps.edu/SleepyHollowES/,ES,Elementary,2106,www.fcps.edu/SleepyHollowES,Y
-77.250082,38.892297,152,CUNNINGHAM PARK,66,K-6,1001,PARK ST SE ,VIENNA,VA,22180,1001 PARK ST SE,http://www.fcps.edu/CunninghamParkES/,ES,Elementary,3066,www.fcps.edu/CunninghamParkES,Y
-77.420506,38.907197,151,FRANKLIN,331,7-8,3300,LEES CORNER RD,CHANTILLY,VA,20151,3300 LEES CORNER RD,http://www.fcps.edu/FranklinMS,MS,Middle,2331,www.fcps.edu/FranklinMS,Y
-77.284771,38.896076,154,FLINT HILL,63,K-6,2444,FLINT HILL RD,VIENNA,VA,22181,2444 FLINT HILL RD,http://www.fcps.edu/FlintHillES/,ES,Elementary,3063,www.fcps.edu/FlintHillES,Y
-77.279026,38.896204,155,MADISON,60,9-12,2500,JAMES MADISON DR,VIENNA,VA,22181,2500 JAMES MADISON DR,http://www.fcps.edu/MadisonHS/,HS,High,3060,www.fcps.edu/MadisonHS,Y
-77.282708,38.87725,157,OAKTON,50,9-12,2900,SUTTON RD,VIENNA,VA,22181,2900 SUTTON RD,http://www.fcps.edu/OaktonHS/,HS,High,3050,www.fcps.edu/OaktonHS,Y
-77.263267,38.901146,153,VIENNA,62,K-6,128,CENTER ST S,VIENNA,VA,22180,128 CENTER ST S,http://www.fcps.edu/ViennaES/,ES,Elementary,3062,www.fcps.edu/ViennaES,Y
-77.266628,38.882264,156,MARSHALL ROAD,54,K-6,730,MARSHALL RD SW,VIENNA,VA,22180,730 MARSHALL RD SW,http://www.fcps.edu/MarshallRoadES/,ES,Elementary,3054,www.fcps.edu/MarshallRoadES,Y
-77.344784,38.876383,159,WAPLES MILL,445,K-6,11509,WAPLES MILL RD,OAKTON,VA,22124,11509 WAPLES MILL RD,http://www.fcps.edu/WaplesMillES/,ES,Elementary,3445,www.fcps.edu/WaplesMillES,Y
-77.304283,38.880188,158,OAKTON,52,K-6,3000,CHAIN BRIDGE RD,OAKTON,VA,22124,3000 CHAIN BRIDGE RD,http://www.fcps.edu/OaktonES/,ES,Elementary,3052,www.fcps.edu/OaktonES,Y
-77.405652,38.876338,160,GREENBRIAR WEST,255,K-6,13300,POPLAR TREE RD,FAIRFAX,VA,22033,13300 POPLAR TREE RD,http://www.fcps.edu/GreenbriarWestES/,ES,Elementary,2255,www.fcps.edu/GreenbriarWestES,Y
-77.406585,38.880207,161,CHANTILLY,250,9-12,4201,STRINGFELLOW RD,CHANTILLY,VA,20151,4201 STRINGFELLOW RD,http://www.fcps.edu/ChantillyHS/,HS,High,2250,www.fcps.edu/ChantillyHS,Y
-77.419274,38.882397,162,BROOKFIELD,263,K-6,4200,LEES CORNER RD,CHANTILLY,VA,20151,4200 LEES CORNER RD,http://www.fcps.edu/BrookfieldES/,ES,Elementary,2263,www.fcps.edu/BrookfieldES,Y
-77.273315,38.836546,163,FROST,131,7-8,4101,PICKETT RD,FAIRFAX,VA,22032,4101 PICKETT RD,http://www.fcps.edu/FrostMS/,MS,Middle,2131,www.fcps.edu/FrostMS,Y
-77.323541,38.839987,165,FAIRFAX VILLA,173,K-6,10900,SANTA CLARA DR,FAIRFAX,VA,22030,10900 SANTA CLARA DR,http://www.fcps.edu/FairfaxVillaES/,ES,Elementary,2173,www.fcps.edu/FairfaxVillaES,Y
-77.276201,38.839907,164,WOODSON,130,9-12,9525,MAIN ST,FAIRFAX,VA,22031,9525 MAIN ST,http://www.fcps.edu/woodsonhs/,HS,High,2130,www.fcps.edu/Woodsonhs,Y
-77.407991,38.846148,166,POWELL,431,K-6,13340,LELAND RD,CENTREVILLE,VA,20120,13340 LELAND RD,http://www.fcps.edu/powelles/,ES,Elementary,8431,www.fcps.edu/powelles,Y
-77.309752,38.804076,167,BONNIE BRAE,395,K-6,5420,SIDEBURN RD,FAIRFAX,VA,22032,5420 SIDEBURN RD,http://www.fcps.edu/BonnieBraeES/,ES,Elementary,2395,www.fcps.edu/BonnieBraeES,Y
-77.417584,38.805418,169,LIBERTY,411,7-8,6801,UNION MILL RD,CLIFTON,VA,20124,6801 UNION MILL RD,http://www.fcps.edu/LibertyMS/,MS,Middle,8411,www.fcps.edu/LibertyMS,Y
-77.324565,38.797686,168,FAIRVIEW,362,K-6,5815,OX RD,FAIRFAX STATION,VA,22039,5815 OX RD,http://www.fcps.edu/FairviewES/,ES,Elementary,2362,www.fcps.edu/FairviewES,Y
-77.078446,38.785012,170,MOUNT EAGLE,203,K-6,6116,N KINGS HWY,ALEXANDRIA,VA,22303,6116 N KINGS HWY,http://www.fcps.edu/MtEagleES/,ES,Elementary,1203,www.fcps.edu/MtEagleES,Y
-77.071037,38.778772,171,QUANDER RD ED CTR,204,N/A,6400,QUANDER RD,ALEXANDRIA,VA,22307,6400 QUANDER RD,http://www.fcps.edu/QuanderRoadSchool/,SC,Special Education Center,1204,www.fcps.edu/QuanderRoadSchool,Y
-77.117353,38.781911,172,ROSE HILL,194,K-6,6301,ROSE HILL DR,ALEXANDRIA,VA,22310,6301 ROSE HILL DR,http://www.fcps.edu/RoseHillES/,ES,Elementary,1194,www.fcps.edu/RoseHillES,Y
-77.278586,38.783942,173,BURKE ED CTR,389,N/A,9645,BURKE LAKE RD,BURKE,VA,22015,9645 BURKE LAKE RD,http://www.fcps.edu/burkeschool/,SC,Special Education Center,1389,www.fcps.edu/BurkeCenter,Y
-77.298017,38.785475,174,TERRA CENTRE,383,K-6,6000,BURKE CENTRE PKWY,BURKE,VA,22015,6000 BURKE CENTRE PKWY,http://www.fcps.edu/TerraCentreES/,ES,Elementary,2383,www.fcps.edu/TerraCentreES,Y
-77.388497,38.783796,175,FORMER CLIFTON ES,416,N/A,7010,CLIFTON RD,CLIFTON,VA,20124,7010 CLIFTON RD,http://www.fcps.edu/CliftonES/,AC,Administrative Center,2416,www.fcps.edu/CliftonES,
-77.374429,38.986247,177,HERNDON,270,9-12,700,BENNETT ST,HERNDON,VA,20170,700 BENNETT ST,http://www.fcps.edu/HerndonHS/,HS,High,3270,www.fcps.edu/HerndonHS,Y
-77.387271,38.996455,178,DRANESVILLE,273,K-6,1515,POWELLS TAVERN PL,HERNDON,VA,20170,1515 POWELLS TAVERN PL,http://www.fcps.edu/DranesvilleES/,ES,Elementary,3273,www.fcps.edu/DranesvilleES,Y
-77.061036,38.77196,176,BELLE VIEW,202,K-6,6701,FORT HUNT RD,ALEXANDRIA,VA,22307,6701 FORT HUNT RD,http://www.fcps.edu/BelleViewES/,ES,Elementary,1202,www.fcps.edu/BelleViewES,Y
-77.337965,38.979756,179,ALDRIN,305,K-6,11375,CENTER HARBOR RD,RESTON,VA,20194,11375 CENTER HARBOR RD,http://www.fcps.edu/AldrinES/,ES,Elementary,3305,www.fcps.edu/AldrinES,Y
-77.358345,38.98021,180,ARMSTRONG,304,K-6,11900,LAKE NEWPORT RD,RESTON,VA,20194,11900 LAKE NEWPORT RD,http://www.fcps.edu/ArmstrongES/,ES,Elementary,3304,www.fcps.edu/ArmstrongES,Y
-77.195223,38.90397,181,LEMON ROAD,74,K-6,7230,IDYLWOOD RD,FALLS CHURCH,VA,22043,7230 IDYLWOOD RD,http://www.fcps.edu/LemonRoadES/,ES,Elementary,3074,www.fcps.edu/LemonRoadES,Y
-77.212691,38.906054,183,MARSHALL,70,9-12,7731,LEESBURG PIKE,FALLS CHURCH,VA,22043,7731 LEESBURG PIKE,http://www.fcps.edu/MarshallHS/,HS,High,3070,www.fcps.edu/MarshallHS,Y
-77.229601,38.911329,184,FREEDOM HILL,77,K-6,1945,LORD FAIRFAX RD,VIENNA,VA,22182,1945 LORD FAIRFAX RD,http://www.fcps.edu/FreedomHillES/,ES,Elementary,3077,www.fcps.edu/FreedomHillES,Y
-77.225154,38.904025,182,KILMER,71,7-8,8100,WOLFTRAP RD,VIENNA,VA,22182,8100 WOLFTRAP RD,http://www.fcps.edu/KilmerMS/,MS,Middle,3071,www.fcps.edu/KilmerMS,Y
-77.408837,38.91311,185,OAK HILL,333,K-6,3210,KINROSS CIR,HERNDON,VA,20171,3210 KINROSS CIR,http://www.fcps.edu/OakHillES/,ES,Elementary,2333,www.fcps.edu/OakHillES,Y
-77.376786,38.975921,187,HERNDON,276,K-6,630,DRANESVILLE RD,HERNDON,VA,20170,630 DRANESVILLE RD,http://www.fcps.edu/HerndonES/,ES,Elementary,3276,www.fcps.edu/HerndonES,Y
-77.245461,38.883891,186,CEDAR LANE ED CTR,64,N/A,101,CEDAR LN SW,VIENNA,VA,22180,101 CEDAR LN SW,http://www.fcps.edu/CedarLaneCenter/,SC,Special Education Center,3064,www.fcps.edu/CedarLaneCenter,Y
-77.391213,38.9837,188,CLEARVIEW,282,K-6,12635,BUILDERS RD,HERNDON,VA,20170,12635 BUILDERS RD,http://www.fcps.edu/ClearviewES/,ES,Elementary,3282,www.fcps.edu/ClearviewES,Y
-77.32955,38.968852,189,FOREST EDGE,302,K-6,1501,BECONTREE LN,RESTON,VA,20190,1501 BECONTREE LN,http://www.fcps.edu/ForestEdgeES/,ES,Elementary,3302,www.fcps.edu/ForestEdgeES,Y
-77.391963,38.967771,190,HERNDON,281,7-8,901,LOCUST ST,HERNDON,VA,20170,901 LOCUST ST,http://www.fcps.edu/HerndonMS/,MS,Middle,3281,www.fcps.edu/HerndonMS,Y
-77.406914,38.961288,191,HUTCHISON,287,K-6,13209,PARCHER AVE,HERNDON,VA,20170,13209 PARCHER AVE,http://www.fcps.edu/HutchisonES,ES,Elementary,3287,www.fcps.edu/HutchisonES,Y
-77.404659,38.960194,192,HUTCHISON MS SITE,287,N/A, , ,,VA,0,,<Null>,FM,Future Middle,3287, ,Y
-77.464262,38.88526,194,WESTFIELDS,240,9-12,4700,STONECROFT BLVD,CHANTILLY,VA,20151,4700 STONECROFT BLVD,http://www.fcps.edu/WestfieldHS/,HS,High,2240,www.fcps.edu/WestfieldHS,Y
-77.183435,38.862658,195,WESTLAWN,95,K-6,3200,WESTLEY RD,FALLS CHURCH,VA,22042,3200 WESTLEY RD,http://www.fcps.edu/WestlawnES/,ES,Elementary,3095,www.fcps.edu/WestlawnES,Y
-77.166608,38.950054,193,LANGLEY,20,9-12,6520,GEORGETOWN PIKE,MCLEAN,VA,22101,6520 GEORGETOWN PIKE,http://www.fcps.edu/LangleyHS/,HS,High,3020,www.fcps.edu/LangleyHS,Y
-77.195421,38.867768,196,FORMER GRAHAM ROAD ES,92,N/A,3036,GRAHAM RD,FALLS CHURCH,VA,22042,3036 GRAHAM RD,,AC,Administrative Center,3092, ,Y
-77.229128,38.868295,199,JACKSON,81,7-8,3020,GALLOWS RD,FALLS CHURCH,VA,22042,3020 GALLOWS RD,http://www.fcps.edu/LutherJacksonMS/,MS,Middle,3081,www.fcps.edu/LutherJacksonMS,Y
-77.206115,38.861991,197,FALLS CHURCH,90,9-12,7521,JAGUAR TRL,FALLS CHURCH,VA,22042,7521 JAGUAR TRL,http://www.fcps.edu/FallsChurchHS/,HS,High,3090,www.fcps.edu/FallsChurchHS,Y
-77.208749,38.870716,198,PINE SPRING,84,K-6,7607,WILLOW LN,FALLS CHURCH,VA,22042,7607 WILLOW LN,http://www.fcps.edu/PineSpringES/,ES,Elementary,3084,www.fcps.edu/PineSpringES,Y
-77.247949,38.869779,200,FAIRHILL,87,K-6,3001,CHICHESTER LN,FAIRFAX,VA,22031,3001 CHICHESTER LN,http://www.fcps.edu/FairhillES/,ES,Elementary,3087,www.fcps.edu/FairhillES,Y
-77.277961,38.898546,201,LOUISE ARCHER,67,K-6,324,NUTLEY ST NW,VIENNA,VA,22180,324 NUTLEY ST NW,http://www.fcps.edu/LouiseArcherES/,ES,Elementary,3067,www.fcps.edu/LouiseArcherES,Y
-77.411016,38.890364,203,LEES CORNER,252,K-6,13500,HOLLINGER AVE,FAIRFAX,VA,22033,13500 HOLLINGER AVE,http://www.fcps.edu/LeesCornerES/,ES,Elementary,2252,www.fcps.edu/LeesCornerES,Y
-77.378909,38.889254,202,NAVY,332,K-6,3500,WEST OX RD,FAIRFAX,VA,22033,3500 WEST OX RD,http://www.fcps.edu/NavyES/,ES,Elementary,3332,www.fcps.edu/NavyES,Y
-77.197946,38.879769,205,TIMBER LANE,82,K-6,2737,WEST ST,FALLS CHURCH,VA,22046,2737 WEST ST,http://www.fcps.edu/TimberLaneES/,ES,Elementary,3082,www.fcps.edu/TimberLaneES,Y
-77.205916,38.888783,204,SHREVEWOOD,83,K-6,7525,SHREVE RD,FALLS CHURCH,VA,22043,7525 SHREVE RD,http://www.fcps.edu/ShrevewoodES/,ES,Elementary,3083,www.fcps.edu/ShrevewoodES,Y
-77.190809,38.876541,206,GRAHAM ROAD,93,K-6,2831,GRAHAM RD,FALLS CHURCH,VA,22042,2831 GRAHAM RD,http://www.fcps.edu/GrahamRoadES/,ES,Elementary,3093,www.fcps.edu/GrahamRoadES, 
-77.229503,38.884692,207,STENWOOD,65,K-6,2620,GALLOWS RD,VIENNA,VA,22180,2620 GALLOWS RD,http://www.fcps.edu/StenwoodES/,ES,Elementary,3065,www.fcps.edu/StenwoodES,Y
-77.266535,38.917646,210,WOLFTRAP,42,K-6,1903,BEULAH RD,VIENNA,VA,22182,1903 BEULAH RD,http://www.fcps.edu/WolftrapES/,ES,Elementary,3042,www.fcps.edu/WolftrapES,Y
-77.245619,38.921127,209,WESTBRIAR,48,K-6,1741,PINE VALLEY DR,VIENNA,VA,22182,1741 PINE VALLEY DR,http://www.fcps.edu/WestbriarES/,ES,Elementary,3048,www.fcps.edu/WestbriarES,Y
-77.240547,38.888739,208,THOREAU,61,7-8,2505,CEDAR LN,VIENNA,VA,22180,2505 CEDAR LN,http://www.fcps.edu/ThoreauMS/,MS,Middle,3061,www.fcps.edu/ThoreauMS,Y
-77.382271,38.928036,211,FOX MILL,334,K-6,2611,VIKING DR,HERNDON,VA,20171,2611 VIKING DR,http://www.fcps.edu/FoxMillES/,ES,Elementary,3334,www.fcps.edu/FoxMillES,Y
