OBJECTID,STATEFP,LINEARID,FULLNAME,RTTYP,MTFCC,SHAPElen
454,51,110425704188,I- 95,I,S1100,2417.28874594817
455,51,110425704189,I- 95,I,S1100,2361.61145703349
456,51,110425711567,Blue and Gray Pkwy,M,S1200,727.714684074662
457,51,110425704157,State Rte 3,S,S1200,13954.091995043
458,51,110425711566,Blue and Gray Pkwy,M,S1200,691.950642080112
459,51,1102428533159,State Rte 3,S,S1200,13951.282306514
460,51,110430286675,State Rte 3,S,S1200,745.749479020232
461,51,110430286676,State Rte 3,S,S1200,750.882686548202
462,51,110437698740,I- 85,I,S1100,5802.68395647126
463,51,110437698739,I- 85,I,S1100,5779.75355804014
