X,Y,FID,FEATURE,LOCATION,WARRANTYDA
-77.089534,38.817513,2054,Traffic Signal Hanging, ,
-77.089495,38.81751,2055,Traffic Signal Hanging, ,
-77.089471,38.817508,2056,Traffic Signal Hanging, ,
-77.089412,38.817395,2057,Traffic Signal Hanging, ,
-77.089411,38.817363,2058,Traffic Signal Hanging, ,
-77.089664,38.817309,2059,Traffic Signal Hanging, ,
-77.089626,38.817307,2060,Traffic Signal Hanging, ,
-77.089594,38.817307,2061,Traffic Signal Hanging, ,
-77.089379,38.817288,2062,Traffic Signal Pole, ,
-77.089738,38.817312,2063,Traffic Signal Pole, ,
-77.089716,38.817542,2064,Traffic Signal Pole, ,
-77.089389,38.817523,2065,Traffic Signal Pole, ,
-77.085698,38.842804,2066,Traffic Signal Hanging, ,
-77.085735,38.842802,2067,Traffic Signal Hanging, ,
-77.085833,38.842981,2068,Traffic Signal Hanging, ,
-77.085818,38.842955,2069,Traffic Signal Hanging, ,
-77.085664,38.843064,2070,Traffic Signal Hanging, ,
-77.085623,38.843067,2071,Traffic Signal Hanging, ,
-77.085538,38.843002,2072,Traffic Signal Hanging, ,
-77.085541,38.843027,2073,Traffic Signal Hanging, ,
-77.085805,38.8441,2074,Traffic Signal Hanging, ,
-77.08581,38.84408,2075,Traffic Signal Hanging, ,
-77.085752,38.843981,2076,Traffic Signal Hanging, ,
-77.085703,38.844019,2077,Traffic Signal Hanging, ,
-77.085662,38.844051,2078,Traffic Signal Hanging, ,
-77.085569,38.844009,2079,Traffic Signal Hanging, ,
-77.085572,38.843983,2080,Traffic Signal Hanging, ,
-77.085576,38.84393,2081,Traffic Signal Hanging, ,
-77.085528,38.842969,2082,Traffic Signal Pole, ,
-77.085561,38.84307,2083,Traffic Signal Pole, ,
-77.085871,38.843036,2084,Traffic Signal Pole, ,
-77.085778,38.842799,2085,Traffic Signal Pole, ,
-77.085803,38.843941,2086,Traffic Signal Pole, ,
-77.08555,38.84414,2087,Traffic Signal Pole, ,
-77.085792,38.844214,2088,Traffic Signal Pole, ,
-77.085549,38.843944,2089,Traffic Signal Pole, ,
-77.074866,38.842515,2090,Traffic Signal Hanging, ,
-77.074892,38.842502,2091,Traffic Signal Hanging, ,
-77.074794,38.842366,2092,Traffic Signal Hanging, ,
-77.074757,38.842366,2093,Traffic Signal Hanging, ,
-77.074603,38.842391,2094,Traffic Signal Hanging, ,
-77.074591,38.842416,2095,Traffic Signal Hanging, ,
-77.07465,38.842517,2096,Traffic Signal Hanging, ,
-77.074704,38.842526,2097,Traffic Signal Hanging, ,
-77.075119,38.842383,2098,Traffic Signal Pole, ,
-77.074621,38.842357,2099,Traffic Signal Pole, ,
-77.074541,38.842499,2100,Traffic Signal Pole, ,
-77.074808,38.842549,2101,Traffic Signal Pole, ,
-77.063784,38.842787,2102,Traffic Signal Hanging, ,
-77.063792,38.842805,2103,Traffic Signal Hanging, ,
-77.063875,38.842875,2104,Traffic Signal Hanging, ,
-77.063916,38.842863,2105,Traffic Signal Hanging, ,
-77.063576,38.84203,2106,Traffic Signal Hanging, ,
-77.063599,38.842023,2107,Traffic Signal Hanging, ,
-77.063631,38.842047,2108,Traffic Signal Hanging, ,
-77.063665,38.842038,2109,Traffic Signal Hanging, ,
-77.063928,38.842655,2110,Traffic Signal Hanging, ,
-77.063883,38.842666,2111,Traffic Signal Hanging, ,
-77.06381,38.842898,2112,Traffic Signal Pole, ,
-77.063772,38.842766,2113,Traffic Signal Pole, ,
-77.12141,38.841109,2114,Traffic Signal Pole, ,
-77.116842,38.834174,2115,Traffic Signal Pole, ,
-77.117237,38.834033,2116,Traffic Signal Pole, ,
-77.064054,38.842843,2117,Traffic Signal Pole, ,
-77.117454,38.834289,2118,Traffic Signal Pole, ,
-77.063504,38.842049,2119,Traffic Signal Pole, ,
-77.117051,38.834457,2120,Traffic Signal Pole, ,
-77.063705,38.842023,2121,Traffic Signal Pole, ,
-77.119757,38.833968,2122,Traffic Signal Pole, ,
-77.063973,38.842642,2123,Traffic Signal Pole, ,
-77.119622,38.833672,2124,Traffic Signal Pole, ,
-77.084663,38.836139,2125,Traffic Signal Hanging, ,
-77.120007,38.833855,2126,Traffic Signal Pole, ,
-77.08466,38.836167,2127,Traffic Signal Hanging, ,
-77.104927,38.839168,2128,Traffic Signal Hanging, ,
-77.084685,38.836306,2129,Traffic Signal Hanging, ,
-77.10516,38.839202,2130,Traffic Signal Hanging, ,
-77.084724,38.836305,2131,Traffic Signal Hanging, ,
-77.1051,38.839227,2132,Traffic Signal Hanging, ,
-77.084889,38.836145,2133,Traffic Signal Hanging, ,
-77.113981,38.837125,2134,Traffic Signal Hanging, ,
-77.084923,38.836154,2135,Traffic Signal Hanging, ,
-77.11401,38.837146,2136,Traffic Signal Hanging, ,
-77.084993,38.83626,2137,Traffic Signal Hanging, ,
-77.114203,38.837048,2138,Traffic Signal Hanging, ,
-77.084996,38.836291,2139,Traffic Signal Hanging, ,
-77.114182,38.837064,2140,Traffic Signal Hanging, ,
-77.084662,38.836094,2141,Traffic Signal Pole, ,
-77.114145,38.837092,2142,Traffic Signal Hanging, ,
-77.084591,38.836311,2143,Traffic Signal Pole, ,
-77.114123,38.837108,2144,Traffic Signal Hanging, ,
-77.085003,38.836341,2145,Traffic Signal Pole, ,
-77.114329,38.837045,2146,Traffic Signal Hanging, ,
-77.085012,38.836176,2147,Traffic Signal Pole, ,
-77.114366,38.837063,2148,Traffic Signal Hanging, ,
-77.064442,38.838463,2149,Traffic Signal Hanging, ,
-77.110979,38.83882,2150,Traffic Signal Hanging, ,
-77.064427,38.838484,2151,Traffic Signal Hanging, ,
-77.111004,38.838803,2152,Traffic Signal Hanging, ,
-77.064262,38.838439,2153,Traffic Signal Hanging, ,
-77.111026,38.838788,2154,Traffic Signal Hanging, ,
-77.11089,38.838946,2155,Traffic Signal Hanging, ,
-77.06428,38.838449,2156,Traffic Signal Hanging, ,
-77.110912,38.838972,2157,Traffic Signal Hanging, ,
-77.064277,38.838302,2158,Traffic Signal Hanging, ,
-77.110936,38.838998,2159,Traffic Signal Hanging, ,
-77.064264,38.83833,2160,Traffic Signal Hanging, ,
-77.111189,38.839143,2161,Traffic Signal Hanging, ,
-77.064373,38.83831,2162,Traffic Signal Hanging, ,
-77.111222,38.839125,2163,Traffic Signal Hanging, ,
-77.064398,38.838327,2164,Traffic Signal Hanging, ,
-77.11126,38.839103,2165,Traffic Signal Hanging, ,
-77.063031,38.840743,2166,Traffic Signal Hanging, ,
-77.111312,38.838971,2167,Traffic Signal Hanging, ,
-77.063068,38.840733,2168,Traffic Signal Hanging, ,
-77.111286,38.838947,2169,Traffic Signal Hanging, ,
-77.063058,38.8405,2170,Traffic Signal Hanging, ,
-77.111257,38.838921,2171,Traffic Signal Hanging, ,
-77.063036,38.840506,2172,Traffic Signal Hanging, ,
-77.107395,38.841583,2173,Traffic Signal Hanging, ,
-77.063009,38.840514,2174,Traffic Signal Hanging, ,
-77.063135,38.840557,2175,Traffic Signal Hanging, ,
-77.107428,38.841575,2176,Traffic Signal Hanging, ,
-77.059589,38.831215,2177,Traffic Signal Hanging, ,
-77.063142,38.840572,2178,Traffic Signal Hanging, ,
-77.107473,38.841564,2179,Traffic Signal Hanging, ,
-77.059537,38.831216,2180,Traffic Signal Hanging, ,
-77.062917,38.840528,2181,Traffic Signal Hanging, ,
-77.107648,38.841645,2182,Traffic Signal Hanging, ,
-77.06449,38.838397,2183,Traffic Signal Pole, ,
-77.115417,38.828356,2184,Traffic Signal Hanging, ,
-77.064404,38.838517,2185,Traffic Signal Pole, ,
-77.059499,38.831221,2186,Traffic Signal Hanging, ,
-77.107701,38.8417,2187,Traffic Signal Hanging, ,
-77.115436,38.82844,2188,Traffic Signal Hanging, ,
-77.060941,38.828218,2189,Traffic Signal Pole, ,
-77.064215,38.838416,2190,Traffic Signal Pole, ,
-77.10773,38.841728,2191,Traffic Signal Hanging, ,
-77.115463,38.828428,2192,Traffic Signal Hanging, ,
-77.064299,38.838253,2193,Traffic Signal Pole, ,
-77.060526,38.828411,2194,Traffic Signal Pole, ,
-77.107353,38.841733,2195,Traffic Signal Hanging, ,
-77.115277,38.828325,2196,Traffic Signal Hanging, ,
-77.062978,38.840761,2197,Traffic Signal Pole, ,
-77.059045,38.827867,2198,Traffic Signal Pole, ,
-77.107333,38.841707,2199,Traffic Signal Hanging, ,
-77.115298,38.82835,2200,Traffic Signal Hanging, ,
-77.063102,38.840485,2201,Traffic Signal Pole, ,
-77.058854,38.827695,2202,Traffic Signal Pole, ,
-77.052174,38.840069,2203,Traffic Signal Hanging, ,
-77.116868,38.828771,2204,Traffic Signal Hanging, ,
-77.107311,38.841675,2205,Traffic Signal Hanging, ,
-77.058779,38.827573,2206,Traffic Signal Pole, ,
-77.116844,38.828743,2207,Traffic Signal Hanging, ,
-77.052216,38.840068,2208,Traffic Signal Hanging, ,
-77.058982,38.827512,2209,Traffic Signal Pole, ,
-77.115551,38.832478,2210,Traffic Signal Hanging, ,
-77.114691,38.841346,2211,Traffic Signal Hanging, ,
-77.052258,38.840065,2212,Traffic Signal Hanging, ,
-77.058868,38.827985,2213,Traffic Signal Pole, ,
-77.114712,38.841348,2214,Traffic Signal Hanging, ,
-77.115518,38.832497,2215,Traffic Signal Hanging, ,
-77.052063,38.839911,2216,Traffic Signal Hanging, ,
-77.059447,38.830947,2217,Traffic Signal Pole, ,
-77.114741,38.841353,2218,Traffic Signal Hanging, ,
-77.115448,38.832541,2219,Traffic Signal Hanging, ,
-77.052071,38.839944,2220,Traffic Signal Hanging, ,
-77.059667,38.830684,2221,Traffic Signal Pole, ,
-77.114798,38.841361,2222,Traffic Signal Hanging, ,
-77.052383,38.839842,2223,Traffic Signal Hanging, ,
-77.059668,38.831201,2224,Traffic Signal Pole, ,
-77.115292,38.832689,2225,Traffic Signal Hanging, ,
-77.105938,38.840031,2226,Traffic Signal Hanging, ,
-77.058383,38.825446,2227,Traffic Signal Pole, ,
-77.052338,38.839844,2228,Traffic Signal Hanging, ,
-77.107175,38.841171,2229,Traffic Signal Pole, ,
-77.051048,38.832362,2230,Traffic Signal Hanging, ,
-77.115317,38.832713,2231,Traffic Signal Hanging, ,
-77.052295,38.839846,2232,Traffic Signal Hanging, ,
-77.106951,38.84128,2233,Traffic Signal Pole, ,
-77.051053,38.832392,2234,Traffic Signal Hanging, ,
-77.052497,38.83998,2235,Traffic Signal Hanging, ,
-77.115541,38.832828,2236,Traffic Signal Hanging, ,
-77.106845,38.841175,2237,Traffic Signal Pole, ,
-77.05115,38.832521,2238,Traffic Signal Hanging, ,
-77.115574,38.832807,2239,Traffic Signal Hanging, ,
-77.051192,38.83252,2240,Traffic Signal Hanging, ,
-77.052495,38.839951,2241,Traffic Signal Hanging, ,
-77.108994,38.834074,2242,Traffic Signal Pole, ,
-77.115616,38.832784,2243,Traffic Signal Hanging, ,
-77.051908,38.838584,2244,Traffic Signal Hanging, ,
-77.051232,38.832516,2245,Traffic Signal Hanging, ,
-77.109182,38.834273,2246,Traffic Signal Pole, ,
-77.115657,38.832762,2247,Traffic Signal Hanging, ,
-77.051953,38.838581,2248,Traffic Signal Hanging, ,
-77.108595,38.834248,2249,Traffic Signal Pole, ,
-77.050222,38.824675,2250,Traffic Signal Hanging, ,
-77.050263,38.824679,2251,Traffic Signal Hanging, ,
-77.051986,38.83858,2252,Traffic Signal Hanging, ,
-77.115814,38.832613,2253,Traffic Signal Hanging, ,
-77.108816,38.83441,2254,Traffic Signal Pole, ,
-77.050312,38.824681,2255,Traffic Signal Hanging, ,
-77.052023,38.838578,2256,Traffic Signal Hanging, ,
-77.106371,38.837136,2257,Traffic Signal Pole, ,
-77.115789,38.832586,2258,Traffic Signal Hanging, ,
-77.050186,38.824591,2259,Traffic Signal Hanging, ,
-77.052128,38.838328,2260,Traffic Signal Hanging, ,
-77.106077,38.836916,2261,Traffic Signal Pole, ,
-77.124253,38.831691,2262,Traffic Signal Hanging, ,
-77.050185,38.824612,2263,Traffic Signal Hanging, ,
-77.106003,38.84,2264,Traffic Signal Pole, ,
-77.052099,38.838331,2265,Traffic Signal Hanging, ,
-77.124279,38.831704,2266,Traffic Signal Hanging, ,
-77.050494,38.824576,2267,Traffic Signal Hanging, ,
-77.105808,38.840113,2268,Traffic Signal Pole, ,
-77.051847,38.838413,2269,Traffic Signal Hanging, ,
-77.105651,38.839929,2270,Traffic Signal Pole, ,
-77.124315,38.83172,2271,Traffic Signal Hanging, ,
-77.050908,38.829194,2272,Traffic Signal Hanging, ,
-77.051851,38.838435,2273,Traffic Signal Hanging, ,
-77.105895,38.839818,2274,Traffic Signal Pole, ,
-77.12429,38.831869,2275,Traffic Signal Hanging, ,
-77.050873,38.829196,2276,Traffic Signal Hanging, ,
-77.051864,38.837267,2277,Traffic Signal Hanging, ,
-77.124308,38.831847,2278,Traffic Signal Hanging, ,
-77.105307,38.839141,2279,Traffic Signal Pole, ,
-77.050805,38.829372,2280,Traffic Signal Hanging, ,
-77.052015,38.837129,2281,Traffic Signal Hanging, ,
-77.124112,38.831863,2282,Traffic Signal Hanging, ,
-77.050854,38.82937,2283,Traffic Signal Hanging, ,
-77.105017,38.839264,2284,Traffic Signal Pole, ,
-77.12408,38.831847,2285,Traffic Signal Hanging, ,
-77.05201,38.837099,2286,Traffic Signal Hanging, ,
-77.104862,38.839101,2287,Traffic Signal Pole, ,
-77.050766,38.829311,2288,Traffic Signal Hanging, ,
-77.051927,38.837009,2289,Traffic Signal Hanging, ,
-77.124047,38.831836,2290,Traffic Signal Hanging, ,
-77.105126,38.838943,2291,Traffic Signal Pole, ,
-77.124072,38.831687,2292,Traffic Signal Hanging, ,
-77.050767,38.829325,2293,Traffic Signal Hanging, ,
-77.051886,38.837014,2294,Traffic Signal Hanging, ,
-77.114259,38.837001,2295,Traffic Signal Pole, ,
-77.124059,38.831706,2296,Traffic Signal Hanging, ,
-77.050349,38.826062,2297,Traffic Signal Hanging, ,
-77.051857,38.837017,2298,Traffic Signal Hanging, ,
-77.114424,38.837094,2299,Traffic Signal Pole, ,
-77.122647,38.833067,2300,Traffic Signal Hanging, ,
-77.05035,38.826084,2301,Traffic Signal Hanging, ,
-77.057642,38.835546,2302,Traffic Signal Hanging, ,
-77.122648,38.833068,2303,Traffic Signal Hanging, ,
-77.114043,38.837175,2304,Traffic Signal Pole, ,
-77.050394,38.826171,2305,Traffic Signal Hanging, ,
-77.122667,38.833091,2306,Traffic Signal Hanging, ,
-77.113935,38.837087,2307,Traffic Signal Pole, ,
-77.057668,38.835552,2308,Traffic Signal Hanging, ,
-77.111073,38.838757,2309,Traffic Signal Pole, ,
-77.050429,38.826168,2310,Traffic Signal Hanging, ,
-77.122694,38.833122,2311,Traffic Signal Hanging, ,
-77.057833,38.835537,2312,Traffic Signal Hanging, ,
-77.050502,38.825972,2313,Traffic Signal Hanging, ,
-77.110843,38.838898,2314,Traffic Signal Pole, ,
-77.119862,38.833616,2315,Traffic Signal Hanging, ,
-77.05046,38.825972,2316,Traffic Signal Hanging, ,
-77.057822,38.835557,2317,Traffic Signal Hanging, ,
-77.111107,38.839193,2318,Traffic Signal Pole, ,
-77.119822,38.833622,2319,Traffic Signal Hanging, ,
-77.057603,38.835412,2320,Traffic Signal Hanging, ,
-77.111392,38.839038,2321,Traffic Signal Pole, ,
-77.051233,38.83227,2322,Traffic Signal Hanging, ,
-77.122518,38.833295,2323,Traffic Signal Hanging, ,
-77.057603,38.835438,2324,Traffic Signal Hanging, ,
-77.05128,38.83227,2325,Traffic Signal Hanging, ,
-77.114577,38.84133,2326,Traffic Signal Pole, ,
-77.122503,38.833301,2327,Traffic Signal Hanging, ,
-77.051321,38.832269,2328,Traffic Signal Hanging, ,
-77.05169,38.834801,2329,Traffic Signal Hanging, ,
-77.122192,38.833211,2330,Traffic Signal Hanging, ,
-77.051636,38.8347,2331,Traffic Signal Hanging, ,
-77.107544,38.841545,2332,Traffic Signal Pole, ,
-77.051378,38.832395,2333,Traffic Signal Hanging, ,
-77.122235,38.833271,2334,Traffic Signal Hanging, ,
-77.051593,38.834703,2335,Traffic Signal Hanging, ,
-77.107261,38.841615,2336,Traffic Signal Pole, ,
-77.051379,38.832425,2337,Traffic Signal Hanging, ,
-77.051554,38.834707,2338,Traffic Signal Hanging, ,
-77.12518,38.829861,2339,Traffic Signal Hanging, ,
-77.051212,38.831494,2340,Traffic Signal Hanging, ,
-77.05137,38.834731,2341,Traffic Signal Hanging, ,
-77.125145,38.82985,2342,Traffic Signal Hanging, ,
-77.114888,38.841372,2343,Traffic Signal Pole, ,
-77.051376,38.834755,2344,Traffic Signal Hanging, ,
-77.125113,38.829841,2345,Traffic Signal Hanging, ,
-77.051017,38.831595,2346,Traffic Signal Hanging, ,
-77.103755,38.838059,2347,Traffic Signal Hanging, ,
-77.05172,38.837279,2348,Traffic Signal Pole, ,
-77.103785,38.838082,2349,Traffic Signal Hanging, ,
-77.125235,38.829995,2350,Traffic Signal Hanging, ,
-77.05102,38.831621,2351,Traffic Signal Hanging, ,
-77.051626,38.836935,2352,Traffic Signal Pole, ,
-77.125224,38.830024,2353,Traffic Signal Hanging, ,
-77.103851,38.837847,2354,Traffic Signal Hanging, ,
-77.051081,38.831719,2355,Traffic Signal Hanging, ,
-77.12501,38.83005,2356,Traffic Signal Hanging, ,
-77.103877,38.837826,2357,Traffic Signal Hanging, ,
-77.051421,38.834884,2358,Traffic Signal Pole, ,
-77.05112,38.831717,2359,Traffic Signal Hanging, ,
-77.104005,38.838066,2360,Traffic Signal Hanging, ,
-77.12497,38.830043,2361,Traffic Signal Hanging, ,
-77.051708,38.834879,2362,Traffic Signal Pole, ,
-77.05117,38.831501,2363,Traffic Signal Hanging, ,
-77.124931,38.830033,2364,Traffic Signal Hanging, ,
-77.103981,38.838084,2365,Traffic Signal Hanging, ,
-77.051089,38.832526,2366,Traffic Signal Pole, ,
-77.10395,38.838106,2367,Traffic Signal Hanging, ,
-77.051695,38.834692,2368,Traffic Signal Pole, ,
-77.124847,38.829848,2369,Traffic Signal Hanging, ,
-77.051029,38.832267,2370,Traffic Signal Pole, ,
-77.103922,38.838126,2371,Traffic Signal Hanging, ,
-77.051347,38.834639,2372,Traffic Signal Pole, ,
-77.124836,38.829877,2373,Traffic Signal Hanging, ,
-77.102784,38.837295,2374,Traffic Signal Hanging, ,
-77.050172,38.82468,2375,Traffic Signal Pole, ,
-77.073391,38.827377,2376,Traffic Signal Hanging, ,
-77.102762,38.837321,2377,Traffic Signal Hanging, ,
-77.122359,38.833027,2378,Traffic Signal Hanging, ,
-77.073386,38.82738,2379,Traffic Signal Hanging, ,
-77.050503,38.824645,2380,Traffic Signal Pole, ,
-77.102735,38.837346,2381,Traffic Signal Hanging, ,
-77.122376,38.833018,2382,Traffic Signal Hanging, ,
-77.050948,38.829185,2383,Traffic Signal Pole, ,
-77.073381,38.827378,2384,Traffic Signal Hanging, ,
-77.115473,38.828427,2385,Traffic Signal Pole, ,
-77.102708,38.837373,2386,Traffic Signal Hanging, ,
-77.115259,38.828308,2387,Traffic Signal Pole, ,
-77.073384,38.827374,2388,Traffic Signal Hanging, ,
-77.050767,38.829375,2389,Traffic Signal Pole, ,
-77.102451,38.83729,2390,Traffic Signal Hanging, ,
-77.073296,38.827419,2391,Traffic Signal Pole, ,
-77.116888,38.828797,2392,Traffic Signal Pole, ,
-77.050339,38.826004,2393,Traffic Signal Pole, ,
-77.102472,38.837302,2394,Traffic Signal Hanging, ,
-77.050363,38.826172,2395,Traffic Signal Pole, ,
-77.073439,38.827315,2396,Traffic Signal Pole, ,
-77.115641,38.832427,2397,Traffic Signal Pole, ,
-77.102427,38.837072,2398,Traffic Signal Hanging, ,
-77.050531,38.82597,2399,Traffic Signal Pole, ,
-77.115254,38.832653,2400,Traffic Signal Pole, ,
-77.060635,38.828361,2401,Traffic Signal Hanging, ,
-77.102447,38.837047,2402,Traffic Signal Hanging, ,
-77.051385,38.832263,2403,Traffic Signal Pole, ,
-77.060651,38.828353,2404,Traffic Signal Hanging, ,
-77.11546,38.832877,2405,Traffic Signal Pole, ,
-77.103671,38.837998,2406,Traffic Signal Pole, ,
-77.060674,38.828344,2407,Traffic Signal Hanging, ,
-77.051287,38.831676,2408,Traffic Signal Pole, ,
-77.092943,38.830944,2409,Traffic Signal Pole, ,
-77.103877,38.838157,2410,Traffic Signal Pole, ,
-77.093044,38.830836,2411,Traffic Signal Pole, ,
-77.060688,38.828336,2412,Traffic Signal Hanging, ,
-77.05101,38.83173,2413,Traffic Signal Pole, ,
-77.103902,38.837804,2414,Traffic Signal Pole, ,
-77.060795,38.828291,2415,Traffic Signal Hanging, ,
-77.09125,38.827266,2416,Traffic Signal Pole, ,
-77.051008,38.831573,2417,Traffic Signal Pole, ,
-77.10416,38.837957,2418,Traffic Signal Pole, ,
-77.09107,38.827027,2419,Traffic Signal Pole, ,
-77.060814,38.828282,2420,Traffic Signal Hanging, ,
-77.051246,38.831489,2421,Traffic Signal Pole, ,
-77.102676,38.837415,2422,Traffic Signal Pole, ,
-77.060823,38.828279,2423,Traffic Signal Hanging, ,
-77.092969,38.831214,2424,Traffic Signal Pole, ,
-77.087421,38.808152,2425,Traffic Signal Hanging, ,
-77.102312,38.837217,2426,Traffic Signal Pole, ,
-77.060847,38.828268,2427,Traffic Signal Hanging, ,
-77.132145,38.82494,2428,Traffic Signal Hanging, ,
-77.102484,38.836986,2429,Traffic Signal Pole, ,
-77.087472,38.808156,2430,Traffic Signal Pole, ,
-77.059011,38.827872,2431,Traffic Signal Hanging, ,
-77.132166,38.824962,2432,Traffic Signal Hanging, ,
-77.102894,38.837186,2433,Traffic Signal Pole, ,
-77.072891,38.802741,2434,Traffic Signal Hanging, ,
-77.058978,38.827876,2435,Traffic Signal Hanging, ,
-77.132184,38.824981,2436,Traffic Signal Hanging, ,
-77.072868,38.802907,2437,Traffic Signal Hanging, ,
-77.129638,38.826539,2438,Traffic Signal Hanging, ,
-77.059042,38.827893,2439,Traffic Signal Hanging, ,
-77.13235,38.825065,2440,Traffic Signal Hanging, ,
-77.129668,38.826526,2441,Traffic Signal Hanging, ,
-77.059048,38.827918,2442,Traffic Signal Hanging, ,
-77.073047,38.802895,2443,Traffic Signal Pole, ,
-77.132375,38.825053,2444,Traffic Signal Hanging, ,
-77.129749,38.826364,2445,Traffic Signal Hanging, ,
-77.073052,38.802863,2446,Traffic Signal Hanging, ,
-77.058883,38.827688,2447,Traffic Signal Hanging, ,
-77.132409,38.824946,2448,Traffic Signal Hanging, ,
-77.129724,38.826337,2449,Traffic Signal Hanging, ,
-77.073053,38.802834,2450,Traffic Signal Hanging, ,
-77.13239,38.824926,2451,Traffic Signal Hanging, ,
-77.058917,38.827683,2452,Traffic Signal Hanging, ,
-77.129699,38.826312,2453,Traffic Signal Hanging, ,
-77.07328,38.801592,2454,Traffic Signal Hanging, ,
-77.073288,38.801562,2455,Traffic Signal Hanging, ,
-77.058788,38.827603,2456,Traffic Signal Hanging, ,
-77.132355,38.82489,2457,Traffic Signal Hanging, ,
-77.073149,38.801403,2458,Traffic Signal Hanging, ,
-77.129542,38.826263,2459,Traffic Signal Hanging, ,
-77.058794,38.827632,2460,Traffic Signal Hanging, ,
-77.129507,38.826282,2461,Traffic Signal Hanging, ,
-77.058945,38.827515,2462,Traffic Signal Hanging, ,
-77.072982,38.801502,2463,Traffic Signal Hanging, ,
-77.132209,38.824812,2464,Traffic Signal Hanging, ,
-77.058914,38.827519,2465,Traffic Signal Hanging, ,
-77.129295,38.826438,2466,Traffic Signal Hanging, ,
-77.072976,38.801532,2467,Traffic Signal Hanging, ,
-77.058949,38.827979,2468,Traffic Signal Hanging, ,
-77.132187,38.824829,2469,Traffic Signal Hanging, ,
-77.129316,38.826465,2470,Traffic Signal Hanging, ,
-77.128201,38.819242,2471,Traffic Signal Hanging, ,
-77.072668,38.803901,2472,Traffic Signal Pole, ,
-77.055251,38.803586,1001,Traffic Signal Pole, ,
-77.058968,38.827975,2473,Traffic Signal Hanging, ,
-77.128236,38.819253,2474,Traffic Signal Hanging, ,
-77.129339,38.82649,2475,Traffic Signal Hanging, ,
-77.072906,38.804114,2476,Traffic Signal Pole, ,
-77.072675,38.80395,2477,Traffic Signal Hanging, ,
-77.059477,38.830941,2478,Traffic Signal Hanging, ,
-77.129258,38.826407,2479,Traffic Signal Pole, ,
-77.128451,38.819159,2480,Traffic Signal Hanging, ,
-77.072672,38.803982,2481,Traffic Signal Hanging, ,
-77.128438,38.819189,2482,Traffic Signal Hanging, ,
-77.059505,38.830938,2483,Traffic Signal Hanging, ,
-77.129599,38.826225,2484,Traffic Signal Pole, ,
