OBJECTID,MAPNO,INS,DC,BLK,LOT,SUBLOT,ACCOUNT,GPIN,CONDO_NAME,NOTES,CHGDATE,ParcelType,SHAPE_Length,SHAPE_Area
72375,103,C,39,B,10,,103C 39  B  10,3554-40-1328,,,2010-10-21T00:00:00.000Z,101,261.668384,2589.103557
72376,103,C,39,B,11,,103C 39  B  11,3554-40-1315,,,2010-10-21T00:00:00.000Z,101,270.309294,2738.16489
72377,103,C,39,B,13,,103C 39  B  13,3554-40-1310,,,2010-10-21T00:00:00.000Z,101,273.062695,2865.748231
72378,103,C,39,B,14,,103C 39  B  14,3554-40-1218,,,2010-10-21T00:00:00.000Z,101,268.560167,2576.533931
72379,103,C,39,B,17,,103C 39  B  17,3554-40-1210,,,2010-10-21T00:00:00.000Z,101,301.843416,3375.112949
72380,103,C,40,,11,,103C 40     11,3553-49-1948,,,2004-02-27T00:00:00.000Z,101,271.132895,4553.006366
72381,103,C,40,,1,A,103C 40      1A,3554-40-0043,,,2004-02-27T00:00:00.000Z,101,169.064031,856.311284
72382,103,C,39,A,14,,103C 39  A  14,3554-30-9074,,,2010-10-21T00:00:00.000Z,101,331.781454,6398.267848
72383,103,C,39,A,16,,103C 39  A  16,3554-30-9133,,,2010-10-21T00:00:00.000Z,101,472.665111,3607.389711
72384,103,C,39,A,12,,103C 39  A  12,3553-39-9927,,,2010-10-21T00:00:00.000Z,101,501.228314,7264.652044
72385,103,C,39,A,8,,103C 39  A   8,3553-39-9864,,,2010-10-21T00:00:00.000Z,101,483.105268,7284.763082
72386,103,C,39,A,11,A,103C 39  A  11A,3553-39-9935,,,2010-10-21T00:00:00.000Z,101,475.766672,3754.383227
72387,103,C,39,A,4,,103C 39  A   4,3553-39-9791,,,2010-10-21T00:00:00.000Z,101,440.533114,6176.814481
72388,103,C,39,A,1,,103C 39  A   1,3553-49-0621,,,2010-10-21T00:00:00.000Z,101,432.492893,6201.99131
72389,103,C,39,A,24,A,103C 39  A  24A,3553-49-0552,,,2010-10-21T00:00:00.000Z,101,461.200914,7007.64214
72390,103,C,40,,5,,103C 40      5,3553-49-1738,,,2004-02-27T00:00:00.000Z,101,297.137934,5473.235738
72391,103,C,40,,1,,103C 40      1,3554-40-0061,,,2004-02-27T00:00:00.000Z,101,224.310248,3067.730286
72392,21,F,2,,B,, 21F  2      B,2674-33-2446,,,,101,849.604564,42994.905771
72393,27,,A,,32,B, 27   A     32B,3633-82-8323,,,2010-10-25T00:00:00.000Z,101,1743.7187,159235.480362
72394,62,,A,,47,, 62   A     47,3569-00-2867,,,2004-02-13T00:00:00.000Z,101,9559.624156,4326736.656997
72395,63,,A,,13,, 63   A     13,3569-41-0671,,,2004-02-13T00:00:00.000Z,101,9034.507691,4436572.504138
72396,72,,11,,4,, 72  11      4,2597-40-5973,,,2004-02-02T00:00:00.000Z,101,5807.7141,367665.857627
72397,72,,11,,3,B, 72  11      3B,2597-40-4649,,,2004-02-02T00:00:00.000Z,101,6091.205501,246951.900614
72398,103,C,39,B,18,,103C 39  B  18,3554-40-1118,,,2010-10-21T00:00:00.000Z,101,305.555924,3045.66521
76186,67,,A,,4,C, 67   A      4C,2538-04-2164,,UNKNOWN LOCATION,2012-10-01T00:00:00.000Z,105,3996.079531,925153.955033
72399,103,C,39,B,20,,103C 39  B  20,3554-40-1103,,,2010-10-21T00:00:00.000Z,101,321.484554,3443.186209
72400,103,C,39,B,21,,103C 39  B  21,3554-40-1100,,,2010-10-21T00:00:00.000Z,101,321.692004,3351.339456
76187,23,,A,,181,, 23   A    181,2694-82-8407,,,,101,2525.369801,168268.400886
72401,103,C,39,B,22,,103C 39  B  22,3554-40-1008,,,2010-10-21T00:00:00.000Z,101,329.732963,3539.606734
72402,103,C,39,A,21,A,103C 39  A  21A,3554-30-9384,,,2010-10-21T00:00:00.000Z,101,728.583511,19777.507734
76188,83,A,11,91,6,A, 83A 11 91   6A,2556-46-0772,,,2004-01-17T00:00:00.000Z,101,278.085359,4723.675395
76189,,,,,,,,2556-76-3313,,RAILROAD,2004-01-15T00:00:00.000Z,106,3066.445905,192262.090191
72403,103,C,30,,26,,103C 30     26,3554-30-9576,,,2007-11-07T00:00:00.000Z,101,704.49871,25640.063499
76190,,,,,,,,2556-78-9000,,RAILROAD,2004-01-15T00:00:00.000Z,106,4129.115421,194659.412874
72404,103,C,39,A,6,,103C 39  A   6,3553-39-9778,,,2010-10-21T00:00:00.000Z,101,461.540183,6722.46801
76191,32,E,2,1,34, , 32E  2  1  34,, , ,2015-01-13T00:00:00.000Z,101,1616.719656,166873.503511
72405,103,C,39,A,7,,103C 39  A   7,3553-39-9861,,,2010-10-21T00:00:00.000Z,101,467.984216,6612.391751
76194,56,,A, ,59,E, 56   A     59E,2589-14-9528, ,,2004-01-30T00:00:00.000Z,101,4268.724464,769827.863629
72406,103,C,38,,18,,103C 38     18,3553-49-0479,,,2010-10-21T00:00:00.000Z,101,472.888099,7390.624359
76195,43,,A, ,23,A, 43   A     23A,2670-78-7462, , ,2003-12-29T00:00:00.000Z,101,2587.534999,323713.273785
76196,43,M,2, ,2, , 43M  2      2,2670-78-1888, , ,2003-12-23T00:00:00.000Z,101,1716.866613,88531.209544
76197,43,M,1, ,3, , 43M  1      3,2670-78-4514, , ,2003-12-23T00:00:00.000Z,101,1671.205033,132418.932505
76198,38,,A,,3,, 38   A      3,3652-08-3112,,,2012-05-03T00:00:00.000Z,101,4309.069717,1057180.201832
76199,27,,A,,36,, 27   A     36,3643-41-9514,,,2003-12-08T00:00:00.000Z,101,6177.040572,2266270.002034
76200,37,,A,,45,A, 37   A     45A,3642-58-0598,,,2005-05-17T00:00:00.000Z,101,6859.3229,1271091.736655
76201,102,,A,,41,,102   A     41,3544-07-0292,,,2004-02-05T00:00:00.000Z,101,1586.255122,134549.911049
76202,93,,A,,22,, 93   A     22,3565-37-0012,,,2004-02-17T00:00:00.000Z,101,17045.333105,6302280.860715
76203,93,,A,,13,, 93   A     13,3566-20-8091,,,2004-02-17T00:00:00.000Z,101,12091.127941,5721631.084187
72407,103,C,38,,17,,103C 38     17,3553-49-0483,,,2004-03-10T00:00:00.000Z,101,493.629447,9368.748315
76204,70,A,1, ,14, , 70A  1     14,2578-55-0341, ,,2004-01-18T00:00:00.000Z,101,437.971162,5227.946023
72408,,,,,,,,3553-49-0476,,ROW,2010-10-21T00:00:00.000Z,102,430.227782,2839.999661
76205,55,,A, ,109, , 55   A    109,2578-55-2644, ,,2004-01-27T00:00:00.000Z,101,913.935141,35853.11132
72409,21,F,5,,2,, 21F  5      2,2674-23-6105,,,,101,601.856528,20387.738449
76206,11,A,4,1,33,, 11A  4  1  33,2664-29-2289,,,,101,578.583565,18075.843104
72410,21,F,3,,C,2, 21F  3      C2,2674-23-8282,,,2010-10-21T00:00:00.000Z,101,1666.341067,100897.19586
76207,11,A,4,1,32,, 11A  4  1  32,2664-29-3298,,,,101,624.032758,22250.101135
72411,21,,A,,72,, 21   A     72,2674-23-7327,,,2003-11-17T00:00:00.000Z,101,546.779599,17071.972104
76208,11,A,4,1,28,, 11A  4  1  28,2664-29-8287,,,,101,605.584082,21340.698975
72412,21,,A,,71,A, 21   A     71A,2674-23-8329,,,2003-11-17T00:00:00.000Z,101,562.273712,18316.000127
76209,11,A,4,1,29,, 11A  4  1  29,2664-29-7268,,,,101,688.080397,25864.587326
76210,11,,A,,15,, 11   A     15,2664-27-8737,,,2012-01-24T00:00:00.000Z,101,4331.748176,552580.896115
72413,21,F,3,,C,1, 21F  3      C1,2674-23-9484,,,,101,561.083388,19078.531271
76211,11,B,4,,7,, 11B  4      7,2664-28-0606,,,,101,643.651933,23089.980454
72414,62,,A,,51,A, 62   A     51A,3559-92-9531,,,2004-02-13T00:00:00.000Z,101,1038.378296,56350.102872
76212,11,B,4,,2,, 11B  4      2,2664-19-9093,,,,101,610.350905,22393.958518
72415,62,,A,,47,A, 62   A     47A,3559-92-6123,,,2004-02-13T00:00:00.000Z,101,2984.498345,402616.373423
76213,11,A,4,1,31,, 11A  4  1  31,2664-29-5218,,,,101,620.649335,21610.779526
72416,87,,4,,10,A, 87   4     10A,2596-78-6820,,,2004-01-23T00:00:00.000Z,101,6456.775927,2322296.204406
72417,72,,A,,43,, 72   A     43,2597-81-3247,,,2004-02-02T00:00:00.000Z,101,11235.239402,6326644.292779
76214,11,A,7,4,4,, 11A  7  4   4,2664-38-0626,,,,101,868.005684,40599.568088
76215,11,,A,,15,A, 11   A     15A,2664-29-3008,,,2014-01-06T00:00:00.000Z,101,761.513237,32935.26029
76216,11,,A,,15,A2, 11   A     15A2,2664-28-2373,,,2014-01-06T00:00:00.000Z,101,4735.062854,577396.255199
72419,72,,10,,5,A, 72  10      5A,2597-62-4040,,,2004-02-02T00:00:00.000Z,101,3347.074918,537518.368154
76217,84,,A,,8,D, 84   A      8D,2556-77-2342,,,2004-01-15T00:00:00.000Z,101,2505.469759,338811.432014
72421,27,,A,,19,, 27   A     19,3633-82-6656,,,2008-12-10T00:00:00.000Z,101,5163.885162,908429.994
76218,84,,A,,9,, 84   A      9,2556-67-7527,,,2014-01-07T00:00:00.000Z,101,514.181942,17038.184262
72422,103,B,3,4,9,,103B  3  4   9,3554-15-9314,,TAX EXEMPT,2010-10-25T00:00:00.000Z,202,631.045561,24784.531057
76219,21,H,1,B,11,, 21H  1  B  11,2674-45-6094,,,,101,219.098805,858.267008
76220,21,H,1,B,1,A, 21H  1  B   1A,2674-45-7542,,,,101,590.353881,7013.306885
72424,42,,A, ,46, , 42   A     46,2671-42-5187, , ,2003-12-31T00:00:00.000Z,101,9731.659383,2181972.323462
76221,21,,A,,222,A, 21   A    222A,2674-34-6655,,TAX EXEMPT,2014-10-29T00:00:00.000Z,202,2742.706462,219576.091988
76222,21,G,2,B,13,A, 21G  2  B  13A,2674-35-2154,,,,101,862.169641,38850.86625
76223,21,G,2,B,13,C, 21G  2  B  13C,2674-35-5447,,,,101,536.152917,17579.246873
72425,68,A,2,,16,, 68A  2     16,2547-25-6208,,,2010-09-27T00:00:00.000Z,101,738.595261,9321.880875
76224,21,G,2,B,22,, 21G  2  B  22,2674-36-9030,,,,101,553.735846,17571.166728
72426,68,A,2,,17,, 68A  2     17,2547-25-5287,,,2010-09-27T00:00:00.000Z,101,754.007436,9067.697586
76225,21,G,2,B,18,, 21G  2  B  18,2674-35-6698,,,,101,533.761511,17592.268399
76226,24,E,1,,1,, 24E  1      1,3613-15-9484,,,2003-12-05T00:00:00.000Z,101,1566.16278,95952.800823
72427,68,,A,,29,, 68   A     29,2547-03-2942,,,2004-01-30T00:00:00.000Z,101,14122.910302,6500041.572158
76227,24,E,2,,1,, 24E  2      1,3613-15-5567,,TAX EXEMPT,2014-01-09T00:00:00.000Z,202,1920.030737,160737.687238
76228,11,A,7,4,1,, 11A  7  4   1,2664-29-9039,,,,101,901.981267,46246.136792
76229,11,A,7,4,3,, 11A  7  4   3,2664-28-9759,,,,101,887.913212,43807.441308
76230,84,,A,,8,C, 84   A      8C,2556-77-4788,,,2004-01-15T00:00:00.000Z,101,2323.124212,322954.177617
76231,84,,A,,11,A, 84   A     11A,2556-67-6420,,,2004-01-15T00:00:00.000Z,101,977.384479,43304.327111
72428,20,H,1,EQD,105,, 20H  1EQD 105,2663-09-5061,,,2010-09-28T00:00:00.000Z,101,1017.412698,38793.415601
72429,20,H,1,EQD,108,, 20H  1EQD 108,2663-09-3185,,,,101,998.054839,29548.757502
76232,21,H,1,B,5,, 21H  1  B   5,2674-45-5398,,,,101,1027.333725,22324.34051
72430,20,H,1,EQD,109,, 20H  1EQD 109,2663-09-3115,,,,101,912.197094,17424.46278
76233,21,H,1,B,6,, 21H  1  B   6,2674-45-5373,,,,101,1035.340369,23756.755791
76234,21,H,1,B,15,C, 21H  1  B  15C,2674-46-5092,,TAX EXEMPT,2008-12-02T00:00:00.000Z,202,2572.079696,86882.883228
72431,20,H,1,EQD,113,, 20H  1EQD 113,2663-09-0276,,,,101,581.986374,14390.45713
76236,21,G,2,B,13,B, 21G  2  B  13B,2674-35-3381,,,,101,958.812303,51020.963678
76237,21,H,1,B,15,A, 21H  1  B  15A,2674-35-8405,,,2010-11-08T00:00:00.000Z,101,937.953508,50259.380174
76238,21,G,2,B,17,, 21G  2  B  17,2674-35-6528,,,,101,537.324986,17689.285168
72432,20,H,1,EQD,114,, 20H  1EQD 114,2663-09-0228,,,2005-06-15T00:00:00.000Z,101,746.872455,27903.222938
76239,21,G,2,B,21,A, 21G  2  B  21A,2674-35-8994,,,,101,445.270908,8402.067376
72433,20,H,1,EQD,15,, 20H  1EQD  15,2653-99-9313,,,,101,673.825321,15036.766585
76240,21,G,2,B,25,, 21G  2  B  25,2674-46-1269,,,,101,805.259698,40044.138299
76241,24,E,2,,1,A, 24E  2      1A,3613-15-3386,,TAX EXEMPT,2014-01-09T00:00:00.000Z,202,1623.684357,170840.650364
72434,92,,A,,35,, 92   A     35,3556-84-9182,,,2011-06-21T00:00:00.000Z,101,8594.279064,2579037.027885
76242,48,,A,,5,G, 48   A      5G,3630-75-3897,,,2006-09-12T00:00:00.000Z,101,5335.952804,733404.20083
76243,24,E,1,,2,, 24E  1      2,3613-25-0586,,,2003-12-05T00:00:00.000Z,101,1519.308547,90044.613841
72435,92,,A,,34,, 92   A     34,3556-74-2548,,TAX EXEMPT,2004-02-16T00:00:00.000Z,202,10132.933343,5429457.380618
76244,24,E,1,,3,, 24E  1      3,3613-25-1696,,,2003-12-05T00:00:00.000Z,101,1503.23018,91348.127603
72436,92,,A,,8,, 92   A      8,3556-86-8633,,,2004-02-16T00:00:00.000Z,101,12419.095979,6084638.346562
76245,24,,A,,53,A, 24   A     53A,3613-15-8108,,,2003-12-05T00:00:00.000Z,101,2109.608185,276332.981242
76246,11,A,7,4,5,, 11A  7  4   5,2664-38-1503,,,,101,905.832114,46679.860616
72437,92,,A,,9,, 92   A      9,3556-57-5092,,,2005-05-23T00:00:00.000Z,101,12710.898695,7347121.302889
76247,11,,A,,15,A1, 11   A     15A1,2664-28-3642,,,2014-01-06T00:00:00.000Z,101,1272.25619,99001.364777
76248,31,,A, ,40, , 31   A     40,2672-64-1377, , ,2003-12-15T00:00:00.000Z,101,12932.392727,5806904.155329
72438,45,,3,,J,, 45   3      J,3601-80-4737,,PARCEL FOR TAXING PURPOSES ONLY,2011-06-23T00:00:00.000Z,108,161.393378,1625.96053
76249,84,,A,,8,D5, 84   A      8D5,2556-67-9785,,,2014-01-07T00:00:00.000Z,101,814.472834,40923.411044
72439,33,,A,,41,A1, 33   A     41A1,2692-60-2095,,PARCEL FOR TAXING PURPOSES ONLY,2011-06-23T00:00:00.000Z,108,163.144687,1663.241902
76250,21,H,1,B,9,, 21H  1  B   9,2674-45-5117,,,,101,1074.021191,42466.872837
72440,70,C,1, ,112, , 70C  1    112,2577-09-4731, ,,2004-01-19T00:00:00.000Z,101,836.171215,9211.472079
76251,21,H,1,B,1,B, 21H  1  B   1B,2674-45-5764,,,,101,1073.093205,62063.529102
72442,11,A,7,2,2,, 11A  7  2   2,2664-36-8933,,,,101,864.738976,45356.760149
76252,21,H,1,B,2,, 21H  1  B   2,2674-45-6543,,,,101,973.186555,12900.002241
76253,21,G,2,B,21,, 21G  2  B  21,2674-35-8960,,,,101,444.612529,8623.933183
72443,60,,A,,14,A, 60   A     14A,3529-98-5712,,,2004-02-05T00:00:00.000Z,101,7828.635265,2068702.571129
76254,21,G,2,B,20,, 21G  2  B  20,2674-35-8814,,,,101,543.16247,17372.151172
72444,49,,A,,10,B, 49   A     10B,3650-36-5250,,,2004-01-05T00:00:00.000Z,101,9731.405956,2333097.097508
76255,21,H,1,B,14,, 21H  1  B  14,2674-35-7112,,,2014-01-08T00:00:00.000Z,101,5756.503519,922284.235736
72445,49,,A,,12,, 49   A     12,3650-35-0592,,,2004-01-05T00:00:00.000Z,101,10878.401866,2740078.171448
76256,21,G,2,B,19,, 21G  2  B  19,2674-35-7757,,,,101,509.387082,14976.232063
76257,24,E,2,,2,, 24E  2      2,3613-15-4843,,,2003-12-05T00:00:00.000Z,101,2519.320986,222589.712765
76258,48,,A,,5,E, 48   A      5E,3630-76-7004,,,2014-01-09T00:00:00.000Z,101,1682.980337,130865.837773
72446,49,,A,,2,E, 49   A      2E,3650-19-6814,,,2007-07-18T00:00:00.000Z,101,8007.349169,980724.280759
76663,87,,A,,50,A, 87   A     50A,2595-65-2992,,OPEN SPACE EASEMENT,2014-01-31T00:00:00.000Z,201,36248.119856,18768987.503556
72447,49,,A,,9,, 49   A      9,3650-26-1570,,,2004-01-05T00:00:00.000Z,101,3715.459421,637702.325743
72448,48,,A,,38,A, 48   A     38A,3650-05-5563,,OPEN SPACE EASEMENT,2005-06-28T00:00:00.000Z,201,23509.885882,14701047.449255
76669,61,,A,,8,A, 61   A      8A,3549-14-7367,,OPEN SPACE EASEMENT,2014-01-31T00:00:00.000Z,201,39846.059767,25588698.778128
77463,,,,,,,,,,ROW,2014-03-18T00:00:00.000Z,102,673.167874,2952.432886
77472,,,,,,,,,,ROW,2014-03-18T00:00:00.000Z,102,1298.13736,10068.375081
77473,18,,8,,3,A, 18   8      3A,3634-89-1475,,,2014-03-18T00:00:00.000Z,101,1588.78501,130488.32551
77474,18,,8,,3,C, 18   8      3C,3634-89-3005,,,2014-03-18T00:00:00.000Z,101,1830.204604,130883.682228
77874,41,,A, ,113,B, 41   A    113B,2660-21-5066, , ,2014-03-19T00:00:00.000Z,101,2683.832117,131181.166891
77876,18,,A,,103,A, 18   A    103A,3645-30-8437,,,2014-03-19T00:00:00.000Z,101,1113.533211,76302.884411
77881,,,,,,,<Null>,2695-04-6915,,OUTSIDE OF COUNTY,2008-12-02T00:00:00.000Z,999,4219.255843,257981.200718
77895,,,, ,, ,,2671-32-0391, ,ROW,2014-03-20T00:00:00.000Z,102,4120.280357,86095.513986
77896,,,, ,, ,,2671-31-6898, ,ROW,2014-03-20T00:00:00.000Z,102,2343.923317,58664.388956
77897,42,,A, ,48, , 42   A     48,2671-31-8425, , ,2014-03-20T00:00:00.000Z,101,996.641892,56996.461935
77898,42,,A, ,47, , 42   A     47,2671-31-8624, , ,2014-03-20T00:00:00.000Z,101,972.198584,53325.649758
77899,42,G,3, ,20, , 42G  3     20,2671-31-8878, , ,2014-03-20T00:00:00.000Z,101,1224.533271,93216.599614
77900,42,,A, ,56,A, 42   A     56A,2671-32-9111, , ,2014-03-20T00:00:00.000Z,101,892.68561,43029.088548
77901,42,G,3, ,19, , 42G  3     19,2671-32-9223, , ,2014-03-20T00:00:00.000Z,101,843.996326,32997.661246
77902,42,G,3, ,18, , 42G  3     18,2671-32-9345, , ,2014-03-20T00:00:00.000Z,101,966.881069,42896.241891
77903,42,G,3, ,8, , 42G  3      8,2671-32-3931, , ,2014-03-20T00:00:00.000Z,101,1029.353076,49965.652481
77904,42,G,3, ,7, , 42G  3      7,2671-32-3786, , ,2014-03-20T00:00:00.000Z,101,1118.037756,64584.217725
77905,42,G,3, ,9, , 42G  3      9,2671-32-2918, , ,2014-03-20T00:00:00.000Z,101,888.098191,42174.967759
77906,42,G,3, ,10, , 42G  3     10,2671-32-8771, , ,2014-03-20T00:00:00.000Z,101,2513.470675,351772.606979
77907,42,G,3, ,11, , 42G  3     11,2671-32-5378, , ,2014-03-20T00:00:00.000Z,101,1048.119793,55299.687053
77908,42,G,3, ,17, , 42G  3     17,2671-31-4497, , ,2014-03-20T00:00:00.000Z,101,1254.791643,84308.040503
77909,42,G,3, ,16, , 42G  3     16,2671-31-4688, , ,2014-03-20T00:00:00.000Z,101,835.466698,34920.747244
77910,42,G,3, ,15, , 42G  3     15,2671-31-5800, , ,2014-03-20T00:00:00.000Z,101,858.64686,39101.181442
77911,42,G,3, ,14, , 42G  3     14,2671-31-5934, , ,2014-03-20T00:00:00.000Z,101,880.536044,42523.457151
77912,42,G,3, ,13, , 42G  3     13,2671-32-5057, , ,2014-03-20T00:00:00.000Z,101,850.579281,38411.114481
77913,42,G,3, ,12, , 42G  3     12,2671-32-5270, , ,2014-03-20T00:00:00.000Z,101,828.42213,36736.440276
77914,42,G,3, ,6, , 42G  3      6,2671-32-3524, , ,2014-03-20T00:00:00.000Z,101,1044.422561,63953.268905
77915,42,G,3, ,5, , 42G  3      5,2671-32-2396, , ,2014-03-20T00:00:00.000Z,101,1006.494765,57348.073459
77916,42,G,3, ,4, , 42G  3      4,2671-32-2159, , ,2014-03-20T00:00:00.000Z,101,1028.946495,59912.109477
77917,42,G,3, ,3, , 42G  3      3,2671-32-2011, , ,2014-03-20T00:00:00.000Z,101,1035.078773,59682.071027
77918,42,G,3, ,2, , 42G  3      2,2671-31-1768, , ,2014-03-20T00:00:00.000Z,101,1291.113577,105950.621529
77919,42,,A, ,55, , 42   A     55,2671-21-9591, , ,2014-03-20T00:00:00.000Z,101,886.506093,43101.946981
77927,56,,A, ,56,A, 56   A     56A,2589-03-3201, ,,2014-03-20T00:00:00.000Z,101,1901.123368,217747.979587
77932,69,,A,,16,B, 69   A     16B,2557-58-3355,,,2014-03-20T00:00:00.000Z,101,1400.267609,94379.011576
78259,,,,,,,,2684-86-0169,,ROW,2014-03-24T00:00:00.000Z,102,4698.145177,25773.329766
78261,13,B,1,,5,B, 13B  1      5B,2684-76-3681,,,2014-03-24T00:00:00.000Z,101,3248.226897,624876.377463
78266,13,B,1,,5,C, 13B  1      5C,2684-66-6582,,,2014-03-24T00:00:00.000Z,101,1320.26288,96703.738578
79060,103,,A,,117,A,103   A    117A,3565-00-4289,,,2014-03-28T00:00:00.000Z,101,1049.255331,50068.98216
79061,,,,,,,,3565-00-5254,,ROW,2014-03-28T00:00:00.000Z,102,822.662753,3454.209002
79064,35,,A,,69,C, 35   A     69C,3622-16-2680,,,2014-03-28T00:00:00.000Z,101,2132.904455,139190.000415
81061,81,,A,,15,, 81   A     15,2516-83-0872,,,2004-01-13T00:00:00.000Z,101,941.619463,38209.238704
81067,81,,A,,17,A, 81   A     17A,2516-74-7244,,,2014-05-08T00:00:00.000Z,101,1483.233635,104915.519678
81461,87,,4,,14,C, 87   4     14C,2596-71-3724,,,2014-04-07T00:00:00.000Z,101,3268.284694,361054.278279
81466,52,,A,,4,E, 52   A      4E,2539-94-0879,,,2014-04-07T00:00:00.000Z,101,8471.074754,2040697.829955
81859,70,,A, ,46, , 70   A     46,2566-88-3021, ,,2012-01-09T00:00:00.000Z,101,12118.96176,6769601.128949
82265,102,,A,,42,E,102   A     42E,3544-07-1366,,,2014-04-25T00:00:00.000Z,101,4083.454262,348516.815258
82272,,,,,,,,3534-97-8240,,ROW,2014-04-25T00:00:00.000Z,102,2640.771398,13303.140806
82275,102,,A,,42,C,102   A     42C,3544-07-4993,,,2014-04-25T00:00:00.000Z,101,1124.07659,43103.56301
82276,102,,A,,42,D,102   A     42D,3544-07-5835,,,2014-04-25T00:00:00.000Z,101,1133.890048,44258.352654
82662,26,,A,,16,C, 26   A     16C,3633-36-4578,,,2014-05-05T00:00:00.000Z,101,314.292901,4762.430761
83059,46,,2,,1,A, 46   2      1A,3610-58-0217,,,2014-05-08T00:00:00.000Z,101,1388.834498,114499.820288
83467,8,,1,,8,G,  8   1      8G,3627-22-8644,,,2014-05-27T00:00:00.000Z,101,1693.272003,174291.264652
83468,8,,1,,8,F,  8   1      8F,3627-54-5885,,,2014-05-27T00:00:00.000Z,101,8127.549893,2347045.551471
83864,17,,A,,35,D, 17   A     35D,3634-49-1824,,,2014-05-27T00:00:00.000Z,101,1523.54838,142427.685049
84662,21,O,3,,60,, 21O  3     60,2663-66-5001,,,2014-06-03T00:00:00.000Z,101,745.095337,28299.661065
84663,21,O,3,,59,, 21O  3     59,2663-65-5807,,,2014-06-03T00:00:00.000Z,101,849.128724,39841.002996
84664,21,O,3,,61,, 21O  3     61,2663-66-5182,,,2014-06-03T00:00:00.000Z,101,512.850624,15405.059784
85075,20,B,7,,A,, 20B  7      A,2664-32-0793,,,2008-04-16T00:00:00.000Z,101,3748.045673,203807.03467
85076,20,U,1,,E,, 20U  1      E,2664-32-5365,,,2014-06-05T00:00:00.000Z,101,814.232149,41817.964533
85077,20,U,1,,F,, 20U  1      F,2664-32-6457,,,2014-06-05T00:00:00.000Z,101,721.505763,27882.494589
85094,35,C,1,,18,, 35C  1     18,3622-47-1942,,OVERLAP AREA,2014-06-05T00:00:00.000Z,105,1552.893154,20168.43818
85095,35,E,2,,14,, 35E  2     14,3622-47-1942,,OVERLAP AREA,2014-06-05T00:00:00.000Z,105,1552.893154,20168.43818
85862,,,, ,, ,,, ,ROW,2014-06-16T00:00:00.000Z,102,1614.220472,12637.640366
86262,37,,A,,56,A, 37   A     56A,3642-61-7709,,,2014-06-17T00:00:00.000Z,101,1585.248268,102433.283883
86272,42,,A, ,14,A, 42   A     14A,2660-77-0512, , ,2014-06-17T00:00:00.000Z,101,1389.170195,104702.914583
86273,,,, ,, ,,2660-67-9724, ,ROW,2014-06-17T00:00:00.000Z,102,1899.181971,6664.194292
87469,,,,,,,,2556-16-0464,,ROW,2014-06-20T00:00:00.000Z,102,2971.703561,51966.234061
87864,35,,A,,66,A1, 35   A     66A1,3612-88-7582,,,2014-06-26T00:00:00.000Z,101,5405.65674,649443.045526
72449,20,E,10,,13,, 20E 10     13,2664-00-2462,,,,101,671.175454,23073.435166
88263,,,,,,,,2683-94-8716,,ROW,2014-06-27T00:00:00.000Z,102,1185.327527,8633.004775
72450,20,H,1,EQD,150,, 20H  1EQD 150,2654-90-9476,,,,101,691.839853,23850.512811
88290,,,,,,,,2664-41-2783,,ROW,2014-06-27T00:00:00.000Z,102,1147.420323,13056.861983
72451,62,,A,,17,, 62   A     17,3559-70-0071,,,2004-02-12T00:00:00.000Z,101,14231.451255,6814364.828827
88293,20,D,2,,18,, 20D  2     18,2664-31-8849,,,2014-06-27T00:00:00.000Z,101,2282.395724,255763.314651
88294,64,,A,,15,A, 64   A     15A,3589-02-6820,,,2014-06-27T00:00:00.000Z,101,1756.202484,177182.42419
72452,57,,B, ,3,, 57   B      3,2690-71-9340, ,,2011-07-29T00:00:00.000Z,101,3562.678007,526112.613424
89062,42,,A, ,29,A, 42   A     29A,2670-12-0953, , ,2014-07-17T00:00:00.000Z,101,3043.22881,393739.39861
72453,57,,B, ,7,, 57   B      7,2690-80-2667, ,,2008-07-28T00:00:00.000Z,101,2045.71499,130267.862882
72454,41,,7, ,2,A, 41   7      2A,2660-08-3088, , ,2011-08-01T00:00:00.000Z,101,5871.30459,407185.294401
89063,64,,A,,20,A, 64   A     20A,3589-53-2381,,,2014-07-17T00:00:00.000Z,101,1452.357406,130408.512198
89064,64,,A,,19,B, 64   A     19B,3589-53-6441,,,2014-07-17T00:00:00.000Z,101,1649.415368,130759.935863
89065,64,,A,,19,A, 64   A     19A,3589-53-8359,,,2014-07-17T00:00:00.000Z,101,1721.789347,130683.330908
89066,64,,A,,18,A, 64   A     18A,3589-44-7463,,,2014-07-17T00:00:00.000Z,101,1457.177775,130679.619963
