OBJECTID,BLOCKID10,HOUSING10,POP10,LandSqMi,PopSqMi
1924,518100414002002,28,66,0.02111,3126.480341
1925,518100410032017,33,81,0.00399,20300.75188
1926,518100408024003,34,114,0.03054,3732.80943
1927,518100454151013,23,86,0.00902,9534.368071
1928,518100460122013,0,0,0.00042,0
1929,518100460124006,88,234,0.01443,16216.216216
1930,518100460123009,45,126,0.01122,11229.946524
1931,518100460124001,20,58,0.00862,6728.538283
1932,518100458094005,100,258,0.02564,10062.402496
1933,518100460132004,63,182,0.00928,19612.068965
1934,518100460132014,71,198,0.00936,21153.846154
1935,518100460142002,18,54,0.00564,9574.468085
1936,518100454055001,100,295,0.02859,10318.29311
1937,518100454055000,82,237,0.0218,10871.559633
1938,518100454055004,32,90,0.00628,14331.210191
1939,518100460133003,64,201,0.01228,16368.078176
1940,518100454054003,48,141,0.00827,17049.576784
1941,518100454073012,0,0,0.00144,0
1942,518100460131026,0,0,0.03395,0
1943,518100454144000,197,478,0.06992,6836.384439
1944,518100454065013,10,34,0.00409,8312.958435
1945,518100458013003,9,23,0.00705,3262.411348
1946,518100458061012,165,457,0.07468,6119.442957
1947,518100460124004,27,99,0.00494,20040.48583
1948,518100454143006,34,120,0.00617,19448.946515
1949,518100428022014,71,132,0.00497,26559.356137
1950,518100454262004,48,145,0.02296,6315.33101
1951,518100460121000,0,0,9e-05,0
1952,518100462201038,0,0,0.00098,0
1953,518100460121006,23,92,0.01011,9099.901088
1954,518100454143001,0,0,0.00065,0
1955,518100462061001,0,0,0.00106,0
1956,518100460023019,0,0,0.00059,0
1957,518100460063012,0,0,0.00016,0
1958,518100462061012,50,137,0.01106,12386.980108
1959,518100454074027,26,75,0.02106,3561.253561
1960,518100454074063,0,0,0.00051,0
1961,518100462202000,0,0,9e-05,0
1962,518100462202004,223,632,0.14695,4300.782579
1963,518100454051002,218,375,0.0548,6843.065693
1964,518100462201025,0,0,0.00191,0
1965,518100452002003,0,0,0.00029,0
1966,518100462201022,0,0,0.00024,0
1967,518100462201031,0,0,0.00074,0
1968,518100454143011,8,13,0.00132,9848.484848
1969,518100454073011,0,0,0.00072,0
1970,518100462211000,0,0,0.00224,0
1971,518100462114004,0,0,0.0016,0
1972,518100412004004,20,45,0.01263,3562.945368
1973,518100408013005,28,68,0.01325,5132.075472
1974,518100408013001,14,47,0.00551,8529.945554
1975,518100418024013,183,299,0.05151,5804.698117
1976,518100418023007,16,37,0.00816,4534.313725
1977,518100414001004,26,62,0.02373,2612.726507
1978,518100454152013,25,70,0.01037,6750.24108
1979,518100454062005,30,96,0.01569,6118.546845
1981,518100454232031,0,0,0.00353,0
1982,518100454231041,24,73,1.14165,63.942539
1983,518100464004017,19,58,1.04862,55.310789
1984,518100422022017,15,38,0.00877,4332.95325
1985,518100422023006,19,52,0.00764,6806.282723
1986,518100422022027,48,117,0.02337,5006.418485
1987,518100426002008,31,75,0.01392,5387.931034
1988,518100422022024,17,47,0.00679,6921.944035
1989,518100448073006,0,0,0.00072,0
1990,518100454074026,0,0,0.02861,0
1991,518100454071000,0,0,0.00383,0
1992,518100450001018,0,0,0.13973,0
1993,518100454172000,0,0,0.00799,0
1994,518100454172007,14,52,0.00503,10337.972167
1995,518100454272008,0,0,0.00026,0
1996,518100454172022,0,0,0.00067,0
1997,518100454172021,24,96,0.01375,6981.818182
1998,518100452001032,0,0,0.03233,0
1999,518100440031034,30,36,0.00371,9703.504043
2000,518100452002007,30,129,0.00417,30935.251799
7001,518100418022004,0,0,0.00115,0
7003,518100418013008,9,37,0.00624,5929.487179
7004,518100404031013,0,0,0.00104,0
7005,518100404031015,78,109,0.00417,26139.088729
7006,518100418022032,0,0,0.01653,0
7007,518100418012020,11,30,0.02499,1200.480192
7008,518100402001013,0,0,0.00017,0
7009,518100430022034,0,0,0.00066,0
7010,518100456041018,62,141,0.01493,9444.072338
7011,518100460064004,17,39,0.01152,3385.416667
7012,518100454121043,1,1,0.00065,1538.461538
7013,518100410032012,0,0,0.00078,0
7014,518100462221023,0,0,0.00058,0
7015,518100430041034,20,38,0.0057,6666.666667
7016,518100404042035,1,3,0.01371,218.818381
7017,518100460102004,0,0,0.0218,0
7018,518100408014013,10,30,0.00428,7009.345794
7019,518100410034001,0,0,0.00263,0
7020,518100410041013,19,60,0.00763,7863.695937
7021,518100410031004,22,71,0.00802,8852.86783
7022,518100410031025,19,60,0.0073,8219.178082
7023,518100410041004,15,43,0.00744,5779.569892
7024,518100410031000,30,91,0.01145,7947.598253
7025,518100410041007,20,52,0.00926,5615.550756
7026,518100410034011,21,47,0.00813,5781.057811
7027,518100460063000,0,0,0.001,0
7028,518100422012018,19,62,0.01649,3759.854457
7029,518100460064017,81,241,0.03908,6166.837257
7030,518100458013013,0,0,0.00311,0
7031,518100454121031,14,13,0.00884,1470.588235
7032,518100454121034,38,10,0.04256,234.962406
7033,518100454121039,8,5,0.00418,1196.172249
7034,518100464001004,0,0,0.76141,0
7035,518100464001069,0,0,0.02305,0
7037,518100430033033,0,0,0.00029,0
7038,518100436001037,25,46,0.00553,8318.264014
7039,518100416003001,10,23,0.02614,879.877582
7040,518100404043001,19,64,0.00735,8707.482993
7041,518100420001016,3,11,0.01052,1045.627376
7042,518100438001030,0,0,0.00245,0
7043,518100446002037,0,0,0.00527,0
7044,518100422011006,0,0,0.00034,0
7045,518100444022007,0,0,0.0003,0
7046,518100454172017,0,0,0.00109,0
7047,518100454173007,0,0,0.00232,0
7048,518100454203006,50,146,0.06421,2273.789129
7049,518100454232037,0,0,0.00953,0
7050,518100454232027,6,9,0.00576,1562.5
7051,518100454233029,0,0,9e-05,0
7052,518100454233026,0,0,0.00013,0
7053,518100454121025,0,0,0.00072,0
7054,518100458032021,26,61,0.0162,3765.432099
7055,518100454071017,40,89,0.01591,5593.966059
7056,518100462062006,15,36,0.00771,4669.2607
7057,518100462112003,29,79,0.01881,4199.893674
7058,518100462114002,14,41,0.01426,2875.175316
7059,518100462223008,49,154,0.02108,7305.502846
7060,518100462232009,31,82,0.01333,6151.537884
7061,518100462232008,28,77,0.01121,6868.867083
7062,518100462114015,19,46,0.01637,2810.018326
7063,518100462114005,5,10,0.00771,1297.016861
7064,518100462114016,14,35,0.0132,2651.515152
7065,518100462113000,31,82,0.01983,4135.148764
7066,518100462122001,0,0,0.00561,0
7067,518100462131003,71,217,0.01761,12322.544009
7068,518100406001010,0,0,0.00317,0
7069,518100408023003,0,0,0.01322,0
7071,518100446004036,13,36,0.0224,1607.142857
7072,518100402001032,17,44,0.00305,14426.229508
7073,518100458013017,96,214,0.02053,10423.770093
7075,518100402002000,0,0,0.00063,0
7076,518100454074035,0,0,0.00287,0
7077,518100454074029,0,0,0.06342,0
7078,518100432001046,0,0,0.26747,0
7079,518100454261016,16,42,0.00514,8171.206226
7081,518100422012012,0,0,0.00044,0
7082,518100422012001,19,50,0.0168,2976.190476
7083,518100440042029,0,0,0.00393,0
7084,518100446004012,0,0,0.00083,0
7085,518100440042032,0,0,0.00053,0
7086,518100406002008,96,240,0.01723,13929.193268
7087,518100448051001,3,5,0.00319,1567.398119
7088,518100448051005,5,8,0.00555,1441.441441
7089,518100448071007,0,0,0.00107,0
7090,518100448072019,5,12,0.00171,7017.54386
7091,518100440012017,0,0,0.00108,0
7092,518100448071006,0,0,0.00486,0
7093,518100440042045,8,13,0.00138,9420.289855
7094,518100454064035,0,0,0.00169,0
7095,518100462073015,0,0,0.00076,0
7096,518100454222004,0,0,0.0014,0
7097,518100454222006,0,0,0.00134,0
7098,518100454172015,0,0,0.00091,0
7099,518100454174002,66,202,0.05157,3917.006011
7100,518100454174005,0,0,0.00182,0
7101,518100454174030,0,0,0.00302,0
7102,518100454201007,0,0,0.00528,0
7103,518100454231023,0,0,0.00015,0
7104,518100464001083,0,0,0.00034,0
7105,518100464001072,0,0,0.0231,0
7106,518100464003025,1,2,0.00077,2597.402597
7107,518100462224003,17,53,0.00732,7240.437158
7108,518100462123003,20,48,0.01546,3104.786546
7109,518100462134010,25,59,0.00795,7421.383648
7110,518100462131011,54,123,0.0038,32368.421053
7111,518100462243012,21,63,0.006,10500
7112,518100462144001,99,248,0.01333,18604.651163
7113,518100462241004,69,190,0.00776,24484.536082
7114,518100462241001,36,101,0.00471,21443.73673
7115,518100462141012,85,235,0.03096,7590.439276
7116,518100462243001,68,204,0.02677,7620.470676
7117,518100458082003,267,802,0.10099,7941.380335
7118,518100462243014,13,41,0.00406,10098.522167
7119,518100416002013,4,13,0.00797,1631.116688
7120,518100416002012,17,40,0.00685,5839.416058
7121,518100416002014,0,0,0.00281,0
7122,518100416001015,13,29,0.00634,4574.132492
7124,518100416001013,5,15,0.00425,3529.411765
7125,518100454261006,69,191,0.02867,6662.016045
7126,518100462042020,12,23,0.01833,1254.773595
7127,518100418011001,92,147,0.03671,4004.358485
7128,518100412002016,5,23,0.00959,2398.331595
7129,518100418011008,12,19,0.00223,8520.179372
7130,518100414001033,5,12,0.00365,3287.671233
7131,518100414003010,1,0,0.00412,0
7132,518100448072035,0,0,0.00032,0
7133,518100440041015,8,15,0.0027,5555.555556
7134,518100446004057,0,0,0.00098,0
7135,518100406003021,9,15,0.01095,1369.863014
7136,518100440011010,81,186,0.01157,16076.058773
7137,518100440041040,0,0,0.00134,0
7138,518100440011021,0,0,0.0069,0
7139,518100440041051,0,0,0.0027,0
7140,518100400002052,0,0,0.00346,0
7142,518100402001059,16,37,0.02928,1263.661202
7143,518100402001022,2,5,0.01303,383.729854
7144,518100402001060,3,4,0.00201,1990.049751
7145,518100462042055,16,25,0.00783,3192.84802
7146,518100404042009,11,23,0.01649,1394.784718
7147,518100456011026,18,44,0.01435,3066.202091
7148,518100424004005,18,52,0.00782,6649.616368
7149,518100424003007,26,57,0.0112,5089.285714
7150,518100458031015,23,50,0.00596,8389.261745
7151,518100456042014,16,33,0.00242,13636.363636
7152,518100458063000,195,524,0.05622,9320.526503
7153,518100458081007,28,71,0.00234,30341.880342
7154,518100458063001,39,90,0.00523,17208.413002
7155,518100462171008,30,103,0.01171,8795.900939
7156,518100446001001,31,76,0.06597,1152.038806
7157,518100446002010,47,133,0.10819,1229.318791
7158,518100436002000,0,0,0.00088,0
7159,518100460094010,96,251,0.07902,3176.411035
7160,518100462225011,6,23,0.00741,3103.91363
7161,518100428011005,0,0,0.00086,0
7162,518100406001004,28,54,0.00228,23684.210526
7163,518100406001017,0,0,0.00238,0
7164,518100408011002,0,0,0.03552,0
7165,518100416003012,0,0,0.00048,0
7166,518100432001088,0,0,0.01418,0
7167,518100412004014,13,37,0.00175,21142.857143
7168,518100444021010,1,1,0.01498,66.755674
7169,518100444021030,0,0,0.0008,0
7170,518100404021016,0,0,0.00098,0
7171,518100446003026,0,0,0.00118,0
7172,518100406003011,0,0,0.00085,0
7173,518100460102022,18,53,0.00814,6511.056511
7174,518100460101016,18,52,0.00794,6549.118388
7175,518100460102026,13,32,0.00667,4797.601199
7176,518100462041031,0,0,0.00683,0
7177,518100462203007,48,119,0.00489,24335.378323
7178,518100462201039,26,62,0.0133,4661.654135
7179,518100462202020,29,87,0.00548,15875.912409
7180,518100462211012,16,40,0.00266,15037.593985
7181,518100462071008,22,74,0.00855,8654.97076
7182,518100462073033,70,203,0.01965,10330.788804
7183,518100462072009,97,286,0.04526,6319.045515
7184,518100424001017,10,25,0.00414,6038.647343
7185,518100422012022,0,0,0.00092,0
7186,518100424002015,0,0,0.01266,0
7187,518100456041022,0,0,0.00019,0
7188,518100422024004,13,34,0.00796,4271.356784
7189,518100448082010,24,44,0.00298,14765.100671
7190,518100426002019,0,0,0.00113,0
7191,518100458051000,0,0,0.00103,0
7192,518100428014006,20,53,0.00982,5397.148676
7193,518100458051014,61,169,0.02593,6517.547243
7194,518100454071024,2,4,0.0017,2352.941176
7196,518100402001010,0,0,0.00033,0
7198,518100462212007,75,202,0.01057,19110.690634
7199,518100448072040,18,56,0.00258,21705.426357
7200,518100446004046,0,0,0.00039,0
7201,518100448052025,0,0,0.00101,0
7202,518100410034021,0,0,0.00478,0
7203,518100448063006,0,0,0.00064,0
7204,518100410022006,0,0,1e-05,0
7205,518100410042002,6,10,0.0015,6666.666667
7206,518100442004037,9,31,0.00194,15979.381443
7207,518100448074030,1,2,0.00166,1204.819277
7208,518100456031010,10,28,0.00565,4955.752212
7209,518100456032008,97,111,0.01773,6260.575296
7210,518100410021000,0,0,0.00023,0
7211,518100426001033,0,0,0.03421,0
7212,518100462071023,31,89,0.01268,7018.927445
7213,518100462221034,14,45,0.00683,6588.579795
7214,518100462171003,31,85,0.0134,6343.283582
7215,518100400001010,0,0,0.08875,0
7216,518100400001015,0,0,0,0
7217,518100418011007,3,3,0.00097,3092.783505
7218,518100400002057,0,0,0.00052,0
7219,518100404032008,21,57,0.00826,6900.726392
7220,518100404033030,25,71,0.00739,9607.577808
7221,518100404032012,18,47,0.00859,5471.478463
7222,518100454281015,0,0,0,0
7223,518100442001044,37,96,0.02448,3921.568627
7224,518100432001004,0,0,0.0034,0
7225,518100440042034,23,34,0.00359,9470.752089
7226,518100462063003,16,34,0.01185,2869.198312
7227,518100460101009,16,47,0.00684,6871.345029
7228,518100458061011,41,119,0.01689,7045.589106
7229,518100404032013,42,114,0.02145,5314.685315
7230,518100458101008,96,223,0.01276,17476.489028
7231,518100412002036,11,20,0.02022,989.119683
7232,518100404041032,5,8,0.00054,14814.814815
7233,518100402003003,16,53,0.00035,151428.571429
7234,518100454053003,4,11,0.00012,91666.666667
7235,518100462201040,56,167,0.03246,5144.793592
7236,518100454065016,1,0,0.00011,0
7237,518100454174019,457,1442,0.89015,1619.951694
7238,518100454203003,3,12,0.00043,27906.976744
7239,518100454242000,367,1106,1.31946,838.221697
7240,518100464001016,3,13,0.29403,44.213176
7241,518100464001046,1,0,0.04368,0
7242,518100450001034,0,0,0.01434,0
7243,518100462073013,0,0,0.01155,0
7244,518100454231034,0,0,0.00021,0
7245,518100464001074,0,0,0.00078,0
7246,518100464001081,0,0,0.34065,0
7247,518100426002016,0,0,0.00168,0
7248,518100464003028,3,8,0.27685,28.896514
7249,518100444021022,0,0,0.00911,0
7250,518100408024011,0,0,0.00122,0
7251,518100408024002,0,0,0.00124,0
7252,518100458013012,0,0,0.00145,0
7253,518100462161009,17,61,0.00904,6747.787611
7254,518100462161011,12,33,0.00648,5092.592593
7255,518100454233022,3,5,0.00074,6756.756757
7256,518100404041022,1,2,0.00011,18181.818182
7257,518100454171017,0,0,0.00444,0
7258,518100454171009,0,0,0.00482,0
7259,518100454232011,0,0,0.00249,0
7260,518100464001041,1,3,0.00029,10344.827586
7261,518100404041033,0,0,0.00015,0
7262,518100464001038,1,3,0.00023,13043.478261
7263,518100464001039,1,3,0.0001,30000
7266,518100456031017,79,137,0.01415,9681.978799
7267,518100460051001,0,0,0.01223,0
7268,518100412002025,0,0,0,0
7269,518100438004016,31,75,0.07956,942.684766
7270,518100460094022,0,0,0.00993,0
7271,518100456012018,50,105,0.01656,6340.57971
7273,518100454232049,0,0,0.01457,0
7275,518100460123008,13,40,0.00374,10695.187166
7276,518100408011010,90,204,0.0079,25822.78481
7277,518100420001025,11,24,0.01557,1541.425819
7279,518100430033012,20,27,0.00538,5018.587361
7280,518100430021015,17,48,0.0335,1432.835821
7281,518100446001019,14,38,0.02307,1647.160815
7284,518100454172026,8,24,0.00335,7164.179104
7287,518100444012037,13,34,0.00626,5431.309904
7289,518100442004038,1,4,0.04929,81.152364
7290,518100462223001,23,72,0.01188,6060.606061
7291,518100458013018,32,60,0.0224,2678.571429
7293,518100454221010,8,32,0.0048,6666.666667
7294,518100418011024,0,0,0,0
7296,518100448082008,14,17,0.00353,4815.864023
7297,518100448082007,18,28,0.0051,5490.196078
7298,518100464002021,13,32,0.42959,74.48963
7303,518100406003007,0,0,0.10632,0
7304,518100454281013,351,397,0.09516,4171.920975
7305,518100462071006,20,63,0.02774,2271.088681
7306,518100420002008,4,7,0.00775,903.225806
7307,518100462114006,32,74,0.02048,3613.28125
7308,518100420001030,5,13,0.00879,1478.953356
7310,518100454062000,37,97,0.01651,5875.227135
7311,518100418024062,27,35,0.01289,2715.283165
7312,518100418024059,0,0,0,0
7315,518100422012030,16,47,0.01555,3022.508039
7316,518100404042007,3,6,0.02366,253.592561
7317,518100456032018,37,82,0.0083,9879.518072
7318,518100424001012,8,21,0.01152,1822.916667
7320,518100462251016,0,0,0.01004,0
7321,518100462221014,6,20,0.00342,5847.953216
7323,518100422021008,20,54,0.02557,2111.849824
7325,518100442001016,39,74,0.2025,365.432099
7326,518100460023008,18,39,0.00316,12341.772152
7327,518100462042023,64,145,0.06436,2252.952144
7328,518100404032000,0,0,0,0
7329,518100404033029,23,66,0.00905,7292.81768
7330,518100460132002,171,318,0.02599,12235.475183
7331,518100404042003,0,0,0.00267,0
7332,518100454233007,7,11,0.00253,4347.826087
7333,518100454233018,4,12,0.01426,841.514727
7334,518100460051043,0,0,0.00065,0
7335,518100418021021,10,23,0.00213,10798.122066
7336,518100404042020,0,0,0.00464,0
7337,518100454084024,0,0,0.00337,0
7338,518100460051037,0,0,0.00451,0
7339,518100462172000,220,735,1.15026,638.985968
7341,518100440032016,0,0,0,0
7342,518100418024021,1,2,0.00088,2272.727273
7343,518100418024020,0,0,0.00104,0
7347,518100454073008,8,31,0.00479,6471.816284
7348,518100406002003,0,0,0.00156,0
7349,518100460061000,16,40,0.01109,3606.853021
7350,518100462144002,48,163,0.02866,5687.369156
7351,518100442003012,0,0,0.00389,0
4001,518100430022004,57,180,0.13873,1297.484322
4002,518100462161002,56,92,0.0063,14603.174603
4003,518100430021019,23,62,0.0575,1078.26087
4004,518100454084006,83,240,0.18827,1274.764965
4005,518100454261000,68,188,0.09249,2032.652179
4006,518100456031030,0,0,0.0024,0
4007,518100456041001,0,0,0.0125,0
4008,518100456031029,0,0,0.00281,0
4009,518100456041004,0,0,0.00251,0
4010,518100404032017,0,0,0.00456,0
4011,518100402001002,0,0,0.00099,0
4012,518100454074010,0,0,0.00419,0
4013,518100454074004,0,0,0.0738,0
4014,518100456031007,0,0,0.0008,0
4015,518100404042004,0,0,0,0
4016,518100464003022,0,0,0.0005,0
4017,518100404023005,110,303,0.01579,19189.360355
4018,518100418023015,0,0,0.00253,0
4019,518100418023011,0,0,0.00092,0
4020,518100406003031,6,16,0.01385,1155.234657
4021,518100444021041,0,0,0.00071,0
4022,518100434002040,30,49,0.00815,6012.269939
4023,518100430021045,3,10,0.00408,2450.980392
4024,518100454233058,9,35,0.00397,8816.120907
4025,518100430041016,1,4,0.00026,15384.615385
4026,518100452002013,26,77,0.00885,8700.564972
4027,518100444013007,18,50,0.0169,2958.579882
4029,518100444013012,13,38,0.01208,3145.695364
4030,518100444021021,45,121,0.02198,5505.00455
4032,518100446002008,31,85,0.05988,1419.505678
4033,518100446002038,49,133,0.06477,2053.419793
4034,518100432001028,0,0,0.00522,0
4035,518100432001009,0,0,0.01142,0
4036,518100432001029,0,0,0.00059,0
4037,518100432001056,0,0,0.00144,0
4038,518100432001062,0,0,0.00138,0
4039,518100448051016,1,3,0.0004,7500
4040,518100446003011,0,0,0.00213,0
4041,518100446003032,11,27,0.02283,1182.654402
4042,518100440012013,115,213,0.01119,19034.852547
4043,518100440014011,0,0,0.00115,0
4044,518100442004019,1,2,0.04481,44.632894
4045,518100442001005,4,15,0.00465,3225.806452
4046,518100440012015,76,177,0.01478,11975.642761
4047,518100440011001,22,53,0.00639,8294.209703
4048,518100460143009,95,292,0.02393,12202.256582
4049,518100438003034,16,24,0.00366,6557.377049
4050,518100438003037,32,51,0.00358,14245.810056
4051,518100440042024,23,26,0.00361,7202.216066
4052,518100440042038,0,0,0.00097,0
4053,518100454261007,47,146,0.01834,7960.741549
4054,518100454201010,39,133,0.01686,7888.493476
4055,518100452003005,0,0,0.35699,0
4056,518100454271002,85,239,0.03618,6605.859591
4057,518100454201011,65,204,0.02834,7198.306281
4058,518100454263012,159,520,0.11198,4643.686373
4059,518100454203012,52,157,0.08169,1921.899865
4060,518100454273006,35,111,0.01402,7917.261056
4061,518100410021010,0,0,0.00225,0
4062,518100414001007,24,80,0.01316,6079.027356
4063,518100458011009,30,93,0.01155,8051.948052
4064,518100458011025,15,38,0.00711,5344.585091
4065,518100458012001,92,278,0.04581,6068.543986
4066,518100404022013,0,0,0.00041,0
4067,518100462072004,32,93,0.01024,9082.03125
4068,518100454231007,0,0,9e-05,0
4069,518100454233079,0,0,0.00051,0
4070,518100464001030,3,3,0.01499,200.133422
4071,518100464001073,0,0,0.00524,0
4072,518100464004013,1,4,0.00025,16000
4073,518100464001061,0,0,0.00779,0
4074,518100404021009,0,0,0.00507,0
4075,518100404041019,0,0,0.0001,0
4076,518100404041029,2,3,0.00024,12500
4077,518100446002045,0,0,0.00196,0
4078,518100406003014,0,0,0.00307,0
4079,518100408024013,0,0,0.00863,0
4080,518100432001100,0,0,0.00455,0
4081,518100432001077,33,99,0.00367,26975.476839
4082,518100438004020,15,40,0.01249,3202.56205
4083,518100438004021,5,17,0.01004,1693.227092
4084,518100434001009,20,27,0.00479,5636.743215
4085,518100434001012,20,15,0.00482,3112.033195
4086,518100454172014,14,34,0.00214,15887.850467
4087,518100434002042,0,0,0.00096,0
4088,518100434001022,23,15,0.00566,2650.176678
4089,518100436002017,26,46,0.00276,16666.666667
4090,518100440041012,9,15,0.00356,4213.483146
4091,518100442002008,38,104,0.00841,12366.230678
4092,518100440041028,22,48,0.00358,13407.821229
4093,518100440041059,0,0,0.0072,0
4094,518100440034011,96,159,0.00781,20358.514725
4095,518100440034014,11,19,0.00219,8675.799087
4096,518100442003017,0,0,0.00686,0
4097,518100442001019,23,46,0.00543,8471.45488
4099,518100440033000,0,0,0.00336,0
4100,518100440033012,18,42,0.00506,8300.395257
4101,518100432001017,0,0,0.01429,0
4102,518100440033010,18,41,0.00502,8167.330677
4103,518100452001003,15,0,0.10608,0
4104,518100440033030,20,41,0.00768,5338.541667
4105,518100462141015,6,18,0.00362,4972.375691
4106,518100462243008,63,198,0.01352,14644.970414
4108,518100462062009,54,182,0.01924,9459.459459
4109,518100454221000,270,859,0.49306,1742.181479
4110,518100454222013,65,215,0.02483,8658.880387
4111,518100454173012,54,183,0.01875,9760
4112,518100458062009,28,96,0.00711,13502.109705
4113,518100454252006,5,16,0.00574,2787.456446
4114,518100454173010,164,507,0.08397,6037.870668
4115,518100454272013,8,21,0.00426,4929.577465
4116,518100454241000,464,1373,1.84345,744.799154
4117,518100464001051,1,2,0.00112,1785.714286
4118,518100464002037,0,0,0.00104,0
4119,518100434002036,41,55,0.00792,6944.444444
4120,518100434002032,31,47,0.00711,6610.407876
4121,518100434002028,28,54,0.0074,7297.297297
4122,518100434002023,24,47,0.00698,6733.524355
4123,518100434002004,40,75,0.00586,12798.634812
4124,518100434002003,42,69,0.00643,10730.948678
4125,518100434002011,39,71,0.00723,9820.193638
4126,518100434001032,0,0,0.00064,0
4127,518100444022023,0,0,0.00051,0
4128,518100410032002,0,0,0.00441,0
4129,518100410021006,0,0,0.01953,0
4130,518100410021004,0,0,0.0025,0
4131,518100458081006,18,33,0.00078,42307.692308
4132,518100410021003,0,0,0.00327,0
4133,518100412001010,1,5,0.00049,10204.081633
4134,518100438002023,32,62,0.04188,1480.420248
4135,518100462042022,5,14,0.0084,1666.666667
4136,518100436002018,4,8,0.00183,4371.584699
4137,518100436001012,7,2,0.00211,947.867299
4138,518100436001008,12,2,0.0031,645.16129
4139,518100438003008,31,57,0.01378,4136.429608
4140,518100402003013,5,16,0.00098,16326.530612
4141,518100410022021,0,0,0.00041,0
4142,518100406003040,0,0,0.01946,0
4143,518100452001015,0,0,0.05455,0
4144,518100450001022,0,0,0.01902,0
4145,518100450001028,0,0,0.00212,0
4146,518100454082003,131,371,0.03219,11525.318422
4147,518100454272006,97,180,0.0314,5732.484076
4148,518100464004001,0,0,0.06968,0
4149,518100454242011,32,75,1.11507,67.260351
4150,518100454121009,0,0,0.6667,0
4151,518100454252005,38,108,0.01634,6609.547124
4152,518100454252008,27,75,0.01044,7183.908046
4153,518100454174025,27,81,0.01341,6040.268456
4154,518100454174020,35,123,0.0204,6029.411765
4155,518100454174024,0,0,0.00476,0
4156,518100460153001,15,44,0.0043,10232.55814
4157,518100450001003,0,0,0.00015,0
4158,518100440041020,11,30,0.00362,8287.292818
4159,518100440041023,13,31,0.00359,8635.097493
4160,518100456041017,64,106,0.00821,12911.084044
4161,518100440013005,4,5,0.00287,1742.160279
4162,518100438004012,0,0,0.00048,0
4163,518100430032001,12,14,0.00184,7608.695652
4164,518100418011006,15,39,0.02185,1784.897025
4165,518100444013005,8,22,0.01367,1609.36357
4166,518100454083001,0,0,0.00139,0
4167,518100454272010,0,0,0.00311,0
4168,518100462251008,0,0,0.00328,0
4169,518100462232005,28,84,0.01746,4810.996564
4170,518100454064033,0,0,0.00044,0
4171,518100454084030,69,250,0.02087,11978.917106
4172,518100454084035,0,0,0.00136,0
4173,518100460151000,0,0,0.00929,0
4174,518100454084037,37,124,0.02205,5623.582766
4175,518100462221019,0,0,0.00069,0
4176,518100460143014,0,0,0.00135,0
4177,518100462225008,0,0,0.00042,0
4178,518100460101008,17,39,0.00709,5500.705219
4179,518100406003002,40,137,0.0053,25849.056604
4180,518100410022016,0,0,0.00216,0
4181,518100406003042,0,0,0.01267,0
4182,518100410032019,0,0,0.00087,0
4183,518100460094009,18,65,0.0076,8552.631579
4184,518100460094008,24,66,0.00911,7244.78595
4185,518100460021018,8,20,0.005,4000
4186,518100460051031,7,21,0.00984,2134.146341
4187,518100460094023,0,0,0.00059,0
4188,518100454274006,35,94,0.00506,18577.075099
4189,518100464004050,3,16,0.27375,58.447489
4190,518100464003007,70,183,1.19793,152.763517
4191,518100464003013,25,73,1.02166,71.452342
4192,518100432001020,0,0,0.04477,0
4193,518100438001020,0,0,0.00209,0
4194,518100440042008,0,0,0.00215,0
4195,518100440041056,0,0,0.00756,0
4196,518100440031016,13,20,0.00717,2789.400279
4197,518100440031035,12,27,0.00564,4787.234043
4198,518100440031021,37,65,0.00676,9615.384615
4199,518100462243005,73,169,0.02742,6163.384391
4200,518100440032019,21,38,0.01013,3751.233959
4201,518100454064019,0,0,0.06684,0
4202,518100454221002,47,164,0.02508,6539.07496
4203,518100462192017,62,125,0.00302,41390.728477
4204,518100462172009,294,848,0.09224,9193.4085
4205,518100456041020,169,370,0.02684,13785.394933
4206,518100440014013,36,62,0.00197,31472.081218
4207,518100454233069,0,0,0.0127,0
4208,518100412001007,19,40,0.02792,1432.664756
4209,518100430042002,0,0,0.00045,0
4210,518100442004025,4,15,0.00073,20547.945206
4211,518100456031013,51,85,0.01899,4476.040021
4212,518100458013002,0,0,9e-05,0
4213,518100452001019,0,0,0.00775,0
4214,518100460064010,0,0,0.00137,0
4215,518100460021019,0,0,0.00091,0
4216,518100458081013,0,0,0.00068,0
4217,518100462061002,0,0,0.00043,0
4218,518100462211011,0,0,0.00813,0
4219,518100454065001,0,0,0.00144,0
4220,518100462133005,0,0,0.00214,0
4221,518100462141008,11,22,0.00207,10628.019324
4222,518100460091040,11,31,0.01426,2173.913043
4223,518100460051030,8,24,0.00986,2434.077079
4224,518100460064029,11,40,0.00997,4012.036108
4225,518100462061010,13,39,0.00315,12380.952381
4226,518100460064032,24,60,0.01384,4335.260116
4227,518100462111006,17,55,0.00946,5813.953488
4228,518100460051013,23,43,0.00796,5402.01005
4229,518100408024009,16,35,0.0067,5223.880597
4230,518100408024015,15,41,0.00661,6202.723147
4231,518100410043028,16,53,0.00683,7759.88287
4232,518100410044007,15,51,0.00721,7073.509015
4233,518100410044018,30,85,0.01132,7508.833922
4234,518100410044025,21,68,0.00777,8751.608752
4235,518100410044009,17,45,0.00694,6484.149856
