OBJECTID,FLD_ZONE,STATIC_BFE,DEPTH,ShapeSTArea
1050,AE,7.6,-9999,37316.348075
1051,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1932.791671
1052,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3276.56844
1053,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4616.066394
1054,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,70806.641611
1055,X,-9999,-9999,6159.328528
1056,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,44784.818268
1057,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1620.317199
1058,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,133637.950385
1059,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1430.804531
1060,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,38114.191271
1061,X,-9999,-9999,16076.143747
1062,X,-9999,-9999,2024.469752
1063,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,43563.501823
1064,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,81187.92255
1065,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,13031.488372
1066,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1143.102457
1067,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,62844.862591
1068,X,-9999,-9999,2333.900854
1069,X,-9999,-9999,1443.001432
1070,X,-9999,-9999,1789.422737
1071,X,-9999,-9999,24675.693721
1072,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,39225.394698
1073,X,-9999,-9999,7617.33813
1074,AE,7.6,-9999,1983.451622
1075,X,-9999,-9999,3002.358868
1076,X,-9999,-9999,12410.413031
1077,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,133879.035639
1078,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3020.267561
1079,X,-9999,-9999,1399.208709
1080,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,5409127.406228
1081,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4540.607416
1082,X,-9999,-9999,2699.16206
1083,AE,7.6,-9999,4585427.283675
1084,X,-9999,-9999,4600.763506
1085,X,-9999,-9999,2488.430818
1086,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,11865.544477
1087,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,80498.316782
1088,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,142746.231954
1089,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1768.531985
1090,X,-9999,-9999,2915.683376
1091,X,-9999,-9999,1582.718387
1092,X,-9999,-9999,3629.721586
1093,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,12406.167608
1094,X,-9999,-9999,9721.948358
1095,X,-9999,-9999,8479.506631
1096,X,-9999,-9999,5603.313755
1097,X,-9999,-9999,2951.153001
1098,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,50799.018506
1099,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1761.727645
1100,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,8807.440463
1101,AE,7.6,-9999,16771.946467
1102,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6886.764829
1103,X,-9999,-9999,1927.864041
1104,AE,7.6,-9999,4434.627062
1105,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1805.944479
1106,X,-9999,-9999,74927.697888
1107,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4522.508088
1108,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,98057.036149
1109,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1254.168243
1110,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,970306.54908
1111,X,-9999,-9999,10185.235187
1112,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,14685.59054
1113,X,-9999,-9999,35331.218399
1114,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6510.594654
1115,X,-9999,-9999,25610.706448
1116,X,-9999,-9999,1205162.030745
1117,X,-9999,-9999,34651.934509
1118,AE,7.6,-9999,27240.541245
1119,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1291.754267
1120,X,-9999,-9999,1108.483272
1121,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,25818.320823
1122,AE,7.6,-9999,24959.412197
1123,X,-9999,-9999,126139.212536
1124,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,17712.434264
1125,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,7427.846191
1126,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,5348.216679
1127,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4740.112133
1128,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2052.338697
1129,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,5316.131219
1130,X,-9999,-9999,1739.088311
1131,X,-9999,-9999,6913.874942
1132,X,-9999,-9999,4274.620672
1133,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,39518.810463
1134,X,-9999,-9999,45418.363743
1135,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3026.694717
1136,X,-9999,-9999,1752.447229
1137,X,-9999,-9999,20746.038661
1138,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3193.25308
1139,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,83646.388078
1140,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1851.972032
1141,AE,7.6,-9999,151119.934197
1142,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,93647.707951
1143,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1743.688186
1144,AE,7.6,-9999,3736.341405
1145,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,112354.864129
1146,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,222194.580712
1147,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2533.879966
1148,X,-9999,-9999,2953.162385
1149,X,-9999,-9999,2778.364013
1150,X,-9999,-9999,37046.262213
1151,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1761.544501
1152,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,112271.582014
1153,X,-9999,-9999,4705.255482
1154,X,-9999,-9999,4113.868255
1155,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,14036.23679
1156,X,-9999,-9999,4327.772209
1157,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,27904.202479
1158,AE,7.6,-9999,1385.415554
1159,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,7266.871017
1160,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1409.618117
1161,X,-9999,-9999,92020.983479
1162,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,66924.505735
1163,X,-9999,-9999,39084.577612
1164,X,-9999,-9999,17893.485738
1165,X,-9999,-9999,5953.704813
1166,AE,7.6,-9999,1161.004215
1167,X,-9999,-9999,21969.011517
1168,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2052.36037
1169,AE,7.6,-9999,2770.697474
1170,X,-9999,-9999,11958.825352
1171,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,32399.519887
1172,X,-9999,-9999,2072.001852
1173,X,-9999,-9999,2708.360875
1174,X,-9999,-9999,131794.126374
1175,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,252888.7782
1176,X,-9999,-9999,1536.460268
1177,X,-9999,-9999,2285.395281
1178,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,13915.814417
1179,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,244693.190954
1180,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1544.570252
1181,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,16146.660201
1182,X,-9999,-9999,22991.527804
1183,X,-9999,-9999,10769.596284
1184,AE,7.6,-9999,12314.855314
1185,X,-9999,-9999,4674.740498
1186,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,30607.717522
1187,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3033.762327
1188,X,-9999,-9999,5277.284575
1189,AE,7.6,-9999,5160139.393513
1190,AE,7.6,-9999,7145.515756
1191,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3050.276763
1192,X,-9999,-9999,1768.633757
1193,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2083.326075
1194,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,5969.158094
1195,X,-9999,-9999,40416.898765
1196,AE,7.6,-9999,6513215.806854
1197,X,-9999,-9999,1494.593685
1198,X,-9999,-9999,43814.904048
1199,AE,7.6,-9999,5716.62596
1200,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3964603.664786
1201,X,-9999,-9999,113365.601911
1202,X,-9999,-9999,34150.602669
1203,AE,8.1,-9999,102989.137816
1204,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,25824.211567
1205,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,89101.685894
1206,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3138.288594
1207,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,65118.196133
1208,X,-9999,-9999,1893.860016
1209,X,-9999,-9999,26991.145023
1210,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4303.42703
1211,X,-9999,-9999,30708.686464
1212,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,7615.704652
1213,X,-9999,-9999,63862.635064
1214,X,-9999,-9999,26462.484161
1215,X,-9999,-9999,4084.50122
1216,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,18111.964926
1217,X,-9999,-9999,49155.047867
1218,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,9387.244025
1219,AE,7.6,-9999,4447.706631
1220,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,14386.609043
1221,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,9458.383413
1222,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,42372.726692
1223,X,-9999,-9999,7142.775232
1224,X,-9999,-9999,44033.629893
1225,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4176.552038
1226,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,11465.004781
1227,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3042.507208
1228,X,-9999,-9999,15891.238372
1229,AE,7.6,-9999,5891.815024
1230,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,69094.749478
1231,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,15397.915073
1232,X,-9999,-9999,84737.61981
1233,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,43999.809766
1234,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,39.981107
1235,X,-9999,-9999,39990.01749
1236,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1309.826374
1237,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,12505.971822
1238,X,-9999,-9999,37023.270681
1239,AE,7.6,-9999,39248.342308
1240,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,42001.714462
1241,X,-9999,-9999,316408.389578
1242,X,-9999,-9999,4492.272463
1243,X,-9999,-9999,21202.750939
1244,X,-9999,-9999,41355.851387
1245,X,-9999,-9999,4510.724602
1246,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1245940.386461
1247,X,-9999,-9999,329114.594977
1248,X,-9999,-9999,1738.826217
1249,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,7270.204462
1250,X,-9999,-9999,6216.693296
1251,X,-9999,-9999,22676.576347
1252,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,8235.646626
1253,X,-9999,-9999,69489.055437
1254,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1348.038449
1255,X,-9999,-9999,9229.097839
1256,X,-9999,-9999,121723.798471
1257,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1935.386825
1258,X,-9999,-9999,8446.961883
1259,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,30452.867867
1260,X,-9999,-9999,2770.579854
1261,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6819.520235
1262,X,-9999,-9999,2291.167518
1263,AE,7.6,-9999,6559.535409
1264,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1331.107179
1265,X,-9999,-9999,116560.136661
1266,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6388.542513
1267,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3929.434481
1268,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2081.614415
1269,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3236.422723
1270,X,-9999,-9999,21312.771534
1271,X,-9999,-9999,7317.237488
1272,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,68112.474672
1273,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2646.382831
1274,AE,7.6,-9999,2153.310822
1275,AE,7.6,-9999,11275.595568
1276,X,-9999,-9999,12234.350027
1277,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1888.009737
1278,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2767.716233
1279,X,-9999,-9999,607182.12042
1280,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,14568.493645
1281,X,-9999,-9999,7946.694028
1282,X,-9999,-9999,116516.508918
1283,X,-9999,-9999,96797.390384
1284,X,-9999,-9999,126690.564928
1285,X,-9999,-9999,3366.552357
1286,AE,7.6,-9999,565344.890244
1287,X,-9999,-9999,1142.740677
1288,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1540.686214
1289,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2839.176676
1290,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,92082.785546
1291,AE,7.6,-9999,1203230.526949
1292,AE,7.6,-9999,1932.657107
1293,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,52963.09436
1294,X,-9999,-9999,1724.940011
1295,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2267.120096
1296,X,-9999,-9999,15764.02875
1297,AE,7.6,-9999,269625.289984
1298,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2391.669263
1299,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,389840.349447
1300,X,-9999,-9999,7179.859378
1301,X,-9999,-9999,58070.381489
1302,X,-9999,-9999,39656.934052
1303,AE,7.6,-9999,3791.387606
1304,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3312.445431
1305,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,5860.995894
1306,AE,7.6,-9999,2787953.233384
1307,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1289.383213
1308,X,-9999,-9999,5771.958905
1309,X,-9999,-9999,1803.999062
1310,X,-9999,-9999,132078.380797
1311,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,37708.348305
1312,X,-9999,-9999,1715.010491
1313,X,-9999,-9999,8264.748164
1314,X,-9999,-9999,2937.220429
1315,X,-9999,-9999,1399.203471
1316,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2498.156004
1317,AE,8.1,-9999,51574.236516
1318,X,-9999,-9999,2639.736718
1319,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,32806.17777
1320,X,-9999,-9999,100150.452993
1321,X,-9999,-9999,2647.296923
1322,X,-9999,-9999,149767.194597
1323,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,12026.354175
1324,X,-9999,-9999,42998.667898
1325,X,-9999,-9999,20676.342395
1326,X,-9999,-9999,16402.406204
1327,X,-9999,-9999,1392483.761699
1328,X,-9999,-9999,20332.859948
1329,X,-9999,-9999,1247.103388
1330,AE,7.6,-9999,12246.762838
1331,X,-9999,-9999,6721.631864
1332,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4552.501757
1333,X,-9999,-9999,12847.639648
1334,X,-9999,-9999,3174.245261
1335,X,-9999,-9999,3167.783851
1336,X,-9999,-9999,1212.483212
1337,X,-9999,-9999,186850.435863
1338,AE,7.6,-9999,14710.165538
1339,X,-9999,-9999,48598.087903
1340,X,-9999,-9999,2183.371451
1341,X,-9999,-9999,5868.351398
1342,X,-9999,-9999,1180.285151
1343,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,13201.900475
1344,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2482.456148
1345,X,-9999,-9999,77125.957431
1346,X,-9999,-9999,4408.871262
1347,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,18115.312637
1348,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,7846.853545
1349,X,-9999,-9999,3473.478489
1350,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1487.831025
1351,AE,7.6,-9999,2606.232443
1352,AE,7.6,-9999,1525.07213
1353,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3800.628746
1354,X,-9999,-9999,6318.982972
1355,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1149.429317
1356,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3784.682864
1357,AE,7.6,-9999,3322.517084
1358,X,-9999,-9999,13561.161239
1359,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6044.87472
1360,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,8324.930438
1361,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2963.431299
1362,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1882.31979
1363,X,-9999,-9999,11891.813546
1364,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1665.486831
1365,X,-9999,-9999,115398.662397
1366,X,-9999,-9999,1197.84673
1367,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1255.537988
1368,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2219.595679
1369,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,5865.218823
1370,X,-9999,-9999,22675.199652
1371,X,-9999,-9999,2531.276559
1372,AE,7.6,-9999,3617.198365
1373,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3628.494318
1374,X,-9999,-9999,1332.433549
1375,X,-9999,-9999,2153.218523
1376,X,-9999,-9999,2527.656367
1377,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,5510.087711
1378,X,-9999,-9999,101747.045193
1379,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,141649.190206
1380,AE,7.6,-9999,119117.074369
1381,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,43726.596375
1382,AE,8.1,-9999,22560.530361
1383,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,37437.543759
1384,X,-9999,-9999,44417.517343
1385,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,17527.282711
1386,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4035.084472
1387,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2590.593479
1388,X,-9999,-9999,1760.380543
1389,X,-9999,-9999,1336.641732
1390,X,-9999,-9999,1114.931756
1391,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3991.386627
1392,X,-9999,-9999,190887.403071
1393,X,-9999,-9999,12001.826303
1394,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2173.123679
1395,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1681.678812
1396,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,28357.473908
1397,X,-9999,-9999,116892.12739
1398,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,10428.101751
1399,AE,7.6,-9999,31926.873589
1400,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6144.049699
1401,X,-9999,-9999,29579.236613
1402,X,-9999,-9999,23002.132646
1403,AE,7.6,-9999,186652.476867
1404,AE,7.6,-9999,684403.0514
1405,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,20283.8914
1406,X,-9999,-9999,79641.090306
1407,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2065.467021
1408,X,-9999,-9999,2429.534543
1409,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1958.594434
1410,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,45901.12169
1411,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,137541.810675
1412,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1764.732637
1413,X,-9999,-9999,12992.504334
1414,AE,7.6,-9999,31342.512409
1415,X,-9999,-9999,25691.917974
1416,X,-9999,-9999,101801.996413
1417,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1100.32003
1418,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2823.911284
1419,X,-9999,-9999,58976.605825
1420,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1084.366289
1421,X,-9999,-9999,7164.501674
1422,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,28179.617682
1423,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,14387.670121
1424,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,5405.519217
1425,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1855.65469
1426,AE,7.6,-9999,26459.592805
1427,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2578.212008
1428,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,13960.510874
1429,X,-9999,-9999,37348.858903
1430,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,18918.101962
1431,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,33711.863905
1432,AE,7.6,-9999,229855.012905
1433,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,55053.102865
1434,X,-9999,-9999,40616.023889
1435,AE,7.6,-9999,33802.737066
