"ILOP"|"Ilex opaca"|"American holly"||||||0||"662964:969674"|"662964:1395075"
"QUAL"|"Quercus alba"|"white oak"|||64|||43||"664828:979247"|"664828:1411433"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||75|||114||"664828:979248"|"664828:1411434"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||85|||86||"664828:979248"|"664828:1411435"
"PITA"|"Pinus taeda"|"loblolly pine"|||85|||114||"664828:979248"|"664828:1411436"
"QURU"|"Quercus rubra"|"northern red oak"|||80|||57||"664828:979248"|"664828:1411437"
"QUAL"|"Quercus alba"|"white oak"|||80|||57||"664828:979248"|"664828:1411438"
"QUFA"|"Quercus falcata"|"southern red oak"|||80|||57||"664828:979248"|"664828:1411439"
"PITA"|"Pinus taeda"|"loblolly pine"|||72|||100||"664828:979249"|"664828:1411450"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||65|||100||"664828:979249"|"664828:1411451"
"QUAL"|"Quercus alba"|"white oak"|||64|||43||"664828:979249"|"664828:1411452"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||63|||100||"664828:979249"|"664828:1411453"
"QURU"|"Quercus rubra"|"northern red oak"||||||0||"664828:979249"|"664828:1411454"
"JUNI"|"Juglans nigra"|"black walnut"|||100|||0||"664828:979250"|"664828:1411455"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|||100|||143||"664828:979250"|"664828:1411456"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||107|||114||"664828:979250"|"664828:1411457"
"FRPE"|"Fraxinus pennsylvanica"|"green ash"||||||0||"664828:979250"|"664828:1411458"
"PITA"|"Pinus taeda"|"loblolly pine"|||90|||129||"664828:979250"|"664828:1411459"
"QUPH"|"Quercus phellos"|"willow oak"|||95|||86||"664828:979250"|"664828:1411460"
"PLOC"|"Platanus occidentalis"|"American sycamore"|||89|||100||"664828:979250"|"664828:1411461"
"PODE3"|"Populus deltoides"|"eastern cottonwood"|||107|||143||"664828:979250"|"664828:1411462"
"QUCO2"|"Quercus coccinea"|"scarlet oak"|||100|||86||"664828:979250"|"664828:1411463"
"QUFAP"|"Quercus falcata var. pagodifolia"|"cherrybark oak"|||107|||172||"664828:979250"|"664828:1411464"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"||||||0||"664828:979251"|"664828:1411465"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||88|||86||"664828:979251"|"664828:1411466"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||65|||100||"664828:979251"|"664828:1411467"
"PITA"|"Pinus taeda"|"loblolly pine"|||84|||114||"664828:979251"|"664828:1411468"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||74|||114||"664828:979251"|"664828:1411469"
"CARYA"|"Carya"|"hickory"||||||0||"664828:979251"|"664828:1411470"
"QUAL"|"Quercus alba"|"white oak"|||64|||43||"664828:979251"|"664828:1411471"
"QUFA"|"Quercus falcata"|"southern red oak"||||||0||"664828:979251"|"664828:1411472"
"QUCO2"|"Quercus coccinea"|"scarlet oak"|||74|||57||"664828:979251"|"664828:1411473"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||75|||114||"664828:979252"|"664828:1411474"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||85|||86||"664828:979252"|"664828:1411475"
"PITA"|"Pinus taeda"|"loblolly pine"|||85|||114||"664828:979252"|"664828:1411476"
"QURU"|"Quercus rubra"|"northern red oak"|||80|||57||"664828:979252"|"664828:1411477"
"QUAL"|"Quercus alba"|"white oak"|||80|||57||"664828:979252"|"664828:1411478"
"QUFA"|"Quercus falcata"|"southern red oak"|||80|||57||"664828:979252"|"664828:1411479"
"PITA"|"Pinus taeda"|"loblolly pine"|||81|||114||"664828:979253"|"664828:1411489"
"PIPA2"|"Pinus palustris"|"longleaf pine"|||67|||72||"664828:979253"|"664828:1411490"
"QUAL"|"Quercus alba"|"white oak"|||69|||57||"664828:979253"|"664828:1411491"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||63|||100||"664828:979253"|"664828:1411492"
"QUCO2"|"Quercus coccinea"|"scarlet oak"|||70|||57||"664828:979253"|"664828:1411493"
"QUFA"|"Quercus falcata"|"southern red oak"|||67|||43||"664828:979253"|"664828:1411494"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||90|||86||"664828:979255"|"664828:1411495"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||70|||114||"664828:979255"|"664828:1411496"
"PITA"|"Pinus taeda"|"loblolly pine"|||78|||114||"664828:979255"|"664828:1411497"
"PIVI2"|"Pinus virginiana"|"Virginia pine"||||||0||"664828:979255"|"664828:1411498"
"CARYA"|"Carya"|"hickory"||||||0||"664828:979255"|"664828:1411499"
"QUAL"|"Quercus alba"|"white oak"||||||0||"664828:979255"|"664828:1411500"
"QURU"|"Quercus rubra"|"northern red oak"||||||0||"664828:979255"|"664828:1411501"
"PITA"|"Pinus taeda"|"loblolly pine"|||72|||100||"664828:979256"|"664828:1411502"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||63|||100||"664828:979256"|"664828:1411503"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||65|||100||"664828:979256"|"664828:1411504"
"QURU"|"Quercus rubra"|"northern red oak"||||||0||"664828:979256"|"664828:1411505"
"QUAL"|"Quercus alba"|"white oak"|||64|||43||"664828:979256"|"664828:1411506"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"||||||0||"664828:979257"|"664828:1411514"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"||||||0||"664828:979257"|"664828:1411515"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||66|||100||"664828:979257"|"664828:1411516"
"PITA"|"Pinus taeda"|"loblolly pine"|||84|||114||"664828:979257"|"664828:1411517"
"PIVI2"|"Pinus virginiana"|"Virginia pine"||||||0||"664828:979257"|"664828:1411518"
"CARYA"|"Carya"|"hickory"||||||0||"664828:979257"|"664828:1411519"
"QUAL"|"Quercus alba"|"white oak"||||||0||"664828:979257"|"664828:1411520"
"QUVE"|"Quercus velutina"|"black oak"||||||0||"664828:979257"|"664828:1411521"
"QUFA"|"Quercus falcata"|"southern red oak"||||||0||"664828:979257"|"664828:1411522"
"QURU"|"Quercus rubra"|"northern red oak"||||||0||"664828:979257"|"664828:1411523"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||58|||86||"664828:979258"|"664828:1411524"
"PITA"|"Pinus taeda"|"loblolly pine"|||67|||86||"664828:979258"|"664828:1411525"
"QUST"|"Quercus stellata"|"post oak"|||44|||29||"664828:979258"|"664828:1411526"
"QUAL"|"Quercus alba"|"white oak"|||47|||29||"664828:979258"|"664828:1411527"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||64|||100||"664828:979259"|"664828:1411528"
"PITA"|"Pinus taeda"|"loblolly pine"|||80|||114||"664828:979259"|"664828:1411529"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||71|||114||"664828:979259"|"664828:1411530"
"QUAL"|"Quercus alba"|"white oak"|||75|||57||"664828:979259"|"664828:1411531"
"QUFA"|"Quercus falcata"|"southern red oak"|||75|||57||"664828:979259"|"664828:1411532"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||96|||100||"664828:979259"|"664828:1411533"
"QURU"|"Quercus rubra"|"northern red oak"|||75|||57||"664828:979259"|"664828:1411534"
"PITA"|"Pinus taeda"|"loblolly pine"|||80|||114||"664828:979260"|"664828:1411535"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||70|||114||"664828:979260"|"664828:1411536"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||70|||114||"664828:979260"|"664828:1411537"
"QURU"|"Quercus rubra"|"northern red oak"|||70|||57||"664828:979260"|"664828:1411538"
"QUAL"|"Quercus alba"|"white oak"|||65|||43||"664828:979260"|"664828:1411539"
"QUFA"|"Quercus falcata"|"southern red oak"|||70|||57||"664828:979260"|"664828:1411540"
"CARYA"|"Carya"|"hickory"||||||0||"664828:979261"|"664828:1411541"
"QUST"|"Quercus stellata"|"post oak"|||79|||57||"664828:979261"|"664828:1411542"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|||82|||86||"664828:979261"|"664828:1411543"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||63|||100||"664828:979261"|"664828:1411544"
"PITA"|"Pinus taeda"|"loblolly pine"|||75|||100||"664828:979261"|"664828:1411545"
"PIVI2"|"Pinus virginiana"|"Virginia pine"||||||0||"664828:979261"|"664828:1411546"
"QUAL"|"Quercus alba"|"white oak"||||||0||"664828:979261"|"664828:1411547"
"QUFA"|"Quercus falcata"|"southern red oak"|||76|||57||"664828:979261"|"664828:1411548"
"QUFA"|"Quercus falcata"|"southern red oak"|||66|||43||"664828:979262"|"664828:1411549"
"QUST"|"Quercus stellata"|"post oak"||||||0||"664828:979262"|"664828:1411550"
"QUAL"|"Quercus alba"|"white oak"|||69|||57||"664828:979262"|"664828:1411551"
"ACRU"|"Acer rubrum"|"red maple"||||||0||"664828:979262"|"664828:1411552"
"PIVI2"|"Pinus virginiana"|"Virginia pine"||||||0||"664828:979262"|"664828:1411553"
"CARYA"|"Carya"|"hickory"||||||0||"664828:979262"|"664828:1411554"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||68|||100||"664828:979262"|"664828:1411555"
"PITA"|"Pinus taeda"|"loblolly pine"|||76|||100||"664828:979262"|"664828:1411556"
"ACRU"|"Acer rubrum"|"red maple"||||||0||"664828:979263"|"664828:1411440"
"FRPE"|"Fraxinus pennsylvanica"|"green ash"||||||0||"664828:979263"|"664828:1411441"
"QUPH"|"Quercus phellos"|"willow oak"||||||0||"664828:979263"|"664828:1411442"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|||97|||129||"664828:979263"|"664828:1411443"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||95|||100||"664828:979263"|"664828:1411444"
"NYSY"|"Nyssa sylvatica"|"blackgum"||||||0||"664828:979263"|"664828:1411445"
"PITA"|"Pinus taeda"|"loblolly pine"|||95|||143||"664828:979263"|"664828:1411446"
"PODE3"|"Populus deltoides"|"eastern cottonwood"||||||0||"664828:979263"|"664828:1411447"
"QUFA"|"Quercus falcata"|"southern red oak"||||||0||"664828:979263"|"664828:1411448"
"QUNI"|"Quercus nigra"|"water oak"|||80|||72||"664828:979263"|"664828:1411449"
"CARYA"|"Carya"|"hickory"||||||0||"664828:979264"|"664828:1411480"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"||||||0||"664828:979264"|"664828:1411481"
"QUFA"|"Quercus falcata"|"southern red oak"||||||0||"664828:979264"|"664828:1411482"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||88|||86||"664828:979264"|"664828:1411483"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||65|||100||"664828:979264"|"664828:1411484"
"PITA"|"Pinus taeda"|"loblolly pine"|||84|||114||"664828:979264"|"664828:1411485"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||74|||114||"664828:979264"|"664828:1411486"
"QUAL"|"Quercus alba"|"white oak"|||64|||43||"664828:979264"|"664828:1411487"
"QUCO2"|"Quercus coccinea"|"scarlet oak"|||74|||57||"664828:979264"|"664828:1411488"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||90|||86||"664828:979265"|"664828:1411507"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||70|||114||"664828:979265"|"664828:1411508"
"PITA"|"Pinus taeda"|"loblolly pine"|||78|||114||"664828:979265"|"664828:1411509"
"CARYA"|"Carya"|"hickory"||||||0||"664828:979265"|"664828:1411510"
"PIVI2"|"Pinus virginiana"|"Virginia pine"||||||0||"664828:979265"|"664828:1411511"
"QURU"|"Quercus rubra"|"northern red oak"||||||0||"664828:979265"|"664828:1411512"
"QUAL"|"Quercus alba"|"white oak"||||||0||"664828:979265"|"664828:1411513"
"PIPA2"|"Pinus palustris"|"longleaf pine"|||55|||43||"664830:979287"|"664830:1411701"
"PITA"|"Pinus taeda"|"loblolly pine"|||70|||86||"664830:979287"|"664830:1411702"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||60|||86||"664830:979287"|"664830:1411703"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||60|||86||"664830:979287"|"664830:1411704"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||64|||100||"664830:979288"|"664830:1411712"
"PITA"|"Pinus taeda"|"loblolly pine"|||80|||114||"664830:979288"|"664830:1411713"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||96|||100||"664830:979288"|"664830:1411714"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||71|||114||"664830:979288"|"664830:1411715"
"QURU"|"Quercus rubra"|"northern red oak"|||75|||57||"664830:979288"|"664830:1411716"
"QUAL"|"Quercus alba"|"white oak"|||75|||57||"664830:979288"|"664830:1411717"
"QUFA"|"Quercus falcata"|"southern red oak"|||75|||57||"664830:979288"|"664830:1411718"
"PITA"|"Pinus taeda"|"loblolly pine"|||72|||100||"664830:979289"|"664830:1411719"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||66|||100||"664830:979289"|"664830:1411720"
"QUAL"|"Quercus alba"|"white oak"||||||0||"664830:979289"|"664830:1411721"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||62|||86||"664830:979289"|"664830:1411722"
"QURU"|"Quercus rubra"|"northern red oak"|||66|||43||"664830:979289"|"664830:1411723"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||90|||86||"664830:979290"|"664830:1411724"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||70|||114||"664830:979290"|"664830:1411725"
"CARYA"|"Carya"|"hickory"||||||0||"664830:979290"|"664830:1411726"
"PITA"|"Pinus taeda"|"loblolly pine"|||78|||114||"664830:979290"|"664830:1411727"
"QURU"|"Quercus rubra"|"northern red oak"||||||0||"664830:979290"|"664830:1411728"
"PIVI2"|"Pinus virginiana"|"Virginia pine"||||||0||"664830:979290"|"664830:1411729"
"QUAL"|"Quercus alba"|"white oak"||||||0||"664830:979290"|"664830:1411730"
"CARYA"|"Carya"|"hickory"||||||0||"664830:979291"|"664830:1411731"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||90|||86||"664830:979291"|"664830:1411732"
"QURU"|"Quercus rubra"|"northern red oak"||||||0||"664830:979291"|"664830:1411733"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||70|||114||"664830:979291"|"664830:1411734"
"PITA"|"Pinus taeda"|"loblolly pine"|||78|||114||"664830:979291"|"664830:1411735"
"PIVI2"|"Pinus virginiana"|"Virginia pine"||||||0||"664830:979291"|"664830:1411736"
"QUAL"|"Quercus alba"|"white oak"||||||0||"664830:979291"|"664830:1411737"
"QUAL"|"Quercus alba"|"white oak"|||79|||57||"664830:979292"|"664830:1411742"
"QUCO2"|"Quercus coccinea"|"scarlet oak"|||81|||57||"664830:979292"|"664830:1411743"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||71|||114||"664830:979292"|"664830:1411744"
"QUFA"|"Quercus falcata"|"southern red oak"|||79|||57||"664830:979292"|"664830:1411745"
"PITA"|"Pinus taeda"|"loblolly pine"|||83|||114||"664830:979292"|"664830:1411746"
"QURU"|"Quercus rubra"|"northern red oak"|||81|||57||"664830:979292"|"664830:1411747"
"QUST"|"Quercus stellata"|"post oak"|||72|||57||"664830:979292"|"664830:1411748"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|||76|||72||"664830:979292"|"664830:1411749"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||92|||86||"664830:979292"|"664830:1411750"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||69|||114||"664830:979292"|"664830:1411751"
"FRPE"|"Fraxinus pennsylvanica"|"green ash"||||||0||"664830:979293"|"664830:1411752"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|||97|||129||"664830:979293"|"664830:1411753"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||95|||100||"664830:979293"|"664830:1411754"
"NYSY"|"Nyssa sylvatica"|"blackgum"||||||0||"664830:979293"|"664830:1411755"
"PITA"|"Pinus taeda"|"loblolly pine"|||95|||143||"664830:979293"|"664830:1411756"
"PODE3"|"Populus deltoides"|"eastern cottonwood"||||||0||"664830:979293"|"664830:1411757"
"QUFA"|"Quercus falcata"|"southern red oak"||||||0||"664830:979293"|"664830:1411758"
"ACRU"|"Acer rubrum"|"red maple"||||||0||"664830:979293"|"664830:1411759"
"QUNI"|"Quercus nigra"|"water oak"|||80|||72||"664830:979293"|"664830:1411760"
"QUPH"|"Quercus phellos"|"willow oak"||||||0||"664830:979293"|"664830:1411761"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||64|||100||"664830:979294"|"664830:1411762"
"PITA"|"Pinus taeda"|"loblolly pine"|||80|||114||"664830:979294"|"664830:1411763"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||96|||100||"664830:979294"|"664830:1411764"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||71|||114||"664830:979294"|"664830:1411765"
"QURU"|"Quercus rubra"|"northern red oak"|||75|||57||"664830:979294"|"664830:1411766"
"QUAL"|"Quercus alba"|"white oak"|||75|||57||"664830:979294"|"664830:1411767"
"QUFA"|"Quercus falcata"|"southern red oak"|||75|||57||"664830:979294"|"664830:1411768"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||64|||100||"664830:979295"|"664830:1411705"
"PITA"|"Pinus taeda"|"loblolly pine"|||80|||114||"664830:979295"|"664830:1411706"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||71|||114||"664830:979295"|"664830:1411707"
"QUAL"|"Quercus alba"|"white oak"|||75|||57||"664830:979295"|"664830:1411708"
"QUFA"|"Quercus falcata"|"southern red oak"|||75|||57||"664830:979295"|"664830:1411709"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||96|||100||"664830:979295"|"664830:1411710"
"QURU"|"Quercus rubra"|"northern red oak"|||75|||57||"664830:979295"|"664830:1411711"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||60|||86||"664830:979296"|"664830:1411738"
"PIPA2"|"Pinus palustris"|"longleaf pine"|||55|||43||"664830:979296"|"664830:1411739"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||60|||86||"664830:979296"|"664830:1411740"
"PITA"|"Pinus taeda"|"loblolly pine"|||70|||86||"664830:979296"|"664830:1411741"
