SITE_EXTERNAL_ID,SITE_NEW_FLAG,SITE_NAME,SITE_ADDRESS,SITE_CITY,SITE_ZIP,COUNTY_CODE,COUNTY,STATE_CODE,STATE,SITE_LAT,SITE_LONG,SITE_CONTACT_NAME,SITE_CONTACT_PHONE,STATUS,SITE_TEMP_RETIRE_FLAG,# OF BOAT SLIPS,# OF CAR PARKING SPACES,# OF CB USING SITE,# OF HB USING SITE,# OF RAMPS,# OF TRAILER PARKING SPACES,BOAT MAINTENANCE/REPAIR,BOAT STORAGE,CAN WE INTERVIEW,FISH CLEANING STATIONS,FISHING ACTIVITY AFFECTED BY TIDE,FUEL DOCK,HEADBOAT ONLY,IS FEE CHARGED TO THE PUBLIC FOR USE OF SITE,IS SITE SAFE FOR 2 SAMPLERS AT NIGHT,LIGHTING AT NIGHT,LODGING (ONSITE/IMMEDIATE VICINITY),MAJOR TOURNAMENTS,PRIVATE ACCESS,RESTAURANT (ONSITE/IMMEDIATE VICINITY),RETAIL BAIT,SHORE AREA,SHORE MODE,TACKLE SHOPS
2,,INLET STATION MARINA,,RUDEE INLET AREA,,810,CITY OF VIRGINIA BEACH,51,VA,36.49876,-75.5866,,7574222999,Active,,60,50,6,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NA,N/A,NO
15,,LYNNHAVEN BOATEL,,LYNNHAVEN AREA OF,,810,CITY OF VIRGINIA BEACH,51,VA,36.54326,-76.4165,BRIAN SIMONELLI,7574810700,Active,,0,100,0,0,0,0,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,NO,NA,N/A,YES
22,,FIRST LANDING STATE PARK BOAT RAMP,Hwy 343,CAPE HENRY,,810,CITY OF VIRGINIA BEACH,51,VA,36.53523,-76.1093,,,Active,,0,50,0,0,3,100,NO,NO,YES,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,INLAND,BEACH/BANK,NO
88,,VA BEACH FISHING CENTER,200 Winston Salem Ave.,RUDEE INLET AREA,,810,CITY OF VIRGINIA BEACH,51,VA,36.49938,-75.58391,DOCKMASTER,7574225171,Active,,50,50,15,3,0,0,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,NA,N/A,YES
89,,DOCKSIDE FISHING CENTER (LYNNHAVEN CE,,VIRGINIA BEACH,,810,CITY OF VIRGINIA BEACH,51,VA,36.5439,-76.0519,KEVIN SELDON,7574814545,Active,,0,30,0,1,0,0,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NA,N/A,NO
91,,FISHERMANS WHARF MARINA,524 Winston Salem Ave.,RUDEE INLET AREA,,810,CITY OF VIRGINIA BEACH,51,VA,36.49905,-75.5861,DOCKMASTER,7574282111,Active,,90,30,1,0,0,0,NO,NO,YES,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NA,N/A,NO
93,,LYNNHAVEN MUNICIPAL MARINA,,LYNNHAVEN AREA OF,,810,CITY OF VIRGINIA BEACH,51,VA,36.54325,-76.5061,GEORGE HIL/JIM STAN,7574966845,Active,,40,20,1,0,0,0,NO,NO,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO,NA,N/A,NO
149,,SEA GULL FISHING PIER,,VIRGINIA BEACH,,810,CITY OF VIRGINIA BEACH,51,VA,36.57986,-76.6771,,7574644641,Active,,0,100,0,0,0,0,NO,NO,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,INLAND,MAN-MADE,NO
150,,LYNNHAVEN FISHING PIER,2350 Starfish Rd.,LYNNHAVEN AREA OF,,810,CITY OF VIRGINIA BEACH,51,VA,36.54747,-76.4673,BARBARA OR HOYT DUFF,7574817071,Active,,0,71,0,0,0,0,NO,NO,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,INLAND,BOTH,YES
152,,VIRGINIA BEACH FISHING PIER,1506 Atlantic Avenue,Virginia Beach,23451,810,CITY OF VIRGINIA BEACH,51,VA,36.50605,-75.58332,BOB LACHMAN,7574282333,Active,,0,50,0,0,0,0,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,OCEAN,BOTH,YES
157,,LYNNHAVEN PUBLIC LAUNCH & BEACH FACIL,3576 Piedmont Cir.,LYNNHAVEN AREA OF,,810,CITY OF VIRGINIA BEACH,51,VA,36.5442,-76.5686,Jim Landon,7574607569,Active,,0,50,0,0,4,100,NO,NO,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,NO,NA,N/A,NO
200,,BUBBAS MARINA,3323 Shore Dr.,LYNNHAVEN AREA OF,,810,CITY OF VIRGINIA BEACH,51,VA,36.54406,-76.05246,DEMITRI HIONIS (OWNER,7574813513,Active,,0,50,0,0,1,50,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NA,N/A,YES
265,,LONG BAY POINT MARINA,,VIRGINIA BEACH,,810,CITY OF VIRGINIA BEACH,51,VA,36.545,-76.4666,STEVE RAY/CONNY BAR,7574817517,Active,,200,50,3,0,0,0,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NA,N/A,YES
338,,1ST ST BEACH,401 Atlantic Ave.,RUDEE INLET AREA,,810,CITY OF VIRGINIA BEACH,51,VA,36.49783,-75.582,,,Retired,,0,20,0,0,0,0,NO,NO,YES,NO,YES,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,BOTH,BEACH/BANK,NO
387,,MARINA SHORES,2100 Marina Shores Dr.,GREAT NECK,,810,CITY OF VIRGINIA BEACH,51,VA,36.54334,-76.03948,RUSTY MALBON,7574811300,Active,,200,100,2,0,0,0,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,NA,N/A,YES
392,,SANDBRIDGE BEACH,,SANDBRIDGE,,810,CITY OF VIRGINIA BEACH,51,VA,36.41376,-75.55354,,,Active,,0,50,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OCEAN,BEACH/BANK,NO
438,,OWLS CREEK PUBLIC RAMP,705 General Booth Blvd.,RUDEE INLET AREA,,810,CITY OF VIRGINIA BEACH,51,VA,36.49363,-75.58871,,,Active,,0,20,0,0,3,100,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NA,N/A,NO
447,,NORTH BANK RUDEE INLET,,RUDEE INLET AREA,,810,CITY OF VIRGINIA BEACH,51,VA,36.49806,-75.58213,,,Active,,0,40,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,INLAND,BEACH/BANK,NO
456,,LITTLE ISLAND REC AREA & FISHING PIER,3856 Sandpiper Rd.,SANDBRIDGE,,810,CITY OF VIRGINIA BEACH,51,VA,36.41606,-75.5547,DALTON SAWYER,7574260013,Active,,0,100,0,0,0,0,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,OCEAN,BOTH,NO
386,,TOM''S COVE CAMPGROUND,Toms CV,CHINCOTEAGUE,,1,ACCOMACK,51,VA,37.54545,-75.23232,KEN BURTON/MR. COLE,7573366498,Active,,50,50,0,0,1,50,NO,NO,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,INLAND,BOTH,YES
391,,ASSATEAGUE BEACH & NEARBY ESTUARY,,ASSATEAGUE BEACH,,1,ACCOMACK,51,VA,37.53296,-75.20578,RANGER STATION,7573366577,Active,,0,500,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,BOTH,BEACH/BANK,NO
422,,JOHNSONS LANDING,18782 Johnsons Landing Rd.,LEEMONT,23421,1,ACCOMACK,51,VA,37.47023,-75.42103,,,Active,,0,5,0,0,2,5,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
445,,FOLLY CREEK PUBLIC BOAT RAMP,25201 Folly Creek Rd,DAUGHERTY,23301,1,ACCOMACK,51,VA,37.41621,-75.37926,,,Active,,4,15,0,0,2,10,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,INLAND,N/A,NO
458,,ASSATEAGUE CHANNEL MARINA,7462 East Side St,CHINCOTEAGUE,,1,ACCOMACK,51,VA,37.55046,-75.22598,ANN SWIFT,7573365555,Active,,26,26,0,0,0,7,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,NA,N/A,YES
473,,SCHOONER BAY PUBLIC RAMP,20300 Bluebill Ln.,ONANCOCK,,1,ACCOMACK,51,VA,37.45775,-75.4636,,,Active,,0,15,0,0,1,15,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,INLAND,BOTH,NO
474,,INLET VIEW CAMPGROUND,2376 Curtis Merritt Harbor Rd.,CHINCOTEAGUE,,1,ACCOMACK,51,VA,37.54238,-75.2432,EDDIE TULL,7573365126,Active,,0,4,0,0,0,0,NO,NO,YES,NO,YES,NO,NO,YES,YES,NO,YES,NO,YES,NO,NO,INLAND,BOTH,YES
954,,QUEEN SOUND RAMP,Hwy 175,CHINCOTEAGUE,23337,1,ACCOMACK,51,VA,37.56085,-75.25113,,,Active,,0,10,0,0,1,6,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NA,N/A,NO
955,,CAPT BOB''S MARINA,2503 Main St.,CHINCOTEAGUE,,1,ACCOMACK,51,VA,37.54529,-75.24086,DONNA ROESKE,7573366654,Active,,65,40,1,0,2,25,NO,NO,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,YES,NA,N/A,YES
957,,VA LANDING PRIVATE RESORT,44732 Upshur Rd.,QUINBY,23420,1,ACCOMACK,51,VA,37.29561,-75.47008,Gretchen Stracuzzi,7574424853,Active,,4,10,0,0,1,10,NO,NO,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,YES,NO,NO,INLAND,N/A,NO
1199,,CAPTAIN ZEDS,17 Atlantic Ave,WACHAPREAGUE,23430,1,ACCOMACK,51,VA,37.3624,-75.41271,DEBBIE SHREIVES,7577893222,Active,,9,25,2,0,1,0,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,NA,N/A,YES
1216,,ISLAND MARINA,6367 Waters Edge Dr.,CHINCOTEAGUE,,1,ACCOMACK,51,VA,37.55899,-75.23006,Spider Flemming,7579904242,Active,,30,15,0,0,0,0,NO,NO,YES,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NA,N/A,NO
1837,,TRAILS END RESORT,6173 Nautilus Dr.,HORNTOWN,23395,1,ACCOMACK,51,VA,37.57097,-75.26981,RANDY FOX,7578243428,Active,,20,20,0,0,2,15,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,YES,YES,NO,INLAND,N/A,NO
1849,,TALL PINES HARBOR CAMPGROUND,8107 Tall Pines Ln,SANFORD,,1,ACCOMACK,51,VA,37.56097,-75.39127,RAY & SHERRI BARKER,7578240777,Active,,1,100,0,0,1,15,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,INLAND,BOTH,YES
1852,,SAXIS PUBLIC PIER,19373 Saxis Rd.,SAXIS,23359,1,ACCOMACK,51,VA,37.55236,-75.43791,MARTHA JANE LINTON,7578245885,Active,,0,20,0,0,0,0,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
3084,,ANNS COVE RAMP,15001 New Rd.,GUILFORD,23308,1,ACCOMACK,51,VA,37.5019,-75.40444,,,Active,,0,10,0,0,1,10,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,N/A,NO
959,,HOSKIN''S CREEK LANDING & DOCK (VAGIF),Dock Street,TAPPAHANNOCK,22560,57,ESSEX,51,VA,37.55216,-76.51433,,,Active,,0,20,0,0,1,10,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,INLAND,MAN-MADE,NO
960,,GARRETT''S MARINA,339 Catchpenny Ln,BOWLER''S WHARF,22560,57,ESSEX,51,VA,37.48643,-76.44681,LEWIS MUSE,8044432751,Active,,300,50,0,0,1,40,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,INLAND,N/A,YES
961,,JUNE PARKER MARINA,531 Church Ln,TAPPAHANNOCK,22560,57,ESSEX,51,VA,37.56068,-76.51726,TRY PARKER,8044432131,Active,,25,100,0,0,1,50,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,INLAND,N/A,YES
55,,GLOUCESTER POINT MARINA,7998 Marina Way,GLOUCESTER POINT,,73,GLOUCESTER,51,VA,37.15905,-76.29232,VICKY WEST,8042882238,Active,,34,15,0,0,1,5,NO,NO,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,INLAND,N/A,NO
308,,CARLISLE WILDLIFE MGMT AREA,Landing Rd,HOG ISL NWR,,181,SURRY,51,VA,37.835,-76.40572,,,Active,,0,20,0,0,1,10,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,INLAND,BOTH,NO
70,,DEEP POINT PUBLIC LANDING  (VGIF),Deep Point Ln,HARCUM,,73,GLOUCESTER,51,VA,37.32162,-76.29748,,,Active,,0,5,0,0,1,8,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,INLAND,BOTH,NO
75,,CROWN POINTE MARINA,Cooks Landing Rd,hayes ,23072,73,GLOUCESTER,51,VA,37.16115,-76.25346,ROBERT LINN,8046426177,Active,,100,30,0,0,1,15,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,INLAND,N/A,YES
13,,PORT KINSALE MARINA,406 Allen Point Rd,KINSALE,22488,193,WESTMORELAND,51,VA,38.1866,-76.33492,Dori Nairn,8044722044,Active,,60,15,0,0,1,15,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,INLAND,N/A,NO
208,,HAMPTON HALL BRIDGE (BANK FISHING),14911 Cople Hwy,HYACINTH,,193,WESTMORELAND,51,VA,38.047,-76.3529,,,Active,,0,0,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,BEACH/BANK,NO
224,,STEPP''S VIEW MARINA,,OAK GROVE,,193,WESTMORELAND,51,VA,38.12288,-76.58768,MRS. STEPP,8042249265,Active,,150,30,0,0,1,40,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,INLAND,N/A,NO
226,,Coles Point Marina,Black Beards Pond Rd,COLES POINT,22469,193,WESTMORELAND,51,VA,38.8554,-76.36928,TERESA SAUNDERS,8044724011,Active,,210,2,0,0,1,30,NO,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,NO,NO,YES,YES,NA,N/A,YES
229,,SANDY POINT MARINA,1276 Skipjack Rd,TUCKER HILL,,193,WESTMORELAND,51,VA,38.2809,-76.33046,DAVID BRYANT,8044723237,Active,,35,5,0,0,1,10,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,INLAND,N/A,NO
230,,WHITE POINT MARINA,175 Marina Dr,KINSALE,,193,WESTMORELAND,51,VA,38.249,-76.33467,ROB REDFEARN,8044722977,Active,,50,20,0,0,0,0,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,INLAND,N/A,NO
236,,WESTMORELAND STATE PARK,145 Cliff Rd,Montross,22520,193,WESTMORELAND,51,VA,38.10431,-76.52748,SCOTT FLICKINGER,8044930216,Active,,0,50,0,0,1,40,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,YES,YES,INLAND,BEACH/BANK,NO
238,,THE GLEBE PRIVATE LANDING,219 Osprey Dr,GLEBE HARBOR,,193,WESTMORELAND,51,VA,38.7857,-76.39216,,,Retired,,0,0,0,0,1,0,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,INLAND,N/A,NO
259,,HORNER''S BEACH PRIVATE RAMP,Horner Rd,OAK GROVE,,193,WESTMORELAND,51,VA,38.1218,-76.58935,,,Active,,0,5,0,0,1,5,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,INLAND,BEACH/BANK,NO
469,,COLONIAL BEACH MUNICIPAL PIER,Beach ter,COLONIAL BEACH,22443,193,WESTMORELAND,51,VA,38.15035,-76.57668,,,Active,,0,50,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,INLAND,BEACH/BANK,NO
470,,LEEDSTOWN CAMPGROUND,2195 Leedstown Road,LEEDSTOWN,22443,193,WESTMORELAND,51,VA,38.6628,-77.0311,,,Active,,0,15,0,0,1,10,NO,NO,YES,YES,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,INLAND,BOTH,NO
476,,MONROE BAY CAMPGROUND,1510 Monroe Bay Cir,COLONIAL BEACH,22443,193,WESTMORELAND,51,VA,38.14354,-76.58036,L L CURLEY JR,8042247418,Active,,0,20,0,0,1,30,NO,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,INLAND,BEACH/BANK,YES
984,,MONROE BAY LANDING (VAGIF RAMP),Moinroe Bay Ave,COLONIAL BEACH,22443,193,WESTMORELAND,51,VA,38.13935,-76.57668,MIKO HANNA,,Active,,0,40,0,0,1,20,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO,INLAND,BEACH/BANK,NO
3382,,CURRIOMAN LANDING,Currioman Rd,CURRIOMAN BAY,22520,193,WESTMORELAND,51,VA,38.9223,-76.45682,,,Active,,0,10,0,0,1,10,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,BEACH/BANK,NO
3436,,ROBBERECHTS SEAFOOD,440 Mcquires Wharf Rd,MONTROSS,22520,193,WESTMORELAND,51,VA,38.6144,-76.43229,GEORGE,8044723556,Active,,0,15,0,0,1,15,NO,NO,YES,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,INLAND,N/A,NO
16,,WORMLEY CREEK PUBLIC RAMP,Old Wormley Rd,HORNSBYVILLE,,199,YORK,51,VA,37.12309,-76.28245,,,Active,,0,10,0,0,1,5,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
206,,BACK CREEK PARK PUBLIC RAMP & PIER,3066 Goodwin Neck Rd,yorktown,23692,199,YORK,51,VA,37.12353,-76.2628,York County,,Active,,0,10,0,0,2,80,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
305,,MILLS MARINA,1742 Back Creek Rd,SEAFORD,,199,YORK,51,VA,37.12185,-76.25514,JOHN WYDOUR,7578984411,Active,,60,5,0,0,1,5,YES,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,YES,INLAND,N/A,YES
348,,WORMLEY CREEK MARINA,1221 Waterview Rd,HORNSBYVILLE,,199,YORK,51,VA,37.12833,-76.28016,BRETT CHERRY,7578988062,Active,,100,20,0,0,0,0,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,NA,N/A,NO
358,,YORKTOWN PIER,water St,YORKTOWN,,199,YORK,51,VA,37.14167,-76.30374,,,Active,,0,100,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,INLAND,MAN-MADE,NO
455,,YORKTOWN BEACH,Water St,YORKTOWN,,199,YORK,51,VA,37.14161,-76.30374,,,Active,,0,50,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,INLAND,BOTH,NO
986,,ROGERS A SMITH PUBLIC LANDING,705 Tide Mill Rd,TABB,,199,YORK,51,VA,37.8055,-76.25771,,,Active,,0,25,0,0,2,25,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
987,,DARE MARINA,821 Railway Rd,DARE,,199,YORK,51,VA,37.1094,-76.25353,MIKE HANNAH,7578983000,Active,,30,20,1,0,1,10,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,NA,N/A,NO
989,,COLONIAL NAT PARK BCH PICNIC AREA,Conte Degrass St,YORKTOWN,,199,YORK,51,VA,37.13932,-76.30088,,,Active,,0,50,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,INLAND,MAN-MADE,NO
439,,GLOUCESTER POINT LANDING,Greate Rd,GLOUCESTER POINT,23062,73,GLOUCESTER,51,VA,37.14727,-76.30255,,,Active,,0,10,0,0,2,5,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,INLAND,N/A,NO
451,,GLOUCESTER POINT BCH & COUNTY PIER,Greate rd,GLOUCESTER POINT,,73,GLOUCESTER,51,VA,37.14782,-76.30185,,,Active,,0,64,0,0,0,0,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,INLAND,BOTH,NO
964,,TANYARD LANDING (VAGIF RAMP),Tanyard Landing Rd,SIGNPINE,,73,GLOUCESTER,51,VA,37.27276,-76.40071,DGIF,,Active,,0,5,0,0,1,3,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,N/A,NO
3384,,WARE HOUSE LANDING,Ware House Rd,GLOUCESTER,23061,73,GLOUCESTER,51,VA,37.24202,-76.29395,DGIF,,Active,,0,15,0,0,1,10,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,N/A,NO
79,,TYLER''S BEACH LANDING (VAGIF RAMP),15026 Tylers Beach Rd,RUSHMERE,,93,ISLE OF WIGHT,51,VA,37.5008,-76.39916,,,Active,,10,10,0,0,1,10,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,INLAND,BEACH/BANK,NO
332,,RAGGED ISLAND NWR BEACH,12473 Carrolton Blvd.,JAMES RIVER,,93,ISLE OF WIGHT,51,VA,36.57921,-76.30854,DGIF,,Active,,0,30,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,INLAND,BEACH/BANK,NO
1002,,JONES CREEK RAMP & PIER,21001 Boundary Ln,RESCUE,,93,ISLE OF WIGHT,51,VA,36.5852,-76.33723,,,Active,,0,20,0,0,2,10,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
1778,,CLONTZ PARK PIER, 230 Clontz Way Rd,SMITHFIELD,,93,ISLE OF WIGHT,51,VA,36.5937,-76.37756,,7573569939,Active,,0,10,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
1826,,NIKE PARK,13036 Nik ePark Rd,CARROLTON,,93,ISLE OF WIGHT,51,VA,36.57652,-76.3378,,,Retired,,0,50,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
3,,PULL OFF BETWEEN COLLEGE CREEK BEACH,,JAMESTOWN,,95,JAMES CITY,51,VA,37.13179,-76.41931,Colonial Pkwy.,,Active,,0,10,0,0,0,0,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,BEACH/BANK,NO
389,,COLLEGE CRK RIPRAP(BOTH SIDES OF BRG,,JAMESTOWN,,95,JAMES CITY,51,VA,37.13535,-76.4169,,,Retired,,0,20,0,0,0,0,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
942,,COLLEGE CREEK BEACH PULLOFF,1272 Colonial Pky.,JAMESTOWN,,95,JAMES CITY,51,VA,37.13429,-76.41733,,,Active,,0,20,0,0,0,0,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,BEACH/BANK,NO
965,,YORK RIVER STATE PARK (CROAKER LANDIN,Croaker Landing Rd.,NORGE,,95,JAMES CITY,51,VA,37.25627,-76.4351,D MCADOO,7575649057,Active,,0,20,0,0,2,50,NO,NO,YES,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
966,,JAMESTOWN YACHT BASIN,2168 Jamestown Rd.,JAMESTOWN,,95,JAMES CITY,51,VA,37.13618,-76.46695,LISA SHEV,7575647714,Active,,50,30,5,0,1,25,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,YES,INLAND,N/A,NO
967,,MILL CREEK BRIDGE AREA,Colonial Pkwy.,JAMESTOWN,,95,JAMES CITY,51,VA,37.12846,-76.44574,,,Active,,0,12,0,0,0,0,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,BEACH/BANK,NO
95,,DAHLGREN MARINE WORKS,Potomac Rd,DAHLGREN,22485,99,KING GEORGE,51,VA,38.19355,-77.2983,DON PAUL,8046632741,Active,,30,20,0,0,1,20,YES,YES,YES,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,INLAND,MAN-MADE,YES
98,,FAIRVIEW BEACH CAMPGROUND & RV PARK,Pavilion Dr,FAIRVIEW BEACH,,99,KING GEORGE,51,VA,38.19834,-77.14842,,,Active,,0,20,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NA,N/A,NO
99,,FAIRVIEW BEACH YACHT CLUB,Riverview Rd,FAIRVIEW BEACH,22485,99,KING GEORGE,51,VA,38.19886,-77.14123,CHUCK BOWIE,7037755971,Active,,20,40,0,0,1,40,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,YES,NO,NA,N/A,NO
973,,WEST POINT LANDING (VAGIF RAMP),Glass Island Rd,WEST POINT,23181,101,KING WILLIAM,51,VA,37.32474,-76.47366,Police Chief,8048433846,Active,,0,10,0,0,1,25,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NA,N/A,NO
104,,GREENVALE CREEK MARINA,Fairweather Ln,MOLLUSK,22503,103,LANCASTER,51,VA,37.42912,-76.32693,joe groves,8044620646,Active,,54,20,0,0,1,12,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,YES,YES,YES,NO,YES,INLAND,N/A,YES
1481,,GREAT NECK ROAD BRIDGE (SOUTH END),,GREAT NECK,,810,CITY OF VIRGINIA BEACH,51,VA,36.53871,-76.4087,,,Retired,,0,5,0,0,0,0,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
1832,,SOUTHSIDE MARINA & ROCKS,,RUDEE INLET AREA,,810,CITY OF VIRGINIA BEACH,51,VA,36.49713,-75.58326,,,Retired,,15,20,1,1,0,0,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,INLAND,N/A,NO
