OBJECTID,FTR_CODE,ELEV,DEMO
86482,Residential Building,22.6,No
85105,Residential Building,23.9,No
86483,Other Building,12.496,No
86484,Residential Building,22.6,No
85156,Residential Building,24.1,No
85195,Residential Building,23.7,No
86485,Other Building,17.605,No
86486,Residential Building,19.5,No
85269,Residential Building,24.1,No
86487,Other Building,17.3,No
85355,Residential Building,24.6,No
86488,Other Building,15.8,No
85394,Residential Building,23.6,No
86489,Other Building,23.141,No
85413,Other Building,21.209,No
86490,Residential Building,21.6,No
85447,Residential Building,24.3,No
86491,Other Building,17.8,No
85522,Residential Building,28.824,No
86492,Residential Building,22.6,No
85609,Other Building,23.918,No
86493,Residential Building,21.8,No
85027,Residential Building,34.6,No
86494,Other Building,16.696,No
85126,Residential Building,30.1,No
86495,Residential Building,19.4,No
85243,Residential Building,23.2,No
86496,Residential Building,20.3,No
85389,Garage,21.6,No
86497,Other Building,18.953,No
85586,Other Building,20.6,No
86499,Other Building,11.603,No
85621,Residential Building,32.3,No
86500,Other Building,26.8,No
85481,Residential Building,24.4,No
86501,Residential Building,20.3,No
86502,Commercial / Industrial Building,30.4,No
85237,Residential Building,25.6,No
86503,Residential Building,21.3,No
85230,Residential Building,25.7,No
86504,Other Building,21.2,No
85319,Garage,24.2,No
86505,Other Building,25,No
85036,Other Building,26.7,No
86506,Residential Building,23.5,No
85078,Residential Building,23.4,No
86507,Residential Building,27.9,No
85192,Other Building,20,No
85279,Residential Building,23.6,No
86508,Residential Building,20.2,No
85374,Other Building,20.6,No
86509,Residential Building,23.7,No
85421,Residential Building,24.2,No
86510,Residential Building,22.9,No
85524,Residential Building,23.7,No
86511,Other Building,17.4,No
85550,Residential Building,24.2,No
86512,Garage,19.7,No
85695,Residential Building,20.8,No
86513,Residential Building,21,No
85668,Residential Building,27.2,No
86514,Residential Building,30.7,No
86515,Other Building,23,No
85896,Residential Building,20.3,No
86517,Other Building,19,No
85815,Garage,17.2,No
85880,Residential Building,22.5,No
86518,Residential Building,22.2,No
85908,Residential Building,21.2,No
86519,Other Building,20.5,No
85920,Residential Building,39.1,No
86520,Residential Building,23.8,No
85925,Residential Building,28.8,No
86521,Garage,22.6,No
85999,Residential Building,19.7,No
86522,Residential Building,22.9,No
85872,Residential Building,22.6,No
86523,Residential Building,22.7,No
85839,Residential Building,22,No
86524,Residential Building,30,No
85801,Residential Building,21.5,No
86525,Residential Building,21.7,No
85823,Residential Building,21.1,No
86526,Commercial / Industrial Building,29.9,No
85686,Residential Building,27.7,No
86527,Other Building,17.8,No
85431,Residential Building,31.7,No
86528,Residential Building,21.5,No
85317,Residential Building,22.4,No
86529,Residential Building,21.3,No
85267,Residential Building,22.4,No
86530,Residential Building,22.1,No
85245,Residential Building,22.5,No
86531,Commercial / Industrial Building,70.879,No
85213,Residential Building,28.9,No
86532,Residential Building,22.8,No
85201,Residential Building,34.1,No
86533,Other Building,19,No
85501,Residential Building,22.1,No
86534,Residential Building,22.9,No
85452,Residential Building,32,No
86535,Residential Building,22.2,No
85426,Residential Building,22.2,No
86537,Residential Building,19.2,No
85385,Residential Building,22.1,No
86538,Residential Building,21.6,No
85276,Residential Building,21.2,No
86539,Residential Building,25,No
85600,Residential Building,23.3,No
86540,Other Building,18.185,No
85732,Residential Building,20.8,No
86541,Other Building,12.34,No
85884,Residential Building,20.5,No
86542,Garage,23.693,No
85981,Residential Building,20,No
86543,Garage,18.3,No
85313,Residential Building,23.1,No
86544,Garage,18.6,No
86545,Residential Building,20.9,No
85266,Other Building,17.057,No
86546,Residential Building,26.914,No
86547,Residential Building,17.1,No
85548,Residential Building,21.5,No
86548,Other Building,16.1,No
85617,Residential Building,21.1,No
86549,Other Building,17.3,No
85699,Residential Building,21.1,No
86550,Garage,18,No
85760,Residential Building,20.1,No
86551,Residential Building,18.3,No
85988,Residential Building,20.4,No
86552,Residential Building,24.1,No
85023,Residential Building,23.5,No
86553,Residential Building,22.7,No
85068,Residential Building,23.5,No
86554,Residential Building,23.8,No
85106,Residential Building,24.3,No
86555,Other Building,19.31,No
85151,Residential Building,21.7,No
86556,Residential Building,26.4,No
85444,Residential Building,23.5,No
86557,Other Building,17.9,No
85639,Residential Building,23.8,No
86558,Residential Building,24.1,No
85362,Residential Building,26.1,No
86559,Other Building,14.4,No
85419,Residential Building,23.4,No
86560,Residential Building,23.294,No
86561,Garage,17.8,No
85336,Residential Building,31.176,No
86562,Other Building,17.746,No
85545,Residential Building,23.1,No
86563,Other Building,17.824,No
85577,Residential Building,23.5,No
86564,Residential Building,19.2,No
85067,Residential Building,21.8,No
86565,Residential Building,24.7,No
85090,Residential Building,21.1,No
86566,Residential Building,22,No
86567,Residential Building,20.2,No
86568,Residential Building,20.1,No
86569,Residential Building,23.5,No
86570,Other Building,19,No
86571,Garage,18,No
86572,Residential Building,20.2,No
86573,Residential Building,23.1,No
86574,Other Building,22.9,No
86575,Garage,20,No
86576,Garage,18.4,No
86577,Garage,13.4,No
86578,Residential Building,20.4,No
86579,Garage,16,No
86580,Other Building,21.1,No
86581,Residential Building,20.2,No
86582,Other Building,18.4,No
86583,Residential Building,23.137,No
86584,Commercial / Industrial Building,28,No
86585,Residential Building,19.4,No
86586,Other Building,17,No
86587,Residential Building,21.9,No
86588,Garage,19.4,No
86589,Garage,17,No
86590,Residential Building,20.3,No
86591,Other Building,19.3,No
86592,Garage,18.2,No
86593,Garage,20.401,No
86594,Other Building,17.95,No
86595,Residential Building,25.5,No
86596,Residential Building,20.6,No
86597,Other Building,19,No
86598,Other Building,18.6,No
86599,Garage,17.5,No
86600,Residential Building,24.6,No
86601,Other Building,11.728,No
86602,Other Building,20.8,No
86603,Garage,19.2,No
86604,Residential Building,23.5,No
86605,Other Building,17.3,No
86606,Residential Building,21.3,No
86607,Other Building,17.988,No
86608,Garage,20.2,No
86609,Garage,17.9,No
86610,Other Building,15.4,No
86611,Commercial / Industrial Building,26.7,No
86612,Garage,18.2,No
86614,Other Building,17.906,No
86615,Garage,17.2,No
86616,Other Building,16.5,No
86617,Other Building,24.6,No
86618,Other Building,17.2,No
86619,Residential Building,21.8,No
86620,Other Building,18.216,No
86621,Residential Building,22.5,No
86622,Residential Building,23.2,No
86623,Other Building,17.7,No
86625,Other Building,18.1,No
86626,Garage,17.3,No
86627,Other Building,16.1,No
86628,Garage,18,No
86629,Other Building,20.1,No
86630,Residential Building,23.4,No
86631,Residential Building,23,No
86632,Residential Building,30.7,No
86633,Commercial / Industrial Building,36.3,No
86636,Other Building,23.744,No
86637,Residential Building,24.1,No
86638,Garage,18.4,No
86639,Garage,18.2,No
86640,Residential Building,22.6,No
86641,Other Building,16.5,No
86642,Residential Building,22.6,No
86643,Residential Building,28.3,No
86644,Residential Building,21.8,No
86645,Residential Building,21.5,No
86646,Residential Building,19.3,No
86647,Garage,17.1,No
86648,Residential Building,21.9,No
86649,Other Building,22.8,No
86650,Residential Building,20.6,No
86651,Residential Building,20.9,No
86652,Residential Building,23.6,No
86653,Other Building,16.904,No
86654,Garage,17,No
86655,Garage,17.4,No
86656,Residential Building,29.6,No
86657,Commercial / Industrial Building,44,No
86658,Residential Building,22.3,No
86659,Garage,18.2,No
86660,Other Building,16.649,No
86661,Garage,18.7,No
86662,Other Building,21.5,No
86663,Other Building,17.9,No
86664,Other Building,15.6,No
86665,Other Building,16.4,No
86666,Other Building,16.43,No
86667,Residential Building,22.6,No
86668,Residential Building,23,No
86669,Residential Building,23.8,No
86670,Other Building,17.3,No
86671,Garage,19.1,No
86672,Residential Building,20.7,No
86673,Garage,21.127,No
86674,Other Building,25,No
86675,Other Building,23.908,No
86676,Public Safety,32.4,No
86677,Residential Building,37.219,No
86678,Commercial / Industrial Building,42.7,No
86679,Residential Building,22.3,No
86680,Residential Building,24.3,No
86681,Other Building,16.6,No
86682,Garage,19.5,No
86685,Residential Building,21.4,No
86686,Residential Building,22.5,No
86687,Other Building,17.9,No
86688,Other Building,18.2,No
86689,Garage,20.8,No
86690,Residential Building,22.4,No
86691,Residential Building,30.4,No
86692,Residential Building,27.1,No
86693,Garage,16.853,No
86694,Residential Building,23.4,No
86695,Other Building,16.477,No
86696,Garage,17.8,No
86697,Residential Building,22.4,No
86698,Residential Building,21.8,No
86699,Other Building,18.816,No
86700,Residential Building,21.8,No
86701,Garage,20.2,No
86702,Garage,20.2,No
86703,Residential Building,18.8,No
86704,Garage,21.4,No
86705,Residential Building,21.5,No
86706,Garage,19.1,No
86707,Residential Building,22,No
86708,Garage,20.8,No
86709,Other Building,17.8,No
86710,Residential Building,21.8,No
86711,Garage,16.649,No
86712,Residential Building,23.2,No
86713,Other Building,13.891,No
86714,Residential Building,20.8,No
86715,Residential Building,22.5,No
86716,Garage,20,No
86717,Residential Building,23.2,No
86718,Residential Building,22.1,No
86719,Residential Building,30.7,No
86720,Residential Building,21.1,No
86721,Residential Building,22.6,No
86722,Garage,17.4,No
86723,Garage,18,No
86724,Other Building,16.68,No
86725,Residential Building,21.5,No
86726,Residential Building,20.7,No
86727,Residential Building,21,No
86728,Garage,17.7,No
86729,Residential Building,22.2,No
86730,Residential Building,30.171,No
86731,Residential Building,20.6,No
86732,Other Building,17.527,No
86733,Commercial / Industrial Building,29.2,No
86734,Residential Building,21.9,No
86735,Garage,18.1,No
86736,Other Building,18.8,No
86737,Residential Building,17.9,No
86738,Residential Building,19.4,No
86739,Residential Building,21.1,No
86740,Residential Building,22,No
86741,Other Building,19.8,No
86742,Residential Building,16.6,No
86743,Residential Building,21.4,No
86744,Other Building,18.4,No
86745,Garage,20.9,No
86746,Commercial / Industrial Building,41.6,No
86747,Commercial / Industrial Building,52.3,No
86748,Other Building,17.009,No
86749,Other Building,21.2,No
86750,Residential Building,38.937,No
86751,Garage,15.3,No
86752,Residential Building,21.4,No
86753,Residential Building,23.4,No
86754,Other Building,10.882,No
86755,Garage,20.749,No
86756,Residential Building,20.7,No
86757,Residential Building,23.5,No
86758,Residential Building,22,No
86759,Other Building,17.338,No
86760,Residential Building,37.25,No
86761,Residential Building,23.2,No
86762,Residential Building,22.2,No
86763,Other Building,22.8,No
86764,Garage,17.1,No
86765,Residential Building,32.486,No
86766,Other Building,19.7,No
86767,Residential Building,23,No
86768,Residential Building,30.6,No
86769,Residential Building,23.2,No
86770,Residential Building,22.2,No
86771,Residential Building,28.1,No
86772,Garage,19.7,No
86773,Residential Building,22.4,No
86774,Residential Building,36.126,No
86775,Residential Building,23.4,No
86776,Residential Building,21.6,No
86777,Residential Building,23.18,No
86778,Residential Building,22.9,No
86779,Garage,20.6,No
86780,Other Building,12.841,No
86781,Other Building,15.396,No
86782,Residential Building,22.1,No
86783,Other Building,23.6,No
86784,Garage,17.7,No
86785,Residential Building,21.9,No
86786,Residential Building,22.4,No
86787,Residential Building,22.6,No
86788,Residential Building,22.3,No
86789,Residential Building,22.2,No
86790,Residential Building,30.9,No
86791,Residential Building,29,No
86792,Garage,19.5,No
86793,Residential Building,22.1,No
86794,Residential Building,30.1,No
86795,Garage,18.2,No
86796,Residential Building,21.3,No
86797,Residential Building,23.4,No
86798,Residential Building,21.4,No
86799,Residential Building,20.6,No
86800,Residential Building,22.2,No
86801,Residential Building,21.8,No
86803,Residential Building,20.5,No
86804,Residential Building,22.8,No
86805,Garage,19.4,No
86806,Residential Building,20,No
86807,Garage,19.2,No
86808,Garage,20.1,No
86809,Residential Building,20.2,No
86810,Residential Building,39.111,No
86811,Residential Building,21.7,No
86812,Residential Building,24.1,No
86813,Residential Building,26.9,No
86814,Residential Building,21.8,No
86815,Residential Building,25.7,No
86816,Other Building,19.6,No
86817,Residential Building,22.7,No
86818,Residential Building,23.1,No
86819,Residential Building,23.7,No
86820,Residential Building,22,No
86821,Residential Building,21.6,No
86822,Garage,22.8,No
86823,Residential Building,29.8,No
86824,Residential Building,22.7,No
86825,Other Building,17.7,No
86826,Residential Building,22.4,No
86827,Residential Building,22,No
86828,Residential Building,23.5,No
86829,Residential Building,18.2,No
86830,Garage,19,No
86831,Residential Building,23,No
86832,Residential Building,21.6,No
86833,Other Building,19.9,No
86834,Garage,19.8,No
86835,Other Building,17.018,No
86837,Residential Building,20.6,No
86839,Other Building,19.827,No
86840,Other Building,19.246,No
86842,Residential Building,26.8,No
86843,Residential Building,22.8,No
86844,Residential Building,24.3,No
86845,Other Building,19.1,No
86847,Other Building,19.169,No
86848,Garage,24.3,No
86849,Residential Building,22.5,No
86850,Residential Building,20.1,No
86851,Residential Building,23.886,No
86852,Residential Building,24,No
86854,Residential Building,21.6,No
86855,Garage,18.5,No
86856,Garage,19,No
86857,Residential Building,23.4,No
86858,Garage,17.8,No
86859,Residential Building,20.7,No
86860,Residential Building,21.7,No
86861,Residential Building,22.9,No
86862,Garage,20.1,No
86864,Residential Building,21.3,No
86865,Other Building,17.702,No
86866,Garage,18.2,No
86867,Residential Building,24.7,No
86868,Garage,19.4,No
86869,Residential Building,20.6,No
86870,Residential Building,22,No
86871,Residential Building,21,No
86872,Residential Building,21.9,No
86873,Other Building,18.193,No
86874,Garage,18.1,No
86875,Residential Building,26.8,No
86876,Commercial / Industrial Building,42.4,No
86877,Residential Building,23.8,No
86878,Residential Building,21.8,No
86879,Garage,17,No
86880,Residential Building,21,No
86881,Other Building,17.998,No
86882,Garage,15.6,No
86883,Residential Building,21.9,No
86884,Garage,19.6,No
86885,Residential Building,22.6,No
86886,Commercial / Industrial Building,36.1,No
86887,Residential Building,23,No
86889,Residential Building,23.3,No
86890,Garage,23.9,No
86891,Residential Building,21.8,No
86892,Garage,20.2,No
86893,Residential Building,22.9,No
86894,Commercial / Industrial Building,31.3,No
86896,Residential Building,32.2,No
86897,Other Building,20.248,No
86898,Garage,16.6,No
86899,Garage,16.7,No
86900,Residential Building,22.7,No
86901,Other Building,18.397,No
86902,Residential Building,23.5,No
86903,Garage,22.789,No
86904,Residential Building,21.6,No
86905,Other Building,15.4,No
86906,Garage,25.9,No
86907,Residential Building,24.935,No
86908,Residential Building,28,No
86909,Other Building,14.73,No
86910,Residential Building,22.6,No
86911,Garage,15.4,No
86912,Residential Building,22.1,No
86913,Residential Building,21.6,No
86914,Residential Building,17.9,No
86915,Garage,23.9,No
86916,Other Building,16.163,No
86917,Other Building,19.247,No
86918,Other Building,19.634,No
86919,Residential Building,34.98,No
86920,Garage,15.2,No
86921,Garage,18.2,No
86923,Garage,19.3,No
86924,Garage,19.5,No
86925,Other Building,19.3,No
86926,Garage,20.8,No
86927,Residential Building,22.4,No
86928,Residential Building,22,No
86929,Residential Building,21.2,No
86930,Other Building,15.3,No
86931,Other Building,12.912,No
86932,Garage,17.2,No
86933,Garage,18.9,No
86934,Garage,20.4,No
86935,Garage,16,No
86936,Institutional Building,22.283,No
86938,Other Building,17.4,No
86939,Residential Building,22.2,No
86940,Residential Building,34.3,No
86941,Other Building,18.632,No
86942,Residential Building,31.6,No
86943,Other Building,15.013,No
86944,Garage,20.1,No
86945,Residential Building,18.6,No
86946,Garage,20.4,No
86947,Other Building,20.1,No
86948,Residential Building,35.543,No
86949,Other Building,17.3,No
86950,Garage,18.3,No
86951,Other Building,20.062,No
86952,Garage,18.8,No
86953,Residential Building,22.1,No
86954,Garage,18.6,No
86955,Residential Building,30.1,No
86956,Residential Building,22.6,No
86957,Other Building,15.667,No
86958,Residential Building,19.2,No
86959,Other Building,19.435,No
86960,Residential Building,21.6,No
86961,Residential Building,21.7,No
86962,Residential Building,23.1,No
86963,Residential Building,36.269,No
86964,Other Building,13.382,No
86965,Other Building,16.148,No
86966,Garage,16.9,No
86967,Residential Building,23.8,No
86968,Other Building,20.7,No
86969,Other Building,17.1,No
86970,Garage,21.4,No
86971,Other Building,21.9,No
86972,Residential Building,31.3,No
86973,Garage,19.6,No
86974,Residential Building,30.2,No
86975,Garage,19.9,No
86976,Garage,19.3,No
86977,Residential Building,23.4,No
86979,Residential Building,18.8,No
86980,Residential Building,21.4,No
86981,Garage,18.1,No
86982,Residential Building,21.9,No
86983,Garage,18.6,No
86985,Garage,20.9,No
86986,Residential Building,22.8,No
86987,Other Building,17.7,No
86988,Other Building,17.3,No
86989,Residential Building,23.2,No
86990,Residential Building,20.1,No
86991,Garage,19.8,No
86992,Residential Building,19.2,No
86993,Residential Building,22.2,No
86994,Residential Building,20.4,No
86995,Residential Building,23,No
86996,Garage,19.8,No
86997,Residential Building,20.9,No
86998,Residential Building,23.1,No
86999,Residential Building,22.8,No
87000,Garage,19.5,No
86002,Residential Building,29.7,No
86013,Residential Building,19.4,No
86021,Residential Building,20.2,No
86034,Residential Building,20.9,No
86040,Residential Building,21.2,No
86042,Residential Building,20.9,No
86049,Residential Building,20.6,No
86052,Residential Building,20.5,No
86068,Residential Building,21.2,No
86070,Residential Building,22,No
86074,Residential Building,16.4,No
86096,Garage,17.3,No
86099,Residential Building,30.1,No
86115,Garage,18.1,No
86123,Residential Building,32.5,No
86126,Residential Building,28.4,No
86147,Residential Building,22.8,No
86157,Residential Building,29.7,No
86166,Residential Building,30.1,No
86170,Residential Building,22.4,No
86172,Garage,20.3,No
86177,Garage,18.3,No
86185,Residential Building,24.9,No
86188,Residential Building,26.9,No
86196,Residential Building,21.1,No
86208,Residential Building,22.8,No
86210,Garage,22.939,No
86216,Other Building,18.182,No
86224,Residential Building,30.1,No
86234,Residential Building,27.1,No
86237,Residential Building,22.8,No
86244,Garage,19.5,No
86250,Residential Building,26.8,No
86252,Garage,17.7,No
86260,Residential Building,22.5,No
86276,Residential Building,22.6,No
86286,Residential Building,23.1,No
86287,Residential Building,22.1,No
86294,Residential Building,22,No
86311,Residential Building,22,No
86318,Other Building,19.376,No
86320,Residential Building,20.9,No
86340,Residential Building,22.2,No
86386,Residential Building,22.2,No
86498,Garage,23.5,No
86536,Garage,19.6,No
86635,Garage,19.4,No
86684,Residential Building,33.4,No
86836,Commercial / Industrial Building,41.2,No
86838,Residential Building,19.7,No
86841,Residential Building,19.2,No
86846,Residential Building,21.9,No
86863,Residential Building,23.9,No
86978,Other Building,27.487,No
86984,Residential Building,21.9,No
88001,Residential Building,19.9,No
88002,Garage,21.8,No
88003,Other Building,16.265,No
88004,Commercial / Industrial Building,32.5,No
88005,Other Building,22.6,No
88006,Residential Building,25.1,No
88007,Garage,20.8,No
88008,Residential Building,24.3,No
88009,Residential Building,24.8,No
88010,Other Building,19,No
88011,Residential Building,17.5,No
88013,Garage,21.1,No
88014,Residential Building,18.4,No
88015,Residential Building,23.9,No
88016,Residential Building,23.5,No
88017,Residential Building,19.1,No
88018,Commercial / Industrial Building,33.3,No
88019,Garage,22.1,No
88020,Residential Building,20.5,No
88021,Residential Building,16.899,No
88022,Garage,18.9,No
88023,Garage,21,No
88024,Residential Building,21.5,No
88025,Residential Building,21,No
88026,Garage,19.6,No
88027,Residential Building,18.5,No
88028,Garage,18,No
88030,Residential Building,19.9,No
88031,Garage,19.9,No
88033,Commercial / Industrial Building,33.195,No
88034,Other Building,21.56,No
88035,Residential Building,17.746,No
88036,Residential Building,22.3,No
88037,Residential Building,21.7,No
88038,Residential Building,29.3,No
88039,Residential Building,21.4,No
88040,Residential Building,24.3,No
88041,Other Building,20,No
88042,Residential Building,20.8,No
88043,Garage,20.891,No
88044,Residential Building,21.9,No
88046,Other Building,15.752,No
88048,Other Building,18.056,No
88049,Other Building,18.243,No
88050,Residential Building,25.4,No
88051,Residential Building,23.2,No
88052,Residential Building,27.8,No
88053,Residential Building,20.5,No
88054,Garage,21.9,No
88055,Other Building,17.4,No
88056,Garage,22.7,No
88058,Other Building,21.6,No
88059,Other Building,12.123,No
88060,Other Building,18.1,No
88061,Residential Building,20.4,No
88062,Residential Building,32.5,No
88063,Other Building,22.417,No
88064,Residential Building,14.2,No
88065,Residential Building,22.5,No
88066,Commercial / Industrial Building,30.9,No
88067,Garage,14.6,No
88068,Other Building,20.5,No
88069,Residential Building,24.4,No
88070,Residential Building,24.5,No
88071,Garage,20.8,No
88072,Residential Building,21.1,No
88073,Residential Building,25.407,No
88074,Residential Building,21.4,No
88076,Residential Building,21.3,No
88077,Other Building,21.7,No
88078,Residential Building,33.8,No
88079,Residential Building,27.7,No
88080,Commercial / Industrial Building,49.6,No
88081,Other Building,21.8,No
88082,Residential Building,23.2,No
88083,Residential Building,22.6,No
88084,Garage,19.9,No
88085,Residential Building,21.9,No
88086,Other Building,20.1,No
88087,Residential Building,13.8,No
88088,Residential Building,22.2,No
88089,Residential Building,24.8,No
88090,Garage,21.9,No
88091,Other Building,11.827,No
88092,Residential Building,21.7,No
88093,Residential Building,21.576,No
88094,Garage,22.1,No
88095,Other Building,23,No
88096,Residential Building,21.8,No
88097,Other Building,22,No
88098,Residential Building,17.3,No
88099,Residential Building,19.7,No
88100,Other Building,21.3,No
88101,Residential Building,22.7,No
88102,Residential Building,22.5,No
88103,Residential Building,23.5,No
88104,Residential Building,21.6,No
88105,Residential Building,15.9,No
88106,Residential Building,24,No
88107,Residential Building,20.1,No
88108,Residential Building,25.3,No
88110,Residential Building,33.1,No
88111,Garage,24.5,No
88112,Residential Building,25.2,No
88113,Residential Building,20.8,No
88114,Residential Building,27.5,No
88115,Residential Building,18.7,No
88116,Commercial / Industrial Building,47.332,No
88117,Other Building,12.154,No
88118,Garage,15.9,No
88119,Other Building,18.5,No
88120,Residential Building,28,No
88121,Residential Building,25.9,No
88122,Other Building,18.3,No
88124,Garage,13.5,No
88125,Storage Tank,29.507,No
88126,Residential Building,21.2,No
88127,Other Building,15.113,No
88128,Garage,21.2,No
88129,Residential Building,21.7,No
88130,Residential Building,21.6,No
88132,Residential Building,23.3,No
88133,Residential Building,13.5,No
88134,Other Building,21.2,No
88135,Residential Building,22.2,No
88136,Other Building,15.358,No
88137,Other Building,21.124,No
88138,Residential Building,28.4,No
88139,Storage Tank,31.568,No
88140,Commercial / Industrial Building,23.3,No
88141,Other Building,18.726,No
88142,Residential Building,24.1,No
88143,Garage,22.1,No
88144,Garage,19.7,No
88145,Other Building,18.414,No
88146,Residential Building,25.7,No
88147,Other Building,17.3,No
88148,Garage,21.9,No
88149,Residential Building,21.591,No
88151,Storage Tank,33.843,No
88152,Residential Building,25.1,No
88153,Other Building,16.1,No
88154,Residential Building,21.8,No
88155,Residential Building,23.6,No
88156,Residential Building,21.8,No
88157,Other Building,19.8,No
88158,Residential Building,24.6,No
88159,Residential Building,20.7,No
88160,Other Building,19.7,No
88161,Residential Building,27.5,No
88162,Residential Building,24.3,No
88163,Garage,21.3,No
88164,Other Building,21.139,No
88165,Residential Building,17.8,No
88166,Residential Building,23.4,No
88167,Other Building,14.8,No
88168,Residential Building,19,No
88169,Other Building,18.4,No
88170,Other Building,16.8,No
88171,Garage,22.1,No
88172,Other Building,20.626,No
88173,Residential Building,22.1,No
88174,Commercial / Industrial Building,30.9,No
88175,Other Building,16.1,No
88176,Residential Building,24.4,No
88177,Residential Building,18.9,No
88178,Other Building,16,No
88179,Other Building,20.508,No
88180,Other Building,23.614,No
88181,Residential Building,23,No
88182,Residential Building,24.4,No
88184,Other Building,21.9,No
88185,Residential Building,13.9,No
88186,Residential Building,25.4,No
88187,Garage,19.6,No
88188,Garage,18.8,No
88189,Residential Building,23.6,No
88190,Residential Building,23,No
88191,Garage,22.7,No
88192,Residential Building,21.9,No
88193,Garage,16.6,No
88196,Residential Building,22.6,No
88197,Other Building,16.5,No
88198,Residential Building,22.9,No
88199,Residential Building,28,No
88200,Other Building,16.7,No
88201,Other Building,17.9,No
88202,Garage,22.4,No
88203,Other Building,20.018,No
88204,Residential Building,33.3,No
88205,Residential Building,21.3,No
88206,Garage,17.1,No
88207,Residential Building,33.1,No
88208,Residential Building,24.6,No
88209,Garage,23.1,No
88210,Residential Building,19.9,No
88211,Other Building,19.644,No
88212,Other Building,16.2,No
88214,Residential Building,21.1,No
88215,Residential Building,21.9,No
88216,Other Building,10.8,No
88217,Residential Building,24.1,No
88218,Garage,19.3,No
88219,Other Building,22.8,No
88220,Other Building,15.5,No
88221,Residential Building,21.6,No
87001,Residential Building,17.9,No
88223,Commercial / Industrial Building,25.9,No
87002,Residential Building,22.2,No
88224,Other Building,14.004,No
87003,Residential Building,23.3,No
88225,Garage,21.2,No
87004,Residential Building,19.4,No
88227,Other Building,16,No
87005,Garage,20.6,No
88228,Residential Building,32.089,No
87006,Other Building,16.054,No
88229,Residential Building,30.1,No
87007,Commercial / Industrial Building,33,No
88230,Residential Building,24.6,No
87008,Residential Building,22.2,No
88231,Residential Building,15.1,No
87009,Residential Building,22.3,No
88232,Residential Building,28,No
87010,Residential Building,19.2,No
88233,Residential Building,24,No
87011,Residential Building,19.1,No
88235,Residential Building,23.1,No
87012,Garage,20.7,No
88236,Residential Building,14,No
87013,Other Building,19.9,No
88237,Residential Building,33,No
87014,Residential Building,29.5,No
88238,Other Building,20.877,No
87015,Residential Building,17.9,No
88239,Residential Building,18.857,No
87016,Residential Building,24.5,No
88240,Other Building,20.7,No
87017,Other Building,18.323,No
88241,Residential Building,19.5,No
87018,Other Building,15.7,No
88242,Residential Building,20.3,No
87019,Residential Building,24,No
88243,Residential Building,24.9,No
87021,Residential Building,31.188,No
88244,Residential Building,20.9,No
87022,Residential Building,21.9,No
88245,Residential Building,18.8,No
87023,Garage,18.5,No
88246,Commercial / Industrial Building,30.8,No
87024,Residential Building,23.4,No
88247,Residential Building,24.721,No
87025,Garage,20.3,No
88248,Residential Building,25.3,No
87026,Residential Building,22.6,No
88249,Residential Building,20.7,No
87027,Residential Building,19.2,No
88250,Other Building,17.417,No
87028,Garage,20.4,No
88251,Residential Building,33.1,No
87029,Residential Building,39.868,No
88253,Residential Building,20.9,No
87030,Other Building,14.5,No
87031,Residential Building,17.1,No
88254,Other Building,18.9,No
87034,Residential Building,23.9,No
88255,Other Building,19.271,No
88256,Residential Building,24.7,No
87035,Other Building,22.5,No
88257,Residential Building,20.3,No
87036,Residential Building,19.8,No
87037,Other Building,20.4,No
87038,Garage,19.7,No
88258,Other Building,22.2,No
87039,Residential Building,22.7,No
88259,Garage,19.4,No
87040,Residential Building,22.7,No
88260,Other Building,24.7,No
88261,Garage,22.6,No
87041,Residential Building,22.4,No
88263,Other Building,17.807,No
87042,Residential Building,21.6,No
88264,Residential Building,22.5,No
87043,Other Building,12.18,No
88265,Residential Building,22.5,No
87044,Other Building,12.885,No
88266,Residential Building,22.1,No
87045,Garage,19.31,No
87046,Garage,18.3,No
88267,Residential Building,25,No
87047,Residential Building,23.2,No
88268,Other Building,19.1,No
87048,Residential Building,24.9,No
88269,Garage,19.7,No
88270,Garage,18.928,No
87049,Residential Building,21.1,No
87050,Other Building,14.656,No
88272,Residential Building,24.1,No
87051,Garage,13.026,No
88273,Residential Building,23.3,No
87052,Garage,20.3,No
88274,Garage,17.9,No
87053,Residential Building,21.6,No
88275,Garage,14.8,No
87054,Residential Building,23.8,No
88276,Residential Building,24.9,No
87056,Residential Building,22.6,No
88277,Residential Building,24.3,No
87057,Institutional Building,26.796,No
88278,Other Building,17.586,No
88279,Other Building,19,No
88281,Commercial / Industrial Building,43.027,No
87058,Other Building,14.3,No
87059,Commercial / Industrial Building,28.1,No
88282,Other Building,20.5,No
87060,Other Building,15.4,No
88283,Other Building,20.096,No
88284,Residential Building,16.3,No
87061,Residential Building,23.1,No
88285,Residential Building,23.1,No
87062,Residential Building,23.5,No
88286,Residential Building,21.5,No
87063,Garage,20,No
88287,Garage,20.4,No
87064,Residential Building,23.2,No
88288,Other Building,17,No
87065,Residential Building,18.1,No
88289,Residential Building,20.1,No
87066,Residential Building,22.4,No
88290,Residential Building,23,No
87067,Residential Building,22,No
88291,Garage,18.7,No
88292,Residential Building,24.1,No
87069,Residential Building,20.9,No
88293,Garage,16.5,No
87070,Residential Building,22.7,No
88295,Other Building,25,No
87071,Residential Building,24.4,No
88296,Residential Building,25.111,No
