OBJECTID,STFID,GROUP_NO,TRACT,BLOCK,BLOCK_GROUP,FULLSTFID,SHAPEarea,SHAPElen
2934,0444011018,1,044401,1018,0444011,518100444011018,33820.891546,851.409162
2935,0464001003,1,046400,1003,0464001,518100464001003,227247.543743,5117.864286
2936,0440012011,2,044001,2011,0440012,518100440012011,29121.266134,700.715758
2937,0430012010,2,043001,2010,0430012,518100430012010,75606.536086,2024.200676
2178,0440023041,3,044002,3041,0440023,518100440023041,29415.366668,701.865623
2179,0412003002,3,041200,3002,0412003,518100412003002,79053.849534,1235.477512
2180,0404041010,1,040404,1010,0404041,518100404041010,30193.605291,867.649105
2181,0462183008,3,046218,3008,0462183,518100462183008,67392.266936,1382.35455
2182,0428015000,5,042801,5000,0428015,518100428015000,21465.026049,642.070441
2183,0440025032,5,044002,5032,0440025,518100440025032,17664.458548,531.91259
2184,0464002005,2,046400,2005,0464002,518100464002005,20426.450305,746.743493
2185,0442002013,2,044200,2013,0442002,518100442002013,7113.326221,349.081911
2186,0410043010,3,041004,3010,0410043,518100410043010,134182.87439,1884.496169
2187,0418011011,1,041801,1011,0418011,518100418011011,20955.330605,639.323254
2188,0462062013,2,046206,2013,0462062,518100462062013,17598.283572,529.47925
2189,0410033005,3,041003,3005,0410033,518100410033005,2211.216693,182.999765
2190,0462186009,6,046218,6009,0462186,518100462186009,36723.689409,1363.667888
2191,0460061005,1,046006,1005,0460061,518100460061005,72712.268203,1109.598036
2192,0446004004,4,044600,4004,0446004,518100446004004,64573.989562,1412.084963
2193,0456011016,1,045601,1016,0456011,518100456011016,16814.587026,536.509916
2194,0462053006,3,046205,3006,0462053,518100462053006,200646.818279,2086.462574
2195,0464001021,1,046400,1021,0464001,518100464001021,1621477.982921,8350.60734
2515,0404042017,2,040404,2017,0404042,518100404042017,76645.808349,1712.465216
2516,0422012014,2,042201,2014,0422012,518100422012014,24190.416555,696.26496
2517,0404023001,3,040402,3001,0404023,518100404023001,65999.532468,1305.118439
2518,0440023031,3,044002,3031,0440023,518100440023031,29528.9282,705.512031
2519,0422012999,2,042201,2999,0422012,518100422012999,179949.234898,4875.411769
2520,0462063003,3,046206,3003,0462063,518100462063003,47904.72041,895.395055
2521,0454191014,1,045419,1014,0454191,518100454191014,304688.592292,2381.2905
2522,0442001005,1,044200,1005,0442001,518100442001005,68657.846974,1076.804992
2523,0422013012,3,042201,3012,0422013,518100422013012,76152.443556,1098.7717
2524,0460121001,1,046012,1001,0460121,518100460121001,1315302.64128,6469.878108
2525,0454183009,3,045418,3009,0454183,518100454183009,130108.510279,1646.881243
2526,0462042019,2,046204,2019,0462042,518100462042019,55084.132156,953.435323
2527,0462131012,1,046213,1012,0462131,518100462131012,1465.109993,161.24464
2528,0460021018,1,046002,1018,0460021,518100460021018,42071.225189,798.684471
2529,0456024000,4,045602,4000,0456024,518100456024000,808441.318473,7727.888993
2530,0434001008,1,043400,1008,0434001,518100434001008,21468.87429,586.863686
2531,0460094012,4,046009,4012,0460094,518100460094012,19027.64214,544.969293
2532,0408014011,4,040801,4011,0408014,518100408014011,18098.937368,580.16438
2533,0408012000,2,040801,2000,0408012,518100408012000,92131.005923,1323.846073
2534,0400001000,1,040000,1000,0400001,518100400001000,8883062.623028,24573.483424
2535,0456022021,2,045602,2021,0456022,518100456022021,43795.489362,995.178021
2536,0462161004,1,046216,1004,0462161,518100462161004,437105.67076,4446.152446
2537,0428011013,1,042801,1013,0428011,518100428011013,14711.171841,488.432492
2538,0454055005,5,045405,5005,0454055,518100454055005,27179.334653,728.155947
2539,0414002012,2,041400,2012,0414002,518100414002012,57728.815498,1209.344932
2860,0440025025,5,044002,5025,0440025,518100440025025,19657.900206,561.005093
2861,0414002020,2,041400,2020,0414002,518100414002020,23412.907029,635.962848
2862,0410031008,1,041003,1008,0410031,518100410031008,49585.407225,1158.215397
2863,0454142008,2,045414,2008,0454142,518100454142008,41336.3164,980.074566
2864,0444011013,1,044401,1013,0444011,518100444011013,26197.226045,701.575135
2865,0454102036,2,045410,2036,0454102,518100454102036,13643.747844,477.879903
2866,0418011002,1,041801,1002,0418011,518100418011002,9807.563697,398.459082
2867,0418022013,2,041802,2013,0418022,518100418022013,28106.803302,798.102188
2868,0444013009,3,044401,3009,0444013,518100444013009,99400.199124,2158.825923
2869,0454151009,1,045415,1009,0454151,518100454151009,34678.832025,896.8887
2870,0460086002,6,046008,6002,0460086,518100460086002,36230.717021,742.486718
2871,0404032003,2,040403,2003,0404032,518100404032003,107617.256864,1423.351377
2225,0462042023,2,046204,2023,0462042,518100462042023,28992.083822,666.450356
2226,0448065011,5,044806,5011,0448065,518100448065011,182540.253464,1972.522561
2227,0412002047,2,041200,2047,0412002,518100412002047,38931.127216,909.456998
2228,0428013016,3,042801,3016,0428013,518100428013016,69107.420188,1589.416888
2229,0422013001,3,042201,3001,0422013,518100422013001,6863.80101,395.228642
2230,0440011999,1,044001,1999,0440011,518100440011999,24341.056683,1308.660768
2231,0440013008,3,044001,3008,0440013,518100440013008,12021.798119,548.574728
2232,0444024008,4,044402,4008,0444024,518100444024008,53144.070536,908.238266
2233,0416001016,1,041600,1016,0416001,518100416001016,15845.645263,535.427142
2234,0418021011,1,041802,1011,0418021,518100418021011,6650.202768,369.657231
2235,0444011012,1,044401,1012,0444011,518100444011012,29610.871475,701.305804
2236,0456012017,2,045601,2017,0456012,518100456012017,25270.021711,718.142225
2237,0454142003,2,045414,2003,0454142,518100454142003,38168.201694,833.046538
2238,0454072000,2,045407,2000,0454072,518100454072000,50976.56777,839.650074
2239,0438003018,3,043800,3018,0438003,518100438003018,34848.934651,895.984806
2240,0424001999,1,042400,1999,0424001,518100424001999,94038.892495,4923.13755
2241,0422022013,2,042202,2013,0422022,518100422022013,12901.990425,662.126206
2242,0454192011,2,045419,2011,0454192,518100454192011,71126.208491,1067.968303
2243,0454121004,1,045412,1004,0454121,518100454121004,70899.226762,1341.42394
2244,0424001002,1,042400,1002,0424001,518100424001002,114124.529778,1441.933585
2245,0462056007,6,046205,6007,0462056,518100462056007,8859.179136,370.89714
2682,0430013027,3,043001,3027,0430013,518100430013027,1558.028281,281.234738
2683,0408022006,2,040802,2006,0408022,518100408022006,61566.804643,1137.732562
2684,0454121052,1,045412,1052,0454121,518100454121052,2166774.963067,8096.216817
2685,0454071005,1,045407,1005,0454071,518100454071005,1013735.027758,5459.715317
2686,0454193021,3,045419,3021,0454193,518100454193021,29346.113806,728.588712
2687,0454062005,2,045406,2005,0454062,518100454062005,14492.010754,494.024934
2688,0448081005,1,044808,1005,0448081,518100448081005,153915.916437,3031.051896
2689,0418021028,1,041802,1028,0418021,518100418021028,7041.602363,380.670096
2690,0412002051,2,041200,2051,0412002,518100412002051,82888.991303,1499.199086
2691,0454103007,3,045410,3007,0454103,518100454103007,30017.991693,744.868882
2692,0458052001,2,045805,2001,0458052,518100458052001,56370.307992,1129.704317
2693,0440026005,6,044002,6005,0440026,518100440026005,27903.341798,740.777813
2694,0462124998,4,046212,4998,0462124,518100462124998,86761.803645,2751.538022
2695,0462051002,1,046205,1002,0462051,518100462051002,5857.413194,469.199876
2696,0460051008,1,046005,1008,0460051,518100460051008,13369.723785,538.443267
2117,0458011014,1,045801,1014,0458011,518100458011014,30928.844387,845.138272
2118,0430012013,2,043001,2013,0430012,518100430012013,22209.35386,628.924991
2119,0448061009,1,044806,1009,0448061,518100448061009,5087.17803,287.756126
2120,0404033999,3,040403,3999,0404033,518100404033999,77437.951483,1815.407898
2121,0444011999,1,044401,1999,0444011,518100444011999,413935.030439,10834.686315
2122,0440024021,4,044002,4021,0440024,518100440024021,30500.227982,1130.257556
2123,0460091000,1,046009,1000,0460091,518100460091000,97371.421726,1701.168538
2124,0420002019,2,042000,2019,0420002,518100420002019,232559.692704,2074.627519
2125,0414003000,3,041400,3000,0414003,518100414003000,118138.880701,2556.224415
2126,0428023002,3,042802,3002,0428023,518100428023002,22385.225685,644.244086
2127,0462184003,4,046218,4003,0462184,518100462184003,70527.051763,1497.453557
2128,0444024003,4,044402,4003,0444024,518100444024003,73612.149282,1836.14417
2129,0438001006,1,043800,1006,0438001,518100438001006,73015.827143,1174.968979
2130,0462052012,2,046205,2012,0462052,518100462052012,15241.250319,512.906008
2131,0440026007,6,044002,6007,0440026,518100440026007,24389.72532,663.870025
2132,0454071013,1,045407,1013,0454071,518100454071013,27991.528952,674.637516
2133,0410043013,3,041004,3013,0410043,518100410043013,27368.626705,712.728044
2134,0454121047,1,045412,1047,0454121,518100454121047,9616.952317,392.890582
2135,0412001014,1,041200,1014,0412001,518100412001014,41144.365567,906.735494
2136,0418011996,1,041801,1996,0418011,518100418011996,215918.17588,7819.656296
2246,0446003007,3,044600,3007,0446003,518100446003007,84683.93678,1783.571221
2247,0462153003,3,046215,3003,0462153,518100462153003,423155.17421,3943.398679
2248,0412002044,2,041200,2044,0412002,518100412002044,35500.574281,825.914527
2249,0426001019,1,042600,1019,0426001,518100426001019,146090.896555,1738.315519
2250,0428013000,3,042801,3000,0428013,518100428013000,259170.711736,2544.035185
2566,0462042031,2,046204,2031,0462042,518100462042031,46817.500992,928.384758
2567,0458032003,2,045803,2003,0458032,518100458032003,43838.494472,982.091994
2568,0444013005,3,044401,3005,0444013,518100444013005,59927.160232,1086.366965
2569,0438003027,3,043800,3027,0438003,518100438003027,13844.878815,561.267054
2570,0402001003,1,040200,1003,0402001,518100402001003,31438.609675,766.881976
2571,0404032004,2,040403,2004,0404032,518100404032004,32601.037723,855.900434
2572,0454102030,2,045410,2030,0454102,518100454102030,20198.776872,602.196069
2573,0426001017,1,042600,1017,0426001,518100426001017,100248.926485,1997.532093
2574,0406002005,2,040600,2005,0406002,518100406002005,146771.80318,1724.571814
2575,0446001025,1,044600,1025,0446001,518100446001025,72360.299649,1190.388365
2576,0414001001,1,041400,1001,0414001,518100414001001,142257.845687,1596.851098
2577,0422021001,1,042202,1001,0422021,518100422021001,17488.298018,545.265189
2578,0442001013,1,044200,1013,0442001,518100442001013,105722.75556,1662.29813
2579,0430012009,2,043001,2009,0430012,518100430012009,45408.937217,1273.465622
2580,0434001021,1,043400,1021,0434001,518100434001021,25909.925364,646.668773
2581,0454182018,2,045418,2018,0454182,518100454182018,8255.766199,345.252253
2582,0438002012,2,043800,2012,0438002,518100438002012,7098.311334,432.665304
2583,0406001001,1,040600,1001,0406001,518100406001001,278292.957994,4243.710488
2584,0440025997,5,044002,5997,0440025,518100440025997,95494.336322,2281.782073
2585,0430011020,1,043001,1020,0430011,518100430011020,14866.783037,491.916581
2586,0426002009,2,042600,2009,0426002,518100426002009,47202.082921,923.74912
2587,0440013003,3,044001,3003,0440013,518100440013003,28578.595855,740.043092
2588,0440011006,1,044001,1006,0440011,518100440011006,98706.279613,1355.850775
2589,0462071999,1,046207,1999,0462071,518100462071999,622195.178174,3540.089623
2008,0440024007,4,044002,4007,0440024,518100440024007,20531.456599,616.913446
2009,0438002999,2,043800,2999,0438002,518100438002999,7168.539213,640.058897
2010,0424003008,3,042400,3008,0424003,518100424003008,44837.343932,1005.069982
2011,0426001026,1,042600,1026,0426001,518100426001026,5081.339411,801.209476
2012,0458081000,1,045808,1000,0458081,518100458081000,893299.943269,6058.511999
2013,0418024025,4,041802,4025,0418024,518100418024025,34946.844433,813.548825
2014,0464001013,1,046400,1013,0464001,518100464001013,2868072.810868,7039.213687
2015,0458091007,1,045809,1007,0458091,518100458091007,103676.622184,1402.356192
2016,0432001006,1,043200,1006,0432001,518100432001006,1982699.070597,7775.949321
2017,0446001999,1,044600,1999,0446001,518100446001999,1551004.43923,10441.172925
2018,0444022006,2,044402,2006,0444022,518100444022006,14387.396838,487.974272
2137,0456012004,2,045601,2004,0456012,518100456012004,35857.880315,839.356933
2138,0410043015,3,041004,3015,0410043,518100410043015,27824.071896,714.15756
2139,0448061006,1,044806,1006,0448061,518100448061006,43748.435302,831.114116
2140,0410032000,2,041003,2000,0410032,518100410032000,21622.693195,613.878944
2141,0460064005,4,046006,4005,0460064,518100460064005,60548.353208,1337.757891
2142,0416004002,4,041600,4002,0416004,518100416004002,34731.093772,782.593694
2143,0462131008,1,046213,1008,0462131,518100462131008,33351.809925,769.580223
2464,0430021000,1,043002,1000,0430021,518100430021000,1203880.46782,11103.312011
2465,0414002000,2,041400,2000,0414002,518100414002000,41060.785494,869.037233
2466,0460122004,2,046012,2004,0460122,518100460122004,65110.042042,1227.835832
2467,0438001003,1,043800,1003,0438001,518100438001003,63269.441101,1011.748636
2468,0402004014,4,040200,4014,0402004,518100402004014,122594.331023,1696.218353
2469,0402004015,4,040200,4015,0402004,518100402004015,77509.240484,1377.032015
2470,0462041019,1,046204,1019,0462041,518100462041019,48423.984469,1111.998877
2471,0440021010,1,044002,1010,0440021,518100440021010,30340.209207,711.073159
2472,0412002034,2,041200,2034,0412002,518100412002034,40428.509372,943.818
2473,0410043000,3,041004,3000,0410043,518100410043000,38268.108702,906.432457
2474,0454102031,2,045410,2031,0454102,518100454102031,24784.621929,679.297268
2475,0448074005,4,044807,4005,0448074,518100448074005,111330.39605,1594.82856
2476,0462132009,2,046213,2009,0462132,518100462132009,8054.351896,361.485646
2477,0430013013,3,043001,3013,0430013,518100430013013,8235.463924,375.310925
2478,0460064000,4,046006,4000,0460064,518100460064000,1020114.442356,6173.472419
2479,0430012045,2,043001,2045,0430012,518100430012045,59736.236608,1326.4207
2480,0454191003,1,045419,1003,0454191,518100454191003,73617.690645,1116.456357
2481,0424001012,1,042400,1012,0424001,518100424001012,40880.768473,1012.804904
2482,0440021043,1,044002,1043,0440021,518100440021043,21090.605676,627.349794
2483,0464004014,4,046400,4014,0464004,518100464004014,3404263.258737,8214.993947
2484,0462053005,3,046205,3005,0462053,518100462053005,87520.061307,1655.438601
2938,0422021009,1,042202,1009,0422021,518100422021009,558207.601704,5184.689903
2939,0442002005,2,044200,2005,0442002,518100442002005,7016.749137,373.042074
2940,0440022005,2,044002,2005,0440022,518100440022005,14074.453481,553.239816
2941,0462071001,1,046207,1001,0462071,518100462071001,120013.541242,1583.051569
2942,0422022997,2,042202,2997,0422022,518100422022997,60122.089059,1892.152106
2943,0414001003,1,041400,1003,0414001,518100414001003,52889.829138,1675.993657
2944,0460103009,3,046010,3009,0460103,518100460103009,51887.289839,1270.436056
2945,0456023005,3,045602,3005,0456023,518100456023005,28459.438087,715.264037
2946,0438002005,2,043800,2005,0438002,518100438002005,74741.494029,1358.456683
2947,0462114008,4,046211,4008,0462114,518100462114008,42191.56011,835.199889
2948,0454152010,2,045415,2010,0454152,518100454152010,28633.400175,782.475119
2949,0408023000,3,040802,3000,0408023,518100408023000,579391.618855,4498.122851
2950,0462184005,4,046218,4005,0462184,518100462184005,61811.106385,1174.037167
2951,0456022026,2,045602,2026,0456022,518100456022026,55037.317754,938.24142
2952,0440025002,5,044002,5002,0440025,518100440025002,29812.631058,706.931068
2953,0460094010,4,046009,4010,0460094,518100460094010,37509.34538,971.127122
2954,0454121049,1,045412,1049,0454121,518100454121049,44263.680658,1626.855317
2955,0462186006,6,046218,6006,0462186,518100462186006,7265.423389,370.717295
2956,0408022003,2,040802,2003,0408022,518100408022003,37841.069356,950.927534
2957,0462072010,2,046207,2010,0462072,518100462072010,111279.607519,1943.79018
2958,0440023034,3,044002,3034,0440023,518100440023034,29823.102125,706.696984
2959,0454081011,1,045408,1011,0454081,518100454081011,130696.398527,1462.789097
2960,0404024002,4,040402,4002,0404024,518100404024002,53914.495617,1609.588703
2961,0458011012,1,045801,1012,0458011,518100458011012,48664.816376,1209.640843
2962,0408011001,1,040801,1001,0408011,518100408011001,308143.096814,2330.164201
2963,0460111003,1,046011,1003,0460111,518100460111003,62214.099852,1079.267854
2964,0404024003,4,040402,4003,0404024,518100404024003,28340.334116,714.027687
2965,0430012043,2,043001,2043,0430012,518100430012043,60337.143892,1334.128615
2966,0436001017,1,043600,1017,0436001,518100436001017,22661.503436,613.32834
2967,0448065999,5,044806,5999,0448065,518100448065999,39814.548651,849.717055
2968,0426001021,1,042600,1021,0426001,518100426001021,82941.414867,1175.145248
2969,0410021023,1,041002,1023,0410021,518100410021023,20200.815889,579.488688
2970,0458031000,1,045803,1000,0458031,518100458031000,415086.377104,3600.400142
2590,0426001013,1,042600,1013,0426001,518100426001013,184986.045262,1717.134239
2591,0410033010,3,041003,3010,0410033,518100410033010,36106.311585,929.668654
2592,0438002015,2,043800,2015,0438002,518100438002015,229997.516241,2248.581865
2593,0426001015,1,042600,1015,0426001,518100426001015,61134.332429,1246.832698
2019,0442003999,3,044200,3999,0442003,518100442003999,139274.730473,4654.151846
2020,0454183006,3,045418,3006,0454183,518100454183006,24209.087048,699.591147
2021,0410022007,2,041002,2007,0410022,518100410022007,25441.461778,734.471324
2022,0418024005,4,041802,4005,0418024,518100418024005,36265.390151,769.39956
2023,0410022006,2,041002,2006,0410022,518100410022006,21323.016182,696.308522
2024,0462061006,1,046206,1006,0462061,518100462061006,59988.56989,984.171043
2025,0454151005,1,045415,1005,0454151,518100454151005,51660.439944,915.031755
2026,0430021010,1,043002,1010,0430021,518100430021010,118324.707432,1674.165464
2027,0460021017,1,046002,1017,0460021,518100460021017,27265.146132,758.071201
2028,0462172010,2,046217,2010,0462172,518100462172010,37581.142683,1051.912111
2029,0460094018,4,046009,4018,0460094,518100460094018,20827.154789,613.84968
2030,0408014006,4,040801,4006,0408014,518100408014006,27632.015316,769.688717
2031,0414002002,2,041400,2002,0414002,518100414002002,86509.609525,1397.829637
2032,0448051005,1,044805,1005,0448051,518100448051005,2106.392163,184.641823
2033,0444011004,1,044401,1004,0444011,518100444011004,32105.2816,770.74081
2365,0406002018,2,040600,2018,0406002,518100406002018,49488.147541,1070.080932
2366,0446001013,1,044600,1013,0446001,518100446001013,202040.668186,2006.622872
2367,0454103005,3,045410,3005,0454103,518100454103005,190865.751466,1838.536067
2368,0418011008,1,041801,1008,0418011,518100418011008,4163.201844,308.138423
2369,0438004013,4,043800,4013,0438004,518100438004013,21280.584594,625.575678
2370,0460085003,5,046008,5003,0460085,518100460085003,62312.900854,978.008862
2371,0410021030,1,041002,1030,0410021,518100410021030,36537.130566,916.022188
2372,0446004015,4,044600,4015,0446004,518100446004015,116808.382618,2641.784508
2373,0408014999,4,040801,4999,0408014,518100408014999,5625.61177,435.280075
2374,0456022011,2,045602,2011,0456022,518100456022011,87586.736973,1690.074721
2375,0430022004,2,043002,2004,0430022,518100430022004,967970.50369,8704.745809
2376,0412001013,1,041200,1013,0412001,518100412001013,66284.846264,1367.234241
2377,0462041010,1,046204,1010,0462041,518100462041010,1073301.961862,7424.322041
2378,0444024010,4,044402,4010,0444024,518100444024010,98158.052575,1293.883524
2485,0420002003,2,042000,2003,0420002,518100420002003,207670.033309,3852.353267
2486,0438004001,4,043800,4001,0438004,518100438004001,16104.199353,507.711187
2806,0424004017,4,042400,4017,0424004,518100424004017,38514.624376,834.401806
2807,0428013013,3,042801,3013,0428013,518100428013013,46024.700817,1151.665912
2808,0424004004,4,042400,4004,0424004,518100424004004,64973.708074,1311.133425
2809,0462155005,5,046215,5005,0462155,518100462155005,105153.781482,1454.714292
2810,0418023001,3,041802,3001,0418023,518100418023001,57503.593111,1126.057789
2811,0430011999,1,043001,1999,0430011,518100430011999,4494913.975279,10096.287936
2812,0460101999,1,046010,1999,0460101,518100460101999,108461.56871,5295.671623
2813,0440026003,6,044002,6003,0440026,518100440026003,7039.950789,424.580429
2814,0462055005,5,046205,5005,0462055,518100462055005,42895.70708,885.69788
2815,0440025010,5,044002,5010,0440025,518100440025010,9659.620272,427.165122
2816,0462042015,2,046204,2015,0462042,518100462042015,26243.741216,719.140028
2817,0462184000,4,046218,4000,0462184,518100462184000,100168.227855,1517.244374
2818,0456021005,1,045602,1005,0456021,518100456021005,23763.446235,627.618534
2819,0408021006,1,040802,1006,0408021,518100408021006,68331.364558,1300.859025
2820,0448081008,1,044808,1008,0448081,518100448081008,32747.701698,894.85568
2821,0460061011,1,046006,1011,0460061,518100460061011,19880.126908,568.647925
2822,0422012006,2,042201,2006,0422012,518100422012006,20150.703834,650.069766
2823,0460052001,2,046005,2001,0460052,518100460052001,1073406.24226,8385.932603
2824,0454181016,1,045418,1016,0454181,518100454181016,13293.752421,561.183115
2825,0428011017,1,042801,1017,0428011,518100428011017,38220.391681,976.75087
2826,0434001004,1,043400,1004,0434001,518100434001004,22486.416466,599.979357
2827,0410022019,2,041002,2019,0410022,518100410022019,26049.286689,688.449093
2828,0438002016,2,043800,2016,0438002,518100438002016,21554.454164,658.148282
2829,0402004002,4,040200,4002,0402004,518100402004002,19945.696798,576.612472
2830,0460064007,4,046006,4007,0460064,518100460064007,41655.825822,822.229822
2831,0456022024,2,045602,2024,0456022,518100456022024,30811.1042,773.655776
2832,0462151007,1,046215,1007,0462151,518100462151007,34259.421175,737.155245
2833,0454193025,3,045419,3025,0454193,518100454193025,65238.923848,1043.589614
2834,0456022001,2,045602,2001,0456022,518100456022001,32538.813827,1206.876339
2971,0454152007,2,045415,2007,0454152,518100454152007,97440.814782,2813.675773
2972,0454101002,1,045410,1002,0454101,518100454101002,14629128.103299,19083.349017
2973,0454171009,1,045417,1009,0454171,518100454171009,139585.793986,1626.807884
2974,0412001021,1,041200,1021,0412001,518100412001021,117349.44725,1605.950523
2975,0412001008,1,041200,1008,0412001,518100412001008,19010.928279,561.468908
2976,0460064010,4,046006,4010,0460064,518100460064010,55242.858878,950.502603
2977,0462052003,2,046205,2003,0462052,518100462052003,22821.766604,616.308309
2978,0454061001,1,045406,1001,0454061,518100454061001,33011.627674,816.451769
2979,0440025038,5,044002,5038,0440025,518100440025038,43301.656564,1515.000664
2980,0428022007,2,042802,2007,0428022,518100428022007,368.342449,94.694811
2981,0454071004,1,045407,1004,0454071,518100454071004,91301.641999,1246.668385
2982,0400001006,1,040000,1006,0400001,518100400001006,178896.491394,2265.59492
2983,0448065012,5,044806,5012,0448065,518100448065012,100714.170766,1408.78619
2984,0458101003,1,045810,1003,0458101,518100458101003,67242.78668,1382.895674
2985,0410022005,2,041002,2005,0410022,518100410022005,18682.2889,673.861839
2986,0402003007,3,040200,3007,0402003,518100402003007,8631.847882,491.393913
2987,0414003005,3,041400,3005,0414003,518100414003005,237627.697101,2856.918599
2988,0410034011,4,041003,4011,0410034,518100410034011,33079.974901,871.599477
