OBJECTID,TAX_ACCT,GPIN,LRSN,SHAPEarea
10462,07204100,1540269278,10159,9268.047865
11072,07701100,1449171869,10845,10544.600963
10463,07204300,1447558969,10160,8875.851852
11073,07701430,1438934179,10846,10274.268169
10464,07204510,1438943754,10161,10143.891261
11074,07701900,1428989323,10847,5757.007301
10466,07208200,1550177296,10163,7505.308066
11075,07701980,1428851183,10848,5642.829666
10467,07209200,1540544044,10164,7314.278425
11076,07702000,1428853924,10849,8463.144376
10468,07209400,1448956705,10165,7338.621484
11077,07702100,1428669847,10850,3860.881321
10469,07211800,1467093705,10166,7637.99911
11078,07702200,1457175749,10851,13867.630619
10470,07212700,1540581763,10167,7976.020425
11079,07702750,1448891919,10852,6590.501625
10471,07212800,1428763972,10168,8201.071632
11080,07702900,1437118283,10853,5667.379942
10472,07213000,1449530461,10169,6334.245748
11081,07702904,1437118271,10854,2173.127279
10473,07213600,1438424075,10170,5502.974476
11082,07703300,1437970061,10855,6593.527226
10474,07214475,1428878529,10171,4186.178272
11083,07704200,1437973043,10856,5923.897326
11084,07704300,1437974043,10857,6004.475335
10475,07214500,1428876662,10172,4328.225312
11085,07705200,1428972418,10858,4131.83703
10476,07215700,1439258504,10173,10549.053791
11086,07706100,1457536392,10859,9801.632776
10477,07216300,1428957653,10174,2865.917249
11087,07707000,1437838924,10860,9585.515608
10478,07216950,1428990685,10175,12566.095033
11088,07709900,1437683505,10861,2707.806466
10479,07217000,1428881042,10176,4955.978486
11089,07710900,1437682593,10862,2761.503712
10480,07217500,1467180041,10177,1721.832333
11090,07711010,1437682478,10863,5481.003099
10481,07218500,1448662763,10179,5083.825335
11091,07712850,1438703044,10864,5007.763519
10482,07219900,1436290161,10180,3149.959784
11092,07713925,1428469995,10865,9197.985186
10483,07220100,1531531307,10181,5119.467872
11093,07713930,1428479097,10866,9819.562031
10484,07220300,1448831663,10182,11048.191665
11094,07713960,1437590660,10867,4222.3184
10488,07223000,1550222352,10186,7281.253675
11095,07714800,1449688817,10868,12539.876124
10489,07223700,1449073187,10187,7321.684673
10490,07225400,1429535419,10188,6401.374637
11096,07715200,1449314210,10869,6251.974823
10491,07226660,1438282038,10189,2687.181738
11097,07715300,1437671295,10870,2826.484888
10496,07226900,1531531440,10194,5119.480037
11099,07721300,1428369808,10872,3206.310332
10498,07229400,1439809025,10196,7470.142336
11100,07722200,1437983276,10873,5301.855342
10499,07230300,1458900905,10197,20188.722303
11101,07722805,1438099440,10874,7169.2169
10500,07231200,1439727879,10198,7730.194253
11102,07723400,1438315539,10875,3299.251356
10501,07231900,1438171326,10199,3869.357167
11103,07724000,1448290928,10876,10163.394785
10502,07232100,1428781580,10200,2654.702027
11104,07725300,1531912026,10877,5181.828176
10503,07233000,1438653612,10201,5066.991148
11105,07726000,1438090849,10878,4320.807071
10504,07234800,1540357528,10202,8040.526413
11106,07726700,1439681232,10879,10760.85965
10505,07237000,1457056456,10203,7883.500351
11108,07729800,1428955293,10881,2786.120475
10506,07237450,1447072318,10204,4509.21985
11109,07731600,1438050991,10882,3643.888293
10507,07240300,1550111396,10205,10960.325436
10508,07241300,1448030632,10206,5209.148937
11110,07744200,1438550885,10883,7372.224977
10509,07242900,1447355872,10207,10435.656055
11111,07744800,1437693522,10884,4913.831838
10510,07243300,1436187787,10208,6435.504587
11112,07745700,1438338137,10885,2601.945807
10511,07243420,1438713483,10211,2049.656053
11113,07746600,1540514863,10886,20549.764236
10512,07243430,1438713482,10212,3664.938437
11114,07748378,1540411208,10892,9416.956632
10513,07243800,1448485186,10213,6451.652781
11115,07748379,1438960416,10893,6257.791951
10514,07243900,1448485078,10214,2553.524364
11194,07806800,1438035416,10976,4063.957075
10515,07246900,1457454681,10215,22453.308711
11197,07812400,1438040659,10979,2723.148291
10516,07247800,1449035948,10216,8871.486073
11198,07812520,1428466499,10980,2165.722633
10518,07249600,1540733121,10218,8908.727436
11199,07812545,1428861380,10981,2279.224128
10519,07250500,1540733003,10219,7641.097616
11200,07812700,1437113267,10982,4403.313768
10520,07251400,1458511493,10220,7575.857331
11201,07816510,1541216493,10984,5035.998169
10521,07256700,1439494574,10221,8393.145158
11202,07822500,1449366732,10985,4001.733325
10523,07258300,1540688691,10223,14941.466477
11203,07822600,1449375425,10986,1115.288913
10524,07258500,1540287737,10224,4976.73776
11210,07823600,1436388748,10993,10306.334923
10525,07258700,1540213452,10225,7240.426567
11212,07823710,1436189908,10995,4747.7211
10526,07259010,1428774447,75780,5788.418985
11213,07823720,1436188975,10996,4967.941709
10527,07259500,1438753621,10227,7528.54999
11214,07823800,1436291147,10997,9538.95681
10528,07260400,1438981331,10228,6968.424216
11264,07830100,1439626827,11047,9048.613594
10529,07261300,1438888235,10229,6672.1892
11265,07830401,1448283265,11048,5095.902192
10530,07262201,1448452173,10230,7020.63915
11271,07833700,1439639066,11054,5850.343117
10531,07262500,1429348060,10231,15414.078266
11312,07901400,1540320999,11138,8304.997684
10532,07263100,1438948785,10232,5187.309521
11313,07903100,1457994300,11139,40975.923563
10533,07264000,1438877447,10233,6051.481997
10534,07266000,1540322751,10234,7199.988229
11317,07907200,1540394143,11143,5044.846735
10536,07270500,1438787297,10236,6058.50741
11318,07907400,1428606929,11144,3390.875074
10537,07273200,1429207105,10237,5202.945437
11319,07908500,1530311546,11145,7807.621245
10538,07273800,1449819487,10238,12170.634612
11320,07909500,1448046528,11146,2236.081613
10540,07274102,1449805925,10240,5242.874383
11333,07914300,1531488229,11159,9604.198976
10541,07274104,1449805950,10241,5395.194268
11334,07914600,1540492016,11160,10787.88041
10542,07274106,1449805866,10242,5338.227078
11335,07916200,1540026867,11165,8151.801921
10543,07274108,1449805891,10243,5611.166131
11337,07920600,1438293290,11167,7238.724628
10545,07274274,1550639108,77006,5231.400328
11338,07921100,1429424693,11168,5260.042754
10546,07274276,1550639105,77007,5831.138944
11339,07921500,1520502614,11169,6442.91562
10547,07274300,1550832037,10247,7721.50351
11340,07922400,1449767530,11170,9889.261813
10548,07276350,1540592084,10252,14387.289872
11341,07922600,1449654118,11171,2238.124663
10549,07276600,1550056266,10253,7580.206585
11342,07923700,1448298455,11172,7519.836649
10550,07277800,1531705345,10254,5525.478318
11344,07925300,1449218503,11174,7752.00187
10552,07278700,1449224465,10256,18971.201269
11345,07925800,1428816429,11175,2910.94702
10553,07280600,1540985444,10257,6682.3169
11346,07926000,1540348684,11176,14490.568241
10554,07282100,1550063425,10258,18784.651984
11347,07927000,1438145437,11177,11342.320025
10555,07282275,1448156677,10259,2959.109558
11348,07927500,1438899794,11178,6207.13701
10556,07282300,1448156770,10260,2958.338863
11349,07928400,1449824167,11179,6212.876112
10557,07282400,1448762820,10261,5307.966559
11350,07929300,1429401453,11180,5310.12132
10558,07283300,1457694501,10262,8214.352237
11353,07932501,1541503109,11183,6739.06119
10564,07285200,1530875907,10271,5720.116074
11354,07933400,1448674809,11184,7237.135766
10793,07442000,1550023458,10469,7480.463528
11355,07933925,1449684457,11185,7481.7783
10796,07447500,1449660364,10472,8446.013729
11356,07936200,1438089127,11186,2270.807342
10797,07447600,1449660420,10473,7998.429746
11357,07936300,1438089230,11187,2156.858026
10798,07450600,1457037563,10474,10647.247567
11358,07936400,1438089242,11188,2247.199113
10799,07454200,1438744251,10475,4959.816337
11359,07936500,1438089255,11189,2394.744525
10800,07457300,1521791418,10476,5270.485981
11360,07937400,1438180424,11190,2593.04135
10801,07458200,1439393490,10477,10128.341485
11361,07938300,1438180437,11191,1947.809865
10802,07459100,1540596602,10478,5824.281223
11362,07938400,1438180540,11192,2049.555302
10803,07460100,1541036746,10479,12733.040328
11363,07938500,1438180552,11193,2018.91861
10804,07461000,1541313924,10480,7667.036312
11364,07938600,1438180535,11194,681.016676
10805,07461900,1541312998,10481,7853.106975
11365,07938700,1438180548,11195,672.261994
11366,07938800,1438180650,11196,681.240895
10806,07462000,1530487154,10482,12548.352976
11367,07938900,1438180663,11197,958.93122
10807,07462350,1458715478,10483,9084.06946
11368,07939000,1438182255,11198,4274.509259
10808,07462800,1540322671,10484,7184.532156
10809,07464600,1449505277,10485,7398.834166
11369,07939100,1438182301,11199,2730.156128
10810,07465200,1448353174,10486,7250.586178
11370,07939510,1448113684,11200,5116.90791
10811,07465500,1449133546,10487,10108.049952
11371,07939550,1448112685,11201,5191.558707
10812,07465800,1438382386,10488,7036.81816
11373,07939575,1520159165,11203,4950.24396
11374,07940500,1550167780,11204,7546.585145
10813,07466000,1438289289,10489,3364.95042
11375,07942700,1449578235,11205,1775.7365
10814,07466100,1439478705,10490,12483.413314
11376,07946700,1438898104,11206,7030.685672
10815,07466300,1439239221,10491,10125.12714
11377,07947400,1439832886,11207,6428.379525
10817,07468350,1531637607,10493,6795.409094
11378,07949300,1540425646,11208,7949.393391
10818,07468355,1531636673,10494,3394.276602
11379,07951400,1449231726,11209,6953.160921
10819,07468500,1540460184,10495,7336.642848
11380,07952100,1428782550,11210,2674.143641
10820,07469000,1459199926,10496,10250.966069
11381,07952805,1429412726,11211,6480.609075
10821,07470500,1429707650,10497,5052.466573
11382,07952900,1531709095,11212,5216.315266
10823,07471005,1429727012,10499,17751.263353
11384,07956100,1438677705,11214,7418.689676
10824,07471010,1429717900,10500,35221.594151
11385,07956105,1438677754,11215,5142.188226
10825,07474500,1438140663,10501,22511.600544
11386,07956600,1447171412,11216,4608.26485
10826,07474640,1428959219,10502,5607.358416
11387,07960200,1530769779,11217,7083.092274
10828,07474700,1428663676,10504,12641.710931
11388,07960400,1540568850,11218,7462.316419
10829,07475000,1428955552,10510,12509.140113
11389,07961100,1438898048,11219,6545.290383
10830,07475100,1437982659,10511,16806.447463
11390,07961300,1531930572,11220,6698.799355
10831,07475125,1449266598,10512,64596.204477
11392,07964800,1438024748,11222,2153.468865
10832,07475170,1438406650,10513,61506.274144
11393,07964803,1438024729,11223,2109.053071
11396,07964900,1438024864,11226,1857.533941
10833,07476050,1428967837,10514,15445.150299
11397,07964903,1438024866,11227,2665.527865
10835,07478200,1438086371,10516,12576.332092
11398,07965220,1428727423,11228,6747.228073
10836,07481000,1448181754,10517,15966.258236
11400,07971900,1550233150,11230,18735.871672
10837,07481500,1520340307,10518,9261.472052
11401,07972500,1438511098,11231,2607.139878
10838,07481700,1458067970,10519,6701.734097
11402,07972900,1449050519,11233,8032.609582
10841,07485300,1438317828,10522,1657.614617
11403,07973000,1540983503,11234,6770.603602
10842,07486800,1447188278,10523,5732.135328
11404,07975050,1439191902,11235,6631.007759
10849,07489800,1449941481,10531,7875.163538
10850,07489900,1438186089,10532,3690.365069
11406,07976400,1428860712,11237,2652.256238
11407,07976500,1428769791,11238,2546.797875
10851,07490200,1448544122,10533,7500.933229
10852,07490500,1540621591,10534,14365.502977
11788,08315700,1447562851,11670,14374.333476
10854,07490700,1550318020,10536,15818.778149
11789,08315800,1439689049,11671,19073.581514
10855,07491100,1540226594,10537,6299.240286
11790,08319450,1550081603,11672,9978.008293
10856,07492900,1449932810,10538,10866.641925
11791,08319850,1459152706,11673,23381.648089
10857,07492910,1449689280,10539,7574.861545
11792,08320300,1449073118,11674,7195.763057
10858,07493000,1448219942,10540,4170.519829
11794,08323900,1429226451,11676,6791.344018
10859,07493100,1540448417,10541,8305.697738
11795,08324310,1449609005,11677,16311.639965
10861,07494800,1428854092,10543,4083.227098
11796,08324800,1438064285,11678,3410.055695
10862,07494900,1439353204,10544,7410.331634
11797,08324900,1438065205,11679,3481.063947
10863,07495500,1436797387,10545,3655.81919
11798,08324950,1449567823,11680,9879.056336
10864,07495505,1436797364,10546,3652.171076
11799,08324980,1540540188,11681,7386.546294
10865,07495900,1540122886,10547,6723.795929
10866,07495950,1429646526,10548,7422.710032
11800,08325000,1439441026,11682,8195.029884
10868,07499500,1429536701,10550,5399.948992
10869,07500100,1457694600,10551,8108.466917
11801,08326000,1428714284,11683,5175.543139
10870,07501300,1540731105,10552,7822.891691
11802,08326700,1439905299,11684,12122.468724
10871,07501800,1438459606,10553,5509.403979
11803,08328500,1540910287,11685,7230.481145
10872,07501850,1438458752,10554,4866.777344
11804,08333401,1447385280,11686,17992.759202
10874,07503101,1550720282,10556,32014.64463
11805,08333501,1447387295,11687,10578.463288
10876,07504950,1550628243,10558,20001.918661
11806,08333601,1447386251,11688,8869.564612
10879,07508100,1447836578,10561,53938.51458
11807,08335505,1429116695,11689,30838.500871
11808,08335600,1429210653,11690,15424.953996
10880,07508120,1457324778,10562,20419.911338
11809,08341700,1449707537,11691,10542.265018
10881,07508150,1530610981,10563,7060.497657
11810,08344600,1457997640,11692,7888.212618
10882,07508300,1457035405,10567,14215.412228
11811,08344650,1438612487,11693,5513.041137
10883,07508700,1438751933,10568,5039.223616
11812,08344700,1449079895,11694,8882.013797
10884,07508750,1428852629,10569,2762.255604
11813,08346750,1438793910,11695,6510.26806
10885,07508780,1428962910,10570,4332.85692
11814,08347200,1429119126,11696,19209.009379
10886,07508810,1428771465,10571,13665.173439
11815,08349000,1540634753,11697,21808.529584
11816,08349100,1530577967,11698,7689.554853
10887,07508835,1448664224,10572,4638.36902
11817,08349200,1540387389,11699,6090.934556
10888,07508855,1428993031,10573,2932.975085
11818,08349500,1550024491,11700,7485.298954
10889,07509005,1448053734,10574,4453.442565
11819,08351500,1438938337,11701,5086.776779
10892,07509300,1428883548,10577,5699.682899
10893,07509953,1447839702,10578,11837.430713
11820,08351900,1437779142,11704,5059.599811
11822,08357602,1540272966,11706,10643.615077
10894,07509957,1447837701,10579,31354.957032
10895,07510800,1540726469,10580,7847.135364
11823,08357800,1438285492,11707,5479.45932
10896,07511700,1540934469,10581,8787.896591
11824,08359700,1429534521,11708,4806.314868
11825,08362300,1550626700,11709,9308.435119
10897,07513600,1428860465,10582,5200.969247
11826,08364600,1438343620,11710,3805.943078
10898,07514500,1438144785,10583,2735.974921
11827,08365055,1429430491,11711,8875.212171
10899,07515600,1438420953,10584,2524.157783
10900,07515900,1439390908,10585,6504.603218
10901,07516300,1449926500,10586,7251.072401
11829,08366400,1449073482,11713,6387.206304
10902,07518101,1531546071,10588,5902.558848
11830,08368200,1448367615,11714,13854.283859
10905,07519201,1540279163,10591,6982.397659
11832,08370000,1520145852,11716,6934.78531
10906,07520101,1540148591,10592,7672.182555
11834,08370600,1457212449,11718,13879.231682
10907,07521001,1540149789,10593,9290.82989
11838,08372000,1438085733,11722,8766.01152
10908,07521800,1531607766,10594,4451.49058
11839,08372300,1429903127,11723,7003.500312
10909,07522800,1429901522,10595,12944.102181
11840,08372700,1429545859,11724,5177.95004
10910,07523700,1540833033,10596,7410.471036
11841,08373600,1439292880,11725,8531.481324
10911,07525500,1437838756,10597,4625.226458
11842,08376600,1540440012,11726,8017.169267
10912,07527300,1457630880,10598,10406.244712
11845,08379800,1550823746,11729,24209.959098
10913,07529100,1428717841,10599,9338.848749
11848,08381300,1437458887,11733,3203.200712
10915,07532700,1437694298,10601,1863.855632
11849,08381500,1437459809,11734,3292.000942
10916,07532800,1437694287,10602,1833.123914
11850,08381700,1437459945,11735,3894.709063
10917,07533000,1449640703,10603,2288.513058
11851,08383100,1550443165,11736,8134.601267
10918,07534500,1438662005,10604,6397.439158
11852,08384900,1428965945,11737,3946.140025
10920,07536500,1438859665,10606,3113.087095
11853,08386701,1438523990,11738,3179.711146
10922,07537300,1428338286,10608,5617.65069
11854,08387600,1448348481,11739,5507.588555
10923,07538200,1447664135,10609,8957.734578
10924,07539100,1429890237,10610,5390.593972
11855,08389000,1429236830,11740,4891.691116
10925,07542300,1439834172,10611,7404.488383
11856,08390300,1449402770,11741,8032.523349
10926,07542600,1540440083,10612,7740.205813
11857,08391200,1448577126,11743,7702.266199
10927,07543600,1540299114,10613,5938.727571
11858,08392100,1439487551,11744,6416.267713
10928,07544500,1530223187,10614,9208.995435
11859,08393000,1428539534,11745,5470.823829
10929,07545000,1459038034,10615,9491.357225
11860,08393200,1428624490,76827,13700.440261
10931,07547200,1530970796,10617,10116.221033
11861,08396900,1540884379,11759,7468.440788
10934,07548400,1540831159,10620,7713.03383
11862,08398050,1540563987,11760,7727.38522
10935,07549100,1550250821,10621,35925.405804
11863,08399000,1428634845,11761,4707.81569
10936,07550000,1448681416,10622,4726.740375
11864,08399700,1428976418,11762,4232.018265
10937,07550100,1438860044,10623,2687.925012
11865,08400600,1448694246,11763,12167.816551
10938,07551000,1448166606,10624,5788.144923
11866,08401500,1457631880,11764,15844.881705
10939,07553300,1438613250,10625,6376.42028
11867,08401723,1550435125,11765,8711.691984
10940,07553400,1437889469,10626,7914.339091
11868,08401800,1428777866,11766,5400.11672
10941,07553600,1550057886,10627,7046.000664
11869,08402500,1429535561,11767,6727.899409
10942,07553700,1428949553,10628,2861.118791
11870,08406900,1439882493,11768,6939.326571
10943,07554630,1438064096,10630,2836.007384
11871,08408000,1438789457,11769,6422.081147
10944,07554700,1438170582,10631,2505.039609
11872,08408500,1458050845,11770,7804.493444
10947,07554935,1438182380,10634,6761.977207
11873,08409500,1438951196,11771,3865.513173
10948,07556000,1438950079,10635,5991.258729
11875,08664100,1428632649,12179,4557.66131
10949,07556700,1540247104,10636,7186.308159
11876,08664200,1429906277,12180,9818.055993
10950,07557500,1540215238,10637,8480.187741
10951,07559400,1428856882,10638,5598.976338
10952,07560300,1459116409,10639,7845.035383
11877,08664500,1428619176,12181,7146.728114
10953,07562100,1541406544,10640,8124.237748
10954,07563000,1438879312,10641,5973.739251
11879,08664900,1448036594,12183,5119.064776
10955,07563050,1437677197,10642,1610.174514
11880,08665720,1438672194,12184,5776.848397
10956,07563200,1530215444,10643,7534.753332
11881,08665730,1438662240,12185,6430.034199
10957,07563400,1428709683,10644,5874.617005
11882,08665740,1448334649,12186,5039.484288
10958,07563600,1449427235,10645,16971.429462
11883,08665756,1449407476,12187,7526.686109
10959,07563700,1449425241,10646,18458.291989
11884,08665800,1448038709,12188,5315.236202
10960,07563900,1449714214,10647,6024.788555
11885,08666000,1438764505,12189,19988.607315
10961,07564775,1540461619,10648,8576.722441
11886,08666601,1449646689,12190,2066.375417
10963,07565750,1429415799,10650,7607.186446
11888,08666800,1530924407,12192,7201.099839
10964,07565800,1438830148,10651,5178.880299
11889,08675850,1438420831,12194,2510.505047
10965,07566600,1541021139,10652,6174.879845
11890,08676785,1438055097,12195,3278.135712
10966,07566800,1438579083,10653,5153.266891
11891,08676800,1437449468,12197,4868.588642
10967,07567000,1449764014,10654,9829.822068
11892,08678000,1540242776,12198,29965.550752
10968,07567500,1459382893,10655,9393.648839
11893,08678100,1428785397,12199,5185.319353
10969,07569300,1429223415,10656,11919.347376
11894,08678200,1428786378,12200,2528.667816
10970,07570200,1429706302,10657,8231.504376
11895,08678250,1428786348,12201,2577.798297
10971,07570400,1429426725,10658,5356.182566
11896,08678270,1428769964,12202,4825.689009
10972,07570500,1429703168,10659,2250.272898
11897,08678280,1428769939,12203,3869.35629
10973,07570600,1438077352,10660,4043.281301
11898,08678300,1428787334,12204,14495.539649
10974,07570602,1438077372,10661,2022.503509
11899,08679400,1447651795,12205,10455.560137
10975,07570604,1438078303,10662,3420.264549
11900,08680400,1438994366,12206,6045.58416
11901,08681601,1448767984,12207,14027.873236
10976,07570606,1438078333,10663,3388.575274
11902,08683200,1448232524,12208,9804.084406
10977,07570608,1438078363,10664,1915.733445
11903,08683300,1541218658,12209,7404.948905
10978,07570610,1438078384,10665,3454.196718
11905,08683600,1428615900,12211,6897.632476
10979,07570612,1438079314,10666,3428.409231
11906,08686800,1448453368,12212,6477.248341
10980,07570614,1438079344,10667,1929.478351
11907,08686900,1448567236,12213,6329.303318
10981,07570616,1438079364,10668,3435.661802
11908,08687000,1448282593,12214,5016.404173
10982,07571200,1531924354,10669,17419.888349
11909,08687200,1449218687,12215,5266.859813
10983,07571300,1540132049,10670,5689.200091
11116,07748385,1438086529,10894,12524.361387
10984,07573800,1439685200,10671,19557.900451
11117,07748397,1428943624,10895,5512.637616
10987,07574740,1458420090,10674,10195.310339
11118,07748400,1531630162,10896,6282.044476
10988,07575600,1530003194,10675,6625.19239
11119,07749300,1448359808,10897,7079.39708
10989,07576500,1439294668,10676,5259.664073
11120,07750000,1540830314,10898,11305.135223
