OBJECTID,STATE10,COUNTY10,TRACT10,BLOCK10,GEOID10,ALAND10,AWATER10,Shape_Length,Shape_Area
62,51,510,200703,2018,515102007032018,12642,0,2093.67365118579,136064.12556862
63,51,510,200403,1008,515102004031008,0,12088,1912.92569886168,130097.946655898
64,51,510,200404,1036,515102004041036,7423,0,1159.18193844427,79893.2365436927
65,51,510,200802,3007,515102008023007,24924,0,3272.4781212991,268250.443080498
66,51,510,201600,1012,515102016001012,12145,0,1462.08111952831,130712.703281937
67,51,510,200703,1006,515102007031006,12029,0,1456.25146706643,129466.715733313
68,51,510,200703,1009,515102007031009,12493,0,1490.80049443198,134460.362747729
69,51,510,201900,1021,515102019001021,12867,0,1500.60383399928,138481.747171937
70,51,510,200703,2005,515102007032005,12107,0,1439.51447484637,130309.790713513
71,51,510,201900,1008,515102019001008,14603,0,1611.48313087306,157168.659372195
72,51,510,200701,1020,515102007011020,14752,0,4164.25126662236,158773.859425829
73,51,510,200900,1010,515102009001010,10332,0,1361.18611208055,111207.64595826
74,51,510,200701,1013,515102007011013,18360,0,3279.28203108428,197602.566369587
75,51,510,201900,1003,515102019001003,8164,0,1186.2363076357,87870.715933709
76,51,510,201900,1032,515102019001032,5523,0,1005.81743506381,59446.6825618598
77,51,510,202001,2010,515102020012010,12169,0,1463.56983053981,130969.702219669
78,51,510,200107,2003,515102001072003,159094,0,8960.76241873312,1712314.26335406
79,51,510,200106,2004,515102001062004,27123,0,2889.56135106773,291926.866178138
80,51,510,200702,1015,515102007021015,0,12735,8467.79791985106,137072.271796451
81,51,510,200405,1002,515102004051002,31202,0,2610.12908903679,335823.25298515
82,51,510,202002,1007,515102020021007,13325,0,1532.02107465118,143418.1435931
83,51,510,202002,1006,515102020021006,12752,0,1502.18445795118,137253.276058292
84,51,510,202001,2001,515102020012001,13613,0,1537.29276730467,146512.313981106
85,51,510,200103,4001,515102001034001,16053,0,6815.22493034132,172776.393261308
86,51,510,200703,2015,515102007032015,4771,0,1670.16384956586,51344.0064155419
87,51,510,202002,2005,515102020022005,208966,0,9615.99112186897,2249074.28086967
88,51,510,200106,1002,515102001061002,154434,0,5103.37887678107,1662169.45024464
89,51,510,200106,2002,515102001062002,10363,0,1430.40381869491,111535.399186374
90,51,510,200302,3004,515102003023004,30916,0,2580.07723293288,332748.795188755
91,51,510,200201,2001,515102002012001,218370,0,10274.5412268177,2350297.85264915
92,51,510,200701,1017,515102007011017,96747,0,8499.34603959653,1041277.457794
93,51,510,200701,1019,515102007011019,33623,0,4258.2876322425,361884.380507045
94,51,510,200702,1019,515102007021019,10650,0,1364.17353815619,114628.726303814
95,51,510,200703,1019,515102007031019,21843,0,3665.0801430496,235095.115214685
96,51,510,200703,2017,515102007032017,0,50986,3777.32963658484,548758.481987556
97,51,510,202002,2006,515102020022006,0,7451,1373.74872231623,80197.4710815228
98,51,510,202001,1000,515102020011000,13874,0,1554.56978155413,149322.963278796
99,51,510,200405,5004,515102004055004,69142,0,5228.70473957651,744168.660814498
100,51,510,200107,1005,515102001071005,18053,0,4827.73560927361,194307.378365732
101,51,510,200403,1002,515102004031002,14571,0,12436.4645804991,156826.511597626
102,51,510,201000,1010,515102010001010,8656,0,2375.99055561378,93164.8391880597
103,51,510,200303,4004,515102003034004,42693,0,2897.63955902714,459497.215186703
104,51,510,200302,1021,515102003021021,23000,0,2326.6522274604,247541.260755679
105,51,510,200405,5000,515102004055000,168653,0,7626.30880468073,1815190.85826721
106,51,510,200302,1012,515102003021012,71167,0,3467.59825954585,765960.291530573
107,51,510,200201,1009,515102002011009,36406,0,2538.6180766044,391838.888560222
108,51,510,200802,3004,515102008023004,15495,0,1576.26778854073,166770.911176977
109,51,510,200102,1002,515102001021002,1076,0,463.151655415974,11576.3942289237
110,51,510,200702,1013,515102007021013,71896,0,5326.36609978855,773809.135505867
111,51,510,200201,3000,515102002013000,8304,0,3684.15836356452,89367.6147721277
112,51,510,200701,1023,515102007011023,6579,0,3620.24452459541,70808.8635034948
113,51,510,200103,2002,515102001032002,52275,0,6743.02199552446,562631.348693986
114,51,510,200103,3005,515102001033005,1591,0,751.218594424107,17128.1915188375
115,51,510,201100,3002,515102011003002,864,0,342.679715318865,9301.57682938523
116,51,510,200103,4004,515102001034004,5893,0,975.269536255287,63429.7727014505
117,51,510,200102,3010,515102001023010,34550,0,2458.54135057381,371860.254779184
118,51,510,201000,1014,515102010001014,13916,0,2615.50960827515,149778.132659302
119,51,510,200106,2005,515102001062005,75575,0,4710.90135301684,813406.539590516
120,51,510,200302,1004,515102003021004,17294,0,1925.5518383666,186136.826696499
121,51,510,200202,1000,515102002021000,374653,0,15234.2123127556,4032345.2672102
122,51,510,200404,1005,515102004041005,0,14262,2152.7787404896,153501.717225407
123,51,510,200500,3000,515102005003000,58506,0,3148.72856345393,629688.106212056
124,51,510,200201,2011,515102002012011,25101,0,2255.26005931563,270160.527636964
125,51,510,201000,1020,515102010001020,8342,0,1171.31328040269,89779.7764476567
126,51,510,201203,1005,515102012031005,19014,0,3058.56641565605,204645.980294644
127,51,510,200201,2012,515102002012012,7386,0,2101.83969748117,79494.7090738191
128,51,510,200600,2008,515102006002008,15740,0,1848.68207505676,169406.06645312
129,51,510,201900,2022,515102019002022,22825,0,1995.02054225283,245661.599833883
130,51,510,201900,2003,515102019002003,12204,0,1465.43212784044,131354.838611139
131,51,510,201900,2014,515102019002014,3223,0,933.394091729698,34690.8239375659
132,51,510,201900,2020,515102019002020,3375,0,909.193398496592,36319.6525025868
133,51,510,201900,2019,515102019002019,9093,0,1250.91712103837,97865.9796168117
134,51,510,201900,1017,515102019001017,12195,0,1464.03634315821,131255.031699139
135,51,510,202001,3009,515102020013009,13491,0,1538.68068943482,145203.980478914
136,51,510,201801,2044,515102018012044,17996,0,1798.22932962389,193686.708518886
137,51,510,200303,1006,515102003031006,7309,0,1147.24020248896,78663.572437084
138,51,510,200106,1001,515102001061001,62113,0,3980.86217373084,668514.066338177
139,51,510,200106,2003,515102001062003,14779,0,1943.8585651238,159064.340137361
140,51,510,201801,3000,515102018013000,0,723,559.668589086278,7781.24961742753
141,51,510,200302,2002,515102003022002,21701,0,3781.92360642456,233565.825563397
142,51,510,200301,1007,515102003011007,17858,0,1895.95101826366,192200.363662399
143,51,510,200405,3000,515102004053000,119534,0,5067.33690243771,1286528.13435761
144,51,510,200406,3001,515102004063001,7938,0,1300.12190885213,85436.9328599622
145,51,510,200201,3001,515102002013001,13569,0,3696.47222593787,146040.096079229
146,51,510,200801,1000,515102008011000,1784,0,672.285658471141,19202.3670391265
147,51,510,200900,1004,515102009001004,30201,0,2472.29273273279,325055.88295347
148,51,510,200900,4013,515102009004013,13916,0,1592.3218443223,149771.430299865
149,51,510,200900,4012,515102009004012,6331,0,1105.02596070519,68138.7555886301
150,51,510,201100,2016,515102011002016,11239,0,2076.53335847701,120966.98658177
151,51,510,201802,2009,515102018022009,12633,0,1489.33951205295,135962.771888124
152,51,510,201900,1012,515102019001012,12398,0,1473.59933034575,133437.682680924
153,51,510,202001,1002,515102020011002,12249,0,1469.23280630138,131836.283612789
154,51,510,202001,1010,515102020011010,12493,0,1481.30464068739,134464.721371511
155,51,510,201801,2023,515102018012023,22083,0,2497.58766709128,237682.952298968
156,51,510,202001,1011,515102020011011,12140,0,1463.61066953597,130666.429438551
157,51,510,202001,2006,515102020012006,12815,0,1495.62294411386,137929.458121417
158,51,510,200303,4006,515102003034006,15204,0,1585.47568305663,163638.588776762
159,51,510,200404,1043,515102004041043,3643,0,794.777737703027,39213.0350608504
160,51,510,200600,4001,515102006004001,1629,0,895.629865740913,17529.9985698667
161,51,510,200407,1000,515102004071000,71949,0,3932.79978375497,774373.941920019
162,51,510,200600,1001,515102006001001,29665,0,2523.19028192776,319276.610797556
163,51,510,200301,1000,515102003011000,17878,0,7677.18071445696,192418.345266727
164,51,510,200201,1011,515102002011011,11813,0,1428.1883650884,127139.161023817
165,51,510,200900,4004,515102009004004,88271,0,4415.10654811928,950052.460993036
166,51,510,201203,3001,515102012033001,32843,0,2949.00215558535,353489.377065499
167,51,510,201204,1005,515102012041005,23845,0,2353.487954957,256639.838554369
168,51,510,201204,1004,515102012041004,28139,0,2742.78764414122,302855.959852371
169,51,510,200900,2010,515102009002010,25729,0,2541.4889061368,276918.373135342
170,51,510,200900,2011,515102009002011,14099,0,1737.39180915027,151743.3849944
171,51,510,200900,2007,515102009002007,9440,0,1305.0744693266,101600.437710012
172,51,510,201801,3002,515102018013002,681574,0,26689.5798398655,7335701.83765758
173,51,510,202002,1000,515102020021000,0,11672,3301.87760357789,125618.759219242
174,51,510,201802,2001,515102018022001,22725,0,2286.91886999052,244585.16698356
175,51,510,200600,1004,515102006001004,38638,0,3620.88989929206,415859.308326276
176,51,510,200900,4007,515102009004007,3175,0,890.59943501846,34170.1057613789
177,51,510,200900,1009,515102009001009,2037,0,811.144653529847,21923.7903637701
178,51,510,200801,2005,515102008012005,34972,0,3177.35891377295,376402.347294716
179,51,510,200201,2028,515102002012028,14437,0,1726.65811607482,155382.276247648
180,51,510,201203,1004,515102012031004,32544,0,4632.35308027936,350264.969949095
181,51,510,201000,1019,515102010001019,1082,0,648.557473965326,11647.0620440734
182,51,510,201000,2000,515102010002000,69202,0,4215.43105706368,744816.011144834
183,51,510,201000,2005,515102010002005,31508,0,2772.43748478219,339116.565294802
184,51,510,201100,2004,515102011002004,56925,0,4140.31054831153,612681.025747069
185,51,510,201100,2014,515102011002014,13164,0,1574.98927738329,141683.714397446
186,51,510,201100,2003,515102011002003,30994,0,2673.38030818263,333589.972579307
187,51,510,201202,1002,515102012021002,55790,0,4839.39728048656,600457.975305485
188,51,510,201300,3001,515102013003001,71013,0,4630.7293531964,764298.402047901
189,51,510,201801,3008,515102018013008,29673,0,8130.04194644989,319364.272583323
190,51,510,200802,2002,515102008022002,3763,0,1656.0439045287,40506.0705524565
191,51,510,201100,2024,515102011002024,10605,0,1367.06795935476,114141.302547635
192,51,510,200600,1002,515102006001002,28977,0,2430.6553220529,311878.509488386
193,51,510,200900,2014,515102009002014,21665,0,2283.15723427999,233179.901082447
194,51,510,200900,2017,515102009002017,11889,0,1695.11147130936,127962.189579897
195,51,510,200900,2019,515102009002019,10944,0,1398.61286071097,117785.279256409
196,51,510,200900,3018,515102009003018,6009,0,1205.91946242689,64672.6031794739
197,51,510,201400,1005,515102014001005,14471,0,1718.33905863722,155752.868485608
198,51,510,201802,2019,515102018022019,12701,0,1493.35404525456,136694.59388984
199,51,510,201900,1028,515102019001028,1736,0,551.107871121109,18685.1201077952
200,51,510,202001,3010,515102020013010,3613,0,794.013362004096,38886.7048809891
201,51,510,201801,4000,515102018014000,0,46576,3288.24629786688,501287.285876694
202,51,510,200600,5000,515102006005000,52219,0,3157.53641156539,562022.681722123
203,51,510,201801,2035,515102018012035,53806,0,3069.43087807366,579117.187859562
204,51,510,201202,1003,515102012021003,41708,0,3221.08824584853,448899.030979203
205,51,510,201204,1003,515102012041003,36530,0,3329.87189204946,393165.831269594
206,51,510,200900,2009,515102009002009,10607,0,1376.45484466715,114162.599484089
207,51,510,200900,1018,515102009001018,14308,0,1743.49455386806,153997.056088549
208,51,510,200900,2005,515102009002005,10314,0,1378.52621415029,111003.468060446
209,51,510,200900,4001,515102009004001,69661,0,4938.4881040232,749755.386861652
210,51,510,200801,1008,515102008011008,20703,0,2193.30095645577,222827.666169112
211,51,510,201100,2025,515102011002025,9955,0,1827.74438797742,107145.556276228
212,51,510,201500,1008,515102015001008,29481,0,2418.96263093937,317305.50473912
213,51,510,200802,3003,515102008023003,15119,0,1880.88756475419,162726.22331851
214,51,510,201202,1006,515102012021006,8370,0,1273.23786683394,90082.8180705048
215,51,510,201300,1014,515102013001014,19349,0,1999.21073089557,208250.637794621
216,51,510,201802,1012,515102018021012,12093,0,1458.20401993487,130154.467538254
217,51,510,200102,2003,515102001022003,18514,0,1816.85923718393,199262.847814123
218,51,510,201600,3010,515102016003010,8456,0,1207.90744148966,91008.7451738501
219,51,510,201802,2012,515102018022012,3744,0,903.486296862184,40299.5744157294
220,51,510,200703,1013,515102007031013,11936,0,1632.36211779869,128467.431754056
221,51,510,201900,1019,515102019001019,12255,0,1466.88596253606,131897.285813701
222,51,510,200104,1002,515102001041002,23855,0,2042.61878683689,256754.424934249
223,51,510,201202,3004,515102012023004,22792,0,2277.58906234309,245312.564786808
224,51,510,201400,1010,515102014001010,22049,0,2488.76751991734,237308.801554835
225,51,510,201400,2007,515102014002007,13847,0,1562.55130682029,149031.897394984
226,51,510,201204,2015,515102012042015,9630,0,2153.94671490467,103644.794687138
227,51,510,201204,2012,515102012042012,18110,0,1959.20477315646,194915.254335237
228,51,510,201400,1015,515102014001015,11894,0,1485.38104428127,128016.743800944
229,51,510,200107,2006,515102001072006,4525,0,1054.44009828685,48705.1668763778
230,51,510,200303,1003,515102003031003,6368,0,2588.91032078783,68540.6699461888
231,51,510,201204,2009,515102012042009,27884,0,2778.27211520286,300107.963360543
232,51,510,201204,2013,515102012042013,16386,0,1898.80954415658,176362.147016083
233,51,510,201300,2007,515102013002007,16062,0,1814.5411649333,172869.247831629
234,51,510,201300,3003,515102013003003,15778,0,1730.90178134078,169815.377113503
235,51,510,201400,4005,515102014004005,15762,0,1791.54099261359,169641.957935026
236,51,510,201500,2000,515102015002000,25910,0,2630.3808427245,278871.554980164
237,51,510,201400,4003,515102014004003,10301,0,1332.47461988475,110873.750946258
238,51,510,200302,2001,515102003022001,8163,0,3306.45311114213,87860.5733404528
239,51,510,201500,1010,515102015001010,12335,0,1525.57660830374,132756.4241609
240,51,510,201000,1022,515102010001022,5030,0,1037.69708751252,54133.3825252981
241,51,510,201802,1000,515102018021000,25209,0,2113.39882037127,271326.448487091
242,51,510,200107,2004,515102001072004,6494,0,1100.95987641413,69892.3246086547
243,51,510,200106,3003,515102001063003,5048,0,947.672968409694,54332.3368179713
244,51,510,202002,1002,515102020021002,3495,0,777.95077301305,37616.9318745625
245,51,510,201000,1008,515102010001008,0,4081,1964.77980148297,43918.4515281485
246,51,510,200404,1021,515102004041021,7299,0,1214.03153779818,78556.3021336727
247,51,510,201801,4022,515102018014022,5392,0,1112.44348149205,58028.4995714374
248,51,510,200404,1019,515102004041019,5468,0,985.219175666589,58846.1141852272
249,51,510,201300,2005,515102013002005,1683,0,714.728077612641,18115.6162407217
250,51,510,201300,2008,515102013002008,15631,0,1786.59374861053,168231.009605403
251,51,510,201300,2019,515102013002019,14682,0,1709.06905171786,158025.728261811
252,51,510,201300,3004,515102013003004,16096,0,1752.54184069976,173244.201702635
253,51,510,201300,3005,515102013003005,16494,0,1754.37496605822,177520.394679012
254,51,510,200900,3021,515102009003021,4289,0,1036.97414809852,46157.9786964388
255,51,510,201400,3004,515102014003004,20015,0,1968.75465339492,215414.958870538
256,51,510,200202,1005,515102002021005,27322,0,3490.73096402607,294063.471111498
257,51,510,200801,2020,515102008012020,19336,0,2194.98371769807,208110.558105943
258,51,510,201500,1016,515102015001016,10614,0,1359.6606819668,114231.82304426
259,51,510,201500,2009,515102015002009,20834,0,2072.17634898587,224232.339254494
260,51,510,200500,3003,515102005003003,7556,0,3342.20114703877,81328.4259013663
261,51,510,201600,2011,515102016002011,1620,0,546.144727557441,17439.0210811757
262,51,510,200600,2007,515102006002007,12362,0,1574.59206650373,133054.183222049
263,51,510,201500,3010,515102015003010,5834,0,1248.35838010516,62786.1221195381
264,51,510,201400,2008,515102014002008,7968,0,1271.22526928357,85755.8643388479
265,51,510,201400,3006,515102014003006,23982,0,2200.40978327996,258110.692937177
266,51,510,201400,4004,515102014004004,8985,0,1244.89889955884,96706.3819809319
267,51,510,201400,4017,515102014004017,20127,0,2393.38668641855,216619.791016266
268,51,510,201500,1013,515102015001013,21472,0,2673.47045487311,231095.37660541
269,51,510,201500,1014,515102015001014,14448,0,1697.8474434273,155500.843693935
270,51,510,201500,1017,515102015001017,6510,0,1261.62884462285,70063.1300444224
271,51,510,201500,2005,515102015002005,17173,0,2005.35317709287,184834.867478043
272,51,510,201500,2006,515102015002006,21982,0,2114.72073070812,236594.917331622
273,51,510,200600,2010,515102006002010,252981,15886,12433.204573915,2893789.11903212
274,51,510,200801,1004,515102008011004,31204,0,3224.91155349965,335843.459005317
275,51,510,201400,2001,515102014002001,26488,0,2559.30520174321,285083.226136116
276,51,510,201400,4013,515102014004013,11073,0,1478.05861887193,119176.655281789
277,51,510,201500,3006,515102015003006,449,0,340.504065210876,4832.44942318271
278,51,510,200703,1002,515102007031002,15588,0,1671.4997713251,167770.946924943
279,51,510,200404,1004,515102004041004,0,10427,1571.13026441177,112229.08073848
280,51,510,200802,3008,515102008023008,1393,0,938.92185488263,14990.5764551407
281,51,510,200701,1005,515102007011005,9525,0,5152.50729270258,102516.465823799
282,51,510,202002,2001,515102020022001,3855,0,2471.31928445326,41490.0157381659
283,51,510,201500,2008,515102015002008,19301,0,2030.97516354906,207732.086428746
284,51,510,201400,4002,515102014004002,10874,0,1419.87705732969,117030.904826761
285,51,510,201300,3018,515102013003018,17250,0,1898.62634461817,185657.363673605
286,51,510,201400,4011,515102014004011,7508,0,1150.93131355592,80811.2054579262
287,51,510,201500,3015,515102015003015,17403,0,2035.33787069562,187309.16268466
288,51,510,201900,2006,515102019002006,26979,0,2188.67017910553,290373.998456557
289,51,510,201801,2007,515102018012007,10711,0,15320.6226780002,115283.290977317
290,51,510,201300,3007,515102013003007,16962,0,1743.03206165448,182563.75155406
291,51,510,201600,1002,515102016001002,12009,0,1452.21687308558,129247.735983659
292,51,510,200900,1015,515102009001015,1064,0,575.495653091239,11450.8657200565
293,51,510,200702,1029,515102007021029,33539,0,2729.51453700705,360972.60074333
294,51,510,201600,3009,515102016003009,11971,0,1451.43020183663,128839.524744122
295,51,510,201600,1004,515102016001004,9585,0,1331.84217270389,103165.074609937
296,51,510,201600,4001,515102016004001,12318,0,1472.54516454485,132574.814106231
297,51,510,201900,1026,515102019001026,2976,0,826.542176875172,32025.6881197422
298,51,510,201900,2018,515102019002018,3877,0,894.62486887894,41726.2309563856
299,51,510,201801,2022,515102018012022,69515,0,4043.66536808584,748182.408574986
300,51,510,201300,1007,515102013001007,16875,0,1924.36144970962,181619.403391966
301,51,510,201300,1000,515102013001000,16033,0,1880.33183810128,172557.912822452
302,51,510,201300,2014,515102013002014,14298,0,1675.49303318429,153882.994256079
303,51,510,201300,3002,515102013003002,20055,0,2017.16843079186,215854.251096418
304,51,510,200600,2021,515102006002021,0,66267,8968.61198596991,713227.202425411
305,51,510,200701,1014,515102007011014,3104,0,734.649391360649,33408.6733183759
306,51,510,200600,2020,515102006002020,157654,0,12750.4166856842,1696804.07281518
307,51,510,200702,1003,515102007021003,3890,0,726.609548855198,41871.2668995036
308,51,510,201600,3006,515102016003006,12109,0,1460.28548770657,130324.663763216
309,51,510,201801,2032,515102018012032,8908,0,2203.71259204442,95874.1288525157
310,51,510,201801,2033,515102018012033,6209,0,1150.16381756313,66825.5433167234
311,51,510,201801,1003,515102018011003,22514,0,2210.60856378794,242313.941626448
312,51,510,201801,1008,515102018011008,8715,0,1336.9254074438,93802.62454753
313,51,510,201801,4024,515102018014024,12962,0,1503.74742555614,139512.210416417
314,51,510,201802,1014,515102018021014,13297,0,1519.53407777334,143117.983633754
315,51,510,200107,1007,515102001071007,64064,0,5756.17485730622,689517.638344808
316,51,510,201500,1011,515102015001011,18968,0,1995.34888027293,204145.418684606
317,51,510,201500,3008,515102015003008,17769,0,2068.57913659023,191245.753253904
318,51,510,201500,2010,515102015002010,21314,0,2086.74330830251,229401.24195328
319,51,510,201400,4001,515102014004001,12660,0,1544.73386374006,136259.047534855
320,51,510,201400,4009,515102014004009,9159,0,1302.87864321107,98575.1640408766
321,51,510,201400,4014,515102014004014,9210,0,1309.55301724259,99122.038537978
322,51,510,201400,4010,515102014004010,11252,0,1485.46285896461,121104.701435519
323,51,510,201400,4021,515102014004021,17330,0,1988.79462406111,186522.470095315
324,51,510,201500,3016,515102015003016,19828,0,2064.81415152869,213407.887846631
325,51,510,200103,3000,515102001033000,46264,0,4304.54238844551,497933.721484193
326,51,510,200102,3011,515102001023011,25829,0,2128.10843770978,277992.991219519
327,51,510,201300,3014,515102013003014,13742,0,5780.15517990382,147912.443227622
328,51,510,201300,2000,515102013002000,14296,0,1676.1737293166,153868.719621298
329,51,510,200403,1006,515102004031006,25982,0,2387.62106089107,279638.981030026
330,51,510,201100,2001,515102011002001,65081,0,5233.86031094742,700465.885044009
331,51,510,200303,3001,515102003033001,713,0,392.622217032831,7672.58265376782
332,51,510,202002,1015,515102020021015,39081,0,2632.8859778983,420619.537281493
333,51,510,201203,2001,515102012032001,1503,0,509.33242047148,16179.9741975628
334,51,510,200702,1010,515102007021010,2580,0,711.728822776153,27765.3192678701
335,51,510,200702,1006,515102007021006,12595,0,1502.31320243869,135558.129920665
336,51,510,200201,1000,515102002011000,126,0,185.043337798829,1356.49009241052
337,51,510,200900,4003,515102009004003,20904,0,2048.84410395025,224985.457907224
338,51,510,200900,4000,515102009004000,20617,0,1952.92505644277,221893.274016052
339,51,510,201100,2022,515102011002022,12652,0,1529.32455061073,136168.621534711
340,51,510,200900,3005,515102009003005,21910,0,2316.60546861019,235819.170180592
341,51,510,200600,2011,515102006002011,4175,0,859.312439127858,44933.3409124853
342,51,510,201100,2002,515102011002002,18871,0,1928.68545601514,203103.74552602
343,51,510,200900,3017,515102009003017,34716,0,2544.26663873419,373647.87261112
344,51,510,201300,1005,515102013001005,6964,0,1122.55888240777,74950.5857656776
345,51,510,201300,3019,515102013003019,21704,0,2049.53759201182,233590.387922338
346,51,510,200900,1014,515102009001014,15442,0,1783.38601062663,166200.495590421
347,51,510,200201,3009,515102002013009,112210,0,5150.26734307663,1207701.97779012
348,51,510,200500,3001,515102005003001,122101,0,5871.98674567681,1314161.17972013
349,51,510,200404,1044,515102004041044,4868,0,939.69722594043,52390.7813041081
350,51,510,200404,1003,515102004041003,5129,0,1921.57295007838,55206.277082131
351,51,510,200600,4005,515102006004005,15635,0,1761.45984534821,168281.349211506
352,51,510,200403,1005,515102004031005,287963,0,11152.1188728605,3099302.83414206
353,51,510,200600,4003,515102006004003,20653,0,2099.22204358315,222285.086877269
354,51,510,200107,1000,515102001071000,29515,0,2897.92380218685,317668.74181624
355,51,510,201500,3007,515102015003007,3694,0,862.147752433104,39756.2220246027
356,51,510,201300,3015,515102013003015,4437,0,5754.4145540283,47757.2459104486
357,51,510,201801,1001,515102018011001,35145,0,3379.24866321359,378260.636502339
358,51,510,201300,1009,515102013001009,10568,0,1562.21491475434,113738.113546638
359,51,510,200303,1000,515102003031000,0,2308,891.982163362456,24842.0384678977
360,51,510,201600,1003,515102016001003,12267,0,1469.28833733197,132027.839314822
361,51,510,201600,4003,515102016004003,12302,0,1471.07313275735,132400.529679637
362,51,510,201600,3008,515102016003008,3610,0,873.051515800101,38858.7488375016
363,51,510,201801,2008,515102018012008,10846,0,15381.4743130977,116737.4194707
364,51,510,201801,3017,515102018013017,7725,0,1832.49478028967,83139.2989016129
365,51,510,201600,4000,515102016004000,12251,0,1468.62545228577,131855.214079927
366,51,510,201802,1005,515102018021005,12813,0,1495.65248660648,137902.021725958
367,51,510,201801,4023,515102018014023,12705,0,1489.94597396348,136746.809700419
368,51,510,201801,4006,515102018014006,12445,0,1476.63842759537,133943.970523115
369,51,510,201801,4021,515102018014021,1690,0,557.696038289577,18186.1704428197
370,51,510,200102,3006,515102001023006,14830,0,1615.77827412851,159618.622886725
371,51,510,200106,2006,515102001062006,1853,0,646.714216207272,19945.0120379111
372,51,510,200303,2000,515102003032000,65615,0,3587.24371668113,706205.908498868
373,51,510,200302,1011,515102003021011,24875,0,2410.03439895929,267722.457236967
374,51,510,200302,1008,515102003021008,15057,0,1624.57949844967,162056.406323295
375,51,510,200301,2000,515102003012000,48829,0,2878.73555219932,525538.606348661
376,51,510,200302,1016,515102003021016,31789,0,3038.44365487365,342141.119716408
377,51,510,201600,2007,515102016002007,24480,0,2093.59722699733,263476.309941777
378,51,510,201600,3005,515102016003005,12136,0,1462.76979462821,130623.629203655
379,51,510,201600,1000,515102016001000,12220,0,1464.54102270311,131524.631586915
380,51,510,201600,1007,515102016001007,12182,0,1464.89267811496,131117.04100562
381,51,510,201801,3021,515102018013021,23171,0,2018.28290103667,249390.302005158
382,51,510,201801,4009,515102018014009,12919,0,1501.48918598396,139040.805009815
383,51,510,201801,4008,515102018014008,12874,0,1498.93882511793,138559.421460375
384,51,510,201801,3024,515102018013024,12701,0,1488.78097134965,136702.15863413
385,51,510,201801,3025,515102018013025,12162,0,1463.26821485633,130897.757753068
386,51,510,201802,1008,515102018021008,12218,0,1465.84310811781,131503.714227712
387,51,510,201801,4005,515102018014005,12269,0,1468.68513042306,132055.148904451
388,51,510,201801,4001,515102018014001,2435,0,964.757567326646,26203.3672051486
389,51,510,202002,1003,515102020021003,6087,0,1081.73129782584,65511.0409636903
390,51,510,200202,2003,515102002022003,210524,0,6863.62024562568,2265842.33558661
391,51,510,201000,1007,515102010001007,19069,0,2479.36489782188,205232.350776998
392,51,510,201000,1011,515102010001011,5313,0,2452.55960579495,57185.0371453864
393,51,510,200404,1040,515102004041040,12011,0,1752.01829158093,129277.814970247
394,51,510,200103,4005,515102001034005,1721,0,560.978949808719,18527.3981164909
395,51,510,200500,3002,515102005003002,2485,0,628.785604798018,26744.3611622654
396,51,510,200600,5001,515102006005001,4228,0,888.533475984532,45507.1304034844
397,51,510,200107,3001,515102001073001,9926,0,1676.43171538172,106828.061996633
398,51,510,200404,1029,515102004041029,8284,0,1326.80272886683,89156.3551118058
399,51,510,200104,1004,515102001041004,523358,676,13784.761073593,5640130.09785063
400,51,510,200303,1005,515102003031005,7188,0,1372.65191879206,77360.8889013346
401,51,510,200303,4003,515102003034003,3558,0,1231.20824271736,38296.3975556172
402,51,510,200801,2027,515102008012027,8267,0,1496.53512718921,88977.6176247919
403,51,510,200701,1010,515102007011010,5600,0,966.661434478,60272.0401569221
404,51,510,201500,1002,515102015001002,17160,0,1995.99561489638,184687.48097696
405,51,510,200801,2019,515102008012019,12290,0,1538.51805005073,132272.183122182
406,51,510,201202,3006,515102012023006,14231,0,1718.84504098607,153165.890104992
407,51,510,201400,1000,515102014001000,33332,0,3079.97034561448,358749.880029583
408,51,510,201400,1026,515102014001026,9193,0,1313.48130740039,98938.3320729061
409,51,510,201400,1003,515102014001003,15243,0,1848.93174781904,164056.372357915
410,51,510,201400,1019,515102014001019,6191,0,1049.00769183928,66628.0091706829
411,51,510,201300,1013,515102013001013,21479,0,2033.44548924325,231175.533012397
412,51,510,201204,2010,515102012042010,4398,0,1049.06738327892,47340.4550459943
413,51,510,201300,1004,515102013001004,95847,0,7217.33677851822,1031588.85130336
414,51,510,201400,1009,515102014001009,10945,0,1411.45081061789,117800.799364721
415,51,510,201300,2004,515102013002004,12979,0,1585.45982607637,139691.973436322
416,51,510,201300,2015,515102013002015,14107,0,1668.21786865656,151833.798038167
417,51,510,201400,3003,515102014003003,19737,0,1958.96841513325,212426.291925845
418,51,510,201500,2001,515102015002001,25754,0,2446.2707039827,277190.313122223
419,51,510,200301,1005,515102003011005,24395,0,2148.54771122388,262560.41389412
420,51,510,200201,3007,515102002013007,25839,0,2235.87972389165,278110.060711789
421,51,510,201600,1006,515102016001006,12139,0,1462.14863456761,130646.977413757
422,51,510,200802,2000,515102008022000,221795,0,6257.5606975606,2387153.05735859
423,51,510,200701,1011,515102007011011,3933,0,825.156684973703,42329.2052497063
424,51,510,201801,3007,515102018013007,31810,0,2939.01919210559,342362.651273344
425,51,510,200600,2019,515102006002019,20023,0,2206.47262759278,215500.23537576
426,51,510,200301,1009,515102003011009,10128,0,1463.07977901181,109004.068416854
